,fuelexpn,hhcompx,gorEHS,FullincDeciles,FPEER,FPEERband,AHCIncomeEQ,fpflgb,fpflgf,HousingCosts
998,932.7,6,4,1,69.48,1,6455.172414,1,1,3848.0
999,1244.87,6,4,6,55.96,2,32051.72414,0,0,8400.0
1000,1270.09,5,4,9,72.92,1,26501.63043,0,0,4004.0
1001,1085.12,1,4,4,67.02,2,14545.00962,0,0,3444.990385
1002,1182.08,4,4,2,68.57,1,11161.22449,1,0,3640.0
1003,1838.7,2,4,9,50.6,3,30408.4507,0,0,4472.0
1004,677.3,7,4,4,79.18,1,24600.0,0,0,3744.0
1005,1070.04,5,4,5,63.81,2,16248.0,0,0,5400.0
1006,1790.11,3,4,4,53.42,3,11140.0,1,0,4472.0
1007,1450.51,2,4,5,54.76,2,21066.0,0,0,0.0
1008,1552.58,3,4,8,50.89,3,20540.76087,0,0,2400.0
1009,2070.33,3,4,10,37.32,4,30909.85915,0,0,13200.0
1010,840.69,6,4,1,70.82,1,1260.344828,1,1,4264.0
1011,1138.72,2,4,1,69.76,1,6834.0,1,1,3792.0
1012,791.22,7,4,3,71.46,1,20684.48276,0,0,3185.0
1013,1167.34,1,4,7,66.05,2,28616.0,0,0,3456.0
1014,2458.28,5,4,6,58.44,2,14446.2963,0,0,4464.0
1015,1014.88,7,4,1,69.53,1,10415.51724,1,1,3696.0
1016,2027.69,3,4,9,38.33,4,30482.14286,0,0,6180.0
1017,1438.55,4,4,7,65.28,2,27572.44898,0,0,5040.0
1018,1161.59,1,4,8,68.77,1,35965.0,0,0,0.0
1019,742.57,7,4,3,60.69,2,22196.55172,0,0,3750.0
1020,1785.57,6,4,5,54.29,3,17898.27586,0,0,11400.0
1021,1098.31,2,4,7,70.97,1,29407.0,0,0,1104.0
1022,1460.48,3,4,7,74.4,1,12754.5,0,0,5184.0
1023,1369.11,3,4,6,60.48,2,17539.16667,0,0,6480.0
1024,932.44,3,4,4,76.54,1,9787.5,0,0,7200.0
1025,1352.43,2,4,8,59.71,2,23590.84507,0,0,3848.0
1026,1165.53,2,4,5,69.76,1,19274.0,0,0,3900.0
1027,1266.28,5,4,8,60.82,2,31679.0,0,0,7800.0
1028,2063.15,3,4,10,38.38,4,37129.28571,0,0,3755.0
1029,1099.1,2,4,2,69.95,1,10506.0,0,0,3640.0
1030,759.23,7,4,2,76.6,1,15789.65517,0,0,3588.0
1031,1234.64,6,4,1,55.96,2,7210.344828,1,1,4056.0
1032,1497.86,5,4,6,64.88,2,12684.78261,0,0,1820.0
1033,872.8,7,4,1,64.92,2,18886.2069,0,0,0.0
1034,1180.5,3,4,5,67.85,2,16434.16667,0,0,3692.0
1035,1041.14,1,4,7,67.38,2,29017.0,0,0,2724.0
1036,1003.55,7,4,1,63.43,2,11094.82759,1,1,2891.0
1037,956.9,5,4,6,69.47,1,23233.0,0,0,3484.0
1038,2099.98,3,4,4,52.25,3,10133.57143,1,1,4316.0
1039,937.78,7,4,2,62.48,2,24655.17241,0,0,0.0
1040,1989.2,7,4,7,18.24,5,55529.31034,0,0,0.0
1041,1127.85,4,4,2,65.17,2,13256.41026,1,0,3150.0
1042,1909.8,3,4,9,58.71,2,20468.90727,0,0,22766.52982
1043,1324.82,2,4,3,66.7,2,17324.0,0,0,0.0
1044,915.69,6,4,5,62.74,2,27865.51724,0,0,6276.0
1045,1248.72,6,4,5,56.57,2,35255.17241,0,0,3588.0
1046,883.35,1,4,9,63.71,2,39002.0,0,0,6000.0
1047,895.41,1,4,8,75.85,1,31378.0,0,0,8100.0
1048,1454.09,6,4,2,40.27,3,17043.10345,1,1,4160.0
1049,1948.35,3,4,7,63.56,2,17881.52174,0,0,0.0
1050,718.68,6,4,1,73.46,1,9055.172414,1,0,3484.0
1051,1605.57,4,4,4,63.75,2,12933.33333,1,0,4056.0
1052,1350.67,1,4,4,66.01,2,12216.19718,0,0,3640.0
1053,616.14,6,4,1,48.8,3,7631.084455,0,0,4413.971016
1054,1362.26,2,4,4,60.5,2,19385.0,0,0,0.0
1055,1401.6,5,4,3,67.86,2,7789.173789,1,0,3461.538462
1056,1619.16,3,4,10,50.89,3,41351.66667,0,0,6840.0
1057,1714.42,4,4,4,53.54,3,16090.83333,0,0,0.0
1058,1252.7,2,4,3,69.27,1,16738.0,0,0,0.0
1059,1208.65,3,4,6,68.63,1,15597.53086,0,0,3588.0
1060,1139.54,1,4,2,71.06,1,9958.0,1,0,3484.0
1061,778.61,1,4,5,85.44,1,15413.38028,0,0,0.0
1062,948.03,3,4,9,77.71,1,28122.5,0,0,13200.0
1063,1441.5,4,4,3,63.88,2,4957.142857,1,0,11384.0
1064,829.47,4,4,3,74.27,1,10095.0,0,0,4836.0
1065,804.5,6,4,1,61.88,2,8820.689655,0,0,4740.0
1066,2589.78,3,4,9,61.13,2,12070.37688,0,0,27355.50655
1067,1152.29,7,4,4,66.55,2,27113.7931,0,0,2736.0
1068,1065.5,5,4,4,69.67,1,15698.0,0,0,3708.0
1069,1005.59,2,4,2,67.09,2,9048.0,0,0,3900.0
1070,1060.91,5,4,4,68.65,1,10858.4507,0,0,3640.0
1071,2370.46,2,4,10,70.41,1,85966.0,0,0,0.0
1072,1460.53,3,4,4,69.27,1,9969.759022,0,0,3944.990385
1073,1399.17,4,4,7,54.83,2,30889.74359,0,0,7150.0
1074,1416.6,2,4,8,73.65,1,38567.0,0,0,0.0
1075,2165.76,1,4,8,44.79,3,27023.23944,0,0,0.0
1076,868.63,2,4,2,69.91,1,9153.0,0,0,4992.0
1077,2929.53,7,4,5,33.61,4,38736.2069,1,1,0.0
1078,1569.24,2,4,6,47.75,3,25732.0,0,0,0.0
1079,2362.83,1,4,9,40.78,3,42359.0,0,0,4800.0
1080,1107.97,4,4,6,71.33,1,16163.38028,0,0,4380.0
1081,850.23,1,4,7,65.59,2,20743.8828,0,0,11606.1172
1082,1632.97,3,4,9,67.92,2,27188.57143,0,0,10200.0
1083,905.15,6,4,1,68.88,1,4896.551724,1,1,4992.0
1084,1459.9,3,4,9,68.78,1,24580.0,0,0,11628.0
1085,1187.95,4,4,6,63.03,2,27626.92308,0,0,4641.0
1086,2492.78,3,4,8,62.44,2,26901.42857,0,0,0.0
1087,1208.48,7,5,5,52.99,3,36525.86207,0,0,0.0
1088,1014.37,4,5,2,73.18,1,14601.28205,0,0,2912.0
1089,968.62,7,5,3,64.54,2,25391.37931,0,0,0.0
1090,1148.39,1,5,8,70.86,1,23706.34588,0,0,3759.988851
1091,1015.73,2,5,6,66.11,2,21640.0,0,0,4140.0
1092,1250.08,5,5,4,68.9,1,15243.0,0,0,4740.0
1093,1043.03,1,5,6,68.38,2,22971.0,0,0,5556.0
1094,1030.66,1,5,4,66.81,2,13034.0,0,0,6300.0
1095,726.03,6,5,2,71.61,1,18760.47745,0,0,3576.923077
1096,795.98,6,5,1,71.8,1,6175.862069,1,1,3640.0
1097,762.97,5,5,4,78.93,1,17479.84615,0,0,3478.153846
1098,512.72,7,5,2,77.21,1,14151.72414,0,0,3675.0
1099,798.16,6,5,3,74.66,1,25837.93103,0,0,0.0
1100,1624.32,1,5,10,62.14,2,63202.0,0,0,19200.0
1101,1392.29,7,5,5,47.18,3,40100.0,0,0,0.0
1102,659.02,2,5,1,80.87,1,10801.0,0,0,0.0
1103,850.35,7,5,2,65.15,2,23448.27586,0,0,0.0
1104,1607.62,1,5,7,69.63,1,21066.90141,0,0,0.0
1105,1012.11,6,5,9,51.65,3,74248.27586,0,0,7200.0
1106,1368.55,5,5,7,72.15,1,3876.106195,0,0,24000.0
1107,1973.26,5,5,8,55.03,2,9123.893805,0,0,18000.0
1108,2968.06,5,5,10,33.91,4,13440.29851,0,0,20800.0
1109,1686.85,3,5,7,52.16,3,18965.71429,0,0,5400.0
1110,1074.19,7,5,3,57.41,2,30405.17241,0,0,0.0
1111,1422.08,4,5,6,65.79,2,16328.87324,0,0,4200.0
1112,1396.18,5,5,6,63.41,2,20433.80282,0,0,0.0
1113,806.42,1,5,8,74.81,1,31597.0,0,0,6600.0
1114,2456.23,5,5,9,52.59,3,26936.41975,0,0,4680.0
1115,1555.76,1,5,9,51.15,3,37668.0,0,0,10800.0
1116,1828.92,3,5,9,57.18,2,33227.5,0,0,15600.0
1117,1175.8,3,5,10,75.65,1,45502.5,0,0,11400.0
1118,1156.18,2,5,8,61.35,2,37075.0,0,0,0.0
1119,1167.45,7,5,2,60.33,2,13662.06897,1,0,4524.0
1120,1566.34,1,5,8,70.37,1,37816.0,0,0,0.0
1121,756.64,7,5,2,71.28,1,15289.65517,0,0,4940.0
1122,1504.46,3,5,8,61.74,2,21126.875,0,0,7500.0
1123,1161.57,7,5,2,59.81,2,13524.13793,1,0,3850.0
1124,1074.88,2,5,4,69.58,1,18670.0,0,0,0.0
1125,815.37,7,5,3,67.29,2,23089.65517,0,0,4182.0
1126,1106.81,7,5,1,57.3,2,9036.206897,1,1,3750.0
1127,1243.52,2,5,4,57.2,2,17337.0,0,0,3400.0
1128,1607.43,4,5,2,61.82,2,891.8367347,1,1,10440.0
1129,903.27,7,5,2,63.94,2,11105.17241,0,0,4888.0
1130,1218.61,2,5,5,67.27,2,23307.0,0,0,0.0
1131,1650.77,2,5,4,53.26,3,12580.0,1,0,5100.0
1132,1472.76,3,5,6,70.97,1,10970.09804,0,0,4160.0
1133,1017.92,7,5,2,68.03,2,13344.82759,1,0,4108.0
1134,1647.99,1,5,6,46.86,3,23908.0,0,0,4200.0
1135,1778.32,2,5,8,55.64,2,39620.0,0,0,0.0
1136,1503.56,3,5,10,73.72,1,42187.03704,0,0,4800.0
1137,687.61,7,5,1,76.03,1,8756.896552,1,0,3484.0
1138,885.85,2,5,6,67.9,2,24848.0,0,0,4004.0
1139,1262.3,3,5,7,68.78,1,18308.33333,0,0,11400.0
1140,803.42,7,5,2,73.64,1,13613.7931,1,0,5820.0
1141,1269.03,4,5,5,66.48,2,12752.11268,0,0,3621.0
1142,2481.76,3,5,8,32.62,4,30041.66667,0,0,0.0
1143,918.21,5,5,1,66.65,2,5852.0,1,1,0.0
1144,1344.61,2,5,7,56.66,2,32623.0,0,0,0.0
1145,2934.14,1,5,10,25.21,4,71129.0,0,0,2640.0
1146,1508.59,1,5,5,54.4,3,17983.0,0,0,4800.0
1147,1659.82,2,5,8,45.04,3,35145.0,0,0,0.0
1148,1117.11,4,5,4,66.71,2,13354.5,0,0,4921.5
1149,1820.07,2,5,8,55.01,2,42317.0,0,0,0.0
1150,1285.7,3,5,7,66.06,2,22525.83333,0,0,6240.0
1151,961.46,1,5,6,64.61,2,20803.0,0,0,4160.0
1152,3079.11,2,5,3,37.62,4,10787.53771,1,1,5610.462287
1153,1262.29,2,5,8,66.22,2,37193.0,0,0,0.0
1154,1259.4,4,6,1,74.22,1,-1429.166667,1,1,11940.0
1155,1523.24,5,6,7,62.09,2,14656.37255,0,0,4750.0
1156,982.24,1,6,2,69.81,1,9100.0,0,0,4641.0
1157,1139.96,1,6,7,66.68,2,15321.12676,0,0,7800.0
1158,1293.59,1,6,5,67.06,2,10719.56522,0,0,3660.0
1159,1152.22,1,6,6,67.79,2,24111.0,0,0,3168.0
1160,878.52,7,6,2,63.36,2,17432.75862,0,0,3332.0
1161,1354.13,2,6,9,67.75,2,37348.59155,0,0,0.0
1162,1503.11,5,6,9,71.74,1,25938.58696,0,0,4080.0
1163,1274.17,1,6,2,71.75,1,11361.0,1,0,3075.0
1164,899.84,6,6,2,67.47,2,19279.31034,0,0,2400.0
1165,1188.53,3,6,6,78.41,1,8050.0,0,0,18000.0
1166,1478.48,6,6,8,46.33,3,57079.31034,0,0,7176.0
1167,1571.45,3,6,6,55.94,2,16624.16667,0,0,9000.0
1168,1241.56,4,6,2,66.91,2,10314.10256,1,0,4628.0
1169,1615.13,5,6,3,37.01,4,14106.0,0,0,3552.0
1170,922.56,6,6,1,70.5,1,7903.448276,1,0,6552.0
1171,1886.09,5,6,7,51.4,3,31180.0,0,0,0.0
1172,1567.82,3,6,7,68.88,1,12302.86885,0,0,3840.0
1173,875.36,7,6,1,71.37,1,19203.44828,0,0,0.0
1174,1810.47,2,6,7,53.21,3,21734.50704,0,0,972.0
1175,1066.79,1,6,2,67.96,2,10840.0,0,0,2793.0
1176,746.96,7,6,1,72.76,1,13075.86207,0,0,3484.0
1177,1172.05,3,6,2,69.4,1,8450.0,0,0,4018.0
1178,1354.88,7,6,2,46.01,3,13370.68966,1,1,3650.0
1179,1163.77,3,6,7,71.65,1,16254.28571,0,0,7920.0
1180,1652.52,1,6,9,62.19,2,22831.52174,0,0,6000.0
1181,2501.78,1,6,2,30.66,4,4118.309859,1,1,6240.0
1182,1013.53,2,6,4,69.68,1,15365.0,0,0,4316.0
1183,892.75,1,6,2,72.97,1,6515.0,1,0,5356.0
1184,1446.17,6,6,2,37.86,4,15370.68966,1,1,4004.0
1185,1273.47,3,6,6,73.65,1,14703.57143,0,0,5564.0
1186,1125.17,7,6,2,41.47,3,21141.37931,0,0,0.0
1187,700.46,6,6,6,73.46,1,38375.86207,0,0,3692.0
1188,768.09,6,6,2,71.86,1,14312.06897,0,0,3692.0
1189,684.61,6,6,1,71.4,1,6213.793103,1,0,3640.0
1190,1377.77,1,6,4,63.61,2,20340.0,0,0,0.0
1191,1695.64,4,6,7,57.33,2,18110.83333,0,0,9048.0
1192,1024.96,3,6,3,72.96,1,7113.580247,0,0,5652.0
1193,4111.53,3,6,10,37.17,4,38346.2963,0,0,12396.0
1194,1006.12,7,6,2,59.0,2,14836.2069,0,0,4128.0
1195,932.5,7,6,3,67.77,2,27560.34483,0,0,0.0
1196,2072.28,3,6,8,51.23,3,29316.19718,0,0,0.0
1197,1854.54,5,6,5,37.78,4,17198.0,0,0,4680.0
1198,862.81,7,6,4,67.68,2,24562.06897,0,0,3900.0
1199,1519.56,2,6,3,51.06,3,15550.0,0,0,0.0
1200,1034.25,6,6,1,67.5,2,6701.724138,1,1,3792.0
1201,998.59,7,6,1,61.24,2,9655.172414,1,1,4312.0
1202,1068.1,7,6,2,63.72,2,15086.2069,1,0,3840.0
1203,884.19,6,6,1,67.63,2,10517.24138,1,1,2132.0
1204,834.14,1,6,1,69.9,1,3549.0,1,1,3120.0
1205,1459.22,3,6,4,69.98,1,8481.318681,0,0,3848.0
1206,856.69,7,6,5,66.55,2,31450.0,0,0,3234.0
1207,972.47,6,6,1,66.96,2,-184.4827586,1,1,2832.0
1208,900.29,5,6,4,65.86,2,16726.0,0,0,3552.0
1209,811.14,7,6,4,64.13,2,35062.06897,0,0,0.0
1210,1181.46,1,6,1,62.99,2,7830.0,1,1,0.0
1211,1757.37,3,6,6,62.65,2,10079.46429,0,0,4628.0
1212,834.39,7,6,4,65.91,2,27241.37931,0,0,4888.0
1213,967.39,1,6,3,68.24,2,10735.0,0,0,5668.0
1214,1065.69,1,6,6,65.76,2,24719.0,0,0,4500.0
1215,1121.37,2,6,7,72.51,1,27408.0,0,0,5184.0
1216,1465.06,2,6,8,63.06,2,40626.0,0,0,0.0
1217,771.56,4,6,2,77.13,1,10314.10256,0,0,3744.0
1218,1408.24,6,6,8,57.49,2,63860.34483,0,0,0.0
1219,1415.86,3,6,8,64.41,2,21862.5,0,0,9300.0
1220,837.46,4,6,2,68.92,1,8128.0,1,0,3952.0
1221,1052.87,4,6,3,67.04,2,11098.0,0,0,4080.0
1222,3182.74,1,10,10,20.39,5,64206.0,0,0,0.0
1223,1832.69,5,10,3,40.48,3,15141.0,1,1,0.0
1224,2085.58,6,10,2,30.54,4,11505.89655,1,1,7809.58
1225,3657.42,3,10,6,4.86,5,10232.71605,1,1,8320.0
1226,1234.67,3,10,5,71.3,1,12837.5,0,0,8340.0
1227,879.29,1,10,6,74.76,1,18142.0,0,0,8100.0
1228,1373.87,3,10,6,67.16,2,14146.42857,0,0,9300.0
1229,902.47,1,10,2,71.76,1,7321.0,0,0,6000.0
1230,778.3,3,10,6,89.86,1,14286.42857,0,0,5980.0
1231,2605.44,3,10,7,45.34,3,12396.7033,0,0,9672.0
1232,1345.0,3,10,3,64.99,2,9316.666667,1,0,4420.0
1233,1257.5,3,10,5,56.55,2,13057.5,0,0,6720.0
1234,1099.56,2,10,6,65.29,2,20428.0,0,0,6240.0
1235,1166.78,2,10,3,70.14,1,17581.0,0,0,0.0
1236,3284.74,2,10,5,8.1,5,11485.21127,1,1,5700.0
1237,1239.82,2,10,3,63.6,2,16063.0,0,0,1440.0
1238,1357.92,4,10,5,69.02,1,10707.14286,0,0,9035.0
1239,1092.27,7,10,2,57.68,2,13322.41379,0,0,4236.0
1240,989.86,4,10,2,70.94,1,12380.76923,1,0,4350.0
1241,1436.54,1,10,3,58.11,2,10537.0,0,0,5400.0
1242,1187.49,2,10,10,66.29,2,40367.60563,0,0,0.0
1243,1286.6,6,10,3,55.51,2,14971.03953,0,0,7900.797072
1244,1058.64,6,10,4,56.59,2,24341.37931,0,0,3960.0
1245,1176.72,1,10,8,55.89,2,29254.0,0,0,7200.0
1246,1032.3,7,10,3,61.08,2,21951.72414,0,0,4940.0
1247,1481.38,3,10,7,61.86,2,15862.14286,0,0,8400.0
1248,2150.94,4,10,4,54.25,3,7197.058824,1,1,3600.0
1249,821.94,3,10,9,76.52,1,36690.83333,0,0,9310.0
1250,1794.04,2,10,2,35.67,4,12859.0,1,1,0.0
1251,998.57,7,10,4,60.84,2,26237.93103,0,0,4576.0
1252,1438.39,4,10,5,66.6,2,13503.62319,0,0,4472.0
1253,1206.89,4,10,5,62.85,2,13446.66667,0,0,4940.0
1254,895.63,6,10,3,63.23,2,21155.17241,0,0,3888.0
1255,727.07,6,10,2,76.42,1,10418.96552,0,0,5460.0
1256,1293.54,3,10,6,70.94,1,8954.945055,0,0,9600.0
1257,1311.86,5,10,5,70.7,1,14296.47887,0,0,3744.0
1258,1548.18,7,10,1,37.28,4,15677.58621,1,1,0.0
1259,1616.52,4,10,3,49.63,3,9610.25641,1,1,7500.0
1260,1446.2,3,10,3,66.86,2,8188.028169,0,0,4316.0
1261,1055.7,2,10,2,67.2,2,6436.0,0,0,7560.0
1262,1714.15,3,10,5,55.49,2,11995.06173,0,0,4836.0
1263,843.36,7,10,3,63.81,2,27743.10345,0,0,0.0
1264,1327.24,3,10,7,71.48,1,15764.19753,0,0,4680.0
1265,1502.41,3,10,1,54.54,2,4217.5,1,1,5784.0
1266,1482.41,2,10,9,62.04,2,30568.30986,0,0,2820.0
1267,1324.07,4,10,3,51.55,3,12400.0,0,0,4224.0
1268,1752.31,4,10,4,54.7,2,14186.44068,0,0,4272.0
1269,1409.9,2,10,6,57.35,2,26786.0,0,0,0.0
1270,1267.36,2,10,8,64.73,2,35023.0,0,0,0.0
1271,1129.23,2,10,4,68.36,2,15447.0,0,0,5592.0
1272,795.19,1,10,5,75.51,1,14584.0,0,0,8280.0
1273,1054.93,2,10,6,70.32,1,24205.0,0,0,3360.0
1274,1608.36,3,10,5,56.05,2,13390.71429,0,0,4420.0
1275,1820.12,4,10,3,53.89,3,9793.877551,1,1,7800.0
1276,1582.89,3,10,3,52.68,3,2538.732394,1,0,14050.0
1277,1310.39,2,10,7,62.25,2,32015.0,0,0,0.0
1278,1557.69,2,10,7,43.18,3,30195.0,0,0,0.0
1279,806.24,7,10,6,77.89,1,46605.17241,0,0,0.0
1280,1677.94,2,10,6,47.87,3,28753.0,0,0,0.0
1281,2093.28,6,10,3,16.88,5,17272.41379,1,1,4800.0
1282,1397.86,1,10,10,63.16,2,35165.21739,0,0,4800.0
1283,1076.65,6,10,1,61.67,2,6160.344828,1,1,624.0
1284,865.53,4,10,4,76.83,1,16864.10256,0,0,5200.0
1285,697.42,5,10,5,83.58,1,17224.0,0,0,4056.0
1286,1450.69,6,10,1,50.38,3,8993.103448,1,1,4800.0
1287,1361.54,5,10,10,71.43,1,28059.23913,0,0,5400.0
1288,1210.86,7,10,5,53.24,3,29543.10345,0,0,6900.0
1289,2415.71,3,10,9,34.87,4,23775.0,0,0,9900.0
1290,1062.68,1,10,7,76.47,1,21315.0,0,0,9540.0
1291,1027.54,1,10,9,70.78,1,38001.0,0,0,4920.0
1292,1995.82,2,10,6,29.86,4,22804.98746,0,0,4879.012536
1293,959.14,6,10,2,60.78,2,13287.93103,1,0,3796.0
1294,985.52,7,10,7,65.9,2,53201.72414,0,0,0.0
1295,723.79,7,10,6,73.74,1,37817.24138,0,0,4420.0
1296,734.5,6,10,2,72.15,1,13332.75862,0,0,4680.0
1297,1022.39,2,7,9,76.32,1,31942.95775,0,0,4680.0
1298,1508.44,6,7,9,59.8,2,57387.93103,0,0,14400.0
1299,1019.92,7,7,5,73.11,1,38046.55172,0,0,0.0
1300,1141.83,7,7,1,55.35,2,18708.62069,1,1,0.0
1301,1559.4,1,7,8,52.62,3,35724.0,0,0,6120.0
1302,995.02,2,7,3,71.7,1,16233.0,0,0,0.0
1303,1059.69,1,7,8,68.17,2,30206.0142,0,0,5442.985801
1304,920.22,6,7,1,65.83,2,4613.793103,1,1,5616.0
1305,939.44,2,7,5,74.03,1,17597.0,0,0,5096.0
1306,1097.44,4,7,2,69.56,1,8800.0,1,0,5500.0
1307,1985.35,3,7,7,43.41,3,16423.91304,0,0,3540.0
1308,820.67,6,7,1,63.78,2,8874.137931,1,0,4000.0
1309,1472.88,3,7,8,65.22,2,17052.21025,0,0,10793.02154
1310,1009.81,4,7,3,72.99,1,13201.28205,0,0,5772.0
1311,1476.97,3,7,4,65.37,2,7732.065217,0,0,3600.0
1312,1100.95,6,7,1,50.13,3,-11624.13793,1,1,8700.0
1313,1443.12,5,7,5,68.57,1,16455.6338,0,0,0.0
1314,719.27,7,7,5,72.34,1,28343.10345,0,0,4750.0
1315,560.54,7,7,2,77.47,1,13644.82759,0,0,3800.0
1316,905.46,2,7,3,69.65,1,11656.0,0,0,5200.0
1317,1357.28,4,7,1,64.16,2,-236.7346939,1,1,8700.0
1318,1208.17,2,7,3,63.61,2,14921.0,0,0,0.0
1319,1280.98,4,7,3,63.09,2,11537.7551,1,0,4420.0
1320,1503.53,2,7,7,55.68,2,29179.85016,0,0,1352.149837
1321,795.15,7,7,6,66.36,2,37136.2069,0,0,5148.0
1322,1964.49,3,7,8,58.33,2,21600.0,0,0,4692.0
1323,1347.98,7,7,3,59.26,2,25365.51724,0,0,0.0
1324,1598.79,7,7,8,62.6,2,64250.0,0,0,0.0
1325,958.57,6,7,1,64.42,2,18691.37931,0,0,0.0
1326,1588.26,2,7,9,48.63,3,49352.0,0,0,0.0
1327,1576.57,3,7,5,46.36,3,11165.0,0,0,10800.0
1328,1229.19,5,7,8,67.12,2,22334.50704,0,0,7140.0
1329,1978.32,3,7,6,42.5,3,16845.83333,0,0,8700.0
1330,548.95,7,7,3,76.02,1,16225.86207,0,0,6500.0
1331,1192.98,3,7,7,63.04,2,25890.83333,0,0,0.0
1332,865.59,3,7,6,68.71,1,15701.5205,0,0,6405.1754
1333,1125.61,6,7,4,58.87,2,17275.86207,0,0,8400.0
1334,788.56,1,7,3,71.13,1,10149.0,0,0,4888.0
1335,1230.07,1,7,8,58.88,2,32169.0,0,0,8100.0
1336,1280.93,3,7,7,63.57,2,17466.66667,0,0,11400.0
1337,2591.44,3,7,10,72.08,1,89289.50617,0,0,0.0
1338,916.29,3,7,6,79.51,1,17628.33333,0,0,3696.0
1339,1140.75,3,7,8,68.8,1,19373.66667,0,0,12446.6
1340,2095.19,3,7,5,32.61,4,11025.71429,0,0,8700.0
1341,2010.26,3,7,8,53.17,3,16849.28571,0,0,14400.0
1342,2097.13,2,7,5,39.51,3,24395.0,0,0,0.0
1343,1622.53,3,7,7,54.97,2,14799.38272,0,0,5400.0
1344,966.68,7,7,1,63.5,2,9234.482759,1,1,2964.0
1345,1379.99,5,7,4,62.57,2,17111.68024,0,0,1119.319758
1346,1865.9,5,7,7,56.21,2,14151.85185,0,0,9000.0
1347,1491.82,3,7,8,66.7,2,24764.16667,0,0,7200.0
1348,1386.94,4,7,1,65.44,2,-385.8974359,1,1,7200.0
1349,1320.16,2,7,5,58.58,2,21908.0,0,0,0.0
1350,1841.68,3,7,10,68.49,2,55250.83333,0,0,10800.0
1351,1145.88,7,7,2,53.03,3,14817.24138,1,0,4900.0
1352,1184.09,3,7,5,61.56,2,13199.29577,0,0,4784.0
1353,1571.26,3,7,6,64.44,2,12342.14286,0,0,7644.0
1354,1588.65,5,7,5,45.51,3,16763.0,0,0,7200.0
1355,1309.43,1,7,9,55.11,2,40604.0,0,0,10800.0
1356,895.07,7,7,2,66.78,2,21951.72414,0,0,0.0
1357,1355.39,4,7,4,65.6,2,10901.02041,1,0,9308.0
1358,1630.35,2,7,7,50.78,3,21588.02817,0,0,0.0
1359,1350.23,1,7,6,50.05,3,18080.0,0,0,6840.0
1360,714.69,6,7,1,71.95,1,3170.689655,0,0,5988.0
1361,1208.3,7,7,5,67.32,2,38908.62069,0,0,0.0
1362,945.83,5,7,9,70.1,1,35988.0,0,0,8520.0
1363,934.06,7,7,1,61.45,2,13558.62069,1,1,0.0
1364,1211.07,3,7,8,73.22,1,25488.33333,0,0,11100.0
1365,1048.21,2,7,5,71.12,1,18459.0,0,0,5376.0
1366,1173.42,2,7,7,64.88,2,30880.1775,0,0,2608.8225
1367,1152.05,2,7,3,64.0,2,10300.20192,0,0,6140.798077
1368,775.41,6,8,1,63.43,2,4482.758621,1,1,4420.0
1369,1113.82,4,8,6,68.47,2,13782.5,0,0,8400.0
1370,1566.7,4,8,6,68.58,1,19694.91525,0,0,5760.0
1371,1180.2,7,8,4,54.65,2,28062.06897,0,0,2280.0
1372,1120.38,6,8,1,48.68,3,6367.241379,1,1,4800.0
1373,906.47,6,8,1,56.87,2,7983.952255,1,0,4892.307692
1374,1254.76,5,8,6,60.6,2,21228.0,0,0,4848.0
1375,794.74,6,8,9,57.8,2,55620.68966,0,0,12000.0
1376,1011.08,3,8,6,77.01,1,8643.209877,0,0,11400.0
1377,1523.21,1,8,10,67.8,2,100000.0,0,0,50400.0
1378,1771.25,1,8,10,56.37,2,100000.0,0,0,0.0
1379,1086.43,1,8,10,57.73,2,75573.0,0,0,17940.0
1380,982.72,7,8,3,54.21,3,25787.93103,0,0,0.0
1381,1500.69,3,8,9,63.18,2,29760.83333,0,0,10800.0
1382,1197.33,3,8,3,58.51,2,2645.0,0,0,12600.0
1383,821.54,6,8,1,69.97,1,8965.517241,1,0,5044.0
1384,1134.89,7,8,3,63.73,2,26181.03448,0,0,0.0
1385,957.92,6,8,4,56.76,2,24328.62069,0,0,6238.4
1386,1056.16,3,8,7,68.48,2,16990.84507,0,0,5750.0
1387,1308.73,3,8,6,65.72,2,11893.125,0,0,6760.0
1388,853.36,4,8,2,69.84,1,1996.0,0,0,11284.0
1389,1220.91,4,8,8,67.09,2,22948.57143,0,0,7380.0
1390,993.56,4,8,2,74.94,1,10220.76923,1,0,5324.8
1391,1276.8,2,8,5,59.03,2,23203.0,0,0,0.0
1392,1360.3,1,8,7,61.64,2,28331.0,0,0,6188.0
1393,1181.53,3,8,4,58.06,2,6344.166667,0,0,12000.0
1394,816.46,3,8,10,78.66,1,45349.16667,0,0,19240.0
1395,995.79,6,8,1,57.23,2,4751.724138,1,1,6188.0
1396,1091.23,1,8,10,65.31,2,63688.2,0,0,17388.8
1397,747.69,6,8,9,77.53,1,47453.7931,0,0,15308.8
1398,1297.33,5,8,9,75.83,1,14364.66165,0,0,8580.0
1399,547.34,6,8,9,77.2,1,50517.24138,0,0,13520.0
1400,470.74,6,8,6,81.44,1,25768.96552,0,0,12480.0
1401,976.35,5,8,10,80.27,1,93316.0,0,0,27600.0
1402,680.71,5,8,5,79.06,1,2788.0,0,0,20400.0
1403,828.03,3,8,7,78.85,1,19747.85714,0,0,6228.0
1404,1156.03,3,8,9,62.53,2,28180.0,0,0,14400.0
