,fuelexpn,hhcompx,gorEHS,FullincDeciles,FPEER,FPEERband,AHCIncomeEQ,fpflgb,fpflgf,HousingCosts
5320,1520.22,3,2,5,64.01,2,10824.28571,0,0,6900.0
5321,1277.68,5,2,3,57.03,2,8377.0,0,0,8256.0
5322,717.41,6,2,1,70.58,1,8115.517241,1,0,3484.0
5323,1106.0,3,2,4,71.37,1,10226.76056,0,0,6000.0
5324,1323.32,3,2,9,66.79,2,27633.75,0,0,1836.0
5325,1516.21,3,2,6,64.63,2,20133.33333,0,0,4848.0
5326,777.05,7,2,2,74.83,1,14750.0,0,0,5200.0
5327,1306.68,2,2,10,64.86,2,61667.0,0,0,0.0
5328,820.23,6,2,1,73.8,1,4574.137931,1,1,3900.0
5329,1244.73,1,2,5,67.63,2,9483.695652,0,0,4420.0
5330,1676.71,4,2,7,67.05,2,31278.20513,0,0,7500.0
5331,1354.83,1,2,3,59.74,2,12012.0,0,0,5220.0
5332,1324.01,4,2,4,70.47,1,12017.79661,0,0,4316.0
5333,950.1,7,2,6,67.65,2,47372.41379,0,0,0.0
5334,979.12,2,2,3,69.7,1,17305.0,0,0,0.0
5335,1220.79,5,2,3,65.34,2,12429.0,0,0,4212.0
5336,801.41,7,2,2,72.59,1,14851.72414,0,0,3500.0
5337,695.32,7,2,1,79.7,1,18465.51724,0,0,0.0
5338,987.77,6,2,1,70.68,1,7967.241379,1,1,3848.0
5339,873.05,2,2,6,74.27,1,22127.0,0,0,3900.0
5340,688.85,6,2,1,75.89,1,-8443.103448,1,1,3978.0
5341,787.25,7,2,2,75.0,1,17436.2069,0,0,3978.0
5342,946.37,6,2,2,66.6,2,16422.41379,0,0,4750.0
5343,1091.55,4,2,4,72.0,1,18907.69231,0,0,3848.0
5344,921.31,5,2,5,83.41,1,12244.3662,0,0,4784.0
5345,1146.24,4,2,2,70.01,1,10314.10256,1,0,3952.0
5346,1591.2,1,2,9,50.18,3,34371.0,0,0,16800.0
5347,1365.23,1,2,9,64.72,2,38129.0,0,0,9720.0
5348,1255.13,4,2,6,68.14,2,15379.56044,0,0,4384.615385
5349,780.77,7,2,2,77.11,1,16520.68966,0,0,3850.0
5350,1392.31,6,2,1,53.64,3,18908.62069,1,1,0.0
5351,1807.56,1,2,9,73.92,1,39038.73239,0,0,0.0
5352,1806.12,4,2,4,62.29,2,12128.33333,0,0,4404.0
5353,855.7,7,2,2,71.05,1,21951.72414,0,0,0.0
5354,983.49,7,2,1,67.86,2,-17725.87737,1,1,17314.00888
5355,1972.63,1,2,8,63.01,2,20837.0,0,0,19800.0
5356,901.51,6,2,4,67.98,2,28206.89655,0,0,2580.0
5357,1139.04,7,2,1,54.68,2,15487.93103,1,1,0.0
5358,1431.43,1,2,10,48.19,3,81394.0,0,0,0.0
5359,1441.52,3,4,6,52.83,3,19960.0,0,0,3516.0
5360,756.89,6,4,1,70.63,1,13189.65517,0,0,3350.0
5361,1494.56,1,4,9,58.79,2,28453.45599,0,0,2823.0925
5362,1418.41,3,4,5,62.19,2,12252.46914,0,0,3850.0
5363,858.18,1,4,5,74.39,1,17337.0,0,0,3950.0
5364,1206.73,4,4,3,70.96,1,11714.0,1,0,3750.0
5365,1112.5,4,4,3,76.32,1,11427.88771,0,0,2823.0925
5366,1009.76,6,4,3,66.88,2,22801.72414,0,0,3875.0
5367,1205.24,6,4,6,56.57,2,35194.82759,0,0,6024.0
5368,1355.69,1,4,10,73.94,1,51936.92844,0,0,6464.071558
5369,1345.02,1,4,5,70.15,1,12372.53521,0,0,3650.0
5370,774.83,6,4,3,73.41,1,19315.51724,0,0,3952.0
5371,719.93,7,4,2,70.35,1,15475.86207,0,0,3048.0
5372,646.18,7,4,8,77.43,1,49793.10345,0,0,7800.0
5373,688.33,6,4,1,76.93,1,9720.689655,0,0,4800.0
5374,1014.68,1,4,6,66.05,2,22667.0,0,0,3276.0
5375,1446.04,3,4,4,66.73,2,10499.375,0,0,4233.0
5376,1159.48,5,4,4,62.8,2,15124.0,0,0,4004.0
5377,885.31,7,4,2,64.95,2,14156.89655,0,0,3185.0
5378,1463.85,3,4,8,67.59,2,20052.71739,0,0,3744.0
5379,1858.75,5,4,5,58.32,2,16034.50704,0,0,0.0
5380,1152.11,7,4,1,63.89,2,4950.0,1,1,4116.0
5381,1269.08,1,4,9,63.47,2,34602.11268,0,0,0.0
5382,1226.74,1,4,9,62.95,2,34526.0,0,0,8928.0
5383,1165.27,5,4,9,71.32,1,37238.0,0,0,8100.0
5384,3308.76,7,4,8,1.0,5,62765.51724,0,0,0.0
5385,1081.93,5,4,2,69.65,1,8806.0,1,0,5200.0
5386,1720.15,3,4,3,63.14,2,5796.25,0,0,8400.0
5387,1497.48,3,4,9,62.89,2,24505.0,0,0,10800.0
5388,1324.2,6,4,1,50.95,3,5298.275862,1,1,3588.0
5389,772.12,6,4,3,70.71,1,19310.34483,0,0,6000.0
5390,929.21,7,4,1,69.06,1,19351.72414,0,0,0.0
5391,955.77,7,4,4,61.12,2,35824.13793,0,0,0.0
5392,1164.67,7,4,4,53.82,3,34325.86207,0,0,0.0
5393,1344.68,1,4,8,67.32,2,33349.0,0,0,4800.0
5394,1024.78,4,4,2,70.73,1,11556.41026,0,0,3800.0
5395,737.21,7,4,3,75.64,1,18308.62069,0,0,4250.0
5396,1044.44,6,4,1,61.29,2,12951.72414,0,0,3380.0
5397,2154.89,3,4,6,45.64,3,19023.33333,0,0,4784.0
5398,1322.53,4,4,3,66.15,2,11379.59184,1,0,4000.0
5399,1191.03,2,4,7,63.24,2,34020.0,0,0,0.0
5400,1211.26,3,4,6,68.22,2,16199.16667,0,0,5940.0
5401,1272.51,1,4,4,63.12,2,14312.0,0,0,4212.0
5402,1199.61,3,4,6,66.67,2,18379.76747,0,0,4477.279032
5403,892.95,2,4,5,70.55,1,23135.0,0,0,0.0
5404,1801.29,3,4,4,58.35,2,10541.43494,0,1,3007.991081
5405,1641.01,3,4,4,65.7,2,9971.428571,0,0,5200.0
5406,1429.21,4,4,2,57.17,2,7289.0,1,1,5028.0
5407,2196.84,2,4,5,38.35,4,22786.0,0,0,0.0
5408,1481.93,4,4,7,64.08,2,23279.59184,0,0,6760.0
5409,704.67,6,4,1,72.17,1,8159.380489,1,0,4886.559317
5410,1601.09,4,4,5,55.72,2,11868.57143,0,0,4500.0
5411,1051.59,7,4,5,68.18,2,30374.13793,0,0,4000.0
5412,1720.11,3,4,9,68.25,2,33798.59155,0,0,0.0
5413,1022.48,4,4,6,79.45,1,35608.97436,0,0,0.0
5414,1055.25,6,4,7,55.7,2,58515.51724,0,0,0.0
5415,1000.25,6,4,8,75.26,1,52277.58621,0,0,8400.0
5416,1054.18,3,4,6,62.73,2,17775.83333,0,0,6900.0
5417,1547.47,1,4,10,67.44,2,31325.0,0,0,2640.0
5418,1624.77,3,4,10,68.88,1,42561.42857,0,0,0.0
5419,940.32,6,4,10,65.15,2,100000.0,0,0,10728.0
5420,1251.77,2,4,9,61.35,2,43845.0,0,0,0.0
5421,1358.19,3,4,5,64.83,2,13507.85714,0,0,5232.0
5422,1349.14,4,4,3,62.43,2,11691.83673,1,0,5400.0
5423,1369.26,2,4,5,55.83,2,14282.0,0,0,9464.0
5424,1201.0,7,4,3,58.32,2,13779.31034,0,0,8940.0
5425,908.38,7,4,2,61.47,2,21937.93103,0,0,0.0
5426,1116.06,2,4,4,66.19,2,15449.0,0,0,4940.0
5427,646.57,7,4,2,69.86,1,15398.27586,0,0,3432.0
5428,1046.81,2,4,2,68.92,1,13237.0,0,0,0.0
5429,1245.03,2,4,8,63.69,2,35744.0,0,0,0.0
5430,1326.19,5,4,5,63.75,2,13473.23944,0,0,3696.0
5431,2320.49,2,4,9,38.88,3,33672.53521,0,0,0.0
5432,1530.65,4,4,6,66.4,2,14435.18519,0,0,4675.0
5433,1053.94,7,4,1,66.79,2,12701.72414,1,1,888.0
5434,1228.85,5,4,4,65.22,2,6533.932254,0,0,9701.8162
5435,1006.21,6,4,1,66.13,2,7420.689655,1,1,3750.0
5436,1289.49,3,4,3,66.75,2,9268.571429,0,0,4472.0
5437,1161.2,1,4,7,62.29,2,17864.78873,0,0,4472.0
5438,1766.47,2,4,3,49.69,3,17505.0,0,1,0.0
5439,1627.54,1,4,3,55.59,2,9610.56338,1,0,3450.0
5440,1793.97,3,4,7,50.28,3,18527.77778,0,0,3600.0
5441,1012.66,4,4,2,58.66,2,10314.10256,1,0,3744.0
5442,1296.9,2,4,4,65.44,2,15515.0,0,0,4225.0
5443,875.8,4,4,2,68.17,2,10314.10256,1,0,3750.0
5444,1154.44,3,4,4,72.37,1,8940.740741,0,0,5100.0
5445,1137.5,2,4,2,72.7,1,12558.0,0,0,0.0
5446,1221.98,1,4,4,63.64,2,15752.0,0,0,4560.0
5447,1627.35,4,4,4,43.19,3,14414.10256,0,0,6684.0
5448,1534.25,3,5,7,58.68,2,18199.28571,0,0,5328.0
5449,1627.66,3,5,2,57.23,2,5045.714286,1,1,4472.0
5450,1474.27,5,5,1,53.35,3,7148.0,1,1,3750.0
5451,1886.09,5,5,5,49.69,3,9450.543478,0,0,6000.0
5452,1183.37,1,5,5,68.78,1,12398.59155,0,0,4080.0
5453,1765.63,4,5,3,49.78,3,10190.83333,1,1,3952.0
5454,1262.44,3,5,5,65.21,2,13110.0,0,0,7320.0
5455,855.46,6,5,2,73.57,1,14387.93103,0,0,5400.0
5456,1489.28,4,5,4,53.59,3,20411.53846,0,0,4472.0
5457,1403.16,5,5,5,58.21,2,19337.0,0,0,4100.0
5458,1306.1,4,5,2,66.05,2,8045.0,1,1,4472.0
5459,1688.73,4,5,6,68.28,2,14035.95506,0,0,3848.0
5460,802.7,7,5,3,79.82,1,18796.55172,0,0,3900.0
5461,1107.93,3,5,4,70.24,1,13334.16667,0,0,3900.0
5462,770.35,6,5,3,69.03,1,22146.55172,0,0,3120.0
5463,1218.17,7,5,1,46.39,3,13875.86207,1,1,0.0
5464,1259.24,7,5,3,51.45,3,19324.13793,0,0,3550.0
5465,770.82,2,5,1,75.64,1,1252.0,1,1,0.0
5466,917.65,2,5,8,70.56,1,32632.0,0,0,4160.0
5467,1294.43,4,5,7,70.42,1,25773.72881,0,0,4296.0
5468,1081.95,6,5,1,59.68,2,4270.689655,1,1,3120.0
5469,939.84,6,5,2,65.28,2,13103.44828,1,0,4400.0
5470,804.39,7,5,1,70.14,1,-212.0689655,1,1,3300.0
5471,1631.49,3,5,3,59.64,2,7877.5,0,1,3600.0
5472,1460.48,4,5,5,56.54,2,14437.14286,0,0,4212.0
5473,1561.78,4,5,2,56.78,2,9140.0,1,1,4452.0
5474,786.0,7,5,1,73.83,1,16103.44828,0,0,0.0
5475,1054.06,7,5,2,62.95,2,14727.58621,1,0,3900.0
5476,652.2,7,5,1,77.43,1,18410.34483,0,0,0.0
5477,1114.46,2,5,6,69.3,1,22661.0,0,0,2376.0
5478,1409.32,7,5,3,43.07,3,23784.48276,0,0,3640.0
5479,1343.16,4,5,2,53.68,3,8632.051282,1,1,6000.0
5480,3698.61,1,5,9,26.62,4,44023.0,0,0,0.0
5481,1469.31,3,5,9,58.57,2,33104.28571,0,0,0.0
5482,1300.37,5,5,5,60.07,2,18167.0,0,0,6360.0
5483,1062.44,7,5,2,57.77,2,20268.96552,0,0,0.0
5484,1831.91,7,5,1,30.41,4,15425.86207,1,1,0.0
5485,1241.87,3,5,3,69.43,1,8600.714286,0,0,5564.0
5486,1159.55,3,5,8,64.33,2,25101.66667,0,0,4800.0
5487,1038.48,1,5,8,75.49,1,40353.0,0,0,0.0
5488,1596.63,3,5,6,52.25,3,15400.0,0,0,6540.0
5489,1831.68,4,5,7,64.86,2,13911.38614,0,0,5265.0
5490,2003.59,7,5,5,34.32,4,36382.75862,0,0,0.0
5491,1782.92,1,5,6,55.06,2,20435.91549,0,0,0.0
5492,1893.33,3,5,8,53.0,3,14918.01802,0,0,8160.0
5493,953.31,6,5,3,61.99,2,15596.55172,0,0,6825.0
5494,1219.37,2,5,3,66.98,2,13220.0,0,0,3888.0
5495,1726.47,1,5,5,43.13,3,24573.0,0,0,0.0
5496,642.01,6,5,3,69.78,1,24218.56895,0,0,2363.230008
5497,1148.51,7,5,2,48.8,3,24487.93103,0,0,0.0
5498,1607.07,2,5,7,59.45,2,33226.0,0,0,0.0
5499,811.71,7,5,2,71.64,1,13618.96552,1,0,4420.0
5500,1236.57,3,5,5,72.1,1,10552.14286,0,0,6690.0
5501,1147.88,2,5,5,65.73,2,23810.0,0,0,0.0
5502,1205.59,2,5,3,71.85,1,11656.0,1,0,4320.0
5503,1262.68,1,5,4,69.59,1,15437.0,0,0,4320.0
5504,1364.83,3,5,9,64.47,2,33937.14286,0,0,7200.0
5505,1095.9,2,5,7,69.33,1,30332.0,0,0,0.0
5506,1530.51,3,5,8,59.55,2,20414.16667,0,0,10800.0
5507,983.97,6,5,9,58.88,2,72120.68966,0,0,5760.0
5508,572.02,7,5,1,81.99,1,10271.68069,0,0,3452.4252
5509,1640.45,3,5,7,58.22,2,19502.85714,0,0,5400.0
5510,1054.45,2,5,7,78.17,1,30907.0,0,0,0.0
5511,548.35,7,5,2,80.53,1,13381.03448,0,0,3660.0
5512,1199.05,3,5,8,80.02,1,14867.11712,0,0,4032.0
5513,1311.12,1,5,10,67.07,2,53035.0,0,0,7200.0
5514,963.6,7,5,1,59.34,2,7167.241379,1,1,3848.0
5515,867.75,6,5,3,64.97,2,19610.34483,0,0,5700.0
5516,1107.01,6,5,1,60.65,2,760.3448276,1,1,0.0
5517,1738.95,2,5,8,65.41,2,25453.03359,0,0,3987.692308
5518,1986.49,3,5,5,57.71,2,8420.0,1,0,6828.0
5519,1551.2,3,5,7,72.76,1,9857.377049,0,0,6175.0
5520,889.58,4,5,2,84.97,1,8290.816327,0,0,3840.0
5521,718.46,6,6,2,72.41,1,13072.41379,0,0,5200.0
5522,1625.28,4,6,2,63.9,2,5693.22359,1,1,8034.2856
5523,583.96,7,6,4,72.61,1,27625.86207,0,0,4560.0
5524,1139.2,3,6,5,74.41,1,13940.0,0,0,5304.0
5525,1488.12,4,6,3,62.52,2,9920.408163,1,0,6600.0
5526,1378.73,5,6,4,61.3,2,15882.0,0,0,3792.0
5527,1077.33,2,6,8,62.02,2,37558.0,0,0,0.0
5528,985.44,1,6,8,72.78,1,28396.0,0,0,8040.0
5529,1446.99,6,6,1,51.25,3,7318.965517,1,1,4250.0
5530,1654.39,3,6,6,65.36,2,9132.882883,0,0,5096.0
5531,855.67,6,6,1,72.18,1,6455.172414,1,1,4250.0
5532,1164.1,6,6,4,55.99,2,32541.37931,0,0,0.0
5533,1042.79,4,6,5,72.82,1,25553.84615,0,0,4250.0
5534,1088.28,1,6,1,71.1,1,5522.0,1,1,3204.0
5535,1504.69,4,6,7,56.85,2,26818.36735,0,0,4975.0
5536,2198.24,3,6,10,52.04,3,50661.66667,0,0,10200.0
5537,2024.41,1,6,3,53.24,3,8898.591549,1,1,4888.0
5538,670.55,6,6,1,75.63,1,4408.62069,1,0,4160.0
5539,1744.1,1,6,8,50.24,3,23059.85915,0,0,6000.0
5540,862.38,7,6,4,58.37,2,25248.27586,0,0,5580.0
5541,1899.52,3,6,8,49.38,3,18151.48515,0,0,4800.0
5542,1264.84,3,6,3,57.54,2,9507.142857,0,0,2520.0
5543,1571.33,4,6,4,56.37,2,12055.6338,0,0,2088.0
5544,1137.07,1,6,5,48.9,3,17808.0,0,0,5580.0
5545,2401.89,3,6,5,32.63,4,9091.758242,1,1,6600.0
5546,1253.61,4,6,7,69.76,1,18320.42254,0,0,4752.0
5547,1002.79,7,6,3,66.3,2,21951.72414,0,0,4680.0
5548,1534.61,4,6,7,59.75,2,17465.4321,0,0,4850.0
5549,1230.91,3,6,5,68.17,2,11648.75,0,0,4368.0
5550,1031.02,4,6,5,67.95,2,18702.04082,0,0,3960.0
5551,883.1,4,6,2,74.82,1,10314.10256,1,0,4316.0
5552,1861.22,2,6,10,58.98,2,56397.0,0,0,0.0
5553,1101.81,3,6,7,79.99,1,16055.0,0,0,7800.0
5554,1894.49,2,6,8,42.62,3,40197.0,0,0,0.0
5555,1540.19,1,6,9,65.9,2,30226.76056,0,0,9408.0
5556,2626.24,2,6,10,47.48,3,56589.0,0,0,0.0
5557,1321.59,2,6,8,64.99,2,39013.0,0,0,0.0
5558,3396.52,5,6,10,47.74,3,65708.64198,0,0,11664.0
5559,2387.19,3,6,5,69.18,1,9825.625,0,1,7464.0
5560,1469.81,4,6,7,73.47,1,18598.55072,0,0,7140.0
5561,679.98,5,6,5,79.07,1,18771.0,0,0,5700.0
5562,1071.22,5,6,6,68.42,2,24356.0,0,0,4224.0
5563,2136.6,3,6,3,47.37,3,6433.75,1,1,6900.0
5564,925.85,1,6,7,74.36,1,33637.0,0,0,0.0
5565,1070.55,7,6,1,58.48,2,16258.62069,1,1,0.0
5566,1077.81,2,6,4,71.57,1,20012.0,0,0,0.0
5567,2253.78,4,6,5,42.52,3,16077.55102,1,0,8980.0
5568,1373.55,5,6,7,66.28,2,21530.0,0,0,0.0
5569,1201.42,4,6,2,70.45,1,10314.10256,1,0,5280.0
5570,1330.83,2,6,7,65.13,2,29769.0,0,0,0.0
5571,1588.07,1,6,7,60.66,2,28433.0,0,0,4800.0
5572,2160.55,1,6,8,48.74,3,23251.40845,0,0,4500.0
5573,1394.73,2,6,2,66.43,2,13125.0,0,1,0.0
5574,1583.9,2,6,10,46.72,3,56149.0,0,0,0.0
5575,1447.76,2,6,7,51.93,3,30998.0,0,0,0.0
5576,1169.61,4,6,5,64.49,2,23050.0,0,0,3804.0
5577,835.59,7,6,1,60.82,2,13820.68966,1,0,3264.0
5578,1180.9,6,6,1,57.84,2,10894.82759,1,1,0.0
5579,1015.83,2,6,8,74.66,1,38652.0,0,0,0.0
5580,1556.36,2,6,4,58.58,2,16227.0,0,0,3240.0
5581,962.49,7,6,3,64.51,2,21951.72414,0,0,3328.0
5582,1020.09,6,6,1,60.88,2,11655.17241,1,1,2808.0
5583,1355.42,5,6,5,56.59,2,17318.0,0,0,5400.0
5584,1990.55,3,6,4,44.72,3,9892.142857,0,1,5400.0
5585,1683.08,4,6,4,55.53,2,10423.23944,1,0,4680.0
5586,901.24,2,6,8,70.24,1,30165.0,0,0,5044.0
5587,3102.38,3,6,8,23.28,4,21183.09859,0,0,10800.0
5588,1290.06,2,6,6,68.29,2,23014.0,0,0,5252.0
5589,1131.94,2,6,2,70.34,1,9282.0,1,0,5148.0
5590,1499.91,3,6,5,67.18,2,13063.57143,0,0,5200.0
5591,1798.93,5,6,8,49.84,3,21391.75824,0,0,0.0
5592,1111.93,7,6,3,57.85,2,27794.82759,0,0,0.0
5593,1853.96,3,6,7,53.59,3,19713.33333,0,0,8040.0
5594,1367.03,2,6,2,55.6,2,14451.0,0,0,0.0
5595,998.16,2,6,3,74.96,1,13377.0,0,0,2520.0
5596,1256.15,2,6,8,66.13,2,22564.08451,0,0,5100.0
5597,1826.09,1,6,10,50.25,3,34876.76056,0,0,14400.0
5598,1102.46,4,6,3,70.76,1,12206.41026,0,0,6825.0
5599,2238.9,1,6,10,64.62,2,36897.1831,0,0,4200.0
5600,1655.44,3,6,8,54.67,2,20255.0,0,0,11665.0
5601,2007.65,2,6,9,41.51,3,55054.0,0,0,0.0
5602,2372.7,3,6,8,59.13,2,21036.95652,0,0,2460.0
5603,1029.08,5,10,2,62.69,2,5605.633803,0,0,6240.0
5604,1126.91,5,10,2,70.16,1,10583.0,0,0,3864.0
5605,962.41,1,10,5,69.64,1,18838.0,0,0,4800.0
5606,810.54,7,10,5,76.46,1,42093.10345,0,0,0.0
5607,999.09,6,10,1,53.64,3,17465.51724,0,0,0.0
5608,1311.79,2,10,5,63.33,2,24568.0,0,0,0.0
5609,1098.58,7,10,5,52.64,3,42177.58621,0,0,0.0
5610,1856.85,3,10,6,54.57,2,16484.375,0,0,0.0
5611,1285.79,6,10,7,52.09,3,44732.75862,0,0,3480.0
5612,1344.94,6,10,4,61.39,2,35658.62069,0,0,0.0
5613,1059.04,5,10,6,64.58,2,21507.0,0,0,4800.0
5614,1056.22,7,10,2,63.87,2,23393.10345,0,0,0.0
5615,1759.06,1,10,10,61.43,2,77879.0,0,0,0.0
5616,1290.99,2,10,8,55.57,2,34906.15385,0,0,4297.846154
5617,1295.41,3,10,9,61.21,2,35842.5,0,0,0.0
5618,734.64,7,10,2,67.13,2,15705.17241,0,0,5252.0
5619,1183.87,2,10,2,63.25,2,9360.0,1,0,3840.0
5620,958.66,7,10,2,64.46,2,21068.96552,0,0,0.0
5621,1493.58,4,10,2,64.09,2,8504.225352,0,1,1200.0
5622,1390.78,3,10,5,60.23,2,11718.125,0,0,4784.0
5623,878.15,6,10,3,64.76,2,16239.65517,0,0,6480.0
5624,1704.4,3,10,7,61.98,2,17676.42857,0,0,9120.0
5625,2111.35,3,10,7,65.94,2,13947.95672,0,0,6640.718771
5626,1593.14,4,10,3,58.67,2,8187.323944,0,0,5088.0
5627,1996.4,2,10,5,42.97,3,23534.0,0,0,0.0
5628,961.38,3,10,3,89.68,1,6278.125,0,0,5592.0
5629,1340.71,1,10,8,55.14,2,28094.0,0,0,6780.0
5630,1459.38,2,10,5,46.85,3,19995.16071,0,0,2313.839293
5631,1695.37,3,10,3,57.97,2,9105.0,1,1,5928.0
5632,1859.09,2,10,6,46.58,3,28477.0,0,0,0.0
5633,2022.33,7,10,1,35.85,4,12227.58621,1,1,0.0
5634,906.47,6,10,1,64.58,2,6401.724138,1,1,4264.0
5635,801.61,3,10,3,83.87,1,11278.33333,0,0,4050.0
5636,1113.22,5,10,4,69.31,1,13530.0,0,0,4628.0
5637,2097.13,6,10,4,34.64,4,24505.17241,1,1,4800.0
5638,1316.95,2,10,4,66.12,2,15035.0,0,0,4524.0
5639,1249.64,4,10,4,71.89,1,9204.320988,0,0,4472.0
5640,1509.69,2,10,8,59.83,2,33969.0,0,0,6656.0
5641,1498.27,4,10,8,57.29,2,23573.23944,0,0,6600.0
5642,1956.34,3,10,4,58.98,2,6222.222222,1,1,7140.0
5643,1933.2,1,10,8,41.17,3,38285.37583,0,0,2225.62417
5644,1859.04,7,10,5,39.68,3,36813.7931,0,0,0.0
5645,1298.32,3,10,6,77.86,1,13246.29808,0,0,5316.923077
5646,882.95,6,10,1,62.97,2,10156.89655,1,0,3825.0
5647,1917.31,2,10,9,53.16,3,31661.26761,0,0,4944.0
5648,1277.47,3,10,5,64.06,2,8871.428571,0,0,9768.0
5649,1323.24,3,10,3,71.97,1,6729.375,0,0,4320.0
5650,1337.98,1,10,6,56.55,2,18530.98592,0,0,0.0
5651,935.02,7,10,2,67.98,2,12051.72414,0,0,4560.0
5652,1381.99,2,10,8,62.53,2,42117.0,0,0,0.0
5653,697.89,2,10,4,81.19,1,13975.0,0,0,4320.0
5654,1350.43,5,10,1,67.69,2,-1626.760563,1,1,5328.0
5655,847.24,4,10,3,79.58,1,11561.22449,0,0,5520.0
5656,765.85,2,10,5,81.51,1,22462.0,0,0,0.0
5657,1105.92,2,10,5,64.52,2,16290.0,0,0,4848.0
5658,1567.83,3,10,5,65.18,2,10585.0,0,0,6292.0
5659,1258.91,7,10,2,53.88,3,12358.62069,0,0,5832.0
5660,1027.27,6,10,3,65.6,2,21463.7931,0,0,3240.0
5661,1443.9,4,10,4,69.85,1,12601.69492,0,0,5720.0
5662,1561.05,1,10,7,57.2,2,26330.2396,0,0,6171.7604
5663,1952.86,2,10,6,60.72,2,28529.0,0,0,0.0
5664,1331.71,7,10,6,52.6,3,46663.7931,0,0,0.0
5665,854.27,6,10,1,64.35,2,5017.241379,1,1,4472.0
5666,1190.95,3,10,6,68.42,2,15865.83333,0,0,6000.0
5667,1491.31,1,10,6,54.6,2,23674.0,0,0,5376.0
5668,1766.6,5,10,2,61.87,2,13146.0,1,1,0.0
5669,1340.5,1,10,5,47.01,3,17124.0,0,0,3960.0
5670,1087.72,5,10,8,72.99,1,21247.88732,0,0,5720.0
5671,1259.64,5,10,3,63.33,2,10116.0,0,0,4628.0
5672,1410.6,1,10,9,59.98,2,41705.0,0,0,5760.0
5673,1028.2,7,10,2,59.39,2,24610.34483,0,0,0.0
5674,1384.3,3,10,5,67.05,2,15669.71831,0,0,0.0
5675,1102.43,5,10,7,66.7,2,15173.91304,0,0,1860.0
5676,2206.12,1,10,10,61.55,2,87814.08451,0,0,0.0
5677,1079.61,5,10,3,67.03,2,9909.0,0,0,5900.0
5678,994.27,3,10,7,74.75,1,20345.0,0,0,7800.0
5679,1059.15,2,10,2,75.77,1,11656.0,0,0,0.0
5680,1659.81,3,10,5,67.13,2,9296.875,0,0,9792.0
5681,1464.89,6,10,1,36.7,4,4843.103448,1,1,5640.0
5682,902.86,4,10,3,68.33,2,1411.538462,1,0,14016.0
5683,1845.29,7,7,2,14.48,5,20401.72414,1,1,0.0
5684,1164.73,4,7,2,75.51,1,11888.77551,0,0,2400.0
5685,1086.55,3,7,3,75.54,1,6409.859155,0,0,6000.0
5686,1093.69,3,7,8,75.51,1,19696.42857,0,0,7536.0
5687,1021.89,7,7,2,46.14,3,15003.44828,1,0,5512.0
5688,1466.96,3,7,8,59.86,2,18366.42857,0,0,9900.0
5689,761.44,6,7,5,70.41,1,26731.03448,0,0,6000.0
5690,1437.34,3,7,6,59.38,2,16959.85915,0,0,4848.0
5691,1700.48,3,7,10,62.73,2,36644.16667,0,0,14400.0
5692,1188.24,3,7,6,72.9,1,15020.0,0,0,4680.0
5693,1173.19,1,7,6,71.82,1,15775.47711,0,0,5358.8225
5694,1685.6,3,7,6,58.87,2,11791.97531,0,0,9636.0
5695,1270.98,1,7,10,67.5,2,48421.12676,0,0,0.0
5696,1485.02,2,7,2,50.6,3,13355.0,1,1,0.0
5697,1185.49,5,7,7,58.39,2,26813.84615,0,0,6346.153846
5698,932.55,7,7,3,68.11,2,19781.03448,0,0,5150.0
5699,1273.01,1,7,6,50.76,3,21683.0,0,0,6300.0
5700,1301.8,3,7,7,72.29,1,16144.16667,0,0,9900.0
5701,2012.47,2,7,5,44.1,3,22387.0,0,0,0.0
5702,1304.14,2,7,5,70.61,1,16599.29577,0,0,0.0
5703,1032.24,6,7,10,64.06,2,86751.72414,0,0,12000.0
5704,711.21,1,7,5,73.12,1,17980.0,0,0,4800.0
5705,1063.87,5,7,4,69.81,1,12790.0,0,0,5356.0
5706,1483.17,3,7,4,63.09,2,10013.33333,0,0,5700.0
5707,1818.18,3,7,4,42.19,3,8038.271605,0,0,7140.0
5708,1564.74,4,7,6,58.2,2,14348.14815,0,0,5720.0
5709,758.59,7,7,3,72.9,1,29518.96552,0,0,0.0
5710,803.66,2,7,9,73.53,1,41295.0,0,0,4500.0
5711,1367.8,4,7,7,51.19,3,22171.0,0,0,7560.0
5712,692.03,7,7,3,75.64,1,21489.65517,0,0,4160.0
5713,1922.36,3,7,9,68.26,2,21720.0,0,0,16200.0
5714,1249.11,5,7,7,77.76,1,13538.88889,0,0,11244.0
5715,824.89,2,7,3,68.15,2,11744.0,0,0,3224.0
5716,973.66,7,7,2,64.32,2,20593.10345,0,0,0.0
5717,1030.01,2,7,5,63.53,2,19274.0,0,0,4160.0
5718,830.53,6,7,1,71.63,1,10500.0,1,0,3550.0
5719,1361.3,2,7,2,54.18,3,12409.0,1,1,0.0
5720,2252.91,2,7,5,30.4,4,21670.0,0,1,0.0
5721,816.22,7,7,2,63.81,2,16055.17241,0,0,3100.0
5722,1202.94,1,7,4,65.4,2,13891.0,0,0,4320.0
5723,1263.48,6,7,2,47.26,3,16905.17241,0,0,4080.0
5724,2041.21,3,7,6,43.93,3,15088.57143,0,0,5040.0
5725,1335.91,1,7,7,69.65,1,19107.74648,0,0,5194.0
5726,1055.05,3,7,2,74.33,1,6815.0,1,0,4940.0
