,fuelexpn,hhcompx,gorehs,FullincDeciles,FPEERrating,FPEERband,AHCIncomeEQ_LILEE,fpflgb,fpflgf,HousingCosts
0,1140.19,2,4,3,60.1,2,17387.0,0,0,0.0
1,1635.19,2,6,9,60.55,2,42816.0,0,0,14400.0
2,1808.14,3,9,10,52.88,3,51848.33333,0,0,16200.0
3,1439.17,2,10,1,57.15,2,10536.0,1,1,0.0
4,689.93,1,10,6,72.64,1,22499.0,0,0,3796.0
5,2668.6,1,5,10,55.54,2,100000.0,0,0,0.0
6,1529.83,7,1,5,48.63,3,46817.24138,0,0,0.0
7,606.44,6,5,1,77.88,1,6544.827586,1,0,3650.0
8,1378.36,3,1,9,78.39,1,25946.25,0,0,10800.0
9,1092.91,4,9,4,68.1,2,22480.76923,0,0,6000.0
10,1068.19,2,10,4,66.99,2,13954.0,0,0,8160.0
11,1453.64,3,8,2,55.31,2,6400.0,0,0,6344.0
12,1669.12,2,1,8,68.26,2,22226.63043,0,0,4560.0
13,1610.1,5,8,10,62.96,2,32653.25203,0,0,7020.0
14,2544.69,2,9,10,66.96,2,71233.80282,0,0,0.0
15,1094.71,1,8,4,74.61,1,8325.76924,0,0,5448.584598
16,2155.73,2,4,5,47.35,3,26496.0,0,0,0.0
17,1216.29,3,2,3,73.19,1,8904.423077,0,0,4626.923077
18,2569.14,3,8,7,73.49,1,12463.39869,0,0,0.0
19,755.84,6,8,1,72.07,1,9324.137931,1,0,6032.0
20,747.31,6,5,7,78.8,1,49231.03448,0,0,7200.0
21,1140.56,6,9,4,45.97,3,21270.68966,0,0,8400.0
22,1727.22,3,10,9,62.63,2,28193.82716,0,0,10440.0
23,1229.6,1,2,10,62.28,2,90010.0,0,0,7992.0
24,1240.93,1,4,5,71.93,1,15221.12676,0,0,4056.0
25,1184.01,1,2,5,75.07,1,17616.0,0,0,6960.0
26,1955.32,4,7,7,62.74,2,27555.12821,0,0,11520.0
27,1708.45,1,6,10,62.24,2,47285.0,0,0,18000.0
28,998.56,5,8,6,82.1,1,16328.16901,0,0,9360.0
29,669.02,7,2,3,77.15,1,20896.55172,0,0,1080.0
30,1439.27,3,7,8,53.15,3,26851.43205,0,0,5627.995125
31,1035.3,1,2,1,70.54,1,5859.0,1,1,4108.0
32,1012.03,7,6,6,60.97,2,50217.24138,0,0,0.0
33,1254.66,1,7,10,61.0,2,41857.74648,0,0,15300.0
34,1232.06,3,8,9,74.92,1,22123.75,0,0,16500.0
35,1001.3,6,2,7,65.83,2,48327.58621,0,0,5340.0
36,1350.56,2,9,7,79.46,1,34922.0,0,0,0.0
37,734.13,7,6,1,77.96,1,6193.103448,0,0,3952.0
38,781.62,7,9,3,69.91,1,17013.7931,0,0,3640.0
39,934.39,5,2,4,71.97,1,15627.0,0,0,6600.0
40,925.15,6,6,2,72.99,1,19627.58621,0,0,3840.0
41,1216.6,3,10,5,73.77,1,7409.236972,0,0,9426.156578
42,1207.17,1,9,9,69.53,1,26694.02174,0,0,6180.0
43,747.28,7,5,4,71.88,1,28248.27586,0,0,3876.0
44,634.66,6,4,1,72.0,1,0.0,1,1,5100.0
45,1002.95,3,8,3,73.83,1,7754.320988,0,0,7176.0
46,1714.02,3,6,5,69.1,1,7600.0,0,0,4992.0
47,1163.81,5,8,4,65.49,2,13208.0,0,0,5460.0
48,1478.86,1,10,10,67.56,2,30847.88732,0,0,36000.0
49,822.91,7,2,2,71.5,1,20946.55172,0,0,3300.0
50,1121.15,2,4,1,74.25,1,8142.0,0,0,3984.0
51,1025.27,2,9,3,74.19,1,9192.0,0,0,4800.0
52,703.72,6,10,4,79.27,1,26636.2069,0,0,6228.0
53,1217.29,1,9,5,67.59,2,26445.0,0,0,0.0
54,653.97,6,1,1,74.04,1,5793.103448,0,0,3588.0
55,1396.8,3,7,4,77.82,1,6468.560606,0,0,4576.0
56,1977.73,2,10,10,68.87,1,100000.0,0,0,28200.0
57,1574.42,2,9,9,67.93,2,49322.0,0,0,0.0
58,1058.82,2,6,7,72.03,1,26923.0,0,0,2808.0
59,1599.54,3,4,10,73.04,1,58157.85714,0,0,16200.0
60,1106.68,1,7,7,68.62,1,27963.0,0,0,6048.0
61,1003.77,4,9,2,79.87,1,10532.0,0,0,5340.0
62,633.15,7,7,2,80.8,1,15479.10199,0,0,3197.120844
63,1598.42,3,10,6,58.95,2,20861.66667,0,0,7800.0
64,1062.88,7,9,2,63.41,2,14882.75862,1,0,6480.0
65,1446.16,5,9,9,68.5,2,26344.3662,0,0,10200.0
66,730.96,7,2,1,72.22,1,8612.068966,0,0,4800.0
67,1475.79,7,5,2,41.85,3,9931.034483,1,1,7680.0
68,972.3,5,8,6,79.29,1,6565.0,0,0,23904.0
69,853.68,7,5,1,53.68,3,6224.137931,1,1,4160.0
70,958.22,7,9,3,61.93,2,21544.82759,0,0,0.0
71,1346.24,2,6,3,51.26,3,19011.0,0,0,0.0
72,848.74,6,7,4,67.05,2,24531.03448,0,0,6600.0
73,1397.98,2,10,8,65.52,2,40079.0,0,0,0.0
74,1596.3,5,5,2,60.41,2,7866.0,1,1,5820.0
75,1569.08,6,5,2,54.28,3,4098.275862,1,1,4836.0
76,994.63,1,1,5,73.38,1,15888.91764,0,0,3661.736954
77,1391.8,1,10,6,62.01,2,20993.0,0,0,8700.0
78,355.34,6,6,1,76.09,1,0.0,0,0,4680.0
79,1304.04,1,9,7,62.7,2,33247.0,0,0,3384.0
80,878.64,2,6,4,74.32,1,22555.0,0,0,0.0
81,1387.77,2,8,7,64.62,2,35315.0,0,0,0.0
82,2212.63,2,6,6,38.36,4,32795.0,0,0,0.0
83,589.65,7,8,3,78.87,1,20315.51724,0,0,5564.0
84,767.26,7,9,1,71.74,1,3006.896552,1,1,0.0
85,1005.01,7,2,3,69.4,1,30296.55172,0,0,0.0
86,834.22,2,10,1,80.83,1,9137.0,0,0,0.0
87,1225.53,3,9,4,66.12,2,5597.5,0,0,13200.0
88,1123.59,1,2,6,69.52,1,29606.0,0,0,0.0
89,1188.8,1,4,10,61.8,2,56013.0,0,0,10800.0
90,1201.55,7,5,3,67.96,2,11056.89655,0,0,4524.0
91,664.37,7,10,1,81.54,1,4610.202581,0,0,6002.082503
92,1060.32,2,6,2,76.38,1,6719.0,1,0,4400.0
93,516.59,6,4,1,69.84,1,0.0,1,1,1400.0
94,1218.99,3,9,8,69.55,1,26226.42857,0,0,9600.0
95,1102.49,2,4,5,71.99,1,19746.0,0,0,0.0
96,1676.24,2,2,2,47.42,3,13771.0,1,1,0.0
97,1443.56,1,2,8,61.27,2,26388.73239,0,0,4680.0
98,1412.44,2,8,10,62.93,2,100000.0,0,0,44400.0
99,1447.51,3,9,7,63.73,2,18208.57143,0,0,12480.0
100,860.16,4,9,1,74.49,1,13112.82051,0,0,2112.0
101,1131.96,4,2,1,58.07,2,751.2820513,1,1,4160.0
102,1514.95,3,2,9,74.66,1,31705.0,0,0,10556.0
103,1188.88,1,9,8,71.67,1,18519.02174,0,0,6480.0
104,1243.51,4,8,6,54.34,3,13133.6795,0,0,15900.5846
105,998.15,1,8,7,72.72,1,16362.0,0,0,17160.0
106,1003.11,5,9,8,70.48,1,36236.4314,0,0,6074.5686
107,958.28,5,2,1,70.3,1,5518.0,0,0,6110.0
108,1198.27,5,8,8,72.88,1,36979.0,0,0,7692.0
109,1093.83,3,9,5,62.92,2,16657.5,0,0,7920.0
110,776.37,7,4,1,69.95,1,11831.03448,1,0,3380.0
111,1298.13,1,9,10,75.0,1,47857.74648,0,0,12480.0
112,1537.82,5,4,8,58.49,2,42261.0,0,0,0.0
113,1174.9,3,9,10,77.53,1,46478.33333,0,0,14400.0
114,1708.33,3,9,10,57.28,2,33456.42857,0,0,25200.0
115,2721.23,1,9,10,66.94,2,100000.0,0,0,20400.0
116,1374.06,2,7,2,65.14,2,15330.0,0,0,0.0
117,2351.29,3,8,8,60.6,2,16257.77778,0,0,11520.0
118,892.81,2,9,2,71.71,1,10788.0,0,0,4212.0
119,849.41,7,10,1,70.8,1,6318.965517,1,1,4704.0
120,2101.81,2,10,7,53.01,3,26122.53521,0,0,0.0
121,1277.73,2,9,5,69.32,1,25206.0,0,0,0.0
122,1005.72,2,7,1,66.5,2,4589.0,1,0,5720.0
123,909.8,2,7,3,70.99,1,11929.0,0,0,5400.0
124,1683.78,3,2,8,57.02,2,24716.84783,0,0,0.0
125,1754.99,5,4,6,56.12,2,27529.0,0,0,3900.0
126,1144.88,2,10,1,68.41,2,8486.0,1,1,0.0
127,870.17,7,1,2,67.73,2,15755.17241,0,0,4004.0
128,1829.71,3,5,5,66.37,2,10139.60396,0,0,6000.0
129,1158.57,2,7,7,71.28,1,36769.0,0,0,0.0
130,872.13,7,1,2,70.12,1,22115.51724,0,0,0.0
131,822.38,7,6,1,68.1,2,11162.06897,1,0,3588.0
132,704.06,7,9,1,65.28,2,13039.65517,0,0,3900.0
133,1354.32,3,7,5,67.37,2,11646.7033,0,0,3600.0
134,982.57,7,2,2,66.94,2,15805.17241,0,0,4524.0
135,1323.59,2,6,9,59.1,2,46717.83098,0,0,522.1690201
136,2588.11,1,10,10,24.45,4,69990.0,0,0,0.0
137,1254.73,3,6,2,65.86,2,5781.25,0,0,6000.0
138,1335.16,7,8,2,58.0,2,26482.75862,0,0,0.0
139,1177.99,3,2,8,74.36,1,18582.09877,0,0,6660.0
140,1249.9,5,5,7,65.21,2,16863.58696,0,0,5005.0
141,1898.84,3,7,10,66.44,2,69904.16667,0,0,15410.0
142,1489.91,3,8,9,53.03,3,25373.57143,0,0,16800.0
143,882.54,4,10,4,70.78,1,17989.74359,0,0,6000.0
144,798.51,7,5,2,68.97,1,19821.88329,0,0,3356.307692
145,1363.88,2,4,2,65.33,2,15805.0,0,0,0.0
146,968.77,4,9,6,73.13,1,18758.16327,0,0,10200.0
147,1144.87,3,9,9,74.02,1,28661.66667,0,0,15000.0
148,837.98,2,8,1,77.99,1,5695.0,0,0,6136.0
149,1156.11,2,1,2,67.43,2,9499.0,0,0,6408.0
150,851.01,6,10,4,69.62,1,24170.68966,0,0,6000.0
151,877.48,1,1,6,77.64,1,22943.0,0,0,6600.0
152,1298.74,7,2,5,67.56,2,41139.65517,0,0,0.0
153,948.44,6,2,3,63.29,2,24860.34483,0,0,5400.0
154,1948.77,7,10,10,44.19,3,100000.0,0,0,0.0
155,1093.46,1,7,8,67.74,2,26342.25352,0,0,6000.0
156,1179.31,3,8,10,80.35,1,100000.0,0,0,13200.0
157,1187.15,3,4,5,73.57,1,14671.66667,0,0,9360.0
158,1376.04,3,5,7,66.8,2,18041.25,0,0,8976.0
159,1007.4,2,10,9,79.51,1,46779.0,0,0,6540.0
160,1251.72,1,7,6,65.4,2,14957.74648,0,0,7200.0
161,814.62,4,8,1,81.42,1,4735.833333,0,0,5508.0
162,1056.54,5,9,3,72.05,1,12949.0,0,0,6240.0
163,1290.58,7,4,1,65.66,2,13510.34483,1,1,4584.0
164,1104.35,5,6,6,70.32,1,15444.3662,0,0,7200.0
165,912.04,7,1,2,71.49,1,17615.51724,0,0,3952.0
166,1127.74,2,2,4,63.1,2,21677.0,0,0,0.0
167,2168.44,5,2,8,55.7,2,18492.64706,0,0,3600.0
168,1248.7,1,4,8,63.41,2,36623.6,0,0,7842.4
169,933.14,6,9,8,60.53,2,50303.44828,0,0,10800.0
170,1673.07,5,8,9,67.36,2,22836.27451,0,0,0.0
171,1166.41,3,2,7,66.12,2,23776.66667,0,0,6300.0
172,1858.61,2,7,6,61.22,2,13274.45652,0,0,7200.0
173,1141.55,2,7,1,66.43,2,12005.0,0,0,0.0
174,929.65,7,2,4,61.64,2,34398.27586,0,0,0.0
175,825.59,7,8,4,72.19,1,29521.40587,0,0,6384.584598
176,1389.25,3,1,2,68.69,1,8716.561516,0,0,3672.813877
177,1047.0,4,7,3,67.88,2,11839.79592,0,0,5100.0
178,1371.86,3,1,7,70.46,1,19638.57026,0,0,3722.001635
179,1382.76,2,8,5,62.49,2,27742.0,0,0,0.0
180,1027.25,3,4,6,74.91,1,16230.625,0,0,3848.0
181,1352.36,4,2,2,65.72,2,11227.55102,1,0,4576.0
182,1024.11,4,1,7,73.2,1,39074.35897,0,0,6036.0
183,895.06,1,2,4,76.8,1,18367.0,0,0,4200.0
184,484.9,7,7,2,80.11,1,11103.44828,0,0,4800.0
185,941.48,7,2,4,66.52,2,37844.82759,0,0,0.0
186,1222.68,3,4,4,66.65,2,9292.142857,0,0,7800.0
187,1236.6,4,2,5,71.17,1,6230.0,0,0,14640.0
188,1375.93,4,8,6,75.24,1,16860.86957,0,0,7956.0
189,822.62,1,6,3,75.26,1,5460.0,0,0,5460.0
190,867.59,6,6,9,77.27,1,73725.86207,0,0,6360.0
191,795.73,7,1,1,71.06,1,13848.27586,0,0,3848.0
192,1073.18,3,2,6,70.03,1,23837.5,0,0,3984.0
193,1399.83,3,9,7,67.83,2,18604.28571,0,0,10140.0
194,1504.19,5,4,4,70.18,1,8113.580247,0,0,4320.0
195,1657.73,1,10,6,55.92,2,22038.0,0,0,6000.0
196,879.16,6,2,6,82.55,1,37903.44828,0,0,9000.0
197,1002.2,1,4,6,70.85,1,20353.0,0,0,9600.0
198,813.98,7,7,2,68.11,2,17225.86207,0,0,4050.0
199,905.27,7,6,1,68.66,1,5882.758621,0,1,0.0
200,966.61,7,9,3,63.53,2,27932.75862,0,0,0.0
201,945.67,1,9,8,71.76,1,28347.88732,0,0,5044.0
202,562.03,7,8,5,77.06,1,32274.13793,0,0,4836.0
203,2607.71,5,8,10,58.35,2,41039.38053,0,0,48000.0
204,1234.76,1,10,6,61.61,2,24598.0,0,0,4680.0
205,1136.56,4,6,3,64.54,2,8867.0,0,0,3952.0
206,736.31,6,9,1,78.21,1,9546.551724,0,0,6120.0
207,1023.71,4,2,2,77.66,1,6822.5,1,0,4800.0
208,875.7,6,10,3,68.86,1,15834.61517,0,0,7177.9232
209,1429.43,1,10,6,61.31,2,21526.0,0,0,10140.0
210,1019.2,7,9,3,60.87,2,32565.51724,0,0,0.0
211,949.08,7,6,2,69.67,1,15406.89655,1,0,5304.0
212,1661.59,1,7,6,43.84,3,20104.0,0,0,9900.0
213,1354.58,3,7,3,58.31,2,1980.833333,0,0,14400.0
214,1339.37,5,8,6,73.44,1,12809.23913,0,0,7080.0
215,729.42,6,2,4,75.86,1,28575.86207,0,0,4680.0
216,1150.77,2,6,5,69.54,1,24768.0,0,0,0.0
217,1065.51,4,2,1,67.54,2,9476.923077,1,0,3600.0
218,1118.38,2,9,5,68.27,2,19249.76923,0,0,5769.230769
219,1012.67,6,7,1,74.11,1,5037.931034,1,1,3952.0
220,1414.09,3,2,9,73.63,1,26090.10989,0,0,7800.0
221,937.08,2,2,4,74.42,1,21350.0,0,0,0.0
222,1397.45,1,7,5,67.62,2,10081.69014,0,0,12000.0
223,1570.39,3,10,10,65.7,2,48927.46479,0,0,0.0
224,1196.45,2,2,8,74.68,1,43039.0,0,0,0.0
225,847.94,5,8,6,72.14,1,17112.0,0,0,14400.0
226,1246.17,6,5,1,68.25,2,0.0,1,1,0.0
227,1049.84,5,8,2,74.6,1,7332.0,0,0,5564.0
228,1676.4,1,4,8,63.76,2,19888.04348,0,0,4150.0
229,1243.85,7,7,4,40.21,3,37713.7931,0,0,0.0
230,962.68,2,9,2,68.55,1,7904.0,0,0,5248.0
231,1282.38,4,10,8,62.19,2,46280.76923,0,0,7200.0
232,1193.68,4,7,5,79.27,1,10637.5,0,0,7644.0
233,1159.91,2,7,6,66.74,2,28993.0,0,0,0.0
234,1159.18,2,4,2,66.62,2,6349.0,1,0,3848.0
235,2042.91,2,4,1,46.8,3,11148.0,1,1,0.0
236,1454.42,3,5,9,60.03,2,40615.83333,0,0,8160.0
237,1788.74,3,2,8,53.35,3,23088.75,0,0,4200.0
238,1053.01,3,4,6,64.38,2,21684.16667,0,0,4800.0
239,766.06,6,8,4,73.11,1,25210.34483,0,0,5720.0
240,823.98,6,8,6,76.43,1,52922.41379,0,0,0.0
241,2577.95,2,7,7,26.53,4,37251.0,0,0,0.0
242,787.95,6,10,4,76.45,1,28124.13793,0,0,6360.0
243,1339.7,3,6,2,67.06,2,5211.25,1,0,7080.0
244,940.66,1,2,8,70.16,1,38263.0,0,0,6000.0
245,1158.08,5,10,5,77.15,1,15810.0,0,0,5200.0
246,1395.65,3,6,7,76.18,1,17790.71429,0,0,9000.0
247,604.12,7,5,4,79.01,1,16841.37931,0,0,4160.0
248,968.92,5,2,4,72.49,1,16217.0,0,0,5200.0
249,1006.18,1,5,5,73.39,1,19792.0,0,0,5564.0
250,1007.27,1,7,6,74.98,1,26884.0,0,0,5232.0
251,1240.93,4,1,1,59.84,2,10496.15385,1,1,3350.0
252,1325.85,4,6,6,66.96,2,14893.57143,0,0,5100.0
253,1341.91,3,5,5,75.71,1,11556.25,0,0,5400.0
254,983.1,4,7,2,80.8,1,1469.387755,0,0,7072.0
255,1747.52,1,2,8,53.91,3,29413.0,0,0,10400.0
256,1321.4,1,9,4,51.23,3,12255.0,0,0,10500.0
257,1533.56,1,8,8,52.99,3,17440.0,0,0,22500.0
258,1382.11,5,6,10,68.76,1,27246.56863,0,0,5252.0
259,1454.4,1,4,8,52.27,3,39014.0,0,0,7200.0
260,1600.23,1,4,9,57.96,2,33142.25352,0,0,0.0
261,1418.23,1,9,8,40.12,3,35874.0,0,0,10200.0
262,1137.3,3,8,5,64.32,2,10105.55708,0,0,11289.99753
263,864.65,7,9,2,71.18,1,22525.86207,0,0,0.0
264,1406.52,3,9,8,68.33,2,15720.0,0,0,7592.0
265,984.55,7,1,5,66.21,2,43968.96552,0,0,0.0
266,1069.95,7,5,5,62.3,2,44300.0,0,0,0.0
267,1167.77,3,8,5,72.47,1,22151.66667,0,0,0.0
268,1910.55,4,4,4,64.73,2,11713.57143,1,0,7080.0
269,1098.6,3,4,9,69.97,1,37813.33333,0,0,6600.0
270,1301.04,2,10,3,62.67,2,13361.0,0,0,4628.0
271,976.67,4,5,3,75.72,1,12491.83673,0,0,6480.0
272,636.6,1,7,4,85.31,1,15493.0,0,0,4680.0
273,1109.9,7,10,4,66.99,2,21994.82759,0,0,7560.0
274,1202.37,7,4,1,28.96,4,12753.44828,1,1,3640.0
275,1317.07,3,4,5,63.79,2,11760.32609,0,0,4940.0
276,1726.01,3,4,10,71.53,1,62275.83333,0,0,9600.0
277,1834.29,6,1,1,47.03,3,9081.034483,1,1,4472.0
278,1902.79,1,7,2,51.67,3,10161.97183,1,1,0.0
279,996.36,7,2,2,62.48,2,20315.51724,0,0,0.0
280,1146.29,1,9,7,68.54,1,28444.0,0,0,5664.0
281,1529.5,3,2,6,70.27,1,18262.5,0,0,6240.0
282,764.65,7,8,6,71.35,1,39370.68966,0,0,5512.0
283,1781.03,1,9,10,73.77,1,42772.61523,0,0,38607.38477
284,899.95,4,4,2,77.41,1,11521.79487,0,0,3984.0
285,1895.11,2,9,7,60.55,2,17946.47887,0,0,6396.0
286,1380.29,3,2,3,69.56,1,6085.869565,0,0,5772.0
287,760.77,6,8,1,73.42,1,8970.689655,1,0,5200.0
288,787.14,7,9,6,73.45,1,43772.41379,0,0,5436.0
289,1234.05,2,4,7,72.46,1,35035.0,0,0,0.0
290,936.86,6,7,1,67.0,2,6256.896552,1,1,3456.0
291,1041.59,7,6,4,65.69,2,35724.13793,0,0,0.0
292,1502.56,2,5,6,53.93,3,31217.0,0,0,0.0
293,1133.56,7,2,2,70.49,1,20844.82759,0,0,0.0
294,1070.95,2,4,6,66.03,2,28310.0,0,0,0.0
295,1014.56,7,9,1,68.76,1,19734.48276,0,0,0.0
296,891.27,7,7,4,68.69,1,37541.37931,0,0,0.0
297,552.3,7,5,1,77.67,1,11636.2069,0,0,4004.0
298,1069.18,7,10,1,68.46,2,2151.724138,1,1,5252.0
299,1385.77,3,9,8,72.14,1,23046.25,0,0,5512.0
300,1251.78,2,7,10,58.16,2,66785.0,0,0,0.0
301,887.93,7,6,2,66.84,2,16393.10345,0,0,5356.0
302,959.64,7,7,4,64.13,2,40650.0,0,0,0.0
303,1138.67,4,8,5,68.29,2,14135.0,0,0,8112.0
304,642.14,6,7,1,69.56,1,5191.37931,1,1,1920.0
305,2997.89,1,9,9,11.2,5,29423.0,0,0,21600.0
306,1190.14,7,7,3,55.19,2,28127.58621,0,0,0.0
307,1220.74,4,7,5,70.64,1,11640.0,0,0,6656.0
308,648.63,6,10,3,62.63,2,20524.13793,0,0,4560.0
309,1341.42,6,2,2,36.31,4,26806.89655,0,0,0.0
310,784.54,7,10,2,72.64,1,15553.44828,0,0,5760.0
311,951.62,6,10,5,67.7,2,31679.31034,0,0,9000.0
312,978.11,2,8,4,71.0,1,15563.0,0,0,6000.0
313,1630.73,1,4,5,69.56,1,13912.5,0,0,960.0
314,777.31,7,7,3,84.08,1,17782.75862,0,0,7044.0
315,1108.73,4,6,2,69.18,1,12765.38462,1,0,5200.0
316,917.68,7,10,2,71.65,1,14958.62069,0,0,5564.0
317,1096.23,4,9,5,69.79,1,13925.0,0,0,7280.0
318,984.91,7,9,2,64.83,2,23865.51724,0,0,0.0
319,1303.68,3,4,9,71.06,1,38124.16667,0,0,7010.0
320,1314.13,4,8,4,58.23,2,11751.02041,1,0,11400.0
321,950.75,7,4,2,62.71,2,24789.65517,0,0,0.0
322,1435.64,6,1,4,51.13,3,38146.55172,0,0,0.0
323,1744.83,3,7,5,64.19,2,14572.83951,0,0,600.0
324,2101.03,3,4,6,63.39,2,20830.71429,0,0,1169.0
325,1479.9,7,10,3,58.85,2,19889.65517,0,0,3796.0
326,1275.84,1,2,8,65.35,2,29196.0,0,0,9600.0
327,1452.39,2,9,6,69.29,1,29735.0,0,0,0.0
328,1128.43,2,7,9,66.32,2,55850.0,0,0,0.0
329,1186.55,3,1,6,77.97,1,15140.625,0,0,5668.0
330,1146.28,4,6,2,66.31,2,12058.0,0,0,0.0
331,2146.95,1,2,9,37.37,4,49169.0,0,0,9816.0
332,1251.77,2,2,9,67.02,2,49046.0,0,0,0.0
333,1540.81,1,10,9,75.93,1,23928.26087,0,0,6600.0
334,1322.36,2,1,5,62.44,2,24674.0,0,0,0.0
335,1379.39,7,8,10,56.15,2,100000.0,0,0,0.0
336,843.77,2,1,2,73.63,1,14416.0,0,0,0.0
337,744.69,1,5,3,73.26,1,10613.0,0,0,3796.0
338,1355.98,5,9,2,59.88,2,6556.4,0,0,9097.6
339,774.58,7,4,2,70.85,1,15317.24138,0,0,4680.0
340,1097.99,3,8,6,71.05,1,10991.59292,0,0,5844.0
341,1188.99,2,7,2,64.94,2,13026.0,0,0,0.0
342,1178.96,1,6,10,72.31,1,62975.0,0,0,5040.0
343,1301.58,3,7,8,78.49,1,23548.57143,0,0,7440.0
344,611.76,7,2,1,83.5,1,11831.03448,0,0,5408.0
345,2720.53,3,10,5,51.4,3,9314.375,1,1,6000.0
346,878.62,7,2,1,73.68,1,15231.03448,0,0,0.0
347,769.65,7,1,2,75.17,1,15582.75862,0,0,4316.0
348,1070.73,3,1,7,68.75,1,25566.76525,0,0,3642.8817
349,957.08,1,9,8,70.57,1,34764.0,0,0,8160.0
350,1317.9,2,2,3,62.03,2,18891.0,0,0,0.0
351,851.5,7,9,4,63.2,2,27410.34483,0,0,4316.0
352,701.86,7,9,2,75.37,1,23717.24138,0,0,0.0
353,3413.75,5,10,10,65.8,2,100000.0,0,0,0.0
354,822.38,6,6,1,72.64,1,5734.482759,1,1,4628.0
355,1235.53,3,4,5,72.13,1,11751.08696,0,0,4850.0
356,1851.73,3,9,8,63.41,2,24696.42857,0,0,7800.0
357,536.02,7,5,3,87.38,1,11636.2069,0,0,2340.0
358,1132.95,2,4,7,69.48,1,38598.0,0,0,0.0
359,954.1,1,4,10,76.86,1,57735.0,0,0,10176.0
360,1036.65,4,5,2,66.54,2,11904.08163,0,0,3692.0
361,1948.26,2,9,7,28.34,4,35095.0,0,0,0.0
362,893.6,6,2,1,63.53,2,3336.206897,1,1,4472.0
363,870.52,1,9,5,72.73,1,14649.0,0,0,7800.0
364,1079.45,4,8,1,64.28,2,4495.918367,0,0,7260.0
365,670.58,6,7,2,77.01,1,15931.03448,0,0,5408.0
366,1093.0,2,2,7,68.91,1,27948.0,0,0,7476.0
367,892.93,1,9,8,70.41,1,31781.0,0,0,12600.0
368,1388.15,2,6,6,59.31,2,14320.58505,0,0,4430.769231
369,1183.43,4,7,5,55.28,2,10723.46939,0,0,13800.0
370,1611.36,3,7,4,61.25,2,6858.571429,0,0,13200.0
371,978.17,3,8,2,73.72,1,7226.428571,0,0,5616.0
372,953.92,5,8,5,73.95,1,20894.0,0,0,6656.0
373,1019.5,5,2,3,72.47,1,13743.0,0,0,4316.0
374,582.28,7,8,3,83.07,1,21375.86207,0,0,6500.0
375,1399.33,1,7,10,63.34,2,93335.0,0,0,36000.0
376,757.34,7,1,2,75.28,1,14958.62069,0,0,4212.0
377,1192.77,2,7,6,65.09,2,17504.0,0,0,10800.0
378,779.86,7,9,4,65.03,2,22355.17241,0,0,5564.0
379,953.52,1,5,3,66.16,2,11572.3175,0,0,5617.682503
380,979.55,7,7,3,70.63,1,32867.24138,0,0,0.0
381,1507.34,5,1,4,77.94,1,0.0,0,0,26832.0
382,1398.6,7,4,1,56.0,2,21077.58621,1,1,0.0
383,1202.3,3,4,7,73.84,1,24340.83333,0,0,4740.0
384,951.65,2,2,4,67.63,2,12510.07692,0,0,5001.923077
385,1427.82,2,2,2,57.25,2,14459.0,0,0,0.0
386,1516.47,4,9,9,66.7,2,29385.0,0,0,19200.0
387,1120.06,2,2,10,65.87,2,64894.0,0,0,3840.0
388,881.9,2,1,7,76.48,1,28633.0,0,0,4212.0
389,993.93,2,10,9,74.34,1,55468.0,0,0,0.0
390,1856.79,3,2,9,62.64,2,20772.54902,0,0,7056.0
391,1105.94,5,1,5,66.7,2,20419.0,0,0,6000.0
392,2125.72,1,10,8,28.59,4,42337.0,0,0,0.0
393,1745.85,3,9,6,54.91,2,14950.0,0,0,9600.0
394,862.66,6,1,2,80.78,1,14472.41379,0,0,5400.0
395,1062.53,2,8,3,74.66,1,15427.0154,0,0,3324.984598
396,1380.23,1,1,10,61.94,2,64689.0,0,0,0.0
397,1061.17,6,6,1,74.54,1,8799.33687,0,1,4615.384615
398,684.14,7,1,2,83.02,1,15051.72414,0,0,4264.0
399,614.79,6,8,2,79.19,1,7565.517241,0,0,6760.0
400,994.84,4,2,2,70.93,1,13156.41026,0,0,4056.0
401,1539.0,1,9,9,59.81,2,41807.23594,0,0,7876.76406
402,1845.82,4,2,3,44.71,3,11018.36735,1,1,7150.0
403,1869.31,3,8,8,59.74,2,24941.35802,0,0,5520.0
404,816.44,5,8,5,79.61,1,16798.0,0,0,6240.0
405,1424.57,1,5,8,51.86,3,44997.0,0,0,0.0
406,1690.33,1,9,10,69.43,1,45838.58696,0,0,0.0
407,1088.57,3,10,6,76.09,1,16698.14815,0,0,5355.0
408,829.88,6,10,4,68.92,1,22391.37931,0,0,9540.0
409,2012.29,2,7,10,72.59,1,100000.0,0,0,0.0
410,735.96,7,5,2,69.12,1,16691.37931,0,0,3700.0
411,1511.68,3,4,9,79.23,1,15672.76119,0,0,6500.0
412,1087.11,1,10,8,74.68,1,35863.0,0,0,4452.0
413,729.98,7,4,6,73.45,1,41506.89655,0,0,5160.0
414,1084.4,3,2,2,69.93,1,8346.666667,0,0,5400.0
415,1043.93,1,5,8,65.35,2,31792.0,0,0,11484.0
416,1174.58,5,1,1,69.42,1,3497.0,1,1,3848.0
417,2107.82,4,4,5,52.83,3,13491.52542,1,0,5720.0
418,886.69,4,1,4,77.93,1,18817.94872,0,0,5694.0
419,630.49,7,4,2,77.37,1,15844.82759,0,0,3380.0
420,1454.67,4,7,3,53.71,3,10767.34694,1,0,6019.0
