,fuelexpn,hhcompx,gorehs,FullincDeciles,FPEERrating,FPEERband,AHCIncomeEQ_LILEE,fpflgb,fpflgf,HousingCosts
7167,1078.58,6,7,3,61.25,2,16094.82759,0,0,5200.0
7168,912.05,7,6,2,71.9,1,14232.75862,0,0,5250.0
7169,1530.42,4,1,4,69.29,1,15683.83312,0,0,4523.076923
7170,997.16,4,9,4,72.94,1,13340.0,0,0,7440.0
7171,1413.61,2,9,8,65.41,2,43172.0,0,0,1620.0
7172,1287.51,5,1,6,72.15,1,18330.98592,0,0,4160.0
7173,1032.66,4,10,4,70.92,1,13123.0,0,0,9000.0
7174,1341.22,3,2,6,70.11,1,17143.125,0,0,4650.0
7175,1372.07,3,2,4,72.59,1,7363.274336,0,0,5044.0
7176,1092.97,5,4,1,65.02,2,7362.0,0,0,3640.0
7177,1028.21,6,7,3,64.07,2,32936.2069,0,0,0.0
7178,1957.56,3,5,10,70.05,1,91467.14286,0,0,0.0
7179,829.9,2,9,4,75.85,1,20705.0,0,0,0.0
7180,1210.83,4,10,2,66.57,2,10034.61538,1,0,6600.0
7181,557.64,7,5,4,76.89,1,20231.03448,0,0,3536.0
7182,1578.07,2,2,6,51.95,3,24930.0,0,0,0.0
7183,766.06,6,10,3,81.08,1,9048.275862,0,0,4732.0
7184,1116.39,1,2,8,73.27,1,37821.0,0,0,6312.0
7185,1063.21,7,2,1,62.48,2,6748.275862,1,1,4464.0
7186,951.32,7,8,1,73.69,1,17462.06897,0,0,0.0
7187,1065.78,1,10,6,69.72,1,23703.0,0,0,8400.0
7188,1433.81,5,9,5,61.69,2,8389.732143,0,0,9000.0
7189,1214.88,2,2,8,66.0,2,34897.0,0,0,4316.0
7190,876.15,6,8,2,67.27,2,18603.44828,0,0,4800.0
7191,954.79,1,6,3,72.81,1,11596.0,0,0,4732.0
7192,1542.82,2,8,9,55.49,2,50113.0,0,0,0.0
7193,702.4,7,7,3,76.94,1,17627.58621,0,0,6048.0
7194,1143.02,5,9,5,65.78,2,18623.0,0,0,7150.0
7195,1031.62,1,9,10,70.54,1,55994.0,0,0,9000.0
7196,703.73,6,4,1,75.93,1,7591.37931,1,0,3696.0
7197,1211.43,3,10,4,72.35,1,8401.428571,0,0,9600.0
7198,390.86,7,5,1,89.49,1,11636.2069,0,0,3848.0
7199,926.81,6,7,1,65.87,2,9344.827586,1,0,4628.0
7200,858.5,1,4,2,74.86,1,8580.0,1,0,6500.0
7201,1002.31,1,1,1,69.47,1,0.0,1,1,7200.0
7202,1110.41,3,2,4,70.05,1,9434.285714,0,0,7260.0
7203,790.43,6,4,2,71.8,1,18445.43055,0,0,4178.650279
7204,653.36,7,10,3,78.33,1,21727.58621,0,0,3692.0
7205,1517.87,3,9,10,67.97,2,29883.57143,0,0,19200.0
7206,1608.66,3,2,6,67.58,2,11395.625,0,0,10320.0
7207,2301.49,2,9,3,33.15,4,13610.0,1,1,0.0
7208,1079.12,1,6,9,62.8,2,43160.0,0,0,10200.0
7209,1766.33,3,2,9,65.61,2,28270.0,0,0,7200.0
7210,819.54,6,4,6,71.61,1,45323.74005,0,0,5769.230769
7211,736.15,7,4,3,76.83,1,19653.44828,0,0,3588.0
7212,913.83,6,7,1,64.52,2,8681.034483,1,1,2418.0
7213,1410.91,2,2,7,60.77,2,23883.0,0,0,10800.0
7214,844.79,7,7,3,71.81,1,31682.75862,0,0,0.0
7215,1090.34,3,4,5,65.28,2,9069.135802,0,0,4080.0
7216,1595.34,4,7,6,56.65,2,16238.57491,0,0,6127.995125
7217,898.22,1,2,9,78.5,1,54427.0,0,0,4680.0
7218,1634.24,3,4,7,69.24,1,12179.91071,0,0,7200.0
7219,1979.04,3,2,10,69.08,1,86814.08451,0,0,5700.0
7220,2882.48,2,6,6,25.18,4,29014.0,0,0,0.0
7221,1474.53,2,2,4,58.42,2,21869.0,0,0,0.0
7222,820.65,7,10,2,67.89,2,16074.13793,0,0,5484.0
7223,1123.24,7,9,2,65.58,2,14965.51724,1,0,5096.0
7224,1414.67,3,6,7,63.84,2,11973.0,0,0,5400.0
7225,1789.05,1,10,10,47.68,3,70230.0,0,0,15600.0
7226,1631.05,3,8,10,58.49,2,91180.0514,0,0,50321.93833
7227,1489.97,3,6,8,71.48,1,27030.0,0,0,6660.0
7228,1038.2,6,8,1,58.23,2,5954.164486,1,1,1624.584598
7229,1071.98,7,9,2,66.86,2,26882.75862,0,0,0.0
7230,1206.32,2,7,8,63.37,2,38693.0,0,0,3600.0
7231,1849.64,1,8,9,66.67,2,29230.43478,0,0,3480.0
7232,1416.82,5,8,8,68.43,2,10164.13043,0,0,22800.0
7233,1421.84,4,2,2,67.39,2,7856.779661,0,0,5688.0
7234,1399.16,1,5,8,61.85,2,34615.0,0,0,6300.0
7235,1459.01,5,2,5,65.99,2,11364.375,0,0,6900.0
7236,1340.07,2,2,7,63.6,2,33369.0,0,0,0.0
7237,1538.77,1,9,9,65.02,2,28961.91766,0,0,6473.076923
7238,1329.1,3,9,8,73.57,1,24246.42857,0,0,9600.0
7239,1403.82,3,5,9,77.73,1,29707.85714,0,0,9120.0
7240,868.56,6,8,3,64.79,2,11336.2069,0,0,8580.0
7241,995.92,7,2,2,69.53,1,18974.13793,0,0,0.0
7242,672.65,6,6,1,74.27,1,8068.965517,1,0,3744.0
7243,1115.66,5,2,3,74.59,1,15017.0,0,0,4050.0
7244,1519.76,7,7,1,56.58,2,17053.44828,1,1,0.0
7245,546.69,6,6,1,79.79,1,11684.48276,0,0,4320.0
7246,1507.71,2,1,10,66.75,2,54154.0,0,0,20400.0
7247,840.63,6,7,3,66.1,2,15601.72414,0,0,10200.0
7248,1131.5,1,7,8,69.61,1,32054.0,0,0,6900.0
7249,940.45,7,8,3,56.21,2,30160.34483,0,0,0.0
7250,1084.77,4,9,3,70.96,1,18276.92308,0,0,3300.0
7251,1208.7,1,10,9,66.64,2,43063.0,0,0,8880.0
7252,1113.19,3,9,7,70.34,1,11764.22774,0,0,20348.92671
7253,1016.22,6,1,6,66.52,2,42456.89655,0,0,6380.0
7254,1248.67,3,8,5,65.23,2,13919.00963,0,0,5680.584598
7255,797.91,6,1,1,72.9,1,6875.862069,1,0,4576.0
7256,1610.48,3,2,5,56.77,2,16140.14147,0,0,5600.830239
7257,1728.11,2,4,9,63.82,2,56191.0,0,0,0.0
7258,1554.37,3,10,7,64.83,2,10950.4902,0,0,4160.0
7259,1522.51,1,10,5,33.62,4,27518.0,0,0,0.0
7260,1782.59,3,2,9,51.93,3,25505.71429,0,0,11004.0
7261,915.54,6,1,2,69.57,1,19613.7931,0,0,3640.0
7262,1404.61,2,5,10,56.07,2,57691.0,0,0,4704.0
7263,1122.23,1,9,6,75.24,1,13493.66197,0,0,12432.0
7264,1108.09,5,6,3,68.73,1,12598.0,0,0,4860.0
7265,1582.76,3,1,8,62.03,2,23673.57143,0,0,8064.0
7266,1163.33,2,4,2,68.81,1,12018.0,0,0,3900.0
7267,1777.43,3,9,10,53.41,3,81432.14286,0,0,26400.0
7268,1143.44,3,4,6,71.43,1,12961.53846,0,0,6000.0
7269,1269.63,5,2,2,79.09,1,12446.8218,0,0,3123.1782
7270,695.83,6,9,4,72.31,1,30751.72414,0,0,5096.0
7271,1432.75,5,8,7,65.34,2,17706.33803,0,0,9600.0
7272,1205.41,6,5,6,61.86,2,49231.03448,0,0,4116.0
7273,1874.62,5,9,10,66.09,2,64134.78261,0,0,0.0
7274,936.74,2,9,6,76.3,1,26038.0,0,0,3000.0
7275,1056.45,3,5,5,75.49,1,14620.71429,0,0,4800.0
7276,1023.32,1,7,7,68.4,2,28757.0,0,0,7200.0
7277,1137.85,1,7,7,70.91,1,24017.0,0,0,10740.0
7278,1325.34,5,5,10,67.88,2,40241.97531,0,0,0.0
7279,1054.13,5,7,7,60.85,2,25612.0,0,0,7560.0
7280,1468.57,3,6,7,49.17,3,25060.0,0,0,8100.0
7281,1086.47,7,9,1,58.11,2,4174.137931,1,1,5200.0
7282,922.56,6,10,3,63.29,2,21877.58621,0,0,5220.0
7283,605.68,7,8,1,78.24,1,11636.2069,0,0,4056.0
7284,1387.53,2,5,7,57.51,2,34223.0,0,0,0.0
7285,1426.82,3,2,5,67.42,2,11474.40758,0,0,4703.5782
7286,2161.26,1,2,1,41.69,3,11810.0,1,1,0.0
7287,1175.4,4,2,6,64.37,2,15453.57143,0,0,7200.0
7288,1070.67,2,9,4,67.79,2,21682.0,0,0,228.0
7289,1331.62,2,8,4,59.2,2,13425.0,0,0,7280.0
7290,1096.71,4,8,3,65.23,2,6863.580247,0,0,6032.0
7291,1833.24,1,2,10,60.99,2,66098.0,0,0,0.0
7292,1176.6,3,10,8,76.56,1,24515.0,0,0,4080.0
7293,1206.08,1,5,7,62.19,2,27198.0,0,0,6900.0
7294,665.85,6,9,6,73.75,1,30939.65517,0,0,10500.0
7295,1589.08,1,10,10,80.83,1,27037.29399,0,0,7153.715576
7296,1025.27,1,9,9,73.89,1,45117.0,0,0,13512.0
7297,2837.99,2,2,6,38.68,3,28757.0,0,0,0.0
7298,1229.76,3,9,8,70.06,1,23373.57143,0,0,13800.0
7299,1074.51,1,9,8,68.3,2,38273.0,0,0,4680.0
7300,1576.08,2,2,6,46.66,3,20117.0,0,0,6480.0
7301,1389.76,1,1,3,53.98,3,16261.0,0,0,2820.0
7302,1126.35,3,8,4,62.95,2,10141.13761,0,0,6460.584598
7303,1267.96,7,9,2,60.85,2,18982.75862,0,0,2856.0
7304,1298.0,5,1,4,67.37,2,22439.0,0,0,0.0
7305,981.68,6,7,3,66.05,2,10639.65517,0,0,5460.0
7306,1180.25,4,10,6,68.93,1,22567.5,0,0,4732.0
7307,555.92,7,2,4,81.54,1,21913.7931,0,0,3640.0
7308,606.49,6,2,2,79.77,1,11425.86207,0,0,3640.0
7309,1559.03,2,2,7,65.48,2,37847.0,0,0,0.0
7310,1233.32,2,7,10,69.13,1,68779.0,0,0,0.0
7311,612.09,7,7,1,80.6,1,15000.0,0,0,0.0
7312,950.57,5,5,8,68.3,2,36381.0,0,0,4056.0
7313,1762.36,1,10,10,45.49,3,100000.0,0,0,0.0
7314,2441.79,3,10,9,53.52,3,32741.42857,0,0,6000.0
7315,1663.56,2,9,9,63.9,2,52853.0,0,0,0.0
7316,1755.39,3,8,5,64.5,2,10126.42857,0,0,11400.0
7317,893.78,6,7,3,66.14,2,20687.93103,0,0,4200.0
7318,810.97,7,1,1,62.77,2,15137.93103,0,0,3648.0
7319,2264.53,2,9,10,59.34,2,78482.0,0,0,0.0
7320,1816.97,2,8,9,57.52,2,49905.0,0,0,0.0
7321,987.26,7,10,3,70.3,1,21149.14916,0,0,4001.493489
7322,1369.1,1,9,8,66.29,2,33954.0,0,0,11760.0
7323,1293.41,2,5,7,62.14,2,34591.0,0,0,0.0
7324,1716.34,4,6,10,69.83,1,96241.02564,0,0,0.0
7325,1091.64,6,7,2,48.05,3,11293.10345,0,0,6900.0
7326,981.38,6,1,2,62.01,2,17512.06897,0,0,2570.0
7327,832.18,6,6,2,71.84,1,10803.44828,0,0,4836.0
7328,1707.0,2,6,8,54.52,2,27621.12676,0,0,0.0
7329,1130.52,2,8,6,70.71,1,16793.0,0,0,12600.0
7330,663.26,1,7,9,84.4,1,41693.0,0,0,11940.0
7331,1333.8,5,7,9,70.18,1,29183.80282,0,0,8400.0
7332,842.9,6,4,1,68.24,2,4706.896552,0,0,6060.0
7333,652.37,7,1,6,73.6,1,42300.0,0,0,3588.0
7334,1456.53,1,4,9,60.43,2,33597.88732,0,0,4800.0
7335,936.92,6,2,2,62.8,2,8562.068966,1,0,4420.0
7336,1140.15,5,2,4,63.16,2,13337.0,0,0,7800.0
7337,567.32,7,5,2,77.03,1,16196.55172,0,0,4080.0
7338,1025.25,1,9,5,66.38,2,18785.0,0,0,5564.0
7339,1067.35,6,2,1,44.66,3,11024.13793,1,0,4420.0
7340,1271.98,2,7,5,65.99,2,26019.0,0,0,0.0
7341,1433.91,5,4,2,61.82,2,14603.0,0,0,0.0
7342,798.51,3,8,9,79.08,1,32258.00206,0,0,9516.397527
7343,1274.53,3,1,2,64.67,2,8342.5,1,0,5148.0
7344,864.69,2,4,6,76.47,1,31863.0,0,0,0.0
7345,1287.04,3,7,5,61.45,2,17519.16667,0,0,6900.0
7346,1068.8,6,9,1,70.77,1,9050.0,1,1,1380.0
7347,1861.21,2,9,9,55.97,2,39782.39437,0,0,0.0
7348,1196.2,4,2,3,70.14,1,9881.632653,0,0,4320.0
7349,1246.28,3,10,7,74.5,1,21826.42857,0,0,4416.0
7350,1481.17,3,5,6,70.39,1,14713.75,0,0,7560.0
7351,890.33,1,4,8,72.79,1,35369.0,0,0,7800.0
7352,967.61,2,7,4,70.94,1,16618.0,0,0,5700.0
7353,902.14,7,2,3,71.37,1,26936.2069,0,0,0.0
7354,1429.83,1,8,9,61.78,2,55626.0,0,0,0.0
7355,1060.91,1,9,7,64.66,2,29297.0,0,0,9120.0
7356,1085.29,6,9,4,60.69,2,30906.89655,0,0,3000.0
7357,635.19,7,2,3,79.47,1,28194.82759,0,0,0.0
7358,1074.67,2,7,4,61.53,2,22824.0,0,0,0.0
7359,1553.47,2,1,8,64.21,2,44668.0,0,0,0.0
7360,1363.2,4,2,3,61.33,2,10256.42857,0,0,4888.0
7361,798.43,6,9,2,74.45,1,24200.0,0,0,0.0
7362,1038.0,3,4,1,72.68,1,6002.5,1,1,2688.0
7363,1085.57,1,6,8,70.41,1,35636.0,0,0,10200.0
7364,1161.33,3,7,10,74.33,1,36302.85714,0,0,10200.0
7365,1244.26,3,7,7,61.11,2,30759.5514,0,0,14.53832396
7366,938.26,7,8,3,69.67,1,31936.2069,0,0,0.0
7367,1226.1,5,7,3,57.5,2,15650.0,0,0,4200.0
7368,1943.09,3,10,8,56.78,2,23699.28571,0,0,13200.0
7369,1548.85,1,5,9,57.55,2,31839.43662,0,0,7200.0
7370,832.91,7,8,3,61.97,2,10131.03448,0,0,5400.0
7371,974.25,1,7,4,69.11,1,16430.0,0,0,0.0
7372,1293.97,3,7,8,66.07,2,22955.55556,0,0,6000.0
7373,1007.26,5,4,2,73.51,1,10220.0,0,0,5070.0
7374,2349.12,3,9,10,63.16,2,32448.23009,0,0,1800.0
7375,1177.74,3,9,9,77.28,1,30002.14286,0,0,11760.0
7376,700.32,6,10,1,74.09,1,0.0,1,1,0.0
7377,1464.86,6,10,1,46.57,3,7665.517241,1,1,6900.0
7378,1078.05,4,2,4,63.06,2,16476.92308,0,0,7260.0
7379,1266.05,3,9,7,63.66,2,27006.66667,0,0,2160.0
7380,3028.61,5,7,6,35.67,4,32584.0,0,0,0.0
7381,1367.15,3,8,10,69.71,1,47941.66667,0,0,17400.0
7382,1369.67,3,10,7,73.53,1,21556.42857,0,0,6000.0
7383,901.32,7,10,1,62.49,2,16017.24138,0,0,0.0
7384,598.38,6,2,1,76.94,1,7036.206897,0,0,5304.0
7385,1358.8,7,4,1,37.55,4,18396.55172,1,1,0.0
7386,842.72,2,2,6,82.17,1,19538.0218,0,0,5887.9782
7387,1638.67,3,4,7,50.24,3,27115.83333,0,0,6000.0
7388,708.78,6,9,1,82.78,1,8056.896552,1,0,5200.0
7389,2558.42,5,10,8,23.89,4,23957.74648,0,0,9120.0
7390,1755.9,3,2,10,59.77,2,35506.44899,0,0,14541.84243
7391,1474.64,3,2,10,70.78,1,32800.98039,0,0,5525.0
7392,949.36,1,9,9,78.37,1,54641.0,0,0,0.0
7393,1536.18,1,5,1,52.6,3,0.0,1,1,6960.0
7394,1079.35,7,2,2,61.21,2,19075.86207,0,0,3640.0
7395,776.16,7,4,2,77.02,1,15765.51724,0,0,3700.0
7396,1199.8,3,5,4,67.22,2,13950.83333,0,0,3900.0
7397,1143.84,3,8,4,66.07,2,13087.14286,0,0,5408.0
7398,1447.39,2,1,5,62.34,2,26624.0,0,0,0.0
7399,1194.76,3,9,8,68.18,2,21721.60494,0,0,6072.0
7400,1099.11,7,9,2,67.86,2,14958.62069,1,0,4732.0
7401,1830.11,4,9,4,43.61,3,16354.63247,0,0,5453.367533
7402,668.72,1,1,1,85.0,1,4944.753146,1,0,2127.246854
7403,1053.38,3,10,5,77.07,1,10588.75,0,0,8320.0
7404,1173.31,2,2,5,67.58,2,23880.0,0,0,0.0
7405,1241.72,1,2,5,68.75,1,22477.0,0,0,4848.0
7406,1445.26,2,9,2,57.12,2,13491.0,0,1,0.0
7407,1424.49,1,4,6,65.41,2,27760.5887,0,0,2506.411297
7408,1723.4,2,10,10,49.19,3,78346.0,0,0,0.0
7409,1010.68,4,10,3,71.73,1,12953.06122,0,0,3796.0
7410,1019.7,7,4,1,63.56,2,9715.517241,1,1,0.0
7411,1246.98,5,5,3,63.0,2,13200.61538,0,0,4615.384615
7412,6481.84,3,10,8,23.3,4,27669.28571,1,1,1800.0
7413,884.58,6,6,1,60.65,2,7763.793103,0,0,6000.0
7414,1535.81,5,6,7,73.15,1,14937.31635,0,0,4372.620969
7415,1564.04,3,10,8,67.78,2,17142.22222,0,0,5200.0
7416,1395.92,2,1,5,72.63,1,26034.0,0,0,0.0
7417,1019.46,6,5,1,60.99,2,4598.275862,1,1,4156.0
7418,2160.79,3,2,10,65.17,2,28898.9011,0,0,8808.0
7419,1122.61,5,9,3,73.59,1,19840.0,0,0,0.0
7420,1301.47,7,9,3,60.98,2,11137.93103,0,0,4108.0
7421,1325.87,7,4,4,49.78,3,20460.34483,0,0,4560.0
7422,984.42,1,7,9,76.34,1,45264.0,0,0,7272.0
7423,1357.6,3,9,9,74.88,1,28376.42857,0,0,6960.0
7424,818.62,1,2,7,79.01,1,29549.0,0,0,6900.0
7425,1489.46,2,4,7,64.39,2,36294.0,0,0,0.0
7426,870.29,6,10,3,68.0,2,22365.51724,0,0,4875.0
7427,917.27,6,2,6,58.46,2,45379.31034,0,0,5400.0
7428,1162.49,6,2,2,51.75,3,14643.10345,0,0,7500.0
7429,1255.26,3,4,8,56.6,2,28920.83333,0,0,4810.0
7430,1872.84,3,7,4,66.32,2,16662.14286,0,0,0.0
7431,909.61,6,4,2,65.38,2,27444.82759,0,0,0.0
7432,890.93,7,1,2,68.67,1,22489.65517,0,0,2750.0
7433,1011.38,4,5,3,64.41,2,14484.61538,0,0,6900.0
7434,1315.88,7,2,2,64.66,2,7458.62069,1,0,9240.0
7435,1135.8,5,10,3,67.41,2,13968.0,0,0,4732.0
7436,1884.35,2,7,10,63.2,2,92349.0,0,0,0.0
7437,861.19,6,2,3,65.44,2,21818.96552,0,0,4200.0
7438,1538.73,3,8,6,49.66,3,13118.75,0,0,11400.0
7439,773.67,1,4,6,71.34,1,28679.0,0,0,3900.0
7440,530.49,7,7,3,78.2,1,20315.51724,0,0,4888.0
7441,1790.14,2,7,5,44.43,3,22096.25066,0,0,3550.749337
7442,705.39,6,9,5,76.82,1,28694.82759,0,0,9600.0
7443,1666.05,6,4,2,26.67,4,24586.2069,1,1,0.0
7444,1566.24,3,5,5,71.23,1,12343.20988,0,0,4560.0
7445,952.39,7,10,3,61.16,2,14789.65517,0,0,8832.0
7446,1280.27,4,4,2,62.09,2,10506.66667,0,0,0.0
7447,1450.4,3,6,5,65.71,2,15434.28571,0,0,4056.0
7448,1331.21,4,4,7,69.36,1,19128.26087,0,0,6000.0
7449,630.01,6,1,1,76.85,1,7827.586207,0,0,3000.0
7450,779.99,7,8,2,66.17,2,14420.68966,0,0,5564.0
7451,949.7,7,5,5,64.35,2,46355.17241,0,0,0.0
7452,1161.59,4,5,3,65.76,2,6310.833333,0,0,4992.0
7453,1695.64,2,6,9,55.9,2,52711.0,0,0,0.0
7454,1227.78,2,2,6,70.71,1,28003.0,0,0,0.0
7455,594.69,7,4,1,78.59,1,11194.82759,0,0,4056.0
7456,952.04,6,6,6,61.06,2,39100.0,0,0,7800.0
7457,856.37,6,4,3,64.8,2,17067.24138,0,0,3900.0
7458,1149.97,1,1,6,67.09,2,26532.0,0,0,6180.0
7459,847.96,6,6,1,70.51,1,6329.310345,1,1,4680.0
7460,772.7,4,9,4,81.43,1,19566.66667,0,0,6960.0
7461,959.4,4,8,5,78.45,1,12442.95775,0,0,7280.0
7462,701.14,6,5,1,72.16,1,7420.689655,1,0,3504.0
7463,1064.11,2,9,5,70.45,1,24042.0,0,0,3324.0
7464,505.46,6,1,2,80.61,1,16317.24138,0,0,4628.0
7465,1575.65,7,2,3,46.26,3,28715.51724,0,0,0.0
7466,1993.02,3,7,6,65.65,2,16541.77304,0,0,1787.97306
7467,1347.15,3,5,5,60.88,2,10565.83333,0,0,4524.0
7468,1191.15,7,9,2,57.52,2,20955.17241,0,0,0.0
7469,1358.42,3,9,10,67.48,2,64635.0,0,0,16200.0
7470,838.34,7,10,1,70.02,1,15306.89655,0,0,3432.0
7471,3488.07,5,10,6,5.65,5,28811.80042,1,1,1160.199579
7472,1111.08,1,4,8,65.64,2,34484.0,0,0,10800.0
7473,1262.55,2,8,2,66.43,2,6950.0,0,0,6000.0
7474,778.27,7,6,2,71.61,1,18858.62069,0,0,4056.0
7475,1097.92,1,4,3,69.08,1,9310.0,0,0,3250.0
7476,3947.35,1,4,9,30.29,4,28795.07042,0,0,18000.0
7477,1140.34,6,7,7,59.42,2,41339.65517,0,0,11976.0
7478,1485.0,1,10,5,60.01,2,16696.0,0,0,10200.0
7479,1599.53,1,7,7,69.19,1,38244.0,0,0,0.0
7480,1485.79,1,6,6,61.62,2,23311.0,0,0,9300.0
7481,802.31,7,7,1,70.91,1,11791.37931,0,0,4212.0
7482,1596.16,3,7,4,64.04,2,3828.333333,0,0,15600.0
7483,773.01,7,2,3,71.45,1,20724.13793,0,0,5200.0
7484,1478.35,4,2,4,71.41,1,12834.74576,0,0,5150.0
7485,699.9,7,6,5,72.71,1,26020.68966,0,0,4680.0
7486,932.36,1,8,7,74.18,1,22334.0,0,0,12600.0
7487,731.18,2,5,1,72.56,1,8367.0,0,0,3848.0
7488,1391.87,2,6,6,59.29,2,28350.0,0,0,0.0
7489,1034.31,6,6,1,56.96,2,4989.655172,1,1,6032.0
7490,1331.0,3,7,3,73.57,1,7030.555556,0,0,6000.0
7491,1099.05,2,1,3,82.43,1,17889.0,0,0,0.0
7492,705.29,7,9,5,80.89,1,46686.2069,0,0,0.0
7493,1231.23,3,5,4,62.61,2,17654.16667,0,0,0.0
7494,1162.04,5,4,1,72.05,1,6587.0,1,1,4173.0
7495,1263.01,4,8,5,72.09,1,11455.6338,0,0,7800.0
7496,1115.86,3,9,8,71.59,1,26891.42857,0,0,7200.0
7497,3318.78,2,5,6,10.4,5,23655.0,1,1,4200.0
7498,1090.36,1,1,5,73.37,1,21230.0,0,0,6720.0
7499,1376.37,6,7,5,48.77,3,44874.13793,0,0,0.0
7500,1131.05,7,10,3,51.56,3,19577.58621,0,0,7800.0
7501,1106.43,7,8,4,58.0,2,36020.68966,0,0,0.0
7502,1597.07,1,4,9,54.48,3,23695.1087,0,0,3890.0
7503,761.93,7,8,9,70.49,1,91255.17241,0,0,0.0
7504,703.82,6,6,1,75.6,1,8986.206897,1,0,4316.0
7505,1356.04,3,1,8,72.29,1,31830.83333,0,0,7620.0
7506,2346.31,6,10,4,39.83,3,9134.482759,0,1,18000.0
7507,1180.64,5,9,9,68.4,2,32598.59155,0,0,10200.0
7508,2266.77,2,2,8,55.98,2,39015.0,0,0,0.0
7509,1892.68,3,1,10,64.93,2,72904.16667,0,0,2640.0
7510,1439.89,1,8,8,72.35,1,18376.79191,0,0,6187.702888
7511,911.1,2,9,5,78.35,1,15840.0,0,0,7800.0
7512,802.6,7,4,2,70.84,1,14958.62069,0,0,7436.0
7513,843.4,2,9,5,72.21,1,15667.0,0,0,3588.0
7514,975.07,6,4,1,60.94,2,10058.62069,1,1,3848.0
7515,1137.47,3,6,2,78.45,1,8656.666667,1,0,4680.0
7516,1739.8,3,6,2,53.87,3,3972.857143,1,1,8040.0
7517,1763.35,2,1,1,39.85,3,7013.0,1,1,4740.0
7518,1552.14,1,8,10,71.62,1,23552.44902,0,0,38471.46521
7519,1410.47,1,5,6,62.1,2,22535.91549,0,0,0.0
7520,677.65,6,9,4,74.08,1,29524.13793,0,0,5748.0
7521,1250.33,3,2,7,74.13,1,15956.59341,0,0,5096.0
7522,850.23,5,8,2,79.59,1,6280.0,1,0,6396.0
7523,1621.13,4,1,6,69.47,1,15069.75309,0,0,5850.0
7524,799.63,6,2,1,74.03,1,3534.482759,1,1,5232.0
7525,1411.7,4,1,6,64.11,2,22456.12245,0,0,6000.0
7526,632.74,6,7,1,75.01,1,0.0,1,0,5044.0
7527,937.29,4,9,3,71.67,1,11652.5641,0,0,8340.0
7528,1229.33,7,7,1,50.36,3,18874.13793,1,1,0.0
7529,838.98,6,9,1,73.11,1,5189.655172,1,0,5439.0
7530,553.52,6,8,2,78.44,1,9210.344828,0,0,9464.0
7531,781.78,6,4,3,73.93,1,28281.03448,0,0,0.0
7532,1428.99,1,10,7,68.75,1,35144.0,0,0,0.0
7533,2077.75,1,9,9,49.92,3,29362.68609,0,0,22331.31391
7534,732.78,7,1,5,70.96,1,31975.86207,0,0,3288.0
7535,1747.86,2,10,6,55.65,2,28371.0,0,0,0.0
7536,845.27,1,10,10,82.94,1,59147.0,0,0,15660.0
7537,1964.28,2,9,1,60.93,2,5953.0,1,1,0.0
7538,2086.25,5,10,5,58.71,2,16763.15663,0,0,8799.843366
7539,830.88,4,4,5,72.81,1,12828.87324,0,0,6000.0
7540,1790.1,7,2,1,38.23,4,11887.93103,1,1,0.0
7541,1645.63,1,2,9,72.45,1,32005.43478,0,0,0.0
7542,1333.11,1,4,6,56.98,2,25714.0,0,0,6000.0
7543,1500.6,5,9,6,77.56,1,988.8059701,0,0,26700.0
7544,725.65,6,8,3,77.45,1,22682.75862,0,0,6136.0
7545,1272.35,1,9,8,65.11,2,41681.0,0,0,0.0
7546,1727.7,5,5,4,60.98,2,11550.9901,0,0,0.0
7547,1252.65,7,4,4,51.98,3,28600.0,0,0,6720.0
7548,1409.29,3,6,9,61.74,2,31715.0,0,0,11808.0
7549,1046.99,3,9,6,79.0,1,12095.09804,0,0,7140.0
7550,888.09,1,5,7,73.99,1,29773.0,0,0,4500.0
7551,1643.77,4,6,4,34.96,4,10616.0,1,0,9600.0
7552,830.52,7,7,1,70.26,1,10491.37931,1,0,4160.0
7553,760.83,6,9,3,71.26,1,19739.65517,0,0,4108.0
7554,1286.69,6,6,2,62.69,2,16918.96552,0,0,5940.0
7555,862.15,2,1,4,68.99,1,13096.0,0,0,4368.0
7556,772.15,7,8,7,70.23,1,63391.37931,0,0,0.0
7557,1049.85,7,9,3,67.38,2,31741.37931,0,0,0.0
7558,2236.14,3,8,10,58.62,2,28043.13725,0,0,13200.0
7559,1329.56,3,7,7,70.09,1,21882.53599,0,0,2471.942418
7560,1288.41,2,6,7,67.95,2,19821.83099,0,0,1500.0
7561,1855.59,5,9,10,42.94,3,50865.49296,0,0,16740.0
7562,1431.0,6,9,4,46.74,3,25582.75862,0,0,8340.0
7563,1315.35,1,9,9,68.04,2,40599.0,0,0,9600.0
7564,654.67,6,10,2,77.53,1,16981.03448,0,0,3550.0
7565,1038.59,5,8,5,72.9,1,27869.0,0,0,0.0
7566,1504.54,2,9,6,58.26,2,30549.0,0,0,0.0
7567,1104.89,7,5,1,56.72,2,21056.89655,0,0,0.0
7568,602.54,6,5,3,77.86,1,19472.41379,0,0,6300.0
7569,1176.7,2,5,5,63.11,2,27436.0,0,0,0.0
7570,953.05,6,7,2,60.23,2,6972.413793,0,0,12000.0
7571,1005.63,1,8,8,73.84,1,14639.13043,0,0,12000.0
7572,1266.89,3,6,7,69.3,1,23868.33333,0,0,7800.0
7573,1355.85,3,2,9,80.18,1,22675.54348,0,0,5508.0
