,fuelexpn,hhcompx,gorEHS,FullincDeciles,FPEERrating,FPEERband,AHCIncomeEQ,fpflgb,fpflgf,HousingCosts
0,1388.75,1,4,8,66.32,2,31376.0,0,0,7476.0
1,1053.63,4,7,3,65.6,2,10347.4359,1,0,10200.0
2,1078.57,3,5,5,75.53,1,8315.0,0,0,10320.0
3,1072.52,2,5,8,55.81,2,33459.84615,0,0,5296.153846
4,1139.03,1,6,3,60.04,2,9974.0,0,0,7140.0
5,1171.16,6,5,3,60.99,2,30068.96552,0,0,0.0
6,1263.22,1,5,3,62.67,2,15640.0,0,0,0.0
7,1138.12,2,8,7,64.21,2,36971.0,0,0,0.0
8,968.73,5,4,3,67.38,2,12434.0,0,0,4004.0
9,1323.45,2,7,1,63.56,2,10808.0,1,1,0.0
10,1821.0,3,6,5,62.09,2,9801.960784,0,0,5096.0
11,1417.49,3,4,7,64.54,2,20003.13187,0,0,4384.615385
12,848.16,2,5,3,64.0,2,13425.0,0,0,3380.0
13,622.41,6,8,8,67.05,2,41396.55172,0,0,13200.0
14,716.27,7,1,2,74.28,1,14108.62069,0,0,4472.0
15,3247.2,5,7,3,1.0,5,9453.0,1,1,5830.0
16,982.3,2,1,6,78.6,1,27342.0,0,0,0.0
17,920.6,6,10,1,71.96,1,6400.0,1,1,5200.0
18,1087.98,6,4,5,68.3,2,31044.82759,0,0,4608.0
19,904.4,1,9,7,74.02,1,21118.30986,0,0,6240.0
20,735.34,7,9,3,71.66,1,17568.96552,0,0,5350.0
21,1148.31,3,10,5,73.88,1,8573.913043,0,0,9724.0
22,1084.55,7,8,5,58.96,2,45548.27586,0,0,0.0
23,1933.51,5,10,9,63.8,2,33961.97183,0,0,0.0
24,1574.26,7,7,1,28.92,4,15337.93103,1,1,0.0
25,1217.08,1,8,10,64.92,2,70021.0,0,0,15600.0
26,1461.11,6,8,4,31.92,4,37739.65517,0,0,0.0
27,2371.4,4,10,4,3.56,5,8162.345679,1,1,8206.0
28,603.97,7,9,3,78.16,1,21793.10345,0,0,4212.0
29,865.09,7,6,2,72.98,1,14960.34483,0,0,4150.0
30,1167.39,2,2,3,70.35,1,17939.0,0,0,0.0
31,864.07,7,10,4,71.64,1,29963.7931,0,0,4320.0
32,1621.98,3,2,8,63.03,2,23218.75,0,0,3912.0
33,1454.71,5,10,7,62.68,2,34002.0,0,0,0.0
34,1350.12,3,8,9,53.37,3,34022.5,0,0,15600.0
35,2036.88,7,6,1,36.48,4,17389.65517,1,1,0.0
36,995.44,2,5,3,68.46,2,14065.0,0,0,3840.0
37,1450.11,3,9,2,68.75,1,1808.75,1,1,10200.0
38,942.52,7,1,3,68.26,2,22574.13793,0,0,3036.0
39,699.04,6,7,4,74.46,1,26170.68966,0,0,5520.0
40,1149.75,3,8,4,64.76,2,4342.142857,0,0,15000.0
41,1705.18,4,10,5,57.74,2,16447.45763,0,0,5200.0
42,1078.0,7,2,1,59.3,2,9168.965517,1,1,0.0
43,1147.2,5,2,5,73.27,1,20053.0,0,0,4784.0
44,1165.62,1,8,10,69.25,1,34744.56522,0,0,11868.0
45,1098.66,3,7,8,62.63,2,26033.33333,0,0,6720.0
46,1780.25,5,7,9,61.53,2,16976.31579,0,0,10512.0
47,1477.6,2,6,8,44.81,3,41455.0,0,0,0.0
48,1309.27,4,4,4,54.91,2,16108.0,0,0,4740.0
49,1063.05,1,7,7,67.4,2,27313.0,0,0,6455.0
50,1369.59,6,7,3,58.92,2,19022.41379,0,0,4800.0
51,819.13,2,4,3,78.38,1,13104.0,0,0,3744.0
52,1865.53,5,9,6,43.09,3,22510.0,0,0,6960.0
53,728.34,7,10,2,75.61,1,15603.44828,0,0,4108.0
54,1507.48,1,1,5,68.52,1,14666.19718,0,0,4940.0
55,1058.74,3,7,6,79.43,1,13370.37037,0,0,6432.0
56,921.7,7,4,2,65.09,2,19129.31034,0,0,3400.0
57,1398.57,7,6,6,49.36,3,47513.7931,0,0,0.0
58,842.91,3,8,6,70.07,1,16528.16901,0,0,5720.0
59,1035.95,7,9,5,63.83,2,45427.58621,0,0,0.0
60,942.36,2,10,7,77.46,1,36744.0,0,0,0.0
61,1529.36,1,8,6,61.1,2,4133.098592,0,0,22685.0
62,1235.37,4,1,5,66.32,2,24808.97436,0,0,4680.0
63,1581.61,1,4,9,59.3,2,49019.0,0,0,7800.0
64,820.56,7,5,3,68.42,2,26136.2069,0,0,0.0
65,939.85,1,9,7,63.84,2,26714.0,0,0,8400.0
66,790.14,7,2,3,69.71,1,29241.37931,0,0,0.0
67,1095.17,4,8,5,60.67,2,8976.923077,1,0,15548.0
68,1525.58,3,2,6,71.42,1,16079.28571,0,0,5150.0
69,954.23,7,1,2,72.91,1,14689.65517,1,0,4368.0
70,2273.5,3,9,6,53.45,3,978.125,0,0,27600.0
71,962.34,1,2,1,81.4,1,3413.0,1,0,6695.0
72,767.27,7,2,2,73.52,1,14486.2069,0,0,3328.0
73,1219.15,1,5,8,67.42,2,39575.0,0,0,0.0
74,762.83,6,2,9,75.68,1,92058.62069,0,0,120.0
75,1232.34,2,7,10,65.53,2,66434.0,0,0,0.0
76,676.41,7,6,3,74.69,1,19129.31034,0,0,5928.0
77,2477.67,3,10,6,42.49,3,15773.07692,0,0,0.0
78,1355.64,4,6,4,68.42,2,10742.14286,0,0,4680.0
79,1164.15,2,9,2,69.92,1,6420.0,0,0,7400.0
80,1543.58,3,6,10,60.79,2,54943.33333,0,0,0.0
81,982.76,6,9,2,63.1,2,14663.7931,1,0,4784.0
82,2096.65,3,10,3,64.17,2,1940.014152,1,1,11733.97453
83,916.58,7,6,2,59.2,2,16660.34483,0,0,4004.0
84,1272.36,7,7,4,57.01,2,32134.48276,0,0,0.0
85,1342.21,4,9,5,70.68,1,15600.83333,0,0,4992.0
86,975.0,1,10,4,64.2,2,11040.0,0,0,8340.0
87,1469.11,2,9,6,61.64,2,21564.78873,0,0,0.0
88,1335.35,3,6,10,74.64,1,46081.48148,0,0,10740.0
89,1342.12,2,9,7,59.87,2,21733.32082,0,0,14872.67918
90,760.31,7,9,3,73.82,1,14010.34483,0,0,7280.0
91,673.16,6,5,2,77.39,1,15874.13793,0,0,4800.0
92,1039.78,1,8,9,62.86,2,55559.0,0,0,0.0
93,1344.1,2,4,1,65.16,2,11180.0,1,1,0.0
94,962.49,7,10,3,70.63,1,19360.34483,0,0,4836.0
95,1101.65,7,1,2,63.72,2,20743.10345,0,0,0.0
96,1405.37,3,10,2,60.89,2,7715.833333,1,0,4992.0
97,1396.39,1,10,8,60.67,2,33361.0,0,0,7596.0
98,826.29,4,8,4,76.72,1,9750.0,0,0,7800.0
99,1756.51,2,5,10,51.25,3,88804.0,0,0,0.0
100,1301.07,4,6,5,66.2,2,19139.87441,0,0,3876.923077
101,1108.68,4,1,4,65.21,2,23984.61538,0,0,3180.0
102,1140.63,2,7,10,67.49,2,67520.0,0,0,0.0
103,1481.74,3,5,9,73.51,1,31847.14286,0,0,9000.0
104,1461.34,3,10,3,68.7,1,7586.25,0,0,4732.0
105,1896.53,2,10,8,40.21,3,41764.0422,0,0,2778.9578
106,1350.05,1,6,5,64.64,2,16273.0,0,0,7800.0
107,866.42,7,1,4,73.39,1,26012.06897,0,0,4320.0
108,666.5,7,5,2,72.45,1,15565.64987,0,0,4020.923077
109,653.5,7,2,5,77.51,1,39555.17241,0,0,0.0
110,1092.31,7,10,1,62.76,2,17724.13793,0,1,0.0
111,1330.54,2,2,5,55.98,2,24992.0,0,0,0.0
112,1071.69,5,6,5,73.03,1,18071.0,0,0,4600.0
113,1214.66,3,9,7,69.19,1,20252.5,0,0,9000.0
114,1371.05,3,6,3,61.09,2,11048.33333,0,0,5075.0
115,1196.92,3,7,8,67.73,2,31549.16667,0,0,1680.0
116,1406.71,5,8,3,65.26,2,8915.492958,0,0,3256.0
117,1783.37,2,7,6,53.19,3,21054.92958,0,0,0.0
118,1441.44,1,10,9,58.96,2,35238.0,0,0,12000.0
119,1393.93,3,4,9,66.63,2,33688.73239,0,0,8400.0
120,770.25,6,9,1,77.06,1,7172.413793,1,0,7280.0
121,945.7,7,1,4,60.47,2,37700.0,0,0,0.0
122,592.89,6,4,2,78.38,1,13825.86207,0,0,3840.0
123,1180.05,2,2,7,68.4,2,32521.0,0,0,0.0
124,1130.93,3,9,9,66.87,2,46836.66667,0,0,1000.0
125,1426.48,3,6,3,64.67,2,8602.857143,1,0,4524.0
126,1310.85,1,6,8,62.13,2,39142.0,0,0,0.0
127,1698.05,5,2,9,67.15,2,22508.69565,0,0,15600.0
128,4680.35,3,9,10,19.14,5,54547.53086,0,0,900.0
129,884.48,1,2,4,78.36,1,16443.0,0,0,4992.0
130,923.21,7,4,5,68.03,2,31537.93103,0,0,5200.0
131,617.31,6,8,4,75.55,1,24320.68966,0,0,5700.0
132,1701.99,4,2,5,60.82,2,11898.125,0,0,4992.0
133,760.32,7,2,2,69.68,1,19175.86207,0,0,3900.0
134,2429.85,1,1,10,26.24,4,60967.0,0,0,0.0
135,1995.91,7,10,6,19.07,5,49525.86207,0,0,0.0
136,1295.78,2,8,8,67.91,2,31214.78873,0,0,0.0
137,1215.09,3,1,4,67.52,2,13175.83333,0,0,4320.0
138,834.22,6,7,3,67.11,2,23594.82759,0,0,4212.0
139,1560.01,3,5,8,67.85,2,22740.71429,0,0,13200.0
140,751.85,7,7,5,73.72,1,32842.24143,0,0,5017.499968
141,1133.1,7,6,1,55.53,2,13703.44828,1,1,0.0
142,1756.43,3,2,7,80.85,1,9756.147541,0,0,9240.0
143,665.95,6,7,3,80.13,1,22841.37931,0,0,4500.0
144,826.22,6,6,2,70.48,1,14739.65517,0,0,4420.0
145,1568.8,3,8,5,60.39,2,8203.0,0,0,6760.0
146,808.63,6,8,7,67.57,2,36929.31034,0,0,10200.0
147,1342.43,5,7,7,70.88,1,15132.6087,0,0,6188.0
148,757.47,6,2,1,73.82,1,10627.58621,0,0,4576.0
149,1075.26,1,8,10,71.1,1,53826.6812,0,0,6993.3188
150,1552.17,3,5,3,60.68,2,10187.5,0,0,6000.0
151,893.63,1,10,6,79.85,1,24598.0,0,0,6804.0
152,1290.1,5,4,3,54.38,3,8370.422535,0,0,4420.0
153,1441.96,5,2,2,65.2,2,10063.0,1,1,4264.0
154,2182.7,1,7,9,43.87,3,22157.06522,0,0,7788.0
155,1242.83,4,4,4,66.8,2,12834.74576,0,0,4160.0
156,684.0,7,7,1,74.7,1,18009.62863,0,0,389.4153923
157,1476.3,3,10,9,62.02,2,27560.0,0,0,7200.0
158,1380.85,7,10,5,50.28,3,42458.62069,0,0,0.0
159,1465.26,1,2,10,68.77,1,49820.42254,0,0,0.0
160,1119.86,6,5,1,65.4,2,17722.41379,0,1,0.0
161,1445.76,2,6,5,63.56,2,20664.0,0,0,4264.0
162,1061.0,5,2,6,63.8,2,30260.0,0,0,0.0
163,1592.88,3,9,8,66.73,2,18932.14286,0,0,10800.0
164,961.89,2,7,6,66.74,2,25911.89654,0,0,1519.103462
165,1346.56,2,4,3,66.3,2,12949.29577,0,0,0.0
166,1125.76,1,7,7,64.64,2,25606.0,0,0,9600.0
167,859.25,2,10,2,77.88,1,14333.0,0,0,0.0
168,589.36,6,8,5,65.6,2,33753.00554,0,0,7133.256784
169,1140.95,5,4,2,67.69,2,8161.0,0,0,4200.0
170,947.77,1,2,2,70.47,1,8827.0,0,0,3510.0
171,573.06,7,7,1,78.3,1,10934.48276,0,0,4335.0
172,853.54,7,2,3,66.42,2,18448.27586,0,0,5044.0
173,1223.14,2,10,8,60.27,2,39553.0,0,0,1992.0
174,830.31,1,8,8,72.28,1,34516.0,0,0,5880.0
175,2774.75,3,8,10,57.62,2,33809.94567,0,0,49105.87715
176,656.32,6,6,5,76.68,1,38672.41379,0,0,2184.0
177,1073.41,7,1,5,62.59,2,31908.62069,0,0,4655.0
178,1001.82,1,8,6,62.9,2,14297.0,0,0,15600.0
179,1480.94,5,9,10,57.79,2,38639.43662,0,0,4800.0
180,1399.1,3,8,10,61.37,2,62371.66667,0,0,23400.0
181,1130.32,1,4,4,68.11,2,13825.0,0,0,6180.0
182,1259.82,7,8,7,37.81,4,38468.96552,0,0,11700.0
183,1941.3,3,8,9,65.8,2,17238.43284,0,0,8950.0
184,884.99,7,4,3,66.88,2,28677.58621,0,0,0.0
185,1027.14,5,5,4,66.32,2,14952.0,0,0,3536.0
186,1243.17,2,4,8,65.73,2,24926.76056,0,0,6000.0
187,1254.99,3,5,7,71.52,1,18755.625,0,0,5400.0
188,723.95,1,9,2,73.94,1,10025.0,0,0,4500.0
189,1324.97,4,5,2,63.06,2,7070.422535,1,1,2510.0
190,942.62,1,8,6,69.35,1,19963.0,0,0,9480.0
191,945.48,4,10,3,75.93,1,11781.63265,0,0,5408.0
192,610.59,6,6,4,80.13,1,26210.34483,0,0,6175.0
193,1831.98,1,2,5,42.86,3,13647.88732,0,0,5400.0
194,1643.23,3,9,7,66.82,2,7739.285714,0,0,25500.0
195,1212.09,4,9,2,64.31,2,10239.74359,1,0,6000.0
196,1229.15,1,5,9,65.84,2,29880.98592,0,0,3312.0
197,802.43,5,8,4,79.73,1,16964.0,0,0,2748.0
198,1452.69,3,4,7,58.88,2,21935.77405,0,0,7093.071144
199,857.04,6,2,1,68.04,2,10447.41379,0,0,5176.5
200,1757.99,2,10,6,55.19,2,28701.0,0,0,0.0
201,1189.46,3,6,3,75.61,1,8317.5,0,0,7140.0
202,1582.75,3,5,9,62.34,2,23262.96296,0,0,7800.0
203,1198.16,4,2,2,64.84,2,10367.94872,1,0,4264.0
204,896.13,7,10,2,69.4,1,23005.17241,0,0,0.0
205,1385.88,3,6,9,66.18,2,41064.16667,0,0,6480.0
206,753.13,7,9,1,70.35,1,6581.034483,1,0,4420.0
207,1073.64,7,5,1,59.16,2,17970.68966,0,1,0.0
208,1316.65,3,9,5,81.73,1,10678.125,0,0,6344.0
209,1192.69,2,7,3,67.26,2,11758.0,0,0,4654.0
210,719.65,7,5,2,73.84,1,15334.48276,0,0,5096.0
211,853.69,1,8,6,67.75,2,20750.0,0,0,10740.0
212,1455.69,3,6,7,61.18,2,14832.84314,0,0,6480.0
213,901.67,2,2,5,76.2,1,15525.0,0,0,7200.0
214,1523.4,4,2,8,58.95,2,24285.80247,0,0,5564.0
215,2076.9,1,9,7,63.16,2,17621.19565,0,0,0.0
216,1547.88,3,8,8,64.41,2,15513.04348,0,0,14400.0
217,928.38,7,2,7,70.55,1,48506.89655,0,0,4000.0
218,1508.47,3,10,8,64.02,2,23817.85714,0,0,12000.0
219,1595.42,2,6,8,55.77,2,38067.0,0,0,0.0
220,951.8,3,5,4,75.48,1,10111.97183,0,0,4836.0
221,1270.49,4,7,3,61.4,2,14208.97436,0,0,6360.0
222,1227.93,4,5,4,76.8,1,12737.28814,0,0,5406.0
223,1274.2,3,7,5,61.44,2,7986.428571,0,0,11580.0
224,738.79,6,2,1,75.57,1,6270.689655,1,0,3952.0
225,1260.92,2,8,8,53.03,3,40612.0,0,0,0.0
226,866.31,4,8,4,79.13,1,15547.0,0,0,6500.0
227,1562.69,5,6,1,63.33,2,2798.913043,1,1,5100.0
228,1478.7,7,8,5,44.97,3,43210.34483,0,0,1176.0
229,793.02,6,4,3,75.7,1,21186.52,0,0,4253.8184
230,1268.78,2,6,3,63.06,2,13251.0,0,0,4628.0
231,2597.92,2,6,9,58.38,2,19774.33628,0,0,9108.0
232,937.02,7,2,2,66.5,2,13900.0,1,0,4056.0
233,1115.84,7,10,3,67.42,2,26505.17241,0,0,0.0
234,709.84,6,5,2,77.89,1,17198.27586,0,0,3840.0
235,1587.32,3,5,2,57.55,2,5946.703297,1,1,4160.0
236,1027.0,3,10,7,77.12,1,18377.85714,0,0,11280.0
237,1184.34,3,5,6,72.15,1,19550.0,0,0,4300.0
238,1496.31,2,8,6,56.24,2,19766.90141,0,0,0.0
239,964.55,1,8,6,72.75,1,21275.0,0,0,8400.0
240,2264.31,3,7,9,18.05,5,22055.55556,0,0,8400.0
241,1208.02,3,7,6,69.81,1,20222.5,0,0,5280.0
242,1140.44,6,6,5,53.16,3,27286.2069,0,0,6720.0
243,2359.86,5,7,7,52.44,3,20725.92593,0,0,0.0
244,1051.61,1,4,8,72.61,1,38662.0,0,0,3600.0
245,549.32,7,7,4,79.33,1,35743.10345,0,0,0.0
246,1313.66,4,9,2,52.7,3,6221.794872,0,1,7500.0
247,958.01,4,7,5,72.9,1,21134.714,0,0,7326.923077
248,835.87,1,9,4,70.96,1,11960.0,0,0,7800.0
249,1178.54,2,8,3,60.31,2,17938.0,0,0,0.0
250,701.26,6,9,3,70.69,1,24448.27586,0,0,3744.0
251,591.96,2,7,3,80.03,1,12264.0,0,0,5350.0
252,1309.27,5,2,6,62.86,2,31413.0,0,0,0.0
253,963.86,6,8,6,58.09,2,29687.93103,0,0,11400.0
254,1347.07,3,6,9,71.06,1,26851.875,0,0,6804.0
255,851.1,6,2,2,70.82,1,14562.06897,0,0,5616.0
256,1011.06,2,9,5,70.36,1,24102.0,0,0,0.0
257,1434.44,6,10,1,55.09,2,6139.655172,1,1,6604.0
258,883.36,1,1,4,70.83,1,15446.0,0,0,4400.0
259,717.27,7,9,2,71.76,1,22963.7931,0,0,0.0
260,1149.48,1,7,9,61.95,2,37899.0,0,0,9780.0
261,1482.27,3,10,6,63.65,2,13461.42857,0,0,9000.0
262,1485.17,4,4,3,63.42,2,9427.857143,1,0,4316.0
263,1317.76,4,1,4,67.43,2,15013.26531,0,0,6240.0
264,1113.36,5,8,8,67.63,2,25678.16901,0,0,5400.0
265,1549.5,4,2,5,53.63,3,8325.352113,0,0,12060.0
266,1074.55,4,4,3,74.19,1,13584.61538,0,0,5088.0
267,769.49,6,6,1,72.23,1,8808.62069,1,0,3825.0
268,816.12,7,7,3,60.31,2,15919.87387,0,0,7960.473154
269,1590.44,2,7,5,48.48,3,22691.0,0,0,0.0
270,1372.71,7,6,9,42.74,3,85670.68966,0,0,0.0
271,993.85,2,6,2,70.11,1,14465.0,0,0,0.0
272,1128.13,4,5,3,61.62,2,11650.0,0,0,4032.0
273,1224.29,2,10,6,64.1,2,19891.5493,0,0,0.0
274,743.3,7,7,2,72.44,1,19950.10345,0,0,1691.94
275,914.88,1,10,9,69.14,1,40174.0,0,0,6900.0
276,1920.92,3,5,10,45.49,3,43736.1226,0,0,1414.428365
277,1354.23,4,6,4,61.5,2,13587.0,0,0,4992.0
278,1540.16,3,5,5,66.97,2,9791.208791,0,0,6600.0
279,1313.84,3,9,5,66.13,2,10723.57143,0,0,9220.0
280,1624.2,2,8,4,53.36,3,13953.0,1,0,4628.0
281,1478.94,3,2,6,69.28,1,13714.375,0,0,8160.0
282,1128.81,1,7,8,62.11,2,35444.0,0,0,9480.0
283,590.91,6,5,3,77.59,1,19210.34483,0,0,4428.0
284,1534.95,3,4,4,63.26,2,10657.85714,0,0,3600.0
285,1003.61,7,10,1,67.23,2,19958.62069,0,0,0.0
286,1271.07,4,8,5,65.55,2,13948.93042,0,0,5529.5188
287,657.98,7,2,2,73.98,1,10286.2069,0,0,5844.0
288,677.07,5,10,6,81.92,1,22135.0,0,0,7380.0
289,1475.47,2,10,8,48.9,3,30836.0,0,0,13200.0
290,1121.83,5,7,8,74.2,1,26683.80282,0,0,4900.0
291,1170.04,1,5,8,62.37,2,30899.0,0,0,9324.0
292,786.38,6,2,1,73.53,1,5151.724138,1,1,4029.0
293,1170.04,4,5,4,66.68,2,21333.33333,0,0,5750.0
294,746.06,7,10,4,74.31,1,35498.27586,0,0,0.0
295,1550.21,2,10,8,59.01,2,23369.56522,0,0,0.0
296,858.42,7,6,2,68.0,2,15110.34483,0,0,4464.0
297,879.62,4,4,5,72.24,1,19229.0,0,0,6000.0
298,966.19,6,9,8,72.12,1,60408.62069,0,0,6240.0
299,1238.33,4,8,2,68.23,2,6858.6812,1,1,5029.3188
300,850.68,7,2,2,75.7,1,14862.06897,0,0,4524.0
301,1013.26,2,4,4,71.62,1,19769.0,0,0,0.0
302,1126.74,4,2,2,72.66,1,6353.703704,0,0,4160.0
303,1136.63,1,7,9,58.41,2,42353.0,0,0,10860.0
304,1170.79,1,9,9,63.97,2,33333.09859,0,0,6780.0
305,3437.13,7,7,2,10.45,5,20310.34483,1,1,0.0
306,1029.9,7,10,3,67.77,2,28981.03448,0,0,0.0
307,985.84,2,9,5,56.03,2,26039.0,0,0,0.0
308,992.93,7,4,4,61.51,2,20397.52773,0,0,8069.433916
309,1222.43,1,8,7,57.61,2,20365.49296,0,0,5668.0
310,1101.98,5,2,4,72.16,1,14944.0,0,0,4836.0
311,1136.53,2,4,3,71.63,1,15665.0,0,0,0.0
312,1505.78,1,2,2,56.57,2,6086.0,1,1,6600.0
313,792.13,1,9,9,68.9,1,35982.41317,0,0,13258.58683
314,1168.63,2,5,4,65.22,2,14203.0,0,0,4368.0
315,1064.62,1,1,3,63.69,2,13219.0,0,0,3920.0
316,1070.65,6,8,3,58.22,2,23316.08103,0,0,1909.673
317,800.69,2,5,4,67.42,2,20255.0,0,0,0.0
318,961.83,3,7,4,71.52,1,14017.5,0,0,4680.0
319,847.54,6,7,3,67.13,2,19717.24138,0,0,4200.0
320,842.9,1,5,5,73.3,1,19314.0,0,0,3162.0
321,1260.18,4,2,4,68.36,2,13059.5176,0,0,5480.769231
322,1396.1,4,4,10,68.17,2,78854.0,0,0,12996.0
323,1390.68,3,9,7,63.93,2,24812.5,0,0,6180.0
324,916.72,3,7,1,77.1,1,2623.333333,1,0,6600.0
325,1724.85,5,7,7,43.48,3,16530.98592,0,0,10800.0
326,1048.11,6,8,1,66.68,2,-5008.62069,1,1,5044.0
327,1018.94,6,6,1,69.43,1,6236.206897,1,1,6188.0
328,1118.6,2,9,6,62.94,2,23960.0,0,0,6000.0
329,1069.28,1,4,2,73.76,1,10525.0,0,0,4056.0
330,732.13,6,8,2,69.32,1,8384.482759,0,0,6864.0
331,1277.21,3,5,9,81.9,1,21515.44715,0,0,4608.0
332,1451.62,1,10,5,60.97,2,17567.0,0,0,5200.0
333,1046.61,5,8,1,65.88,2,-3460.0,0,0,14400.0
334,1348.88,2,6,10,65.93,2,65483.0,0,0,0.0
335,1397.12,3,7,10,71.3,1,66721.92886,0,0,8511.685372
336,694.05,6,7,1,80.13,1,5327.586207,1,0,6292.0
337,756.92,6,5,1,67.37,2,3639.655172,1,1,4000.0
338,663.55,6,8,1,65.65,2,8937.833131,0,0,4745.056784
339,819.6,7,9,2,50.53,3,21567.24138,0,0,0.0
340,1545.48,3,6,5,70.28,1,15854.16667,0,0,4940.0
341,1141.77,1,2,6,67.26,2,27657.0,0,0,0.0
342,2568.11,7,2,1,17.05,5,19548.27586,1,1,0.0
343,1460.18,4,6,8,53.08,3,26880.98592,0,0,4437.0
344,1013.9,4,4,3,74.11,1,15560.25641,0,0,3500.0
345,782.71,6,2,1,73.02,1,12967.24138,0,0,3600.0
346,745.64,6,5,2,71.0,1,16134.48276,0,0,3150.0
347,1453.57,2,8,4,56.43,2,12203.6812,1,0,8449.3188
348,1038.17,1,9,10,69.57,1,42090.14085,0,0,7020.0
349,1140.14,3,9,3,68.98,1,7467.901235,0,0,4680.0
350,707.53,7,7,1,78.34,1,9410.344828,1,1,0.0
351,1501.29,2,7,3,59.79,2,11162.0,1,0,5616.0
352,1509.26,2,10,9,55.29,2,49140.0,0,0,0.0
353,693.57,7,5,3,71.9,1,18589.65517,0,0,5486.0
354,1507.17,2,6,6,57.99,2,29794.0,0,0,0.0
355,1470.61,6,2,2,51.98,3,15606.89655,1,1,3744.0
356,1936.26,1,1,3,55.86,2,7650.704225,1,1,5148.0
357,2373.1,4,5,5,34.83,4,14065.9805,0,0,5192.307692
358,1457.52,5,10,6,65.8,2,19242.25352,0,0,1920.0
359,2298.12,2,4,10,63.84,2,62277.0,0,0,0.0
360,1219.69,2,10,4,48.43,3,20169.0,0,0,0.0
361,1509.1,3,5,6,57.24,2,16427.14286,0,0,4320.0
362,1516.09,2,9,9,36.19,4,50974.0,0,0,0.0
363,1240.37,7,9,3,60.52,2,21765.51724,0,0,4316.0
364,994.71,7,5,3,62.1,2,13420.68966,0,0,10460.0
365,2375.43,3,10,10,45.02,3,89533.33333,0,0,16800.0
366,745.99,6,9,1,66.65,2,10900.0,0,0,4836.0
367,1684.19,3,9,10,64.9,2,42619.01408,0,0,0.0
368,846.42,7,9,3,62.04,2,14187.72567,1,0,7834.119112
369,1387.57,4,10,5,70.2,1,13173.45679,0,0,5148.0
370,1447.29,1,7,1,47.79,3,8060.0,1,1,0.0
371,1377.23,3,6,5,70.32,1,9673.529412,0,0,5200.0
372,1198.46,6,2,3,54.88,2,13886.2069,0,0,7140.0
373,1112.78,1,9,10,61.31,2,49888.0,0,0,10500.0
374,1276.18,7,9,1,45.54,3,19755.17241,1,1,0.0
375,1083.1,3,9,9,74.7,1,38289.16667,0,0,11400.0
376,920.52,6,7,3,69.23,1,20014.72149,0,0,5538.461538
377,1370.27,3,1,6,68.05,2,14296.19565,0,0,3120.0
378,1205.49,3,7,9,79.45,1,25034.5679,0,0,5720.0
379,1577.11,1,2,3,60.42,2,11630.0,1,0,4784.0
380,1009.18,7,4,5,58.82,2,33512.06897,0,0,3360.0
381,1194.73,2,2,7,73.09,1,23067.60563,0,0,0.0
382,1941.3,5,1,1,60.43,2,-4723.096513,1,1,17434.19812
383,1096.14,3,9,8,72.11,1,18029.34783,0,0,5700.0
384,1103.73,3,4,1,76.64,1,992.5,1,1,5200.0
385,2181.76,3,9,9,58.47,2,28100.71429,0,0,16800.0
386,1991.05,3,8,10,49.09,3,30031.875,0,0,21000.0
387,1515.87,3,10,8,60.09,2,24283.33333,0,0,13200.0
388,1614.8,2,8,10,70.63,1,100000.0,0,0,0.0
389,741.63,7,7,1,76.74,1,13900.0,0,0,0.0
390,2689.02,2,10,8,14.6,5,43724.0,0,0,0.0
391,1733.28,5,7,7,46.58,3,28822.0,0,0,5559.0
392,1470.56,3,9,3,67.02,2,3785.714286,0,0,10200.0
393,1057.41,5,10,7,70.7,1,36103.0,0,0,0.0
394,1174.5,4,1,2,65.44,2,9329.487179,1,0,5395.0
395,1510.97,3,4,7,69.46,1,18247.5,0,0,5905.0
396,647.62,1,9,8,80.98,1,30598.0,0,0,6960.0
397,1264.24,3,2,5,69.08,1,10998.14815,0,0,7176.0
398,1260.43,3,7,8,71.89,1,20409.25926,0,0,6100.0
399,1222.99,4,1,3,64.49,2,11146.0,0,0,4472.0
400,1140.47,1,2,8,70.63,1,25133.80282,0,0,5400.0
401,1824.54,3,9,7,64.94,2,18293.47826,0,0,0.0
402,939.03,5,9,7,77.71,1,21392.85714,0,0,6144.0
403,1572.57,3,10,7,64.19,2,9938.811189,0,0,5880.0
404,2477.44,4,4,6,43.83,3,12717.03297,1,0,7000.0
405,684.42,7,6,2,78.11,1,14517.24138,0,0,4160.0
406,1413.44,2,2,9,63.14,2,49620.0,0,0,0.0
407,1828.43,5,4,7,66.36,2,11475.64044,0,0,8589.052606
408,1217.37,1,10,2,56.22,2,7418.0,1,1,4500.0
409,1058.19,2,5,3,70.83,1,17212.0,0,0,0.0
410,870.84,6,8,2,57.65,2,16853.44828,0,0,4940.0
411,1271.04,3,7,2,58.18,2,5211.728395,0,0,6300.0
412,1413.89,4,9,6,67.61,2,15551.40845,0,0,6000.0
413,966.89,1,10,7,64.85,2,27679.0,0,0,5256.0
414,870.44,7,10,2,71.24,1,15594.82759,0,0,5040.0
415,991.14,3,6,4,72.15,1,9915.432099,0,0,4836.0
416,991.56,7,9,4,75.78,1,35858.62069,0,0,0.0
417,1126.16,3,8,8,72.83,1,22825.06173,0,0,6822.4
418,1163.68,2,7,6,55.48,2,23941.0,0,0,4500.0
419,554.89,6,8,3,80.4,1,19955.17241,0,0,5200.0
