,fuelexpn,hhcompx,gorehs,FullincDeciles,FPEERrating,FPEERband,AHCIncomeEQ,fpflgb,fpflgf,HousingCosts
0,1230.82,4,5,5,71.2,1,14944.2029,0,0,4615.0
1,1222.34,1,2,8,70.67,1,29989.0,0,0,7680.0
2,797.66,7,4,6,62.14,2,42807.55968,0,0,3544.615385
3,870.35,2,8,6,72.62,1,24322.0,0,0,4000.0
4,1612.06,7,10,4,42.56,3,35974.13793,0,0,0.0
5,1000.67,6,2,1,53.15,3,-16100.0,1,1,9000.0
6,1204.84,3,2,8,70.6,1,25780.28169,0,0,1980.0
7,707.59,6,7,2,70.54,1,12717.24138,0,0,5148.0
8,1039.67,2,10,5,68.04,2,14458.4507,0,0,4416.0
9,892.81,7,6,7,66.58,2,58324.13793,0,0,0.0
10,1140.88,7,7,1,45.09,3,8774.137931,1,1,0.0
11,1406.96,1,4,10,66.26,2,52156.33803,0,0,0.0
12,655.59,7,8,3,76.83,1,19806.89655,0,0,6000.0
13,1406.57,5,4,2,63.71,2,9489.0,0,1,4233.0
14,1551.21,2,9,10,68.98,1,76296.0,0,0,0.0
15,938.93,5,10,6,65.31,2,23708.0,0,0,4300.0
16,1175.62,4,10,6,76.36,1,20837.7551,0,0,6900.0
17,764.27,7,4,3,72.1,1,25665.51724,0,0,3952.0
18,981.71,7,7,2,65.78,2,12503.44828,1,0,7200.0
19,846.21,6,5,3,62.24,2,25494.82759,0,0,2860.0
20,1007.3,6,4,3,73.8,1,28153.44828,0,0,0.0
21,969.55,6,4,2,57.86,2,16150.0,0,0,3927.0
22,1369.68,3,8,10,60.34,2,21775.4902,0,0,15548.0
23,661.25,6,7,5,75.93,1,24489.65517,0,0,10740.0
24,1018.94,4,8,4,66.3,2,12904.08163,0,0,8008.0
25,1333.03,1,10,5,57.04,2,18742.0,0,0,4440.0
26,1396.63,7,2,2,48.85,3,25232.75862,0,0,0.0
27,1145.04,4,8,4,77.59,1,9589.166667,0,0,8684.0
28,861.58,6,10,4,60.49,2,36696.55172,0,0,0.0
29,850.3,7,6,5,67.58,2,41310.34483,0,0,0.0
30,1018.86,2,2,9,67.81,2,44518.60243,0,0,5346.397568
31,1121.95,7,2,3,53.25,3,27567.24138,0,0,0.0
32,683.27,7,2,3,78.43,1,26410.34483,0,0,3744.0
33,1108.02,7,6,2,57.31,2,11567.24138,0,0,8040.0
34,1706.65,3,9,10,67.99,2,39536.41304,0,0,12000.0
35,1530.1,1,4,6,41.22,3,28267.0,0,0,0.0
36,1092.72,4,6,3,63.81,2,9896.0,0,0,5832.0
37,1151.73,7,1,1,54.68,2,8512.068966,1,1,0.0
38,1094.14,7,10,1,62.84,2,-6231.034483,1,1,7800.0
39,1452.89,5,6,3,68.74,1,6042.307692,1,0,5096.0
40,1078.57,5,8,10,69.77,1,48599.00496,0,0,19134.41296
41,1203.08,1,7,1,51.28,3,6663.0,1,1,3900.0
42,762.84,7,1,1,71.76,1,14600.0,0,0,3354.0
43,1093.33,2,9,6,67.11,2,30206.0,0,0,0.0
44,792.15,6,7,6,66.86,2,48170.68966,0,0,0.0
45,918.5,6,9,8,55.21,2,48012.06897,0,0,9480.0
46,705.26,7,4,3,71.31,1,23481.03448,0,0,4875.0
47,1552.27,2,7,10,63.66,2,57664.0,0,0,0.0
48,3136.57,2,9,10,29.08,4,17343.47826,0,0,39000.0
49,1112.42,1,10,7,65.29,2,27011.0,0,0,6360.0
50,809.58,5,7,5,74.83,1,18987.0,0,0,5100.0
51,759.06,3,9,6,82.92,1,14757.33467,0,0,9581.1984
52,1052.35,3,2,8,70.39,1,23505.0,0,0,4800.0
53,1526.48,4,10,3,69.48,1,6845.918367,0,0,10800.0
54,1489.51,3,6,5,61.73,2,10049.375,0,0,7475.0
55,1075.78,6,6,3,56.6,2,20241.37931,0,0,5700.0
56,1517.04,3,6,6,66.36,2,14355.86538,0,0,4264.615385
57,722.71,1,9,7,77.88,1,25318.0,0,0,8820.0
58,1428.48,3,8,8,60.42,2,23904.28571,0,0,6600.0
59,781.28,4,7,3,76.81,1,15271.79487,0,0,5368.0
60,1177.33,5,2,3,61.21,2,11488.0,1,0,5460.0
61,1004.96,7,9,1,64.26,2,10494.82759,0,0,5568.0
62,987.7,6,1,4,63.15,2,24901.72414,0,0,6984.0
63,1062.17,2,9,4,69.45,1,21780.0,0,0,0.0
64,1007.15,2,1,3,64.64,2,14037.0,0,0,3600.0
65,1537.49,5,8,9,62.52,2,25713.58696,0,0,0.0
66,1272.0,5,8,4,77.29,1,9540.140845,0,0,6500.0
67,1435.28,3,2,8,66.58,2,20312.5,0,0,7150.0
68,833.88,7,4,4,71.97,1,24427.33775,0,0,7398.144104
69,1474.94,1,9,10,48.34,3,60657.0,0,0,0.0
70,1598.5,3,9,4,68.84,1,6303.636364,0,0,6344.0
71,1455.75,1,10,10,57.92,2,42198.59155,0,0,8352.0
72,1302.97,7,6,3,57.86,2,28693.10345,0,0,0.0
73,606.51,6,7,5,75.59,1,34010.34483,0,0,6936.0
74,1162.81,3,6,8,65.36,2,24077.5,0,0,9180.0
75,669.74,6,8,2,67.42,2,17179.31034,0,0,3360.0
76,2477.86,5,7,10,42.31,3,42114.13043,0,0,13024.0
77,1005.63,1,8,9,72.03,1,40916.0,0,0,12480.0
78,1307.62,3,1,1,69.27,1,1055.714286,1,1,6000.0
79,1597.58,3,9,10,49.21,3,31906.79012,0,0,6720.0
80,509.96,7,5,3,80.7,1,25565.51724,0,0,3060.0
81,1054.72,4,7,4,74.31,1,13819.15228,0,0,5769.230769
82,1141.76,2,5,6,60.98,2,29030.0,0,0,0.0
83,1515.12,1,4,10,66.36,2,36886.95652,0,0,9492.0
84,896.71,5,9,2,72.77,1,8016.0,1,0,4940.0
85,1197.49,5,9,5,60.62,2,26484.0,0,0,0.0
86,1100.31,7,9,8,68.39,2,67341.37931,0,0,2256.0
87,723.0,6,6,2,70.9,1,18410.34483,0,0,3952.0
88,1926.93,3,2,7,59.45,2,14571.42857,0,0,7200.0
89,1008.62,2,9,6,62.44,2,28851.0,0,0,0.0
90,1287.57,4,7,5,66.72,2,25256.41026,0,0,5148.0
91,1117.28,2,10,4,66.46,2,21452.0,0,0,0.0
92,1438.68,3,2,8,67.68,2,20058.79121,0,0,3900.0
93,1216.51,3,5,6,65.74,2,10403.26087,0,0,7800.0
94,1254.65,4,6,5,75.37,1,14166.42857,0,0,5096.0
95,759.32,7,4,4,65.72,2,29805.17241,0,0,4420.0
96,1551.61,7,9,8,44.77,3,62774.13793,0,0,4800.0
97,1234.59,5,2,1,72.92,1,6583.0,1,1,4850.0
98,1443.65,3,10,10,52.85,3,44906.42857,0,0,6600.0
99,1537.3,3,8,5,49.0,3,3151.234568,0,0,18000.0
100,1349.65,3,4,5,63.33,2,12779.01235,0,0,5760.0
101,922.97,1,8,9,67.64,2,31433.0,0,0,15000.0
102,2199.26,2,2,8,34.87,4,27217.60563,0,0,0.0
103,1129.45,3,6,8,69.8,1,26656.42857,0,0,6000.0
104,917.18,7,4,3,60.04,2,29832.75862,0,0,0.0
105,1142.47,2,9,5,66.78,2,25109.0,0,0,0.0
106,1346.96,3,9,5,65.8,2,9238.586957,0,0,9000.0
107,997.31,6,4,2,61.31,2,14429.31034,0,0,5892.0
108,737.28,7,10,3,75.39,1,24308.62069,0,0,4264.0
109,1235.37,1,5,1,64.8,2,5972.0,1,1,3950.0
110,1417.58,1,7,8,41.49,3,35060.0,0,0,7200.0
111,1240.48,5,7,5,67.07,2,13673.72698,0,0,5804.307692
112,1159.35,3,6,7,62.94,2,17882.14286,0,0,8320.0
113,929.43,7,10,3,69.5,1,24279.31034,0,0,4940.0
114,1391.77,3,10,6,56.17,2,14647.5,0,0,9600.0
115,1041.56,1,9,6,67.87,2,19466.0,0,0,10200.0
116,963.23,4,8,1,63.49,2,-6343.589744,1,1,12000.0
117,1442.97,3,2,3,65.13,2,8046.428571,1,0,4590.0
118,1056.79,1,9,8,60.13,2,39316.0,0,0,0.0
119,965.95,1,7,8,63.18,2,33011.0,0,0,5472.0
120,1145.32,1,10,7,63.64,2,30707.0,0,0,5400.0
121,2110.59,5,9,10,52.38,3,30805.35714,0,0,10200.0
122,1201.96,1,2,9,64.73,2,33141.5493,0,0,5112.0
123,1056.07,2,6,6,73.66,1,31478.0,0,0,0.0
124,1011.02,6,7,2,51.96,3,12755.17241,0,0,6600.0
125,563.5,7,9,1,79.99,1,9017.241379,0,1,0.0
126,912.06,3,8,5,70.02,1,10501.66667,0,0,12600.0
127,2061.09,3,2,4,58.59,2,7013.580247,0,0,9732.0
128,874.9,6,7,1,55.22,2,2743.103448,0,1,6600.0
129,949.87,2,9,4,62.04,2,17730.0,0,0,4300.0
130,957.01,4,4,5,76.4,1,20291.83673,0,0,6600.0
131,1371.66,2,2,6,71.86,1,17641.5493,0,0,4539.0
132,1420.96,3,7,6,63.19,2,13077.14286,0,0,11500.0
133,1390.84,3,4,8,63.16,2,25952.14286,0,0,3600.0
134,1772.77,2,9,10,63.34,2,43324.91681,0,0,16846.08319
135,1292.05,3,2,4,59.29,2,10472.53466,0,0,6420.451482
136,861.97,7,6,5,67.79,2,33903.44828,0,0,4200.0
137,1246.41,1,1,7,69.56,1,17057.06522,0,0,4263.0
138,860.89,5,8,7,62.66,2,18833.0,0,0,15600.0
139,1384.7,3,9,9,53.96,3,32259.15493,0,0,0.0
140,1308.47,3,8,7,67.01,2,17720.83333,0,0,12000.0
141,1225.8,1,7,3,64.2,2,11973.74149,0,0,6709.25851
142,906.88,3,5,9,85.35,1,29933.57143,0,0,9360.0
143,1486.8,3,4,2,64.62,2,7421.666667,1,1,4500.0
144,784.01,6,8,4,67.62,2,25518.96552,0,0,5096.0
145,553.98,7,4,2,83.49,1,18925.86207,0,0,3536.0
146,1049.59,3,7,4,68.38,2,8529.285714,0,0,10200.0
147,1416.3,7,5,9,44.94,3,94589.65517,0,0,0.0
148,2406.69,7,2,1,1.0,5,12944.82759,1,1,0.0
149,546.45,7,7,3,80.64,1,19806.89655,0,0,4732.0
150,983.49,3,8,7,65.17,2,17895.0,0,0,12000.0
151,614.91,7,7,3,73.06,1,22289.65517,0,0,5304.0
152,1223.57,2,2,5,59.83,2,26044.0,0,0,0.0
153,1093.26,2,9,7,64.72,2,27932.0,0,0,6600.0
154,1474.76,1,2,10,62.78,2,38833.09859,0,0,3240.0
155,745.51,6,8,5,75.81,1,40900.0,0,0,0.0
156,766.78,7,7,2,73.35,1,14248.27586,0,0,4316.0
157,1230.73,2,9,5,59.45,2,26067.0,0,0,0.0
158,1009.99,1,4,5,58.65,2,17774.0,0,0,7800.0
159,1031.07,3,4,8,56.89,2,26872.5,0,0,6912.0
160,991.45,1,6,9,80.61,1,44893.0,0,0,7920.0
161,994.57,7,10,3,56.43,2,28855.17241,0,0,0.0
162,1076.64,7,4,2,55.97,2,24963.7931,0,0,0.0
163,1170.21,1,1,2,68.88,1,10166.0,0,0,5200.0
164,1158.29,7,1,2,64.87,2,21037.93103,0,0,0.0
165,1435.24,5,5,5,59.61,2,17211.26761,0,0,0.0
166,520.69,7,9,1,86.71,1,17736.2069,0,0,0.0
167,876.92,2,10,2,81.28,1,14516.0,0,0,0.0
168,1858.44,3,7,5,56.28,2,4385.784314,0,0,16705.0
169,882.11,3,9,6,75.1,1,12897.15,0,0,5023.187
170,1468.86,2,6,4,64.57,2,11610.56338,0,0,3000.0
171,1847.25,1,4,1,50.44,3,-7964.084507,1,1,14810.0
172,1236.44,4,1,4,69.43,1,17500.0,0,0,4650.0
173,563.69,6,2,4,68.83,1,32731.03448,0,0,3720.0
174,801.77,7,10,2,73.59,1,16037.53316,0,0,4209.230769
175,1274.96,3,9,8,37.31,4,27623.33333,0,0,8700.0
176,925.59,6,9,3,53.16,3,17341.37931,0,0,7102.0
177,1254.08,1,9,10,65.96,2,41545.0,0,0,25200.0
178,1068.16,7,7,6,63.33,2,52960.34483,0,0,0.0
179,987.47,7,4,7,60.78,2,63127.58621,0,0,0.0
180,657.05,2,7,3,59.73,2,12607.0,0,0,3600.0
181,902.05,6,7,5,60.79,2,26006.89655,0,0,9000.0
182,1607.65,3,9,10,78.19,1,22034.375,0,0,38400.0
183,1256.68,4,1,2,64.02,2,10374.35897,1,1,4368.0
184,1588.63,1,8,9,54.59,2,19214.78873,0,0,20400.0
185,1110.0,3,9,9,65.86,2,27225.71429,0,0,9600.0
186,941.68,2,2,1,69.56,1,6290.0,0,0,5304.0
187,1060.08,1,2,2,65.22,2,8017.0,0,0,5395.0
188,1652.59,1,10,9,47.94,3,46340.0,0,0,7128.0
189,1407.41,3,5,8,69.03,1,14806.00375,0,0,3519.230769
190,886.7,1,1,2,71.41,1,10683.0,0,0,4316.0
191,1234.83,4,9,1,61.74,2,-683.3333333,1,1,0.0
192,1450.06,4,8,2,65.65,2,5456.338028,0,0,6916.0
193,1770.79,3,8,7,53.26,3,14284.28571,0,0,16800.0
194,2108.58,3,6,9,46.34,3,29382.85714,0,0,9600.0
195,1611.47,3,2,10,67.26,2,37065.83333,0,0,17810.0
196,871.63,5,10,2,77.29,1,7592.0,1,0,5044.0
197,1252.78,2,9,9,63.4,2,46443.0,0,0,0.0
198,715.06,7,2,1,73.42,1,8862.068966,1,1,0.0
199,1900.48,1,9,10,62.01,2,38859.78261,0,0,0.0
200,748.41,7,6,2,68.34,2,20698.27586,0,0,0.0
201,1022.45,1,7,10,67.99,2,38108.69565,0,0,2400.0
202,1135.95,6,10,1,63.0,2,-5794.827586,1,1,4680.0
203,1293.51,3,6,1,65.69,2,-2072.857143,1,1,6600.0
204,747.54,2,2,2,76.8,1,9098.0,0,0,5400.0
205,860.05,7,5,3,60.95,2,22734.48276,0,0,5088.0
206,484.87,7,4,3,80.96,1,19806.89655,0,0,5148.0
207,1760.27,3,5,4,51.45,3,13024.28571,0,0,4524.0
208,1300.25,2,9,6,58.13,2,29524.0,0,0,0.0
209,618.0,7,9,2,71.93,1,20767.24138,0,0,240.0
210,1102.48,1,7,6,70.52,1,22737.0,0,0,6600.0
211,1727.29,2,10,9,53.47,3,55188.0,0,0,0.0
212,543.9,7,8,5,74.71,1,28115.51724,0,0,6960.0
213,999.26,2,7,8,67.67,2,43118.0,0,0,0.0
214,1073.39,7,10,1,66.63,2,13672.41379,1,0,3564.0
215,791.94,7,2,5,66.84,2,30308.62069,0,0,6662.0
216,1089.89,3,2,10,76.32,1,37185.0,0,0,11040.0
217,1747.31,4,2,5,58.24,2,11923.45679,0,0,5200.0
218,1455.86,7,2,2,40.65,3,15496.55172,1,1,4940.0
219,1457.54,3,9,5,58.51,2,11307.14286,0,0,7800.0
220,898.31,2,1,4,75.05,1,16029.0,0,0,4420.0
221,924.94,1,6,1,68.29,2,6318.0,0,1,2450.0
222,1195.63,3,7,5,72.5,1,12947.14286,0,0,6492.0
223,670.26,2,7,5,77.69,1,19167.0,0,0,5200.0
224,1636.73,1,6,10,55.86,2,40564.08451,0,0,4440.0
225,1638.73,5,2,7,63.22,2,20169.71831,0,0,5184.0
226,1268.17,2,4,8,72.51,1,30133.0,0,0,10800.0
227,836.04,7,6,1,57.69,2,17972.41379,0,0,0.0
228,803.83,7,6,4,64.45,2,35382.75862,0,0,0.0
229,960.89,7,2,2,53.37,3,22831.95627,0,0,2201.465366
230,1521.29,7,5,3,35.87,4,23891.37931,0,0,4420.0
231,661.43,1,9,10,79.63,1,57945.0,0,0,6000.0
232,721.3,7,2,4,69.8,1,27320.68966,0,0,3600.0
233,1372.92,2,1,4,61.42,2,20866.0,0,0,0.0
234,1253.76,1,9,5,47.19,3,20387.0,0,0,5400.0
235,1100.36,1,2,8,65.46,2,28796.0,0,0,10032.0
236,860.49,2,7,4,73.24,1,14521.0,0,0,5980.0
237,1566.19,2,6,1,55.17,2,11538.0,1,1,0.0
238,1254.0,2,7,2,57.56,2,13929.0,0,0,0.0
239,659.3,7,7,1,69.87,1,17679.31034,0,0,0.0
240,922.51,3,2,8,75.92,1,29021.66667,0,0,7500.0
241,1268.49,7,7,1,41.33,3,11813.7931,1,1,4004.0
242,1457.02,4,5,5,53.51,3,20295.91837,0,0,5400.0
243,777.08,7,4,1,68.92,1,15931.03448,0,0,0.0
244,1358.84,3,6,8,70.19,1,19116.84783,0,0,5145.0
245,683.59,7,2,2,77.19,1,19806.11069,0,0,4102.4558
246,883.95,7,6,3,65.73,2,23912.06897,0,0,3744.0
247,654.92,7,4,3,74.35,1,19739.65517,0,0,6900.0
248,1278.11,5,6,6,60.92,2,26081.0,0,0,5096.0
249,1278.82,3,5,3,63.14,2,10329.16667,0,0,4800.0
250,1097.52,4,5,5,65.51,2,27597.4359,0,0,4744.0
251,1061.6,5,7,1,71.35,1,9764.0,0,1,0.0
252,665.02,6,9,3,74.38,1,10881.03448,0,0,9384.0
253,1845.78,5,10,8,57.97,2,26822.83951,0,0,0.0
254,2394.58,3,6,10,65.8,2,56702.5,0,0,24000.0
255,1051.05,2,6,9,67.9,2,52685.0,0,0,0.0
256,1382.04,1,9,9,62.77,2,51170.0,0,0,0.0
257,1003.58,7,8,6,55.55,2,46584.48276,0,0,0.0
258,840.13,1,9,8,63.61,2,33252.0,0,0,9900.0
259,1072.48,1,5,10,64.79,2,60514.0,0,0,6900.0
260,717.13,7,8,1,77.51,1,3058.62069,0,0,5668.0
261,892.62,7,5,7,66.44,2,55084.48276,0,0,0.0
262,619.5,6,7,2,63.78,2,15541.37931,0,0,6516.0
263,550.32,6,4,1,76.68,1,1299.06189,1,1,3092.544104
264,918.85,1,4,6,61.03,2,25471.0,0,0,5940.0
265,1228.73,5,2,8,60.73,2,31743.0,0,0,6420.0
266,1184.79,5,2,3,74.27,1,12789.0,0,0,5136.0
267,1141.46,3,10,9,70.31,1,34040.0,0,0,6360.0
268,808.52,6,2,2,54.35,3,19212.33454,0,0,2749.845968
269,1073.04,2,1,7,66.59,2,33533.0,0,0,0.0
270,1397.59,3,5,7,58.51,2,18671.42857,0,0,7440.0
271,1163.28,4,5,3,60.57,2,15684.0,0,0,1200.0
272,1564.71,3,9,8,62.48,2,27657.04225,0,0,4080.0
273,1093.99,4,10,4,71.18,1,13230.28169,0,0,3960.0
274,1502.59,3,4,6,54.75,2,23512.5,0,0,0.0
275,1256.56,1,6,7,38.53,3,29807.0,0,0,6600.0
276,1194.07,6,9,2,49.54,3,11336.2069,0,0,7140.0
277,1641.38,3,9,10,67.76,2,30364.28571,0,0,12000.0
278,1630.37,2,7,10,58.98,2,60294.0,0,0,0.0
279,716.86,1,7,10,78.13,1,56725.0,0,0,10800.0
280,1474.22,3,8,6,62.92,2,13222.14286,0,0,12600.0
281,965.75,2,5,5,67.47,2,21342.0,0,0,3312.0
282,1354.32,3,10,7,61.47,2,20190.0,0,0,7152.0
283,1973.02,3,2,4,53.34,3,10062.14286,0,0,7200.0
284,1199.21,2,1,6,64.24,2,27471.0,0,0,0.0
285,802.05,1,2,6,75.36,1,18810.0,0,0,8340.0
286,1116.41,3,6,7,57.07,2,20911.66667,0,0,8400.0
287,655.79,7,4,2,74.03,1,18042.17507,0,0,4211.538462
288,658.4,2,10,5,81.23,1,17488.0,0,0,6192.0
289,962.17,7,9,5,60.35,2,25039.65517,0,0,8580.0
290,1144.41,4,6,3,71.77,1,10300.0,0,0,4508.0
291,1326.19,2,5,10,58.55,2,41651.18402,0,0,7469.821408
292,868.1,7,8,5,67.38,2,26979.31034,0,0,11074.0
293,1070.05,1,9,9,70.94,1,39686.0,0,0,6456.0
294,1077.79,2,6,2,72.75,1,11804.0,0,0,3672.0
295,868.92,7,9,5,71.83,1,26950.0,0,0,7620.0
296,1108.66,2,1,2,63.14,2,14152.0,0,0,0.0
297,1060.18,5,4,3,62.75,2,11216.0,0,0,4800.0
298,1091.79,6,4,1,60.29,2,6517.241379,1,1,4160.0
299,1033.69,5,9,7,72.62,1,29287.0,0,0,4500.0
300,1669.98,3,4,6,57.83,2,10946.56863,0,0,6360.0
301,1307.33,5,9,9,67.68,2,18039.16676,0,0,19352.3832
302,1462.89,2,2,7,58.46,2,31681.0,0,0,0.0
303,1538.27,2,9,3,52.48,3,19044.0,0,0,0.0
304,582.77,7,9,3,76.05,1,21243.10345,0,0,6708.0
305,610.05,7,7,3,72.7,1,18267.24138,0,0,5400.0
306,550.57,6,9,1,79.27,1,9320.689655,0,0,5832.0
307,1084.6,3,4,7,73.01,1,14109.34066,0,0,6900.0
308,1061.65,2,2,5,71.2,1,25165.0,0,0,0.0
309,1258.32,1,9,9,68.58,1,40453.52113,0,0,0.0
310,995.85,1,9,3,68.52,1,16268.0,0,0,0.0
311,1315.8,2,8,5,55.34,2,26636.0,0,0,0.0
312,772.34,6,8,2,66.42,2,8931.034483,1,0,8060.0
313,1087.14,1,2,9,58.43,2,47756.0,0,0,2400.0
314,1180.4,1,2,7,61.91,2,36138.0,0,0,0.0
315,1629.41,3,9,10,67.12,2,44650.0,0,0,39600.0
316,839.52,2,5,2,72.92,1,10268.0,0,0,3430.0
317,1002.04,3,8,4,74.66,1,8884.082099,0,0,6156.787
318,883.87,1,7,6,70.36,1,18638.51801,0,0,8814.481992
319,797.36,6,2,5,69.76,1,40939.65517,0,0,0.0
320,2481.48,3,10,9,46.57,3,26099.45652,0,0,8460.0
321,1536.03,4,1,6,57.33,2,24032.65306,0,0,4472.0
322,1340.3,2,7,2,45.33,3,14236.0,0,0,0.0
323,591.08,1,5,4,78.56,1,13931.0,0,0,5400.0
324,808.28,6,4,3,63.75,2,25758.62069,0,0,1584.0
325,1000.34,3,9,9,64.88,2,28470.83333,0,0,10320.0
326,1451.47,7,5,2,46.01,3,20435.42292,1,1,1628.454708
327,992.53,5,8,4,73.29,1,15376.0,0,0,6500.0
328,874.13,7,10,2,69.03,1,22718.96552,0,0,0.0
329,1451.02,5,6,1,61.93,2,5787.0,1,1,4400.0
330,860.57,7,5,1,63.72,2,1332.758621,1,1,3952.0
331,1234.03,3,5,3,52.77,3,11507.5,0,0,5044.0
332,1753.59,2,2,2,46.66,3,14568.0,1,1,0.0
333,1237.51,3,6,9,68.32,2,28800.83333,0,0,12600.0
334,1198.95,1,5,8,50.28,3,37368.0,0,0,3600.0
335,1584.99,3,10,7,64.87,2,22635.0,0,0,9180.0
336,1079.56,4,2,5,75.33,1,18584.0,0,0,5174.0
337,1213.43,1,6,6,68.03,2,21553.52113,0,0,0.0
338,555.32,6,10,4,78.44,1,33672.41379,0,0,3204.0
339,1122.1,1,9,9,63.77,2,56484.0,0,0,0.0
340,675.33,2,10,2,83.87,1,10185.0,0,0,3876.0
341,953.65,3,1,6,76.91,1,21783.33333,0,0,4316.0
342,1248.53,4,1,3,60.97,2,14615.38462,0,0,5668.0
343,1042.34,1,8,10,74.52,1,78955.0,0,0,15000.0
344,1264.37,2,9,10,72.89,1,49785.21127,0,0,0.0
345,1470.03,1,1,7,65.43,2,16953.26087,0,0,4550.0
346,1101.64,2,6,6,66.51,2,20353.0,0,0,9180.0
347,1084.35,3,9,5,69.31,1,12053.33333,0,0,11400.0
348,459.73,6,6,2,72.49,1,16766.01815,0,0,3487.709472
349,1251.44,2,9,1,59.03,2,8564.0,1,1,0.0
350,826.68,7,9,2,64.59,2,20867.24138,0,0,0.0
351,2189.36,3,2,9,58.53,2,20504.41176,0,0,6652.0
352,1647.97,3,8,10,52.81,3,49620.22096,0,0,16311.69066
353,1505.56,3,8,5,74.57,1,7855.0,0,0,11472.0
354,1605.54,1,10,5,36.23,4,23674.0,0,0,0.0
355,943.38,3,8,10,72.25,1,16959.99737,0,0,39699.00316
356,1467.79,4,9,9,67.86,2,37109.18367,0,0,13200.0
357,1667.81,6,10,2,30.23,4,17084.48276,1,1,4200.0
358,707.69,6,10,7,75.75,1,49367.24138,0,0,8400.0
359,1090.22,2,6,7,69.84,1,34004.0,0,0,0.0
360,1380.5,2,5,8,56.17,2,23480.28169,0,0,3984.0
361,1814.21,3,6,9,53.13,3,28482.6087,0,0,4800.0
362,785.96,3,8,5,79.02,1,14551.66667,0,0,5652.0
363,968.74,2,2,5,70.95,1,23251.0,0,0,0.0
364,839.95,3,7,6,81.49,1,13520.0,0,0,14112.0
365,1071.51,5,8,9,65.26,2,38814.0,0,0,18000.0
366,759.69,4,7,1,80.4,1,9421.794872,0,0,4296.0
367,975.29,1,8,9,59.1,2,43340.0,0,0,11160.0
368,1349.89,2,7,4,56.98,2,21279.0,0,0,0.0
369,893.85,1,9,6,69.85,1,24471.0,0,0,5400.0
370,1372.71,4,10,4,62.36,2,10405.0,0,0,9120.0
371,1035.45,1,4,2,67.51,2,9618.0,0,0,4150.0
372,674.6,6,5,6,64.31,2,38329.31034,0,0,4680.0
373,883.32,2,6,3,59.05,2,12940.0,0,0,3456.0
374,1443.21,3,10,7,60.43,2,13845.77465,0,0,12000.0
375,890.4,7,9,3,63.5,2,30834.48276,0,0,0.0
376,2580.04,2,9,10,30.51,4,57662.0,0,0,0.0
377,860.34,2,9,3,70.67,1,17355.0,0,0,0.0
378,817.22,7,9,2,71.88,1,12808.62069,0,0,5352.0
379,1499.43,4,2,4,68.4,2,11964.49275,0,0,4680.0
380,2293.29,1,9,2,66.88,2,14142.0,1,1,0.0
381,516.63,7,4,3,81.16,1,19627.58621,0,0,4264.0
382,1056.26,7,10,3,56.26,2,24279.31034,0,0,4160.0
383,1140.13,6,4,1,22.88,4,8765.517241,1,1,5100.0
384,1200.09,2,1,9,62.59,2,54134.0,0,0,0.0
385,1363.24,3,4,6,68.57,1,14400.0,0,0,4316.0
386,886.21,3,2,1,78.75,1,2703.333333,1,1,4160.0
387,1296.7,1,4,9,57.53,2,54041.0,0,0,0.0
388,845.87,1,9,8,69.75,1,32964.0,0,0,5280.0
389,620.96,7,8,3,66.92,2,25046.55172,0,0,4316.0
390,1013.65,1,8,7,63.47,2,20366.31431,0,0,12676.68569
391,1175.12,3,5,7,64.04,2,26583.33333,0,0,3840.0
392,761.51,6,2,2,73.66,1,16434.48276,0,0,3960.0
393,1689.56,3,10,8,65.92,2,14897.82163,0,0,11665.0082
394,955.66,6,9,4,64.22,2,8546.551724,0,0,16800.0
395,1388.63,4,7,2,67.08,2,7407.80065,1,0,4452.923077
396,914.65,5,10,6,73.96,1,29036.0,0,0,0.0
397,848.22,2,2,2,65.02,2,13390.0,0,0,0.0
398,1395.14,2,6,5,64.49,2,19913.0,0,0,5564.0
399,910.57,7,9,2,57.25,2,17377.58621,0,0,4524.0
400,734.03,7,10,4,64.8,2,36951.72414,0,0,0.0
401,843.95,4,8,4,72.23,1,17583.0,0,0,4524.0
402,729.42,3,9,7,82.49,1,19578.33333,0,0,11400.0
403,1518.47,7,4,1,45.82,3,4963.793103,1,1,6000.0
404,2036.73,1,7,10,55.93,2,43596.19565,0,0,8256.0
405,3016.86,1,2,10,62.34,2,79613.89389,0,0,22577.43523
406,1190.46,3,9,8,63.23,2,29633.33333,0,0,7380.0
407,1193.85,2,9,9,61.77,2,45634.0,0,0,0.0
408,698.24,6,8,10,75.15,1,78925.86207,0,0,15600.0
409,756.77,6,7,2,61.99,2,18846.55172,0,0,3360.0
410,1138.16,7,1,3,54.51,2,17973.88931,0,0,5304.1442
411,756.38,1,7,9,78.9,1,44859.0,0,0,6000.0
412,1967.67,4,9,1,42.77,3,1493.877551,1,1,8820.0
413,1271.96,1,2,7,70.18,1,20469.01408,0,0,4320.0
414,849.67,6,8,5,75.07,1,34946.55172,0,0,5400.0
415,1083.52,7,4,4,62.06,2,28396.55172,0,0,5520.0
416,1174.2,2,6,10,67.28,2,69855.0,0,0,0.0
417,945.92,7,1,1,66.85,2,13910.34483,1,1,0.0
418,693.94,4,7,4,77.31,1,16474.35897,0,0,6480.0
419,923.46,4,4,4,67.32,2,19593.58974,0,0,4800.0
