,Unnamed: 0,fuelexpn,hhcompx,gorehs,FullincDeciles,FPEERrating,FPEERband,AHCIncomeEQ,fpflgb,fpflgf,HousingCosts,split
30,30,1018.86,2,2,9,67.81,2,44518.60243,0,0,5346.397568,0.036874926260041484
31,31,1121.95,7,2,3,53.25,3,27567.24138,0,0,0.0,1.5143351915543832
32,32,683.27,7,2,3,78.43,1,26410.34483,0,0,3744.0,0.8757416753130401
33,33,1108.02,7,6,2,57.31,2,11567.24138,0,0,8040.0,0.5464583336130397
34,34,1706.65,3,9,10,67.99,2,39536.41304,0,0,12000.0,-0.626873024066334
35,35,1530.1,1,4,6,41.22,3,28267.0,0,0,0.0,0.2720720006235872
36,36,1092.72,4,6,3,63.81,2,9896.0,0,0,5832.0,-2.704327263947851
37,37,1151.73,7,1,1,54.68,2,8512.068966,1,1,0.0,-2.4651649144561407
38,38,1094.14,7,10,1,62.84,2,-6231.034483,1,1,7800.0,-0.956122710869805
39,39,1452.89,5,6,3,68.74,1,6042.307692,1,0,5096.0,-0.02479862784738452
40,40,1078.57,5,8,10,69.77,1,48599.00496,0,0,19134.41296,-0.7075953258719472
41,41,1203.08,1,7,1,51.28,3,6663.0,1,1,3900.0,-2.3097037641415596
42,42,762.84,7,1,1,71.76,1,14600.0,0,0,3354.0,0.9544776216641659
43,43,1093.33,2,9,6,67.11,2,30206.0,0,0,0.0,-1.3593450372422415
44,44,792.15,6,7,6,66.86,2,48170.68966,0,0,0.0,1.4894638963229865
45,45,918.5,6,9,8,55.21,2,48012.06897,0,0,9480.0,-0.018085521590665093
46,46,705.26,7,4,3,71.31,1,23481.03448,0,0,4875.0,-1.144137708314896
47,47,1552.27,2,7,10,63.66,2,57664.0,0,0,0.0,1.6716926287684002
48,48,3136.57,2,9,10,29.08,4,17343.47826,0,0,39000.0,1.1310834012495212
49,49,1112.42,1,10,7,65.29,2,27011.0,0,0,6360.0,0.430811474042625
50,50,809.58,5,7,5,74.83,1,18987.0,0,0,5100.0,0.8700861063083692
51,51,759.06,3,9,6,82.92,1,14757.33467,0,0,9581.1984,-0.6736775224324512
52,52,1052.35,3,2,8,70.39,1,23505.0,0,0,4800.0,-0.13745660172422547
53,53,1526.48,4,10,3,69.48,1,6845.918367,0,0,10800.0,-0.6245359392394289
54,54,1489.51,3,6,5,61.73,2,10049.375,0,0,7475.0,-1.8800198936468944
55,55,1075.78,6,6,3,56.6,2,20241.37931,0,0,5700.0,-0.40914352635014467
56,56,1517.04,3,6,6,66.36,2,14355.86538,0,0,4264.615385,-0.4495990736024527
57,57,722.71,1,9,7,77.88,1,25318.0,0,0,8820.0,-0.3567107788400463
59,59,781.28,4,7,3,76.81,1,15271.79487,0,0,5368.0,-0.9358505124701443
60,60,1177.33,5,2,3,61.21,2,11488.0,1,0,5460.0,-0.017140476798223808
61,61,1004.96,7,9,1,64.26,2,10494.82759,0,0,5568.0,0.1701836063708349
62,62,987.7,6,1,4,63.15,2,24901.72414,0,0,6984.0,1.102881810482985
63,63,1062.17,2,9,4,69.45,1,21780.0,0,0,0.0,-1.2377775857835585
64,64,1007.15,2,1,3,64.64,2,14037.0,0,0,3600.0,1.1789826471151887
66,66,1272.0,5,8,4,77.29,1,9540.140845,0,0,6500.0,0.5065482005849133
68,68,833.88,7,4,4,71.97,1,24427.33775,0,0,7398.144104,1.3884928793815685
69,69,1474.94,1,9,10,48.34,3,60657.0,0,0,0.0,0.6450225570050412
70,70,1598.5,3,9,4,68.84,1,6303.636364,0,0,6344.0,-1.1455892974537545
71,71,1455.75,1,10,10,57.92,2,42198.59155,0,0,8352.0,-1.105955719026533
73,73,606.51,6,7,5,75.59,1,34010.34483,0,0,6936.0,0.19051453861615322
74,74,1162.81,3,6,8,65.36,2,24077.5,0,0,9180.0,1.1553515286901233
75,75,669.74,6,8,2,67.42,2,17179.31034,0,0,3360.0,-0.27047586630595144
76,76,2477.86,5,7,10,42.31,3,42114.13043,0,0,13024.0,-0.7448218323795035
77,77,1005.63,1,8,9,72.03,1,40916.0,0,0,12480.0,-0.4284034569487876
78,78,1307.62,3,1,1,69.27,1,1055.714286,1,1,6000.0,-0.8164843620713859
79,79,1597.58,3,9,10,49.21,3,31906.79012,0,0,6720.0,-1.034433055499649
81,81,1054.72,4,7,4,74.31,1,13819.15228,0,0,5769.230769,-0.7415579874003894
82,82,1141.76,2,5,6,60.98,2,29030.0,0,0,0.0,-0.1557557210313355
83,83,1515.12,1,4,10,66.36,2,36886.95652,0,0,9492.0,-0.5501924305037706
85,85,1197.49,5,9,5,60.62,2,26484.0,0,0,0.0,-0.2711134490224421
86,86,1100.31,7,9,8,68.39,2,67341.37931,0,0,2256.0,1.5231040570754837
87,87,723.0,6,6,2,70.9,1,18410.34483,0,0,3952.0,-1.9963863147968408
89,89,1008.62,2,9,6,62.44,2,28851.0,0,0,0.0,-0.8045640532785863
90,90,1287.57,4,7,5,66.72,2,25256.41026,0,0,5148.0,0.8349236235345826
91,91,1117.28,2,10,4,66.46,2,21452.0,0,0,0.0,-0.2017003432876681
92,92,1438.68,3,2,8,67.68,2,20058.79121,0,0,3900.0,1.2412250838771788
93,93,1216.51,3,5,6,65.74,2,10403.26087,0,0,7800.0,1.3282851068184918
94,94,1254.65,4,6,5,75.37,1,14166.42857,0,0,5096.0,-2.807863988456596
95,95,759.32,7,4,4,65.72,2,29805.17241,0,0,4420.0,-0.7386195312923692
96,96,1551.61,7,9,8,44.77,3,62774.13793,0,0,4800.0,-0.4747891466618132
100,100,1349.65,3,4,5,63.33,2,12779.01235,0,0,5760.0,-0.15066338454232014
101,101,922.97,1,8,9,67.64,2,31433.0,0,0,15000.0,1.703395995186461
102,102,2199.26,2,2,8,34.87,4,27217.60563,0,0,0.0,-0.042066488215075734
103,103,1129.45,3,6,8,69.8,1,26656.42857,0,0,6000.0,-0.09573705179113379
104,104,917.18,7,4,3,60.04,2,29832.75862,0,0,0.0,-0.31893874267468253
105,105,1142.47,2,9,5,66.78,2,25109.0,0,0,0.0,-0.9541974071379581
106,106,1346.96,3,9,5,65.8,2,9238.586957,0,0,9000.0,-2.0058485447900294
107,107,997.31,6,4,2,61.31,2,14429.31034,0,0,5892.0,-1.6581205348134502
110,110,1417.58,1,7,8,41.49,3,35060.0,0,0,7200.0,-1.3809393880851253
111,111,1240.48,5,7,5,67.07,2,13673.72698,0,0,5804.307692,-1.1993303443722285
112,112,1159.35,3,6,7,62.94,2,17882.14286,0,0,8320.0,0.46955807765252316
113,113,929.43,7,10,3,69.5,1,24279.31034,0,0,4940.0,0.5132231769368962
114,114,1391.77,3,10,6,56.17,2,14647.5,0,0,9600.0,-0.33863145941839845
116,116,963.23,4,8,1,63.49,2,-6343.589744,1,1,12000.0,-0.2514193806035868
117,117,1442.97,3,2,3,65.13,2,8046.428571,1,0,4590.0,0.08436387131607308
118,118,1056.79,1,9,8,60.13,2,39316.0,0,0,0.0,0.39730068273388636
120,120,1145.32,1,10,7,63.64,2,30707.0,0,0,5400.0,0.7983740652352972
123,123,1056.07,2,6,6,73.66,1,31478.0,0,0,0.0,-0.37908262392407005
124,124,1011.02,6,7,2,51.96,3,12755.17241,0,0,6600.0,-0.9293001127402785
125,125,563.5,7,9,1,79.99,1,9017.241379,0,1,0.0,1.203507398564979
126,126,912.06,3,8,5,70.02,1,10501.66667,0,0,12600.0,-0.15115694995752366
127,127,2061.09,3,2,4,58.59,2,7013.580247,0,0,9732.0,-0.9719652325647975
128,128,874.9,6,7,1,55.22,2,2743.103448,0,1,6600.0,0.5936825358493801
129,129,949.87,2,9,4,62.04,2,17730.0,0,0,4300.0,-1.218135580093551
131,131,1371.66,2,2,6,71.86,1,17641.5493,0,0,4539.0,-0.4493266581133043
134,134,1772.77,2,9,10,63.34,2,43324.91681,0,0,16846.08319,-0.12300941145822979
135,135,1292.05,3,2,4,59.29,2,10472.53466,0,0,6420.451482,-0.6296096938764677
136,136,861.97,7,6,5,67.79,2,33903.44828,0,0,4200.0,2.067958196946732
137,137,1246.41,1,1,7,69.56,1,17057.06522,0,0,4263.0,0.7824603773388075
138,138,860.89,5,8,7,62.66,2,18833.0,0,0,15600.0,-0.19869674709514315
139,139,1384.7,3,9,9,53.96,3,32259.15493,0,0,0.0,0.05685034229425128
140,140,1308.47,3,8,7,67.01,2,17720.83333,0,0,12000.0,-0.8413346648973415
141,141,1225.8,1,7,3,64.2,2,11973.74149,0,0,6709.25851,-0.9222322446229801
142,142,906.88,3,5,9,85.35,1,29933.57143,0,0,9360.0,-0.5316951422467632
145,145,553.98,7,4,2,83.49,1,18925.86207,0,0,3536.0,-0.3635213001981193
146,146,1049.59,3,7,4,68.38,2,8529.285714,0,0,10200.0,0.5245944367537534
147,147,1416.3,7,5,9,44.94,3,94589.65517,0,0,0.0,0.8522705884441935
148,148,2406.69,7,2,1,1.0,5,12944.82759,1,1,0.0,-0.3279921852333543
150,150,983.49,3,8,7,65.17,2,17895.0,0,0,12000.0,1.1295792981949622
152,152,1223.57,2,2,5,59.83,2,26044.0,0,0,0.0,-1.7263039939971094
153,153,1093.26,2,9,7,64.72,2,27932.0,0,0,6600.0,-0.08546979890688972
154,154,1474.76,1,2,10,62.78,2,38833.09859,0,0,3240.0,-1.25457905582344
156,156,766.78,7,7,2,73.35,1,14248.27586,0,0,4316.0,-0.04546216731607564
158,158,1009.99,1,4,5,58.65,2,17774.0,0,0,7800.0,-1.0298606265637404
159,159,1031.07,3,4,8,56.89,2,26872.5,0,0,6912.0,1.2659199835160164
160,160,991.45,1,6,9,80.61,1,44893.0,0,0,7920.0,-1.3728243172173094
161,161,994.57,7,10,3,56.43,2,28855.17241,0,0,0.0,1.6209627622569434
162,162,1076.64,7,4,2,55.97,2,24963.7931,0,0,0.0,-1.227774808877931
163,163,1170.21,1,1,2,68.88,1,10166.0,0,0,5200.0,0.40546074090838247
167,167,876.92,2,10,2,81.28,1,14516.0,0,0,0.0,0.8392049607131328
168,168,1858.44,3,7,5,56.28,2,4385.784314,0,0,16705.0,-0.47493869295298485
170,170,1468.86,2,6,4,64.57,2,11610.56338,0,0,3000.0,-0.014910710227666758
171,171,1847.25,1,4,1,50.44,3,-7964.084507,1,1,14810.0,-1.1133865218543542
172,172,1236.44,4,1,4,69.43,1,17500.0,0,0,4650.0,0.19045591389102884
173,173,563.69,6,2,4,68.83,1,32731.03448,0,0,3720.0,-0.7762323576211364
174,174,801.77,7,10,2,73.59,1,16037.53316,0,0,4209.230769,-1.030644689797083
177,177,1254.08,1,9,10,65.96,2,41545.0,0,0,25200.0,-0.7803297742138052
178,178,1068.16,7,7,6,63.33,2,52960.34483,0,0,0.0,1.0441726878821447
180,180,657.05,2,7,3,59.73,2,12607.0,0,0,3600.0,1.3379781506562216
181,181,902.05,6,7,5,60.79,2,26006.89655,0,0,9000.0,-0.7784860880696329
182,182,1607.65,3,9,10,78.19,1,22034.375,0,0,38400.0,0.29027721839410214
183,183,1256.68,4,1,2,64.02,2,10374.35897,1,1,4368.0,0.21948155608602685
184,184,1588.63,1,8,9,54.59,2,19214.78873,0,0,20400.0,-0.32496299116831023
185,185,1110.0,3,9,9,65.86,2,27225.71429,0,0,9600.0,2.0265501841179465
187,187,1060.08,1,2,2,65.22,2,8017.0,0,0,5395.0,2.217048352893891
189,189,1407.41,3,5,8,69.03,1,14806.00375,0,0,3519.230769,-0.2916557995248593
191,191,1234.83,4,9,1,61.74,2,-683.3333333,1,1,0.0,-0.28912139181084884
192,192,1450.06,4,8,2,65.65,2,5456.338028,0,0,6916.0,-1.42318374601714
193,193,1770.79,3,8,7,53.26,3,14284.28571,0,0,16800.0,-0.05777952284300504
194,194,2108.58,3,6,9,46.34,3,29382.85714,0,0,9600.0,-1.2991449136903175
196,196,871.63,5,10,2,77.29,1,7592.0,1,0,5044.0,-0.14945230741849022
197,197,1252.78,2,9,9,63.4,2,46443.0,0,0,0.0,0.46695237060408734
199,199,1900.48,1,9,10,62.01,2,38859.78261,0,0,0.0,-0.6705584503432145
200,200,748.41,7,6,2,68.34,2,20698.27586,0,0,0.0,0.21308592325244444
201,201,1022.45,1,7,10,67.99,2,38108.69565,0,0,2400.0,-2.4099607862992065
202,202,1135.95,6,10,1,63.0,2,-5794.827586,1,1,4680.0,0.735389557393508
203,203,1293.51,3,6,1,65.69,2,-2072.857143,1,1,6600.0,-0.20001178431074698
204,204,747.54,2,2,2,76.8,1,9098.0,0,0,5400.0,-1.0916347882953927
206,206,484.87,7,4,3,80.96,1,19806.89655,0,0,5148.0,0.437669103656328
209,209,618.0,7,9,2,71.93,1,20767.24138,0,0,240.0,1.3568662448257975
210,210,1102.48,1,7,6,70.52,1,22737.0,0,0,6600.0,-1.0654410308774516
212,212,543.9,7,8,5,74.71,1,28115.51724,0,0,6960.0,0.06280111323622853
213,213,999.26,2,7,8,67.67,2,43118.0,0,0,0.0,0.29490965119723994
214,214,1073.39,7,10,1,66.63,2,13672.41379,1,0,3564.0,0.35891493470254954
215,215,791.94,7,2,5,66.84,2,30308.62069,0,0,6662.0,-1.486376097931718
217,217,1747.31,4,2,5,58.24,2,11923.45679,0,0,5200.0,0.33387058653013313
218,218,1455.86,7,2,2,40.65,3,15496.55172,1,1,4940.0,-1.0550757504751136
219,219,1457.54,3,9,5,58.51,2,11307.14286,0,0,7800.0,2.0856511149738646
220,220,898.31,2,1,4,75.05,1,16029.0,0,0,4420.0,-0.6323301257504643
221,221,924.94,1,6,1,68.29,2,6318.0,0,1,2450.0,1.6913785259854646
222,222,1195.63,3,7,5,72.5,1,12947.14286,0,0,6492.0,-1.3096304193813906
223,223,670.26,2,7,5,77.69,1,19167.0,0,0,5200.0,-1.2426564330792744
224,224,1636.73,1,6,10,55.86,2,40564.08451,0,0,4440.0,-0.42918391979759446
225,225,1638.73,5,2,7,63.22,2,20169.71831,0,0,5184.0,-1.4875440671052416
226,226,1268.17,2,4,8,72.51,1,30133.0,0,0,10800.0,1.2304881605587628
227,227,836.04,7,6,1,57.69,2,17972.41379,0,0,0.0,-1.5800223227480767
228,228,803.83,7,6,4,64.45,2,35382.75862,0,0,0.0,0.907608183754325
229,229,960.89,7,2,2,53.37,3,22831.95627,0,0,2201.465366,-0.5378965027501655
230,230,1521.29,7,5,3,35.87,4,23891.37931,0,0,4420.0,-0.00039350457162228307
231,231,661.43,1,9,10,79.63,1,57945.0,0,0,6000.0,-1.663586527054084
232,232,721.3,7,2,4,69.8,1,27320.68966,0,0,3600.0,-0.9562264862667679
234,234,1253.76,1,9,5,47.19,3,20387.0,0,0,5400.0,-0.352845237118724
235,235,1100.36,1,2,8,65.46,2,28796.0,0,0,10032.0,0.2338125797087725
236,236,860.49,2,7,4,73.24,1,14521.0,0,0,5980.0,1.1089305560749996
237,237,1566.19,2,6,1,55.17,2,11538.0,1,1,0.0,-0.1611063322386462
239,239,659.3,7,7,1,69.87,1,17679.31034,0,0,0.0,-0.13520034817673854
241,241,1268.49,7,7,1,41.33,3,11813.7931,1,1,4004.0,1.2087804684074321
243,243,777.08,7,4,1,68.92,1,15931.03448,0,0,0.0,2.030602542113805
244,244,1358.84,3,6,8,70.19,1,19116.84783,0,0,5145.0,-0.2712025333737424
245,245,683.59,7,2,2,77.19,1,19806.11069,0,0,4102.4558,-1.0118432087784797
247,247,654.92,7,4,3,74.35,1,19739.65517,0,0,6900.0,-0.4391866021520901
248,248,1278.11,5,6,6,60.92,2,26081.0,0,0,5096.0,-0.2062509933253656
249,249,1278.82,3,5,3,63.14,2,10329.16667,0,0,4800.0,-0.2549906848282326
250,250,1097.52,4,5,5,65.51,2,27597.4359,0,0,4744.0,-0.020363966277706834
252,252,665.02,6,9,3,74.38,1,10881.03448,0,0,9384.0,-0.468771287800954
253,253,1845.78,5,10,8,57.97,2,26822.83951,0,0,0.0,-0.8606929341795727
254,254,2394.58,3,6,10,65.8,2,56702.5,0,0,24000.0,0.9765142191230352
256,256,1382.04,1,9,9,62.77,2,51170.0,0,0,0.0,-0.5702910100844111
257,257,1003.58,7,8,6,55.55,2,46584.48276,0,0,0.0,-0.384636619844279
258,258,840.13,1,9,8,63.61,2,33252.0,0,0,9900.0,-2.2610379508552056
259,259,1072.48,1,5,10,64.79,2,60514.0,0,0,6900.0,-1.6077239259580547
260,260,717.13,7,8,1,77.51,1,3058.62069,0,0,5668.0,-0.5934093358103888
261,261,892.62,7,5,7,66.44,2,55084.48276,0,0,0.0,-1.8783802746259604
263,263,550.32,6,4,1,76.68,1,1299.06189,1,1,3092.544104,0.9777372793488192
264,264,918.85,1,4,6,61.03,2,25471.0,0,0,5940.0,-0.5630527937304246
265,265,1228.73,5,2,8,60.73,2,31743.0,0,0,6420.0,1.08252835883579
266,266,1184.79,5,2,3,74.27,1,12789.0,0,0,5136.0,-0.8053631752809943
267,267,1141.46,3,10,9,70.31,1,34040.0,0,0,6360.0,-1.233413951168148
268,268,808.52,6,2,2,54.35,3,19212.33454,0,0,2749.845968,0.049838905850350314
270,270,1397.59,3,5,7,58.51,2,18671.42857,0,0,7440.0,0.3194632835450446
271,271,1163.28,4,5,3,60.57,2,15684.0,0,0,1200.0,0.12140875980668264
272,272,1564.71,3,9,8,62.48,2,27657.04225,0,0,4080.0,0.29144358973031886
273,273,1093.99,4,10,4,71.18,1,13230.28169,0,0,3960.0,1.1081844945055046
274,274,1502.59,3,4,6,54.75,2,23512.5,0,0,0.0,-0.5127499682788461
275,275,1256.56,1,6,7,38.53,3,29807.0,0,0,6600.0,-0.8632594789176767
276,276,1194.07,6,9,2,49.54,3,11336.2069,0,0,7140.0,-1.8271617710802248
277,277,1641.38,3,9,10,67.76,2,30364.28571,0,0,12000.0,0.34413491033901633
278,278,1630.37,2,7,10,58.98,2,60294.0,0,0,0.0,-1.9041404097506418
280,280,1474.22,3,8,6,62.92,2,13222.14286,0,0,12600.0,0.8319092066598205
281,281,965.75,2,5,5,67.47,2,21342.0,0,0,3312.0,-0.15288603345743138
282,282,1354.32,3,10,7,61.47,2,20190.0,0,0,7152.0,0.13638171847638061
283,283,1973.02,3,2,4,53.34,3,10062.14286,0,0,7200.0,1.3630833184174425
284,284,1199.21,2,1,6,64.24,2,27471.0,0,0,0.0,-0.8515517480559455
285,285,802.05,1,2,6,75.36,1,18810.0,0,0,8340.0,0.41754405099244235
286,286,1116.41,3,6,7,57.07,2,20911.66667,0,0,8400.0,-0.565493475935007
287,287,655.79,7,4,2,74.03,1,18042.17507,0,0,4211.538462,-0.29341246517660485
288,288,658.4,2,10,5,81.23,1,17488.0,0,0,6192.0,-1.1443268427660251
293,293,1070.05,1,9,9,70.94,1,39686.0,0,0,6456.0,-1.3223801592299071
296,296,1108.66,2,1,2,63.14,2,14152.0,0,0,0.0,0.4313913172305117
297,297,1060.18,5,4,3,62.75,2,11216.0,0,0,4800.0,0.5651163994467466
298,298,1091.79,6,4,1,60.29,2,6517.241379,1,1,4160.0,-0.9480140598964218
300,300,1669.98,3,4,6,57.83,2,10946.56863,0,0,6360.0,0.16928225354159152
301,301,1307.33,5,9,9,67.68,2,18039.16676,0,0,19352.3832,-1.7232085262567363
302,302,1462.89,2,2,7,58.46,2,31681.0,0,0,0.0,2.4519156831725892
303,303,1538.27,2,9,3,52.48,3,19044.0,0,0,0.0,0.401534370900701
304,304,582.77,7,9,3,76.05,1,21243.10345,0,0,6708.0,0.06445798263685876
305,305,610.05,7,7,3,72.7,1,18267.24138,0,0,5400.0,-2.349917478125591
307,307,1084.6,3,4,7,73.01,1,14109.34066,0,0,6900.0,0.6540105626078391
308,308,1061.65,2,2,5,71.2,1,25165.0,0,0,0.0,0.38469638515833027
309,309,1258.32,1,9,9,68.58,1,40453.52113,0,0,0.0,-0.5621686340341444
310,310,995.85,1,9,3,68.52,1,16268.0,0,0,0.0,1.3385362685625055
311,311,1315.8,2,8,5,55.34,2,26636.0,0,0,0.0,0.6593870664089878
312,312,772.34,6,8,2,66.42,2,8931.034483,1,0,8060.0,-1.185119235639435
313,313,1087.14,1,2,9,58.43,2,47756.0,0,0,2400.0,-1.7433343169921605
315,315,1629.41,3,9,10,67.12,2,44650.0,0,0,39600.0,-0.9043789774510542
316,316,839.52,2,5,2,72.92,1,10268.0,0,0,3430.0,-0.6296992651998364
317,317,1002.04,3,8,4,74.66,1,8884.082099,0,0,6156.787,-1.1114050937591635
318,318,883.87,1,7,6,70.36,1,18638.51801,0,0,8814.481992,0.7900872407571723
319,319,797.36,6,2,5,69.76,1,40939.65517,0,0,0.0,0.648641291130168
320,320,2481.48,3,10,9,46.57,3,26099.45652,0,0,8460.0,0.0758846777976369
321,321,1536.03,4,1,6,57.33,2,24032.65306,0,0,4472.0,1.8454814820886456
322,322,1340.3,2,7,2,45.33,3,14236.0,0,0,0.0,0.23567152921767154
324,324,808.28,6,4,3,63.75,2,25758.62069,0,0,1584.0,0.9397269387829219
325,325,1000.34,3,9,9,64.88,2,28470.83333,0,0,10320.0,1.7741220149821555
326,326,1451.47,7,5,2,46.01,3,20435.42292,1,1,1628.454708,-1.5991163635922827
330,330,860.57,7,5,1,63.72,2,1332.758621,1,1,3952.0,0.205234516953602
331,331,1234.03,3,5,3,52.77,3,11507.5,0,0,5044.0,-1.9763861575715163
332,332,1753.59,2,2,2,46.66,3,14568.0,1,1,0.0,-0.348126062127255
334,334,1198.95,1,5,8,50.28,3,37368.0,0,0,3600.0,0.9420454178505542
335,335,1584.99,3,10,7,64.87,2,22635.0,0,0,9180.0,1.0011597785515036
336,336,1079.56,4,2,5,75.33,1,18584.0,0,0,5174.0,2.032454165582244
337,337,1213.43,1,6,6,68.03,2,21553.52113,0,0,0.0,0.13802583423355327
339,339,1122.1,1,9,9,63.77,2,56484.0,0,0,0.0,0.6600856665299252
340,340,675.33,2,10,2,83.87,1,10185.0,0,0,3876.0,0.6786725548483981
343,343,1042.34,1,8,10,74.52,1,78955.0,0,0,15000.0,0.6716705442237022
345,345,1470.03,1,1,7,65.43,2,16953.26087,0,0,4550.0,0.15746132114427971
346,346,1101.64,2,6,6,66.51,2,20353.0,0,0,9180.0,1.1386759423331516
347,347,1084.35,3,9,5,69.31,1,12053.33333,0,0,11400.0,-1.535334954266017
348,348,459.73,6,6,2,72.49,1,16766.01815,0,0,3487.709472,-0.8178376499757098
350,350,826.68,7,9,2,64.59,2,20867.24138,0,0,0.0,-0.3964190808049945
351,351,2189.36,3,2,9,58.53,2,20504.41176,0,0,6652.0,2.93536334510985
353,353,1505.56,3,8,5,74.57,1,7855.0,0,0,11472.0,1.2890954788071614
354,354,1605.54,1,10,5,36.23,4,23674.0,0,0,0.0,1.4587101920059105
355,355,943.38,3,8,10,72.25,1,16959.99737,0,0,39699.00316,-0.25467843485471764
356,356,1467.79,4,9,9,67.86,2,37109.18367,0,0,13200.0,1.9661738435959466
357,357,1667.81,6,10,2,30.23,4,17084.48276,1,1,4200.0,0.40362271972180364
359,359,1090.22,2,6,7,69.84,1,34004.0,0,0,0.0,1.3669554054852406
360,360,1380.5,2,5,8,56.17,2,23480.28169,0,0,3984.0,-1.9207493767554136
361,361,1814.21,3,6,9,53.13,3,28482.6087,0,0,4800.0,-0.45363390974595696
362,362,785.96,3,8,5,79.02,1,14551.66667,0,0,5652.0,-1.2146223398494855
363,363,968.74,2,2,5,70.95,1,23251.0,0,0,0.0,-1.3409715009361292
364,364,839.95,3,7,6,81.49,1,13520.0,0,0,14112.0,-0.14592809381148555
365,365,1071.51,5,8,9,65.26,2,38814.0,0,0,18000.0,-0.8216022364480756
366,366,759.69,4,7,1,80.4,1,9421.794872,0,0,4296.0,-1.1301544190858297
367,367,975.29,1,8,9,59.1,2,43340.0,0,0,11160.0,0.361042727497813
368,368,1349.89,2,7,4,56.98,2,21279.0,0,0,0.0,1.1374974070230495
369,369,893.85,1,9,6,69.85,1,24471.0,0,0,5400.0,0.5864683451279212
370,370,1372.71,4,10,4,62.36,2,10405.0,0,0,9120.0,0.8010517891887802
372,372,674.6,6,5,6,64.31,2,38329.31034,0,0,4680.0,-0.19047027786035112
373,373,883.32,2,6,3,59.05,2,12940.0,0,0,3456.0,-0.15636637046888927
374,374,1443.21,3,10,7,60.43,2,13845.77465,0,0,12000.0,-0.8645813930651183
375,375,890.4,7,9,3,63.5,2,30834.48276,0,0,0.0,0.1826290026988975
376,376,2580.04,2,9,10,30.51,4,57662.0,0,0,0.0,-2.029644213010189
377,377,860.34,2,9,3,70.67,1,17355.0,0,0,0.0,1.8337405136605434
379,379,1499.43,4,2,4,68.4,2,11964.49275,0,0,4680.0,-0.7652480695212384
381,381,516.63,7,4,3,81.16,1,19627.58621,0,0,4264.0,-0.6369707695375194
382,382,1056.26,7,10,3,56.26,2,24279.31034,0,0,4160.0,0.4352901885408391
383,383,1140.13,6,4,1,22.88,4,8765.517241,1,1,5100.0,0.817765277168206
384,384,1200.09,2,1,9,62.59,2,54134.0,0,0,0.0,0.40948928779200067
385,385,1363.24,3,4,6,68.57,1,14400.0,0,0,4316.0,-0.1695261234620539
386,386,886.21,3,2,1,78.75,1,2703.333333,1,1,4160.0,0.4249386658763409
387,387,1296.7,1,4,9,57.53,2,54041.0,0,0,0.0,-0.9059751399304427
388,388,845.87,1,9,8,69.75,1,32964.0,0,0,5280.0,-0.685846721229223
389,389,620.96,7,8,3,66.92,2,25046.55172,0,0,4316.0,2.932617321651548
390,390,1013.65,1,8,7,63.47,2,20366.31431,0,0,12676.68569,0.33020260610392055
