,serialanon,fpLIHCflg,fpLIHCqdt,fpLIHCgapEQ,fpLIHCgapUNEQ,HousingCosts,AHCIncomeEQ,AHCeqFactor,BHCeqFactor,FuelCosteqFactor,fpbasinc,fpfullinc,fuelexpn,wathcost,spahcost,litecost,cookcost,elecmop,gasmop,fpflgb,fpflgf,fpvuln,Unoc,FullincDeciles,EqAHCincDeciles,FPEERrating,FPEERband,sap12,EPC,gorEHS,Ongas,tenure4x,DWtype,DWage,FloorArea,CentralHeating,Mainfueltype,WallType,Loftins,boiler,hhcompx,emphrp3x,ethhrp2x,Ageyng,Ageold,hhsize,hhsick,CERTpriority,WFG_preApr11,WFG_postApr11,WFG_Sept12,ECO_AW,aagph1415
2535,14150021165,1,1,51.22084112,54.8063,6000,10232.39437,1.42,1.33,1.07,21909,20530,1377.23,225.88,612.55,488.61,50.19,2,2,0,0,1,0,4,2,61.69,2,61.18,2,8,1,1,2,5,2,1,1,3,2,3,3,1,1,3,4,3,1,0,0,0,0,3,1947
2536,14150021173,0,3,0,0,5720,17705.88235,2.04,1.86,1.32,43236,41840,1596.86,266.56,477.2,790.45,62.65,3,3,0,0,1,0,8,4,67.02,2,66.56,2,6,1,4,3,9,3,1,1,2,1,1,3,1,1,2,3,5,1,0,0,0,0,4,753
2537,14150021175,1,1,128.7973171,105.6138,1040,10679.31034,0.58,0.67,0.82,6194,7234,1119.06,188.14,560.22,333.08,37.62,2,2,1,1,1,0,1,2,56.66,2,56,2,1,1,3,2,5,1,1,1,2,2,2,7,3,1,7,6,1,0,1,0,0,0,2,777
2538,14150021180,0,2,0,0,16640,4798.039216,2.04,1.86,1.32,13655,26428,1480.42,220.74,592.65,608.94,58.09,1,1,1,0,1,0,6,1,63.8,2,63.35,2,8,1,4,2,3,3,1,1,3,1,5,3,1,1,3,3,5,1,1,0,0,0,2,949
2539,14150021182,0,2,0,0,8400,12585.59322,1.18,1.27,1.21,15020,23251,1183.39,225.78,363.21,539.62,54.78,3,3,0,0,1,0,5,3,71.74,1,71.22,1,7,1,2,3,9,2,1,1,2,2,1,4,1,1,1,2,4,0,1,1,0,0,1,663
2540,14150021184,0,2,0,0,6000,11362.38938,2.26,1.99,1.32,32811,31679,1418.29,276.05,516.1,568.08,58.06,1,1,0,0,1,0,7,2,61.32,2,60.83,2,9,1,1,3,5,3,1,1,2,2,1,3,1,2,3,6,5,0,0,0,0,0,3,2025
2541,14150021186,0,2,0,0,4900,6767.5,1.2,1.2,1.07,8121,13021,1209.23,138.45,541.2,478.84,50.74,3,3,1,0,1,0,2,1,74.78,1,74.3,1,2,1,3,3,5,3,1,1,2,2,4,4,2,1,3,3,3,1,1,0,0,0,2,530
2542,14150021189,0,2,0,0,4212,9541.666667,1.2,1.2,1.07,11571,15662,999.02,73.81,454.81,425.53,44.87,1,1,0,0,1,0,3,2,76.83,1,70.82,1,5,1,3,2,5,3,1,1,1,1,5,4,2,1,2,3,3,0,1,0,0,0,2,826
2543,14150021193,0,3,0,0,5720,16187.5,1.2,1.2,1.07,21583,25145,989.65,203.19,305.41,430.81,50.24,3,3,0,0,1,0,5,4,68.35,2,67.71,2,8,1,3,5,5,1,1,1,1,3,1,4,1,1,2,3,3,1,1,0,0,0,2,2194
2544,14150021194,0,3,0,0,7800,25099.28571,1.4,1.4,1.21,44616,42939,1159.4,178.72,366.81,561.76,52.11,1,1,0,0,1,0,8,7,75.31,1,74.88,1,1,1,2,4,9,3,1,1,2,2,4,3,1,1,1,2,4,0,0,0,0,0,3,1163
2545,14150021195,0,3,0,0,8623.4238,17217.5762,1,1,1,27340,25841,930.21,57.55,350.16,480.73,41.77,1,1,0,0,1,0,5,4,76.04,1,75.55,1,10,1,2,5,6,3,1,1,1,2,5,5,3,1,6,5,2,1,0,0,0,0,3,1871
2546,14150021197,0,4,0,0,5700,22329,1,1,1,28821,28029,1239.39,140.09,632.37,422.56,44.37,3,3,0,0,0,0,6,6,62.69,2,62.14,2,2,1,2,2,2,2,1,1,3,1,5,1,1,1,5,2,2,0,0,0,0,0,3,980
2547,14150021198,0,3,0,0,0,18091,1,1,1,19440,18091,1159.36,59.1,547.53,512.46,40.27,1,1,0,0,1,1,3,5,64.82,2,64.42,2,4,1,1,4,6,4,1,1,2,2,5,2,3,1,6,5,2,0,1,1,0,0,1,6014
2548,14150021199,0,3,0,0,0,35879.31034,0.58,0.67,0.82,21819,20810,1001.72,134.05,495.41,336.49,35.77,1,1,0,0,0,1,4,9,62.27,2,61.82,2,10,1,1,2,6,3,1,1,1,1,3,6,1,1,5,4,1,0,0,0,0,0,3,1701
2549,14150021202,0,4,0,0,0,18820.68966,0.58,0.67,0.82,11792,10916,1351.16,197.42,696.62,419.23,37.89,2,2,1,1,1,1,1,5,57.48,2,57.05,2,6,1,1,3,5,3,1,1,2,2,2,7,3,1,7,6,1,1,1,1,0,0,3,1222
2550,14150021206,0,2,0,0,6624,13384.78261,1.84,1.66,1.21,32644,31252,1211.92,184.38,421.62,555.07,50.85,1,1,0,0,0,0,7,3,68.44,2,67.99,2,7,1,4,3,9,3,1,1,2,2,4,1,1,1,4,3,4,0,0,0,0,0,4,937
2551,14150021207,0,3,0,0,6812,23245,1,1,1,31143,30057,815.71,128.64,264.34,378.08,44.65,3,3,0,0,0,0,6,6,72.09,1,71.36,1,10,1,2,5,8,1,1,1,5,3,5,1,1,1,4,1,2,0,0,0,0,0,3,1952
2552,14150021211,0,3,0,0,5520,17427,1,1,1,24282,22947,944.47,29.61,337.52,536.24,41.1,1,1,0,0,0,0,5,4,78.18,1,77.73,1,2,1,1,3,9,3,1,1,2,2,5,1,1,1,4,1,2,0,0,0,0,0,3,987
2553,14150021214,0,4,0,0,0,28558,1,1,1,30810,28558,1648.66,130.41,881.38,596.29,40.58,1,1,0,0,1,1,6,7,65.87,2,65.62,2,9,1,1,4,6,5,1,1,1,2,4,2,3,1,6,6,2,1,1,1,0,0,3,3601
2554,14150021216,0,4,0,0,6600,28663,1,1,1,36442,35263,1728.1,160.6,1155.12,373.15,39.23,1,1,0,0,0,0,7,7,35.84,4,35.4,4,5,1,2,3,4,2,1,1,3,1,3,1,1,1,4,2,2,0,0,0,0,0,3,1230
2555,14150021222,0,3,0,0,6136,19344.82759,0.58,0.67,0.82,11220,17356,686.24,127.94,336.71,184.12,37.47,3,2,0,0,1,0,3,5,81.45,1,74.77,1,9,1,4,2,8,2,1,1,2,2,4,7,3,1,7,6,1,0,1,0,0,0,2,1609
2556,14150021224,0,3,0,0,7200,17127.58621,0.58,0.67,0.82,17983,17134,936.58,98.08,520.84,282.92,34.74,1,1,0,0,0,0,3,4,64.07,2,63.53,2,9,1,1,2,6,2,1,1,1,1,5,6,1,1,5,3,1,0,0,0,0,0,3,2385
2557,14150021226,0,4,0,0,0,54098,1,1,1,56725,54098,3054.67,154.75,2058.61,787.81,53.5,1,88,0,0,1,1,9,10,36.78,4,36.62,4,2,0,1,4,4,5,1,3,3,2,1,2,3,1,6,6,2,0,1,0,0,0,3,1335
2558,14150021227,0,4,0,0,5700,15997.1831,1.42,1.33,1.07,29405,28416,1538.5,164.76,827.13,496.53,50.08,3,3,0,0,0,0,6,4,55.42,2,54.89,2,6,1,2,1,3,2,1,1,3,1,5,1,1,1,4,1,3,0,0,0,0,0,3,2056
2559,14150021228,0,2,0,0,14400,11314.81481,1.62,1.53,1.21,34552,32730,1232.78,258.18,396.03,526.33,52.24,1,1,0,0,1,0,7,2,68.33,2,67.86,2,9,1,1,3,9,3,1,1,2,2,1,3,1,1,3,4,4,0,0,0,0,0,3,3434
2560,14150021231,0,4,0,0,0,18448,1,1,1,19938,18448,1392.22,196.65,706.64,445,43.93,2,2,0,0,1,0,4,5,64.87,2,64.4,2,1,1,1,3,5,3,1,1,2,1,4,2,3,1,6,5,2,0,1,0,0,0,3,2212
2561,14150021234,0,4,0,0,4877.709,17345.2425,1.2,1.2,1.07,26714,25692,2204.04,311.69,1145.72,664.71,81.92,3,88,0,0,1,0,5,4,42.37,3,41.96,3,6,0,2,4,7,3,2,2,3,1,-9,3,1,1,1,3,3,0,0,0,0,0,3,1356
2562,14150021235,0,2,0,0,21145,7711.946903,2.26,1.99,1.32,39852,38574,1604.94,130.27,919.47,497.14,58.06,1,1,0,0,1,0,8,1,60.5,2,60.08,2,9,1,1,3,5,4,1,1,3,2,4,3,1,2,3,4,5,0,0,0,0,0,3,1729
2563,14150021243,0,4,0,0,0,26305,1,1,1,28351,26305,1389.97,67.87,710.79,570.92,40.39,1,1,0,0,1,1,6,7,59.42,2,59.07,2,6,1,1,4,5,5,1,1,2,2,3,2,3,1,6,5,2,0,1,0,0,0,3,5010
2564,14150021252,0,3,0,0,6300,23068.96552,0.58,0.67,0.82,20530,19680,780.1,107.98,343.71,294.59,33.82,1,1,0,0,0,1,4,6,72.12,1,71.62,1,7,1,2,1,9,3,1,1,2,2,5,6,1,1,5,2,1,0,0,0,0,0,3,2410
2565,14150021253,0,3,0,0,5772,35721.12676,1.42,1.33,1.07,57959,56496,1214.98,202.84,471.15,492.53,48.46,3,1,0,0,1,0,9,9,64.1,2,63.6,2,9,1,3,1,5,3,1,1,2,2,1,2,1,1,4,5,3,0,0,0,0,0,4,614
2566,14150021256,1,1,101.19,101.19,6840,9644,1,1,1,18121,16484,1337.1,148.93,579,568.9,40.27,1,1,0,0,0,1,3,2,68.77,1,68.46,2,4,1,1,2,9,5,1,1,2,2,1,1,1,1,5,4,2,0,0,0,0,0,3,3685
2567,14150021266,0,4,0,0,9432,58609.85915,1.42,1.33,1.07,94841,92658,1630.73,238.41,954.16,391.75,46.41,1,1,0,0,0,1,10,10,57.04,2,56.75,2,9,1,1,4,4,5,1,1,2,1,1,1,1,1,5,4,3,0,0,0,0,0,3,3245
2568,14150021268,0,3,0,0,0,26695,1,1,1,28181,26695,1180.65,126.83,552.84,460.59,40.39,1,1,0,0,1,1,6,7,65.28,2,64.88,2,6,1,1,4,6,4,1,1,2,2,5,2,3,1,6,5,2,1,1,0,0,0,3,2638
2569,14150021286,0,4,0,0,10740,18932.77778,1.8,1.8,1.32,46292,44819,1873.66,225.84,659.84,923.27,64.71,1,1,0,0,1,0,9,5,77.78,1,77.51,1,2,1,2,4,9,5,1,1,5,2,4,3,1,1,1,3,5,0,0,0,0,0,3,832
2570,14150021288,0,4,0,0,0,17891.37931,0.58,0.67,0.82,11380,10377,1819.06,294.79,1111.23,377.85,35.19,1,1,1,1,1,1,1,4,30.43,4,30.13,4,2,1,1,2,6,4,1,1,1,1,1,7,3,1,6,5,1,1,0,0,0,0,3,1842
2571,14150021290,0,3,0,0,21000,46179,1,1,1,68585,67179,1114.04,131.29,517.54,424.61,40.6,1,1,0,0,0,0,10,10,65.75,2,65.28,2,8,1,2,2,4,3,1,1,3,1,5,1,1,1,5,3,2,0,0,0,0,0,3,1799
2572,14150021298,0,2,0,0,3640,10247.4359,0.78,0.87,1,8121,11633,899.13,138.75,325.11,391.71,43.56,3,3,1,0,1,0,2,2,75.65,1,75.06,1,1,1,3,5,6,2,1,1,2,2,5,4,2,1,1,1,2,1,1,0,0,0,2,648
2573,14150021302,0,3,0,0,0,17786.2069,0.58,0.67,0.82,11120,10316,603.62,72.84,251.37,244.22,35.19,1,1,0,0,1,0,1,4,75.27,1,74.57,1,2,1,1,5,8,1,3,1,1,2,-9,7,3,1,7,6,1,0,1,0,0,0,1,1261
2574,14150021307,0,4,0,0,0,38516,1,1,1,40448,38516,1308.71,187.52,627.54,453.07,40.58,1,1,0,0,0,1,8,9,57.79,2,57.4,2,9,1,1,4,7,4,1,1,2,2,1,1,1,1,5,4,2,0,0,0,0,0,3,1927
2575,14150021309,0,2,0,0,5880,7440.76087,1.84,1.66,1.21,20661,19571,1283.26,258.6,378.7,575.08,70.88,2,88,0,0,1,0,4,1,70.35,1,69.89,1,8,0,3,5,6,3,1,3,1,1,-9,4,1,1,3,3,4,1,0,0,0,0,4,754
2576,14150021313,0,2,0,0,4212,13644.82759,0.58,0.67,0.82,7914,12126,820.29,104.2,351.39,328.5,36.2,3,3,1,0,1,1,2,3,70.97,1,70.45,1,5,1,3,5,5,2,1,1,2,3,5,7,3,1,6,5,1,0,1,0,0,0,2,556
2577,14150021314,0,2,0,0,9600,8741.304348,1.84,1.66,1.21,26792,25684,1481.07,221.08,625.03,578.64,56.32,3,2,0,0,0,0,5,1,63.18,2,62.7,2,9,1,2,2,2,3,1,1,3,2,5,1,1,2,4,3,4,0,0,0,0,0,3,1990
2578,14150021321,0,4,0,0,0,36328,1,1,1,37658,36328,1432.35,126.18,841.74,424.04,40.39,1,1,0,0,1,0,7,9,58.75,2,58.29,2,6,1,1,4,5,3,1,1,2,1,5,2,3,1,6,6,2,0,1,0,0,0,3,2491
2579,14150021335,0,3,0,0,5760,34433,1,1,1,41441,40193,1142.64,167.77,515.43,417.45,41.99,2,2,0,0,1,0,8,8,68.88,1,68.4,2,5,1,1,3,6,3,1,1,2,2,4,5,1,1,5,4,2,1,0,0,0,0,3,1007
2580,14150021336,0,3,0,0,5630.769231,16390.03945,0.78,0.87,1,14305,18415,1046.53,136.28,453.8,412.83,43.62,3,3,0,0,1,0,4,4,70.37,1,69.83,1,9,1,4,3,8,2,1,1,1,2,5,4,3,1,2,3,2,1,1,0,0,0,2,675
2581,14150021340,0,3,0,0,4628,31577.58621,0.58,0.67,0.82,18315,22943,754.62,91.09,332.7,296.09,34.74,1,1,0,0,1,1,5,8,69.39,1,68.87,1,9,1,3,5,5,2,1,1,2,3,5,7,3,1,6,5,1,1,1,0,0,0,4,508
2582,14150021354,1,1,444.8460976,364.7738,3380,11184.48276,0.58,0.67,0.82,10588,9867,1378.22,114.82,919.39,306.74,37.27,3,2,1,1,0,0,1,2,55.51,2,54.97,2,4,1,3,1,4,2,1,1,3,1,3,6,1,2,5,3,1,0,1,0,0,0,4,412
2583,14150021366,0,4,0,0,0,23425,1,1,1,24740,23425,1351.89,159.81,688.97,462.53,40.58,1,1,0,0,0,0,5,6,56.74,2,56.24,2,9,1,1,3,5,3,1,1,2,2,1,1,1,1,5,4,2,0,0,0,0,0,3,2603
2584,14150021370,0,4,0,0,0,42706.89655,0.58,0.67,0.82,25787,24770,1214.99,303.41,503.2,373.19,35.19,1,1,0,0,1,1,5,9,51.53,3,51,3,2,1,1,1,4,2,1,1,2,2,2,7,1,1,6,5,1,0,0,0,0,0,3,1263
2585,14150021378,1,1,39.97785047,42.7763,4940,11807.14286,0.98,1.07,1.07,11571,16511,1365.2,199.35,377.78,705.97,82.1,3,88,1,0,1,0,3,2,65.96,2,65.39,2,10,0,3,5,8,2,2,2,2,3,-9,4,3,1,1,2,3,0,1,0,0,0,2,475
2586,14150021380,0,4,0,0,4080,22651.63043,1.84,1.66,1.21,46482,45759,1667.08,267.44,770.91,574.32,54.41,3,3,0,0,0,0,9,6,56.63,2,56.16,2,5,1,1,3,5,3,1,1,2,2,1,1,1,1,4,4,4,0,0,0,0,0,3,4022
2587,14150021385,0,4,0,0,3636,14850.89286,2.24,2.06,1.32,38255,36902,1808.26,124.21,627.05,992.29,64.71,1,1,0,0,1,0,8,3,70.71,1,70.36,1,2,1,1,4,6,5,1,1,2,2,5,3,1,1,2,3,5,0,0,0,0,0,3,4397
2588,14150021387,0,2,0,0,5564,1952.941176,2.04,1.86,1.32,5413,9548,1594.8,234.02,533.85,763.58,63.35,2,2,1,1,1,0,1,1,73.68,1,73.31,1,2,1,4,1,9,5,1,1,2,2,5,3,2,2,3,3,5,1,1,0,0,0,2,995
2589,14150021388,0,3,0,0,9120,37412,1,1,1,48047,46532,984.14,132.3,375.66,436.95,39.23,1,1,0,0,0,1,9,9,74.77,1,74.37,1,5,1,1,2,9,4,1,1,2,2,4,1,1,1,5,3,2,0,0,0,0,0,3,2072
2590,14150021389,0,2,0,0,3950,9862.068966,0.58,0.67,0.82,5720,9670,943.97,47.54,527.98,330.56,37.89,2,2,1,0,1,0,1,2,66.03,2,65.39,2,6,1,3,5,7,1,1,1,5,3,5,6,3,1,5,4,1,1,1,0,0,0,2,444
2591,14150021393,1,1,368.9460606,487.0088,0,13298,2,2,1.32,27834,26596,2118.41,160.44,796.95,1084.94,76.08,2,2,0,0,1,0,6,3,67.39,2,67.02,2,2,1,1,3,5,4,1,1,2,1,5,3,1,1,2,3,5,0,1,1,0,0,1,934
2592,14150021395,0,2,0,0,6733.6776,9354.452394,1.42,1.33,1.07,15364,20017,1162.28,188.26,452.63,471.15,50.24,3,3,0,0,1,0,4,2,69.4,1,68.87,1,8,1,3,5,6,2,1,1,3,1,5,5,3,2,4,4,3,1,1,0,0,0,2,1035
2593,14150021400,0,3,0,0,4332,18755,1,1,1,24023,23087,1106.46,59.19,520.27,487.77,39.23,1,1,0,0,0,0,5,5,68.19,2,67.73,2,5,1,1,2,7,3,1,1,2,2,5,5,1,1,4,3,2,0,0,0,0,0,3,1566
2594,14150021407,1,1,354.8376636,379.6763,4080,10650,1.42,1.33,1.07,20302,19203,1702.1,232.02,903.24,518.5,48.34,3,3,0,0,0,0,4,2,52.84,3,52.35,3,5,1,2,2,3,3,1,1,3,1,3,1,1,1,4,4,3,0,0,0,0,0,3,2693
2595,14150021411,0,2,0,0,5070,11934.74576,1.18,1.27,1.21,15020,19153,1161.65,233.64,339.22,531.67,57.12,3,3,0,0,1,0,4,2,74.17,1,73.63,1,2,1,4,3,9,2,1,1,2,2,3,4,3,2,1,3,4,0,1,0,0,0,2,568
2596,14150021412,0,3,0,0,5400,22798,1,1,1,29247,28198,1227.12,152.37,621.11,413.37,40.27,1,1,0,0,1,0,6,6,64.95,2,64.49,2,4,1,1,2,4,3,1,1,2,2,3,2,1,1,5,5,2,0,0,0,0,0,3,2334
2597,14150021419,0,2,0,0,4700,11429.16667,1.2,1.2,1.07,19548,18415,1052.38,173.16,388.78,441.77,48.67,3,3,0,0,1,0,4,2,71.81,1,71.25,1,7,1,4,3,9,2,1,1,2,2,5,3,1,1,1,2,3,0,0,0,0,0,4,1578
2598,14150021422,0,4,0,0,0,23801.72414,0.58,0.67,0.82,14703,13805,1104.23,98.44,649.26,320.71,35.82,1,3,0,0,1,1,2,6,59.09,2,58.61,2,1,1,1,3,5,3,1,1,3,2,5,6,3,1,5,4,1,1,1,1,0,1,1,1461
2599,14150021427,0,3,0,0,0,70031.03448,0.58,0.67,0.82,41502,40618,918.55,95.51,436.6,352.85,33.59,1,1,0,0,0,1,8,10,62.06,2,61.55,2,5,1,1,1,9,2,1,1,2,2,1,6,1,1,5,3,1,0,0,0,0,0,3,3628
2600,14150021430,1,1,1059.098264,1281.5089,7200,8644.565217,1.84,1.66,1.21,18047,23106,2776.96,225.04,1754.85,740.11,56.96,2,2,1,1,1,0,5,1,52.33,3,52.02,3,6,1,2,1,2,5,1,1,3,1,3,3,2,2,3,3,4,1,1,1,0,1,1,2101
2601,14150021439,0,4,0,0,15960,40864.28571,1.4,1.4,1.21,74632,73170,2067.12,92.72,1135.57,788.33,50.5,1,1,0,0,1,0,10,9,61.82,2,61.5,2,5,1,1,3,4,5,1,1,1,2,5,3,1,1,1,3,4,0,0,0,0,0,3,1609
2602,14150021443,0,2,0,0,4775,12999.29577,1.42,1.33,1.07,24501,23234,1176.93,160.12,445.39,521.58,49.84,3,1,0,0,0,0,5,3,66.28,2,65.76,2,10,1,3,3,5,2,1,1,2,1,5,1,1,1,5,4,3,0,0,0,0,0,4,1472
2603,14150021444,0,2,0,0,22300,4110.784314,2.04,1.86,1.32,22755,30686,1630.7,249.65,613.67,704.53,62.85,3,3,0,0,1,0,7,1,65.5,2,65.08,2,8,1,2,2,4,4,1,1,1,1,5,3,1,2,3,4,5,0,1,1,0,0,1,691
2604,14150021452,0,4,0,0,0,17426,1,1,1,18373,17426,1292.53,176.41,631.83,440.01,44.28,2,2,0,0,1,0,3,4,69.74,1,64.05,2,2,1,1,2,6,3,1,1,2,2,1,2,3,1,6,6,2,1,1,0,0,0,3,4642
2605,14150021453,0,3,0,0,4056,25123,1,1,1,30495,29179,1193.58,134.52,569.26,449.22,40.58,1,1,0,0,1,0,6,7,68.99,1,68.58,1,9,1,1,1,5,4,1,1,2,1,4,1,1,1,5,5,2,1,0,0,0,0,3,1564
2606,14150021457,1,1,20.32,20.32,7150,6775.641026,0.78,0.87,1,8121,12435,1256.23,80.68,617.92,513.26,44.37,3,3,1,1,1,0,2,1,66.85,2,66.35,2,2,1,2,2,5,3,1,1,2,2,3,4,2,1,2,2,2,1,1,1,0,0,1,1373
2607,14150021461,0,4,0,0,0,24523.36957,1.84,1.66,1.21,46505,45123,2221.31,261.45,1246.71,660.91,52.24,1,1,0,0,0,0,9,7,48.04,3,47.68,3,9,1,1,4,6,5,1,1,1,1,1,1,1,1,4,4,4,0,0,0,0,0,3,3224
2608,14150021467,0,3,0,0,6812,35181.66667,1.2,1.2,1.07,50083,49030,883.75,181.67,171.48,480.36,50.24,3,3,0,0,1,0,9,8,78.35,1,77.77,1,8,1,4,5,4,2,1,1,4,3,5,3,1,2,2,3,3,1,0,0,0,0,4,666
2609,14150021472,0,3,0,0,4628,15350,0.58,0.67,0.82,11488,13531,476.88,99.2,258.55,74.93,44.2,1,88,0,0,1,0,2,4,81.94,1,72.18,1,9,1,4,5,8,1,1,3,1,1,-9,7,3,1,6,5,1,1,1,0,0,0,2,600
2610,14150021479,0,3,0,0,4160,24773.72881,1.18,1.27,1.21,29385,33393,1139.24,114.37,425.3,543.41,56.16,3,3,0,0,1,0,7,7,73.37,1,66.66,2,9,1,3,3,5,2,1,1,2,2,5,4,3,1,2,2,4,0,1,0,0,0,2,387
2611,14150021488,0,3,0,0,2750,17137.93103,0.58,0.67,0.82,10440,12690,897.06,100.22,452.69,306.45,37.7,2,2,0,0,1,0,2,4,67.32,2,66.7,2,4,1,3,5,8,1,1,1,2,3,5,7,3,1,7,6,1,0,1,0,0,0,2,590
2612,14150021489,0,3,0,0,0,59682.75862,0.58,0.67,0.82,35613,34616,989.98,137.11,572.08,246.21,34.58,1,1,0,0,1,1,7,10,68.78,1,68.43,2,6,1,1,4,5,5,1,1,2,1,4,7,1,1,6,5,1,1,1,0,0,0,3,4087
2613,14150021495,1,1,140.4081818,185.3388,4700,12674.25743,2.02,1.93,1.32,25602,30302,1816.74,252.34,901.99,593.87,68.54,3,3,0,0,1,0,6,3,64.5,2,59.06,2,4,1,4,3,5,4,1,1,1,2,5,5,3,1,2,5,5,1,1,0,0,0,2,1049
2614,14150021502,0,4,0,0,0,46065.51724,0.58,0.67,0.82,27835,26718,1125.7,126.28,568.81,393.3,37.31,2,2,0,0,1,1,6,10,68.89,1,68.52,1,9,1,1,2,6,5,1,1,3,2,3,7,3,1,6,5,1,0,0,0,0,0,3,1133
2615,14150021504,0,3,0,0,8450,30821.42857,1.4,1.4,1.21,52864,51600,1216.63,196.4,412.93,554.4,52.9,1,1,0,0,1,0,9,8,70.17,1,69.7,1,2,1,2,4,9,3,1,1,2,1,4,3,1,1,2,3,4,0,0,0,0,0,3,2074
2616,14150021513,0,3,0,0,0,17245,1,1,1,18150,17245,992.83,59.17,458.38,435.01,40.27,1,1,0,0,1,0,3,4,68.6,1,68.04,2,4,1,1,4,8,2,1,1,4,2,5,2,3,1,6,5,2,1,0,0,0,0,3,3574
2617,14150021520,0,2,0,0,4992,6343.103448,0.58,0.67,0.82,4992,8671,761.74,178.78,197.14,328.6,57.22,1,88,1,0,1,0,1,1,75.32,1,74.69,1,10,0,4,5,8,1,2,2,2,1,-9,6,3,1,5,3,1,1,1,0,0,0,2,580
2618,14150021524,0,2,0,0,5520,5524.285714,1.4,1.4,1.21,14165,13254,1398.09,173.47,668.89,503.89,51.84,1,1,0,1,1,0,2,1,60.69,2,60.19,2,4,1,1,3,4,2,1,1,3,1,5,3,1,1,1,3,4,1,1,1,0,1,1,1130
2619,14150021528,0,4,0,0,0,26127.14286,1.4,1.4,1.21,38810,36578,1580.14,208.78,584.9,734.62,51.84,1,1,0,0,1,0,8,7,76.69,1,76.4,1,4,1,1,4,9,5,1,1,5,2,4,3,1,1,2,4,4,0,0,0,0,0,3,3824
2620,14150021531,0,4,0,0,0,38855.17241,0.58,0.67,0.82,23856,22536,1466.26,202.27,868.74,360.49,34.76,1,1,0,0,1,1,5,9,44.81,3,44.45,3,8,1,1,3,4,4,1,1,3,1,1,7,3,1,7,6,1,1,1,0,0,0,3,1534
2621,14150021533,0,3,0,0,14400,48517.14286,1.4,1.4,1.21,83742,82324,1432.92,206.33,570.56,603.92,52.11,1,1,0,0,1,0,10,10,68.6,1,68.17,2,1,1,1,2,6,4,1,1,2,2,3,3,1,2,2,4,4,0,0,0,0,0,3,1568
2622,14150021536,0,3,0,0,10848,26048.27586,0.58,0.67,0.82,26838,25956,893.04,177.27,374.57,305.43,35.77,1,1,0,0,0,0,6,7,64.69,2,64.11,2,10,1,1,2,8,2,1,1,2,2,1,6,1,1,5,4,1,0,0,0,0,0,3,11491
2623,14150021547,0,3,0,0,0,57672.41379,0.58,0.67,0.82,34282,33450,998.39,108.3,517.62,337.28,35.19,1,1,0,0,0,1,7,10,62.84,2,62.37,2,2,1,1,1,4,3,1,1,2,2,3,6,1,1,5,4,1,0,0,0,0,0,3,6747
2624,14150021549,0,3,0,0,3900,13696.55172,0.58,0.67,0.82,7944,11844,592.55,92.09,355.3,111.34,33.82,1,1,0,0,1,0,2,3,80.13,1,72.48,1,7,1,3,2,8,2,1,1,1,2,5,7,3,1,6,5,1,1,1,0,0,0,2,396
2625,14150021550,0,4,0,0,2844,38548.27586,0.58,0.67,0.82,26188,25202,1608.41,306.14,928.1,339.43,34.74,1,1,0,0,0,1,5,9,31.15,4,30.83,4,9,1,1,4,4,3,1,1,1,2,1,6,1,1,5,4,1,0,0,0,0,0,3,2781
2626,14150021552,0,3,0,0,9600,23861,1,1,1,34728,33461,1135.9,137.98,536,420.15,41.77,1,1,0,0,0,0,7,6,60.41,2,59.88,2,10,1,2,6,2,2,1,1,3,3,5,1,1,1,5,2,2,0,0,0,0,0,3,1621
2627,14150021554,0,4,0,0,0,16072.41379,0.58,0.67,0.82,9400,9322,1118.14,121.99,613.03,349.3,33.82,1,1,1,1,1,1,1,4,53.54,3,53.07,3,7,1,1,3,5,3,1,1,2,2,2,7,3,1,7,6,1,1,1,1,1,1,1,1918
2628,14150021555,0,2,0,0,6136,12765,1.8,1.8,1.32,22977,29113,1609.9,289.63,507.6,743.98,68.69,3,3,0,0,1,0,6,3,72.21,1,71.8,1,9,1,4,3,5,4,1,1,2,1,5,3,3,1,2,3,5,0,1,0,0,0,2,463
2629,14150021556,0,3,0,0,8856,24026,1,1,1,34081,32882,1077.93,163.98,371.5,498.42,44.03,2,2,0,0,0,1,7,6,75.64,1,75.24,1,4,1,1,3,9,4,1,1,2,1,4,1,1,1,5,2,2,0,0,0,0,0,3,2229
2630,14150021560,1,1,52.53,52.53,6600,11764.10256,0.78,0.87,1,16574,15776,1288.44,69.46,680.96,497.54,40.48,1,1,0,0,1,0,3,2,60.94,2,60.47,2,1,1,4,1,5,3,1,1,2,2,3,4,1,1,3,3,2,1,1,0,0,0,2,585
2631,14150021563,0,3,0,0,9600,16233.33333,0.78,0.87,1,18188,22262,827.34,178.98,228.65,375.78,43.93,3,3,0,0,1,0,5,4,75.78,1,75.19,1,8,1,2,5,4,2,1,1,4,3,1,4,1,1,1,2,2,0,1,1,0,0,1,495
2632,14150021582,0,2,0,0,4420,13477.58621,0.58,0.67,0.82,12450,12237,868.85,105.02,402.56,323.27,38,3,3,0,0,1,0,2,3,71.03,1,70.45,1,2,1,4,5,6,2,1,1,2,3,5,7,3,1,7,6,1,0,1,0,0,0,4,2895
