,serialanon,fpLIHCflg,fpLIHCqdt,fpLIHCgapEQ,fpLIHCgapUNEQ,HousingCosts,AHCIncomeEQ,AHCeqFactor,BHCeqFactor,FuelCosteqFactor,fpbasinc,fpfullinc,fuelexpn,wathcost,spahcost,litecost,cookcost,elecmop,gasmop,fpflgb,fpflgf,fpvuln,Unoc,FullincDeciles,EqAHCincDeciles,FPEERrating,FPEERband,sap12,EPC,gorEHS,Ongas,tenure4x,DWtype,DWage,FloorArea,CentralHeating,Mainfueltype,WallType,Loftins,boiler,hhcompx,emphrp3x,ethhrp2x,Ageyng,Ageold,hhsize,hhsick,CERTpriority,WFG_preApr11,WFG_postApr11,WFG_Sept12,ECO_AW,aagph1415
0,14150010002,0,2,0,0,5460,13965.51724,0.58,0.67,0.82,8100,13560,990.99,174.16,413.71,365.5,37.62,3,3,1,0,1,1,2,3,72.61,1,72.2,1,8,1,4,2,9,4,1,1,2,2,1,7,3,1,7,6,1,1,1,0,0,0,2,1248
1,14150010009,0,4,0,0,0,15926.42857,1.4,1.4,1.21,23713,22297,2041.3,107.65,1110.79,769.96,52.9,1,1,0,0,1,0,5,4,50.33,3,49.91,3,2,1,1,3,3,4,1,1,3,2,3,3,1,1,2,3,4,0,0,0,0,0,3,1600
2,14150010010,0,3,0,0,4464,16175.64103,0.78,0.87,1,16031,17081,892.12,133.39,259.92,448.64,50.17,1,88,0,0,1,0,3,4,76.23,1,75.75,1,5,0,4,2,9,3,1,2,5,2,-9,4,1,1,2,3,2,0,1,0,0,0,2,718
3,14150010011,0,4,0,0,4056,21010,1.4,1.4,1.21,34113,33470,1557.41,93.93,751.25,660.39,51.84,1,1,0,0,1,0,7,6,62.89,2,62.44,2,4,1,3,1,5,3,1,1,1,2,5,4,1,1,1,2,4,0,1,0,0,0,4,415
4,14150010012,0,4,0,0,14400,31640,1,1,1,47469,46040,1969.23,66.55,1230.24,633.21,39.23,1,1,0,0,1,1,9,8,51.27,3,51,3,5,1,1,1,1,5,1,1,3,1,3,2,1,1,6,5,2,0,0,0,0,0,3,1802
5,14150010018,0,4,0,0,4440,16200,0.58,0.67,0.82,15044,13836,1015.95,130.2,602.11,246.14,37.5,2,3,0,0,0,0,2,4,41.12,3,40.62,3,8,1,2,2,4,2,1,1,1,1,3,6,1,2,5,2,1,0,0,0,0,0,3,4499
6,14150010021,0,3,0,0,11400,20830,1,1,1,33717,32230,1037.45,172.17,404.69,418.28,42.31,2,2,0,0,0,0,7,6,68.83,1,68.29,2,7,1,2,3,9,2,1,1,2,2,1,1,1,1,5,2,2,0,0,0,0,0,3,1107
7,14150010024,0,3,0,0,4628,35887.93103,0.58,0.67,0.82,20815,25443,756.1,42.55,363.39,314.97,35.19,1,1,0,0,1,0,5,9,66.25,2,65.53,2,2,1,4,1,7,1,1,1,1,2,5,7,3,1,6,5,1,1,1,0,0,0,4,689
8,14150010025,0,4,0,0,3306.581465,43321.18211,1.2,1.2,1.07,56753,55292,1537.21,157.95,717.12,614.37,47.77,1,1,0,0,1,0,9,9,67.5,2,67.15,2,10,1,1,3,4,5,1,1,2,2,5,3,1,1,3,3,3,1,0,0,0,0,3,2076
9,14150010027,1,1,266.1928037,284.8263,5304,13116.66667,1.2,1.2,1.07,16468,21044,1607.25,90.64,825.64,639.9,51.07,3,3,0,0,1,0,4,3,59.13,2,58.65,2,10,1,3,3,4,3,1,1,1,2,5,3,3,1,1,4,3,1,1,0,0,0,2,694
10,14150010031,0,2,0,0,6360,9435,1,1,1,17104,15795,961.53,155.45,388.9,377.95,39.23,1,1,0,0,0,0,3,2,71.64,1,71.15,1,5,1,2,4,9,3,1,1,2,2,1,4,1,1,4,3,2,0,0,0,0,0,3,1293
11,14150010033,1,1,44.23634146,36.2738,4200,11420.68966,0.58,0.67,0.82,11795,10824,1049.72,190.22,562.39,249.85,47.26,3,88,0,0,1,1,1,2,57.56,2,51.63,3,9,0,1,5,5,3,3,2,3,3,-9,6,1,1,5,3,1,1,0,0,0,1,1,2433
12,14150010038,1,1,16.13,16.13,11400,1679,1,1,1,14624,13079,1252.04,141.35,643.49,425.37,41.83,1,3,0,0,0,0,2,1,68.23,2,67.8,2,9,1,2,2,5,4,1,1,1,1,5,1,1,1,5,2,2,0,0,0,0,0,3,1892
13,14150010040,1,1,344.2883471,416.5889,10040,12120.71429,1.4,1.4,1.21,27075,27009,1912.04,178.62,951.05,726.3,56.07,2,2,0,0,1,0,6,2,51.81,3,51.35,3,9,1,2,1,5,3,1,1,1,1,2,3,1,2,2,2,4,1,1,1,0,0,3,875
14,14150010043,0,3,0,0,5408,20784,1,1,1,26108,26192,1030.85,140.99,461.74,387.54,40.58,1,1,0,0,1,0,6,5,67.9,2,67.39,2,9,1,3,1,5,2,1,1,2,2,4,5,3,2,4,5,2,1,1,0,0,0,4,774
15,14150010052,0,4,0,0,4888,27629.31034,0.58,0.67,0.82,16493,20913,1096.61,189.48,683.31,187.59,36.23,2,2,0,0,1,0,4,7,58.23,2,50.8,3,7,1,3,5,5,2,1,1,3,3,1,7,3,1,7,6,1,1,1,0,0,0,2,792
16,14150010060,0,4,0,0,0,25176,1,1,1,27432,25176,1907.98,134.85,1042.93,690.7,39.5,1,1,0,0,1,1,5,7,68.09,2,67.89,2,7,1,1,4,6,5,1,1,1,2,4,2,3,1,6,5,2,0,1,0,0,0,3,2154
17,14150010062,0,2,0,0,3700,9357,1,1,1,10608,13057,1178.95,137.51,727.66,271.51,42.27,3,3,1,0,1,0,2,2,67.09,2,60.79,2,5,1,3,2,5,3,1,1,1,1,5,5,3,1,5,4,2,1,1,0,0,0,2,396
18,14150010070,0,4,0,0,0,44936,1,1,1,46832,44936,1820.41,136.76,1099.24,542.64,41.77,1,1,0,0,1,1,9,9,43.75,3,43.46,3,10,1,1,4,1,5,1,1,3,2,4,2,3,1,6,5,2,0,1,0,0,0,3,1684
19,14150010075,1,1,129.94,129.94,11040,12375,1,1,1,24743,23415,1365.85,171.71,708.19,442.06,43.89,2,2,0,0,0,0,5,3,61.55,2,61.08,2,8,1,2,2,4,3,1,1,3,1,1,1,1,2,5,4,2,0,0,0,0,0,3,4760
20,14150010080,0,4,0,0,6227,19033,1,1,1,26576,25260,1377.91,114.94,652.45,566.96,43.56,2,2,0,0,1,0,5,5,67.63,2,67.21,2,9,1,4,2,7,4,1,1,1,2,4,2,3,1,6,5,2,1,1,0,0,0,4,348
21,14150010088,1,1,715.5946729,765.6863,6720,12450.83333,1.2,1.2,1.07,22668,21661,2088.11,312.66,960.7,737.75,77,3,88,0,0,1,0,4,3,43.15,3,42.72,3,7,0,2,1,5,3,2,2,3,1,-9,3,1,1,1,2,3,0,0,0,0,0,3,698
22,14150010091,0,4,0,0,5460,14988.125,1.6,1.6,1.32,30286,29441,1707.89,337.95,566.8,740.82,62.32,3,3,0,0,1,0,6,3,58.32,2,57.82,2,1,1,4,3,5,3,1,1,4,2,1,3,1,1,2,2,5,0,0,0,0,0,4,388
23,14150010094,0,3,0,0,3692,24862.06897,0.58,0.67,0.82,14420,18112,719.83,89.97,502.52,92.86,34.48,1,1,0,0,1,0,3,7,76.44,1,75.85,1,4,1,3,3,5,2,1,1,2,1,5,7,3,1,6,5,1,1,1,0,0,0,4,908
24,14150010100,0,4,0,0,0,15581.03448,0.58,0.67,0.82,9037,9037,1126.51,193.51,731.9,163.79,37.31,2,2,1,1,1,0,1,4,58.39,2,50.78,3,9,1,1,1,8,2,1,1,1,1,2,7,3,1,7,6,1,0,1,1,1,1,1,5386
25,14150010102,0,3,0,0,0,45732,1,1,1,47185,45732,941.28,101.8,613.69,186.56,39.23,1,1,0,0,1,0,9,10,76.34,1,75.85,1,5,1,1,4,6,3,1,1,2,2,4,1,1,1,5,5,2,0,0,0,0,0,3,2105
26,14150010112,1,1,339.8657009,363.6563,5700,11674.4898,0.98,1.07,1.07,11571,17141,1686.08,447.86,626.27,532.82,79.13,3,88,1,0,1,0,3,2,45.74,3,45.18,3,9,0,2,6,2,2,2,2,3,3,-9,4,2,1,1,2,3,0,1,1,1,1,1,1468
27,14150010114,0,3,0,0,4080,16866.19718,1.42,1.33,1.07,24308,28030,1020.88,154.87,314.95,504.37,46.69,3,1,0,0,1,0,6,4,74.04,1,73.52,1,5,1,4,5,5,2,1,1,2,3,5,1,3,1,4,4,3,1,1,0,0,0,4,598
28,14150010118,0,2,0,0,4836,11851.25,1.6,1.6,1.32,24638,23798,1471.06,238.38,493.62,676.41,62.65,3,3,0,0,1,0,5,2,72.16,1,71.72,1,6,1,3,1,7,3,1,1,2,1,5,3,1,1,1,2,5,0,1,0,0,0,2,403
29,14150010122,0,3,0,0,0,16687.93103,0.58,0.67,0.82,10380,9679,761.51,42.64,406.86,275.26,36.75,3,1,0,0,1,1,1,4,76.46,1,70.76,1,2,1,1,3,5,3,1,1,2,2,5,6,3,1,5,3,1,1,0,0,0,0,3,1163
30,14150010126,1,1,170.2956075,182.2163,4628,12625.5102,0.98,1.07,1.07,12545,17001,1504.64,162.38,723.18,569,50.08,3,3,1,0,1,0,3,3,63.93,2,63.49,2,6,1,3,3,5,3,1,1,1,2,5,4,1,2,2,2,3,0,1,0,0,0,2,591
31,14150010132,0,4,0,0,15600,28067.5,1.2,1.2,1.07,50407,49281,1588.02,152.32,882.44,507.21,46.05,1,1,0,0,1,0,9,7,52.93,3,52.46,3,4,1,1,2,2,3,1,1,3,1,5,3,1,1,2,4,3,0,0,0,0,0,3,1392
32,14150010136,1,1,1.94,1.94,7150,5976,1,1,1,14395,13126,1237.85,130.24,666.01,400.5,41.1,1,1,0,0,0,0,2,1,55.03,2,54.48,3,2,1,2,3,5,2,1,1,1,2,5,1,2,1,5,4,2,0,1,0,0,0,3,1967
33,14150010141,0,3,0,0,0,40737.93103,0.58,0.67,0.82,24549,23628,915.36,101.37,496.86,281.94,35.19,1,1,0,0,1,0,5,9,65.42,2,64.83,2,2,1,1,2,9,2,1,1,2,2,5,7,3,1,6,5,1,1,1,1,0,0,3,2653
34,14150010144,0,2,0,0,4732,-1.724137931,0.58,0.67,0.82,5720,4731,910.8,140.66,347.64,385,37.5,3,3,1,1,0,1,1,1,75.62,1,75.19,1,6,1,4,5,8,4,1,1,2,1,1,6,1,1,4,1,1,0,1,0,0,0,4,460
35,14150010146,0,3,0,0,5067.4,36421.6,1,1,1,42749,41489,737.03,93.49,306.86,281.93,54.75,2,88,0,0,1,0,8,9,81.12,1,80.51,1,9,0,3,5,6,2,1,3,2,1,-9,2,1,1,6,5,2,0,0,0,0,0,4,399
36,14150010152,0,4,0,0,12012,44139,1,1,1,57441,56151,1425.33,159.17,791.92,433.64,40.6,1,1,0,0,0,0,9,9,54.85,2,54.42,3,8,1,1,2,3,3,1,1,3,1,4,1,1,1,5,2,2,0,0,0,0,0,3,3843
37,14150010156,0,2,0,0,5720,10412.85714,1.4,1.4,1.21,15020,20298,1218.01,205.05,355.85,600.12,56.99,2,2,0,0,1,0,4,2,72.54,1,72.03,1,2,1,2,2,3,2,1,1,2,2,5,4,2,2,1,3,4,0,1,1,0,0,1,876
38,14150010162,1,1,14.77595041,17.8789,13200,8810,1.4,1.4,1.21,26946,25534,1513.33,209.76,690.33,556.74,56.5,2,2,0,0,1,0,5,1,60.32,2,59.82,2,8,1,2,3,5,3,1,1,3,2,5,3,2,1,2,3,4,0,0,0,0,0,3,1014
39,14150010170,0,4,0,0,12000,23857.40741,1.62,1.53,1.21,52095,50649,2417.55,252.11,1274.09,837.3,54.05,2,2,0,0,1,1,9,6,56.4,2,56.15,2,5,1,1,4,8,5,1,1,1,1,3,3,1,1,2,6,4,1,0,0,0,0,3,6071
40,14150010196,1,1,14.68,14.68,17400,6455,1,1,1,17255,23855,1250.59,143.83,536.17,527.03,43.56,2,2,0,0,1,1,5,1,69.99,1,69.62,1,9,1,2,3,5,5,1,1,2,1,5,2,3,2,5,5,2,1,1,1,0,0,3,1221
41,14150010202,0,4,0,0,0,28319,1,1,1,31093,28319,1871.34,158,1041.13,631.63,40.58,1,1,0,0,1,1,6,7,65.83,2,65.62,2,9,1,1,4,9,5,1,1,2,1,1,2,3,1,6,6,2,1,1,0,0,0,3,4450
42,14150010203,0,3,0,0,12000,31676,1,1,1,44805,43676,882.73,442.83,40.57,344.2,55.13,2,88,0,0,0,0,8,8,72.69,1,72.1,1,8,0,2,5,9,2,3,2,2,3,-9,1,1,1,4,2,2,0,0,0,0,0,3,8639
43,14150010206,1,1,725.7068224,776.5063,6600,9438.333333,1.2,1.2,1.07,18636,17926,2098.93,97.15,1279.94,671.21,50.63,2,2,1,1,1,0,3,2,44.34,3,43.93,3,2,1,2,2,3,3,1,1,1,1,3,4,1,1,3,4,3,1,0,0,0,0,3,853
44,14150010211,0,4,0,0,0,15413.38028,1.42,1.33,1.07,24402,21887,2005.56,196.58,1120.66,641.89,46.43,1,1,0,0,1,1,4,4,47.5,3,47.23,3,8,1,1,4,5,5,1,1,3,1,4,2,3,1,5,5,3,0,0,0,0,0,3,13475
45,14150010234,0,4,0,0,5400,15434.69388,0.98,1.07,1.07,21543,20526,1347.25,110.5,644.6,545.74,46.41,1,1,0,0,1,0,4,4,60.37,2,59.87,2,9,1,1,1,6,3,1,1,1,1,4,4,1,1,1,3,3,0,0,0,0,0,3,1343
46,14150010241,0,3,0,0,0,22250,0.58,0.67,0.82,14341,12905,926.02,128.46,455.79,307.95,33.82,1,1,0,0,1,1,2,6,67.1,2,66.65,2,7,1,1,1,6,3,1,1,2,2,2,7,3,1,6,5,1,0,1,0,0,0,3,3414
47,14150010242,0,2,0,0,11700,11592.14286,1.4,1.4,1.21,19022,27929,1460.26,196.85,663.77,546.67,52.97,3,1,0,0,1,0,6,2,55.17,2,54.64,2,7,1,2,2,3,2,1,1,3,1,5,3,1,1,2,2,4,1,1,1,0,1,1,1656
48,14150010245,1,1,167.0993458,178.7963,10200,11180.61224,0.98,1.07,1.07,18365,21157,1501.22,219.01,727.83,506,48.38,2,3,0,0,1,0,4,2,62.23,2,61.77,2,7,1,2,2,2,3,1,1,3,2,3,4,1,2,2,3,3,0,1,1,0,0,1,724
49,14150010249,0,4,0,0,0,51005.17241,0.58,0.67,0.82,30488,29583,1152.94,188.21,518.52,399.75,46.46,1,88,0,0,1,1,6,10,50.07,3,49.63,3,10,0,1,3,5,4,1,3,2,1,2,7,1,1,6,5,1,0,0,0,0,0,3,4181
50,14150010250,0,2,0,0,15000,197.4358974,0.78,0.87,1,8121,15154,1035.61,125.44,474.88,394.71,40.58,1,1,1,0,1,0,3,1,70.6,1,70.12,1,9,1,2,2,3,3,1,1,3,2,5,4,3,2,1,3,2,0,1,1,0,0,1,2123
51,14150010251,0,4,0,0,7788,37516,1,1,1,46573,45304,1922.78,142.29,1269.57,469.82,41.1,1,1,0,0,0,0,9,9,40.75,3,40.37,3,2,1,1,1,3,3,1,1,3,1,3,1,1,1,5,3,2,0,0,0,0,0,3,3387
52,14150010253,0,2,0,0,6600,3185.211268,1.42,1.33,1.07,12502,11123,1292.46,180.25,564.8,497.17,50.24,3,3,1,1,0,0,1,1,62.54,2,62.03,2,8,1,3,2,4,2,1,1,3,2,4,4,1,1,4,3,3,0,1,0,0,0,2,484
53,14150010258,0,4,0,0,6384,49957,1,1,1,57568,56341,1360.79,146.36,745.15,428.7,40.58,1,1,0,0,0,0,9,10,62.15,2,61.72,2,9,1,1,2,5,4,1,1,3,2,3,1,1,2,5,3,2,0,0,0,0,0,3,1850
54,14150010259,0,2,0,0,4264,12170,1,1,1,12742,16434,855.44,139.84,280.56,391.11,43.93,2,2,0,0,1,0,3,2,75.87,1,75.27,1,1,1,4,5,8,2,1,1,2,2,5,2,3,1,6,5,2,1,1,0,0,0,4,381
55,14150010265,0,3,0,0,5340,25875,1,1,1,32105,31215,1117.27,101.19,345.2,603.51,67.37,3,88,0,0,1,0,7,7,74.93,1,74.43,1,7,0,3,5,5,2,2,2,4,3,-9,2,1,1,6,5,2,1,1,0,0,0,4,539
56,14150010268,0,4,0,0,10200,54705.71429,1.4,1.4,1.21,88464,86788,2527.15,210.66,1438.75,827.24,50.5,1,1,0,0,1,1,10,10,46.23,3,46.01,3,5,1,1,3,3,5,1,1,3,1,4,3,1,1,1,3,4,0,0,0,0,0,3,1345
57,14150010269,0,4,0,0,0,66113.7931,0.58,0.67,0.82,41046,38346,1581.74,134.32,994.49,418.19,34.74,1,1,0,0,0,1,8,10,50.97,3,50.66,3,9,1,1,3,3,5,1,1,3,2,4,6,1,1,5,4,1,0,0,0,0,0,3,2377
58,14150010274,0,4,0,0,6000,30902.11268,1.42,1.33,1.07,50721,49881,1467.06,159.36,648.1,613.17,46.43,1,1,0,0,1,1,9,8,62.3,2,61.99,2,8,1,1,1,4,5,1,1,3,2,5,2,3,2,5,5,3,0,1,0,0,0,3,13661
59,14150010275,0,3,0,0,2484,25953.33333,1.2,1.2,1.07,34623,33628,1182.59,148.65,473.38,513.56,47,1,1,0,0,1,0,7,7,71.14,1,70.7,1,2,1,1,1,6,3,1,1,2,2,5,5,1,1,1,4,3,0,0,0,0,0,3,2653
60,14150010277,1,1,355.3709917,429.9989,4800,4897.857143,1.4,1.4,1.21,7647,11657,1925.45,190.5,1063.73,614.23,56.99,2,2,1,1,1,0,2,1,55.01,2,54.56,2,2,1,2,1,4,3,1,1,3,2,5,3,2,1,1,2,4,1,1,1,0,1,1,1293
61,14150010282,1,1,155.3095122,127.3538,4464,12306.89655,0.58,0.67,0.82,12513,11602,1140.8,245.27,689.22,168.61,37.7,2,2,0,0,1,0,2,3,62.04,2,54.82,2,4,1,4,1,6,2,1,1,2,2,2,7,3,1,7,6,1,1,1,0,0,0,2,1304
62,14150010286,0,3,0,0,4420,19381.42857,1.4,1.4,1.21,30542,31554,1209.14,105.18,377.43,669.05,57.48,3,3,0,0,1,0,7,5,80.42,1,80.02,1,10,1,3,2,7,4,1,1,2,2,5,3,1,1,1,2,4,1,1,0,0,0,4,649
63,14150010287,0,2,0,0,4944,12728.81356,1.18,1.27,1.21,15020,19964,1479.84,193.13,606.29,624.38,56.04,3,3,0,0,1,0,4,3,69.93,1,69.51,1,4,1,4,3,4,4,1,1,2,2,5,4,3,1,1,1,4,0,1,0,0,0,2,548
64,14150010288,0,3,0,0,8760,26153.7037,1.62,1.53,1.21,52185,51129,1400.27,176.9,603.76,566.71,52.9,1,1,0,0,1,0,9,7,63.14,2,62.66,2,2,1,1,3,4,3,1,1,1,2,5,3,1,1,3,3,4,0,0,0,0,0,3,2504
65,14150010291,0,2,0,0,5268,13140.81633,0.98,1.07,1.07,19098,18146,1241.28,166.82,505.88,517.97,50.61,2,2,0,0,1,0,3,3,69.7,1,69.22,1,6,1,1,1,9,3,1,1,2,1,5,4,1,1,2,3,3,0,1,1,0,0,1,2268
66,14150010297,0,3,0,0,6292,28303.80435,1.84,1.66,1.21,53113,58371,1201.6,186.69,422.73,503.72,88.46,3,88,0,0,1,0,10,7,73.67,1,66.91,2,8,0,4,2,8,2,2,2,1,2,-9,1,3,1,4,5,4,0,1,0,0,0,4,632
67,14150010301,0,2,0,0,6240,11566.66667,0.78,0.87,1,10114,15262,1217.73,129.03,604.29,442.2,42.21,3,1,1,0,1,0,3,2,63.74,2,63.21,2,1,1,2,5,4,2,1,1,2,3,5,4,1,1,3,2,2,0,1,1,0,0,1,5221
68,14150010303,0,3,0,0,2782.153846,26999.73475,0.58,0.67,0.82,19180,18442,962.38,135.17,479.89,294.29,53.03,1,88,0,0,1,0,4,7,63.83,2,63.21,2,5,0,3,5,8,1,2,2,1,1,-9,7,1,1,7,6,1,0,1,0,0,0,4,1195
69,14150010312,0,3,0,0,0,19294.82759,0.58,0.67,0.82,11191,11191,809.37,98.83,566.14,107.11,37.29,3,3,0,0,1,1,1,5,80.21,1,75.27,1,1,1,1,3,5,4,1,1,2,2,5,7,3,1,7,6,1,1,1,1,0,0,1,3911
70,14150010313,0,2,0,0,0,9887.931034,0.58,0.67,0.82,6432,5735,683.61,163.21,210.7,261.98,47.72,3,88,1,1,1,0,1,2,75.83,1,75.15,1,4,0,1,5,9,1,1,2,2,3,1,6,3,1,5,3,1,1,1,0,0,0,1,10539
71,14150010314,0,2,0,0,4800,-9675.862069,0.58,0.67,0.82,60,-812,891.8,139.91,394.34,321.32,36.23,2,2,1,1,0,1,1,1,70.72,1,70.21,1,7,1,4,3,9,3,1,1,2,2,1,6,2,1,5,3,1,0,1,0,0,0,4,801
72,14150010318,1,1,149.3709917,180.7389,7800,9785.802469,1.62,1.53,1.21,25004,23653,1676.19,307.33,644.43,671.53,52.9,1,1,0,0,1,0,5,2,54.36,3,53.89,3,2,1,2,2,6,3,1,1,1,1,2,3,1,2,3,3,4,0,0,0,0,0,3,1299
73,14150010320,0,3,0,0,3588,16087.93103,0.58,0.67,0.82,10340,12919,742.44,41.91,344.29,321.76,34.48,1,1,0,0,1,0,2,4,72.08,1,71.44,1,4,1,4,5,7,1,1,1,1,3,5,7,3,1,6,5,1,1,1,0,0,0,2,1576
74,14150010321,0,4,0,0,0,21622,1,1,1,23438,21622,1368.48,161.4,720.49,446.2,40.39,1,1,0,0,1,0,4,6,64.89,2,64.48,2,6,1,1,4,5,4,1,1,2,2,4,2,3,1,7,6,2,1,1,0,0,0,3,5853
75,14150010323,0,3,0,0,2236,32517.24138,0.58,0.67,0.82,19724,21096,772.55,66.7,374.46,287.19,44.2,1,88,0,0,1,0,4,8,70.51,1,69.88,1,9,0,3,5,6,1,1,3,2,2,-9,7,3,1,7,6,1,0,1,0,0,0,4,1051
76,14150010324,0,3,0,0,0,35107,1,1,1,37111,35107,860.28,124.96,234.72,460.02,40.58,1,1,0,0,1,1,7,8,80.38,1,79.99,1,9,1,1,5,7,4,1,1,2,3,5,2,3,1,7,6,2,1,1,0,0,0,3,3065
77,14150010332,0,3,0,0,7080,23151.72414,0.58,0.67,0.82,21519,20508,643.2,150.47,125.4,307.98,59.35,3,88,0,0,0,0,4,6,81.94,1,81.28,1,9,0,2,5,9,1,2,2,2,3,-9,6,1,2,5,2,1,0,0,0,0,0,3,1581
78,14150010343,0,2,0,0,4165,10484.48276,0.58,0.67,0.82,6081,10246,565.11,94.69,257.14,164.46,48.82,2,88,0,0,1,0,1,2,88.74,1,82.08,1,2,0,4,5,6,2,1,3,4,3,-9,7,3,1,7,6,1,0,1,0,0,0,2,1133
79,14150010352,0,3,0,0,0,18496,1,1,1,19836,18496,1223.44,60.39,819.57,303.98,39.5,1,1,0,0,1,1,4,5,65.21,2,60.96,2,7,1,1,3,2,5,1,1,3,2,5,2,3,1,6,6,2,0,1,0,0,0,3,2930
80,14150010355,0,3,0,0,8400,16965.38462,0.78,0.87,1,22600,21633,1162.93,175.19,583.98,359.83,43.93,3,3,0,0,1,0,4,4,54.43,3,53.75,3,8,1,2,6,1,1,1,1,3,1,3,4,1,2,1,3,2,1,0,0,0,0,3,1075
81,14150010356,0,2,0,0,5880,13448.27586,0.58,0.67,0.82,8520,13680,566.9,122.84,273.31,134.3,36.45,3,3,0,0,1,0,2,3,83.07,1,75,1,7,1,4,6,2,1,1,1,3,3,3,7,3,1,6,5,1,0,1,0,0,0,2,754
82,14150010357,0,2,0,0,6960,8586,1,1,1,11518,15546,1208.08,70.55,664.28,428.88,44.37,3,3,1,0,1,0,3,1,73.6,1,68.34,2,2,1,4,1,9,4,1,1,2,2,5,1,2,1,4,2,2,1,1,0,0,0,4,520
83,14150010358,0,3,0,0,0,38655.17241,0.58,0.67,0.82,23426,22420,863.49,215.79,306.69,286.28,54.73,1,88,0,0,1,0,5,9,69.59,1,69,1,9,0,1,5,9,2,2,2,2,3,-9,7,3,1,7,6,1,0,1,0,0,0,3,2492
84,14150010362,0,4,0,0,2160,23394.3662,1.42,1.33,1.07,36577,35380,1492.58,156.58,742.83,546.88,46.29,1,1,0,0,0,0,7,6,68.13,2,67.74,2,1,1,1,3,6,4,1,1,2,2,5,1,1,1,4,4,3,0,0,0,0,0,3,3031
85,14150010364,0,4,0,0,8382.319541,63954.62148,0.58,0.67,0.82,46487,45476,1026.83,98.2,549.5,342.9,36.23,2,2,0,0,0,1,9,10,62.81,2,62.34,2,7,1,1,2,3,3,1,1,3,1,5,6,1,1,5,3,1,0,0,0,0,0,3,3882
86,14150010368,0,3,0,0,11940,17765.51724,0.58,0.67,0.82,23290,22244,690.36,105.58,251.24,298.8,34.74,1,1,0,0,1,0,5,4,76.18,1,75.63,1,9,1,2,5,7,2,1,1,2,2,4,6,1,1,5,3,1,1,0,0,0,0,3,1005
87,14150010371,0,2,0,0,4472,11456.875,1.6,1.6,1.32,18469,22803,1563.88,250.69,613.1,636.6,63.49,3,3,0,0,1,0,5,2,63.02,2,62.53,2,2,1,4,2,6,3,1,1,3,2,5,4,3,1,1,3,5,0,1,0,0,0,2,549
88,14150010376,1,1,164.9384848,217.7188,4900,12781.25,1.6,1.6,1.32,22495,25350,1849.12,288.14,827.11,670.55,63.32,2,2,0,0,1,0,5,3,58.87,2,58.42,2,6,1,3,3,4,3,1,1,3,2,3,3,1,1,1,3,5,0,1,0,0,0,2,742
89,14150010391,0,3,0,0,4849.5576,14054.4424,1,1,1,15741,18904,1049.04,163.91,553.63,288.94,42.56,3,3,0,0,1,0,4,3,72.54,1,66.45,2,7,1,3,2,5,3,1,1,2,1,1,5,3,1,5,5,2,1,1,0,0,0,2,564
90,14150010393,0,3,0,0,9240,28411,1,1,1,38804,37651,941.86,145.25,406.56,346.16,43.89,2,2,0,0,0,0,8,7,66.43,2,65.76,2,8,1,2,6,2,1,1,1,3,3,5,1,1,1,4,2,2,0,0,0,0,0,3,1287
91,14150010394,0,2,0,0,4420,13613.7931,0.58,0.67,0.82,8676,12316,688.12,107,218.37,324.54,38.21,2,2,0,0,1,0,2,3,78.16,1,77.56,1,10,1,4,5,8,2,1,1,2,2,5,7,3,1,6,5,1,1,1,0,0,0,2,573
92,14150010396,0,3,0,0,0,33808.62069,0.58,0.67,0.82,20718,19609,980.1,97.99,537.5,309.87,34.74,1,1,0,0,1,1,4,8,59.84,2,59.34,2,9,1,1,3,4,3,1,1,2,2,5,7,1,1,6,5,1,1,1,1,0,0,3,2833
93,14150010410,0,4,0,0,7800,17165,1,1,1,26251,24965,1338.56,147.35,639.76,507.42,44.03,2,2,0,0,0,0,5,4,67.15,2,66.7,2,4,1,2,5,6,3,1,1,1,2,5,1,1,1,4,2,2,0,0,0,0,0,3,2047
94,14150010413,0,4,0,0,4452,14570,1,1,1,20170,19022,1280.96,119.98,718.46,403.29,39.23,1,1,0,0,1,0,4,3,60.89,2,60.42,2,5,1,1,3,4,3,1,1,3,1,5,4,1,1,3,3,2,0,0,0,0,0,3,1131
95,14150010414,0,4,0,0,0,14701,1,1,1,14701,14701,1443.2,183.19,696.94,523.57,39.5,1,1,0,0,1,1,2,3,65.78,2,65.48,2,7,1,2,4,7,5,1,1,1,1,1,2,1,1,6,5,2,1,1,1,0,0,3,718
96,14150010417,0,3,0,0,5745.6776,27395.3224,1,1,1,30599,33141,952.41,138.93,401.03,371.85,40.6,1,1,0,0,1,0,7,7,65.71,2,65.14,2,8,1,3,2,4,2,1,1,2,2,4,5,3,1,5,6,2,1,1,0,0,0,4,664
97,14150010422,0,4,0,0,5160,14480,1,1,1,15671,19640,1497.93,178.2,834.34,442.83,42.56,3,3,0,0,0,0,4,3,50.83,3,50.27,3,7,1,2,6,2,2,1,1,3,3,3,5,2,1,4,4,2,0,1,0,0,0,3,2675
98,14150010424,0,3,0,0,7592,22901.86567,2.68,2.32,1.32,62610,68969,1630.66,275.99,492.82,792.69,69.16,3,3,0,0,1,0,10,6,71.91,1,71.54,1,8,1,4,2,9,5,1,1,2,2,5,3,3,1,4,6,5,1,1,0,0,0,4,1146
