,serialanon,fpLIHCflg,fpLIHCqdt,fpLIHCgapEQ,fpLIHCgapUNEQ,HousingCosts,AHCIncomeEQ,FuelCosteqFactor,fpbasinc,fpfullinc,fuelexpn,wathcost,spahcost,litecost,cookcost,elecmop,gasmop,fpflgb,fpflgf,fpvuln,Unoc,FullincDeciles,EqAHCincDeciles,FPEERrating,FPEERband,sap12,EPC,gorehs,Ongas,tenure4x,DWtype,DWage,FloorArea,CentralHeating,Mainfueltype,WallType,Loftins,boiler,hhcompx,emphrp3x,ethhrp2x,Ageyng,Ageold,hhsize,hhsick,HTHG,WHDBroad,ECO_AW,aagph1718
0,17180000004,0,4,0,0,5000,16474.35897,1,18781,17850,1238.33,127.17,578.65,489.91,42.6,2,2,0,0,1,0,3,4,64.76,2,64.2,2,7,1,4,1,7,3,1,1,1,1,4,4,1,1,3,3,2,0,0,0,2,1127
1,17180000008,0,2,0,0,6600,10844,1,18279,17444,744.37,173.58,123.55,394.41,52.83,1,1,0,0,0,0,3,2,75.05,1,75.05,1,4,0,2,5,9,1,3,2,2,3,-9,1,1,2,4,2,2,0,0,0,3,5740
2,17180000014,0,3,0,0,7200,32452,1,40989,39652,1133.07,133.1,276.12,649.37,74.48,2,2,0,0,0,0,8,8,76.06,1,76.06,1,4,0,2,5,9,2,2,2,2,2,-9,1,1,1,4,1,2,0,0,0,3,943
3,17180000020,0,2,0,0,10400,5792.5,1.32,13914,19668,1000.32,200.86,183.36,560.67,55.43,3,3,0,0,1,0,4,1,73.16,1,72.99,1,7,1,4,2,4,2,1,1,4,2,4,3,3,1,1,2,5,1,0,0,2,473
4,17180000021,0,3,0,0,6240,22052.14286,1.21,32325,37113,1150.18,179.41,283.6,634.08,53.09,1,1,0,0,1,0,7,5,73.97,1,73.97,1,10,1,4,3,9,3,1,1,5,2,4,3,1,1,1,2,4,1,0,0,2,957
5,17180000032,1,1,619.8536585,508.28,0,4805.172414,0.82,3796,2787,1477.04,85.44,957.71,400.78,33.11,3,1,1,1,1,1,1,1,39.36,3,37.95,4,8,1,1,2,3,4,1,1,3,3,5,6,2,1,5,4,1,1,1,1,1,9557
6,17180000034,0,3,0,0,0,15826,1,17162,15826,1125.13,86.3,428.19,569.4,41.24,1,1,0,0,1,0,2,3,68.13,2,68.13,2,10,1,1,3,8,3,1,1,3,2,4,2,3,1,6,5,2,1,0,0,3,1811
7,17180000035,0,3,0,0,0,41898.27586,0.82,25586,24301,806.85,33.51,331.34,409.33,32.67,1,1,0,0,0,1,5,9,76.62,1,76.62,1,4,1,1,1,9,4,1,1,2,2,5,6,1,1,5,4,1,0,0,0,3,1106
8,17180000037,0,3,0,0,4680,23444.82759,0.82,13720,18278,936.43,174.64,407.62,290.6,63.57,2,88,0,0,1,0,3,6,65.63,2,65.63,2,2,0,4,5,7,1,2,2,1,2,-9,6,3,1,5,4,1,1,0,1,2,452
9,17180000045,0,4,0,0,0,18138,1,19624,18138,1389.52,87.81,663.6,595.01,43.1,2,2,0,0,1,0,3,4,64.24,2,65.44,2,1,1,1,3,6,3,1,1,2,2,4,2,3,1,6,5,2,0,0,0,3,2983
10,17180000047,0,3,0,0,6300,19797.88732,1.07,35936,34413,1103.03,164.37,499.9,395.13,43.63,1,1,0,0,1,0,7,5,55.59,2,55.09,2,4,1,2,3,6,1,1,1,1,1,3,1,1,1,5,6,3,1,0,0,3,1100
11,17180000048,0,3,0,0,5616,18215.51724,0.82,17250,16181,842.12,85.87,428.98,293.02,34.25,1,1,0,0,1,0,3,4,65.74,2,63.45,2,8,1,4,5,3,2,1,1,3,3,5,7,3,1,6,5,1,1,0,1,4,773
12,17180000058,0,3,0,0,8280,34906,1,44112,43186,1071.64,99.69,522.39,411.41,38.15,1,1,0,0,0,0,8,8,66.3,2,64.88,2,4,1,2,2,2,3,1,1,3,1,5,1,3,1,5,3,2,0,0,0,3,756
13,17180000063,1,1,1232.715366,1232.715366,2600,14065,1,14065,16665,2414.13,338.31,1492.09,505.37,78.36,2,88,1,1,1,0,3,3,27.82,4,22.01,4,10,0,4,3,2,2,2,2,1,1,-9,2,3,1,7,6,2,1,0,1,2,751
14,17180000066,0,3,0,0,4272,23870.68966,0.82,13845,18117,687.78,80.31,281.34,293.4,32.73,3,3,0,0,1,0,3,6,74.89,1,75.97,1,5,1,3,5,7,1,1,1,2,3,5,6,3,1,5,2,1,1,0,1,2,594
15,17180000069,0,3,0,0,5088,28892,1,35068,33980,924.41,107.33,342.45,435.09,39.54,1,1,0,0,0,0,7,7,73.91,1,73.91,1,2,1,4,3,9,3,1,1,2,2,5,1,1,1,5,3,2,0,0,0,4,450
16,17180000071,1,1,45.18867164,54.67829268,5052,14380.8642,1.21,24665,28349,1484.19,77.77,567.41,788.17,50.84,3,3,0,0,1,0,6,3,68.05,2,69.16,1,2,1,4,3,5,4,1,1,2,2,5,3,3,1,2,3,4,1,0,1,2,968
17,17180000078,1,1,787.2926829,645.58,8400,5415.517241,0.82,12407,11541,1614.34,193.84,959.21,403.75,57.54,1,88,1,1,0,0,1,1,44.04,3,46.1,3,2,0,2,5,6,2,2,2,2,1,-9,6,1,1,5,3,1,0,1,1,3,1830
18,17180000079,0,2,0,0,5400,12992.85714,1.32,30171,29047,1445.58,88.69,481.2,820.45,55.24,1,1,0,0,1,0,6,2,66.95,2,66.95,2,6,1,1,2,6,4,1,1,3,2,5,3,1,1,1,3,5,1,1,0,3,1844
19,17180000083,0,3,0,0,3840,18426,1,18426,22266,987.66,102.83,529.25,316.95,38.63,3,3,0,0,1,0,4,4,72.35,1,68.06,2,4,1,3,3,5,3,1,1,2,2,4,5,3,1,5,5,2,0,0,1,2,690
20,17180000089,0,2,0,0,5865,6720,1,7904,12585,1006.14,112.14,405.52,448.48,40,1,1,1,0,1,0,2,1,70.16,1,70.74,1,8,1,3,2,6,3,1,1,2,2,5,5,3,1,5,5,2,1,0,1,2,426
21,17180000092,0,4,0,0,0,42285,1,44272,42285,1559.48,125.04,886.75,503.72,43.97,2,2,0,0,1,0,8,9,52.8,3,49.79,3,8,1,1,4,4,3,1,1,3,2,5,2,3,1,7,6,2,1,0,0,3,2177
22,17180000100,0,2,0,0,0,6938.135593,1.21,8187,8187,1297.32,153.55,519.13,547.32,77.32,2,88,1,1,1,0,1,1,60.94,2,60.94,2,9,0,3,6,6,2,1,3,3,1,-9,4,3,2,1,3,4,0,0,1,2,766
23,17180000102,0,2,0,0,4272,11561.26761,1.07,17450,20689,1069.02,126.69,372.24,525.5,44.59,3,3,0,0,1,0,4,2,70.5,1,70.5,1,6,1,4,2,5,3,1,1,4,2,5,1,3,1,5,4,3,1,0,1,4,562
24,17180000104,0,2,0,0,9540,8912.142857,1.21,23354,22017,1352.46,79.29,534.54,688.94,49.69,1,1,0,0,1,0,4,1,62.76,2,60.09,2,6,1,2,3,4,3,1,1,3,2,5,3,1,1,1,3,4,0,1,0,3,3025
25,17180000109,0,2,0,0,3484,9232.758621,0.82,9674,8839,785.83,53.61,318.34,377.3,36.58,2,2,0,0,1,0,1,1,72.98,1,74.01,1,4,1,4,5,6,1,1,1,2,3,5,6,1,1,5,3,1,1,0,1,4,492
26,17180000113,0,2,0,0,5800,12823.91304,1.32,18624,23497,1316.63,186.83,339.85,732.84,57.11,1,1,0,0,1,0,5,2,75.02,1,75.02,1,9,1,3,2,7,5,1,1,4,2,5,4,2,2,1,3,5,0,0,1,2,308
27,17180000116,0,2,0,0,4200,7504.395604,1.32,18864,17858,1255.95,179.21,409.68,612,55.06,1,1,0,0,1,0,3,1,63.83,2,62.26,2,7,1,1,2,3,3,1,1,3,2,5,3,1,2,2,4,5,0,1,0,3,1348
28,17180000128,0,4,0,0,6240,48043,1,55878,54283,1290.18,114.78,553.56,579.24,42.6,2,2,0,0,0,1,9,9,65.12,2,65.12,2,7,1,1,4,4,5,1,1,3,2,5,1,1,1,5,4,2,0,0,0,3,5184
29,17180000131,1,1,1.865365854,1.865365854,4800,11160,1,14400,15960,1183.28,120.22,547.93,476.18,38.95,3,3,0,0,1,0,2,2,67.21,2,68.6,1,1,1,2,1,6,3,1,1,2,2,3,1,1,1,5,5,2,1,1,1,1,541
30,17180000134,0,2,0,0,13320,2082.758621,0.82,9895,14528,796.94,37.13,329.31,395.19,35.31,1,1,0,0,1,0,2,1,70.11,1,70.11,1,10,1,2,2,8,2,1,1,1,2,5,7,3,1,6,5,1,0,0,1,3,1096
31,17180000137,0,3,0,0,7384,20117.34694,1.07,21854,27099,956.97,189.99,188.15,528.54,50.29,2,2,0,0,1,0,5,5,77.27,1,77.27,1,8,1,4,5,9,2,1,1,1,3,1,4,1,1,2,2,3,1,0,0,2,509
32,17180000141,0,3,0,0,4080,17348,1,20357,21428,987.12,109.36,399.36,439.45,38.95,3,3,0,0,1,0,4,4,69.75,1,70.57,1,1,1,3,2,4,2,1,1,2,2,5,2,3,1,6,5,2,1,0,0,4,492
33,17180000143,0,3,0,0,4784,19808.62069,0.82,12068,16273,591.88,90.42,226,228.55,46.91,1,88,0,0,1,0,3,5,74.58,1,74.58,1,9,0,4,5,8,1,1,3,1,3,-9,7,3,1,7,6,1,1,0,1,4,701
34,17180000144,0,2,0,0,5820,6165,1,13032,11985,1027.74,120.83,601.86,266.45,38.6,1,1,0,0,1,0,1,1,60.24,2,50.75,3,6,1,2,1,1,2,1,1,3,1,5,2,3,1,6,6,2,0,0,1,3,3151
35,17180000147,0,3,0,0,4140,36055.17241,0.82,26055,25052,766.85,77.24,341.98,314.96,32.67,1,1,0,0,0,1,5,8,67.07,2,68.24,2,4,1,1,3,4,3,1,1,2,2,5,6,1,1,5,3,1,0,0,0,3,1488
36,17180000148,1,1,132.9756098,109.04,4992,4286.206897,0.82,2860,7478,1077.8,87.64,575.64,377.61,36.91,2,2,1,1,1,0,1,1,66.62,2,66.79,2,1,1,2,5,4,2,1,1,2,1,5,7,2,1,6,5,1,1,1,1,1,749
37,17180000151,0,3,0,0,4984.615385,25035.24038,1.32,46196,45041,1347.39,170.7,464.31,655.78,56.6,1,1,0,0,1,0,8,6,68.56,1,69.98,1,2,1,4,1,5,3,1,1,2,2,5,3,1,1,3,3,5,1,0,0,4,678
38,17180000152,0,3,0,0,0,45349,1,46695,45349,1013.89,115.97,412.45,446.81,38.66,3,1,0,0,0,0,8,9,66.82,2,66.41,2,8,1,1,5,6,3,1,1,1,1,5,5,1,2,5,4,2,0,0,0,3,4748
39,17180000153,0,4,0,0,15954.96845,31340.16306,1.07,62376,60458,1519.71,138.21,610.1,725.76,45.64,1,1,0,0,0,1,10,7,66.42,2,65.85,2,9,1,1,4,7,5,1,1,1,2,4,3,1,1,4,4,3,0,0,0,3,2190
40,17180000156,1,1,607.8746221,735.5282927,30235.36296,3155.455028,1.21,37190,34653,2165.04,167.88,1184.18,761.6,51.38,1,1,0,0,1,0,7,1,57.13,2,55.37,2,9,1,1,1,2,5,1,1,4,2,4,3,1,1,2,3,4,0,0,0,3,4144
41,17180000159,0,3,0,0,4420,24693,1,24855,29113,800.79,111.7,317.39,330.46,41.24,1,1,0,0,1,0,6,6,61.47,2,61.47,2,10,1,4,5,5,1,1,1,3,3,5,1,3,1,5,3,2,1,0,1,2,728
42,17180000165,0,3,0,0,5096,28342.5,1.07,40176,39107,1192.35,69.84,524.14,553.78,44.59,3,3,0,0,1,0,8,7,62.36,2,61.78,2,6,1,4,1,5,2,1,1,1,2,5,3,1,1,3,2,3,1,0,0,4,610
43,17180000168,0,4,0,0,0,25597,1,27090,25597,1579.67,47.95,896.47,596.65,38.6,1,1,0,0,1,1,5,6,49.44,3,48.7,3,6,1,1,2,4,5,1,1,3,3,5,2,3,1,6,5,2,1,0,0,3,1852
44,17180000173,0,3,0,0,6360,19258.62069,0.82,18308,17530,907.58,37.24,448.13,389.7,32.51,1,1,0,0,1,1,3,4,63.92,2,64.89,2,5,1,1,3,4,3,1,1,2,2,5,6,1,1,5,2,1,1,0,0,3,1038
45,17180000174,0,4,0,0,0,68063,1,70579,68063,1642.98,92.87,732.68,778.96,38.47,1,1,0,0,1,1,10,10,73.04,1,73.84,1,7,1,1,4,5,5,1,1,2,1,4,2,3,1,6,5,2,0,0,0,3,1837
46,17180000184,0,4,0,0,0,24908.4507,1.07,36789,35370,1475.26,88.53,628.09,715.22,43.42,1,1,0,0,0,1,7,6,56.13,2,53.47,3,5,1,1,2,2,5,1,1,3,1,4,1,1,1,4,4,3,0,0,0,3,3650
47,17180000186,0,3,0,0,4784,15888.88889,1.21,26449,30524,1173.8,83.65,444.18,597.09,48.88,1,1,0,0,1,0,6,3,62.59,2,63.68,2,5,1,4,1,5,2,1,1,2,2,5,5,3,1,1,5,4,1,0,1,2,611
48,17180000188,0,4,0,0,17400,40727.85714,1.21,76724,74419,3105.59,279.79,1620.74,1112.5,92.56,1,88,0,0,1,1,10,9,37.69,4,32.98,4,5,0,1,4,2,5,1,2,3,2,-9,3,1,1,2,3,4,0,0,0,3,1953
49,17180000198,0,4,0,0,0,34760,1,37376,34760,1626.89,119.28,724.95,742.76,39.9,1,1,0,0,1,1,7,8,75.32,1,75.32,1,9,1,1,4,8,5,1,1,2,2,4,2,3,1,7,6,2,0,0,0,3,2698
50,17180000203,1,1,517.7253659,517.7253659,10634,11299,1,16616,21933,1699.14,63.67,1050.15,546.85,38.47,1,1,1,0,1,1,4,2,27.54,4,26.67,4,7,1,2,4,1,4,1,1,3,2,3,1,3,1,5,3,2,1,0,1,3,1975
51,17180000207,0,4,0,0,7200,18488.33333,1.07,30903,29386,1525.96,71.51,748.16,661.06,45.23,1,1,0,0,1,0,6,4,66.15,2,65.74,2,2,1,1,3,5,4,1,1,1,2,5,3,1,1,2,3,3,0,0,0,3,2133
52,17180000210,0,3,0,0,3276,22398.27586,0.82,17060,16267,796.96,38.55,392.82,332.92,32.67,1,1,0,0,1,0,3,5,68.18,2,69.54,1,4,1,3,5,6,2,1,1,2,3,3,7,3,1,6,5,1,0,0,0,4,317
53,17180000211,0,2,0,0,3484,14120.68966,0.82,8190,11674,678.6,80.56,387.99,176.24,33.81,3,3,0,0,1,0,1,3,73.6,1,66.65,2,2,1,3,5,6,1,1,1,2,3,5,6,3,1,5,4,1,1,0,1,2,414
54,17180000212,0,3,0,0,5408,24892.02899,1.32,35393,39759,1226.95,204.97,324.74,642.52,54.72,3,3,0,0,1,0,8,6,67.25,2,67.25,2,5,1,4,2,9,2,1,1,1,2,1,4,3,2,1,2,5,0,0,1,4,425
55,17180000213,1,1,55.25478734,66.85829268,7440,10491.52542,1.21,15145,19820,1496.37,149.71,679.86,616.6,50.2,3,3,0,0,1,0,4,2,55.96,2,55.96,2,6,1,2,2,5,3,1,1,3,2,5,4,3,1,2,3,4,0,1,0,1,2824
56,17180000218,0,3,0,0,0,19324.13793,0.82,12385,11208,860.51,83.09,376.66,366.59,34.17,1,1,0,0,1,1,1,4,70.27,1,70.27,1,9,1,1,1,9,4,1,1,2,2,5,7,3,1,6,5,1,0,0,1,3,3299
57,17180000219,1,1,39.90536585,39.90536585,23165.1255,13926.8745,1,39404,37092,1221.32,105.57,506.12,569.73,39.9,1,1,0,0,0,1,7,3,68.8,1,69.73,1,9,1,1,4,5,5,1,1,2,2,5,1,3,1,5,4,2,0,0,0,3,3722
58,17180000222,0,4,0,0,8220,27029,1,36486,35249,1507.08,219.9,794.9,451.04,41.24,1,1,0,0,0,0,7,7,47.31,3,44.17,3,10,1,1,3,3,3,1,1,3,1,2,5,1,1,5,4,2,0,0,0,3,2356
59,17180000226,0,4,0,0,0,38213,1,39497,38213,1278.07,47.82,682.44,509.84,37.97,1,1,0,0,0,0,7,9,60.62,2,58.08,2,5,1,1,3,4,3,1,1,3,2,5,1,1,2,5,4,2,0,0,0,3,4129
60,17180000231,0,4,0,0,0,30341.37931,0.82,18859,17598,1035.48,105.25,457.87,438.11,34.25,1,1,0,0,1,1,3,7,69.58,1,69.58,1,8,1,1,1,7,5,1,1,1,1,4,7,1,1,6,5,1,0,0,0,3,2130
61,17180000234,0,4,0,0,5980,18615.80645,1.32,65006,63689,2003.83,212.36,825.43,900.79,65.25,1,1,0,0,1,0,10,4,63.79,2,62.73,2,5,1,4,2,2,5,1,1,3,1,5,3,1,2,3,4,5,0,0,0,2,679
62,17180000235,0,2,0,0,3484,13600,1,13600,17084,801.52,184.88,185.75,367.25,63.64,1,88,0,0,1,0,3,3,79.61,1,72.34,1,5,0,3,5,5,1,1,3,4,3,-9,4,3,1,4,5,2,1,0,1,2,556
63,17180000237,0,2,0,0,4150,6306.896552,0.82,8830,7808,584.8,35.76,406.92,108.26,33.86,1,1,0,0,1,1,1,1,77.94,1,74.01,1,2,1,3,3,5,3,1,1,2,2,5,7,3,1,6,5,1,0,0,1,4,338
64,17180000238,0,4,0,0,3612,21228.57143,1.21,34334,33332,1725.3,293.13,647.19,689.23,95.75,2,88,0,0,1,0,7,5,63.51,2,62.38,2,4,0,3,5,7,2,2,2,1,3,-9,3,1,1,1,2,4,0,0,0,4,508
65,17180000241,0,4,0,0,0,26589,1,28282,26589,1349.84,57.63,677.11,577.13,37.97,1,1,0,0,1,1,5,6,51.93,3,51.93,3,5,1,1,4,2,5,1,1,3,2,5,2,3,1,6,5,2,0,0,0,3,1637
66,17180000243,1,1,817.9146341,670.69,4550,14631.03448,0.82,8486,13036,1639.45,285.85,971.08,315.35,67.17,2,88,1,1,1,1,2,3,45.59,3,40.23,3,10,0,4,4,6,3,2,2,1,2,-9,7,3,1,6,5,1,0,0,1,2,681
67,17180000245,0,4,0,0,9288,28138,1,39413,37426,1925.83,130.51,1016.1,739.22,40,1,1,0,0,1,1,7,7,65.2,2,63.92,2,8,1,1,4,4,5,1,1,3,2,4,2,3,1,6,5,2,0,0,0,3,5227
68,17180000246,0,3,0,0,4316,21781.69014,1.07,36359,35246,1108.21,119.98,440.94,503.1,44.19,3,3,0,0,1,0,7,5,69.08,1,68.09,2,4,1,4,2,3,3,1,1,3,2,5,5,1,1,4,3,3,1,0,1,4,809
69,17180000248,0,3,0,0,5400,22380,1,28604,27780,857.19,114.88,322.56,380.76,38.99,3,3,0,0,0,0,6,5,67.91,2,69.07,1,6,1,2,5,5,1,1,1,2,3,5,1,1,1,5,2,2,0,0,0,3,15125
70,17180000254,0,3,0,0,3852,15176,1,20231,19028,974.21,100.41,439.26,395.83,38.71,1,1,0,0,1,0,3,3,68.56,1,69.47,1,1,1,4,3,6,2,1,1,2,2,5,2,3,1,7,6,2,1,0,0,4,4498
71,17180000256,0,3,0,0,4368,16687.03704,1.21,32391,31401,1111.38,183.95,462.86,413.73,50.84,3,3,0,0,1,0,6,4,71.19,1,70.65,1,2,1,3,3,5,3,1,1,1,2,4,3,1,1,3,3,4,0,0,0,4,342
72,17180000264,0,2,0,0,5564,10045,1,10176,15609,1012.75,113.11,396.13,463.93,39.58,3,3,0,0,1,0,2,2,69,1,70.14,1,9,1,4,3,5,3,1,1,2,2,4,2,3,1,6,5,2,1,0,1,2,1315
73,17180000276,0,3,0,0,4212,30931.03448,0.82,17940,22152,816.27,82.59,350.03,349.79,33.86,1,1,0,0,1,0,4,7,69.93,1,69.93,1,2,1,4,5,8,2,1,1,2,3,5,6,3,1,5,3,1,1,0,1,2,1298
74,17180000282,0,3,0,0,10200,58524.13793,0.82,45522,44144,625.98,73.99,167.52,351.8,32.67,1,1,0,0,1,1,8,10,82.49,1,82.49,1,4,1,2,5,9,4,1,1,2,3,4,7,1,1,6,5,1,0,0,0,3,1651
75,17180000288,1,1,133.1707317,109.2,3883.451923,12633.70358,0.82,8661,11211,1077.96,143.6,602.03,295.42,36.91,2,2,1,0,1,1,1,2,67.83,2,64.72,2,1,1,3,3,5,4,1,1,2,2,2,7,3,1,7,6,1,1,0,1,4,517
76,17180000291,0,4,0,0,0,35990,1,37226,35990,1283.78,105.88,699.72,438.64,39.54,1,1,0,0,1,0,7,8,58.99,2,57.36,2,2,1,1,3,4,3,1,1,3,1,5,2,1,1,5,5,2,1,0,0,3,1749
77,17180000296,0,4,0,0,1776,74384,1,78159,76160,1269.97,106.17,603.76,520.14,39.9,1,1,0,0,1,1,10,10,60.99,2,62.73,2,9,1,1,4,4,4,1,1,2,2,5,2,1,1,6,5,2,0,0,0,3,1826
78,17180000309,0,4,0,0,6818.909472,15400.59268,1.21,35156,35156,1579.39,193.77,632.35,700.74,52.53,3,3,0,0,0,0,7,3,61.04,2,58.93,2,10,1,2,2,2,4,1,1,3,1,3,5,3,1,4,2,4,0,0,1,3,1839
79,17180000312,0,3,0,0,0,17650,1,19239,17650,1181.07,106.14,532.71,502.68,39.54,1,1,0,0,1,1,3,4,64.17,2,64.17,2,2,1,1,4,8,4,1,1,2,1,5,2,1,1,5,5,2,1,1,0,3,4598
80,17180000313,0,2,0,0,8970,11626.875,1.32,19284,27573,1074.21,186.31,271.32,559.93,56.65,3,3,0,0,1,0,6,2,68.64,1,67.65,2,9,1,4,6,3,2,1,1,3,3,5,3,3,1,1,3,5,1,0,1,2,801
81,17180000317,0,2,0,0,14328,4603.846154,1,14076,17919,733.55,127.5,122.95,437.78,45.32,2,2,0,0,1,0,3,1,81.08,1,81.08,1,10,1,2,5,9,1,1,1,2,3,5,4,1,1,1,2,2,0,1,1,1,2808
82,17180000320,0,4,0,0,0,55323,1,56742,55323,1236.67,168.01,563.45,467.24,37.97,1,1,0,0,1,1,9,10,57.49,2,59.23,2,5,1,1,4,6,4,1,1,2,2,4,2,3,1,6,5,2,1,0,0,3,1496
83,17180000322,0,4,0,0,18360,61464,1,81327,79824,1277.11,97.56,728.27,413.13,38.15,1,1,0,0,1,0,10,10,48.73,3,48.73,3,4,1,1,6,2,2,1,1,3,1,5,1,1,2,5,3,2,1,0,0,3,1482
84,17180000325,0,4,0,0,3120,22108.62069,0.82,16761,15943,2184.79,248.22,1445.16,429.7,61.71,1,88,1,1,1,0,2,5,24.17,4,23.07,4,7,0,2,2,1,2,2,2,3,2,-9,7,3,1,6,5,1,1,0,0,3,2671
85,17180000327,0,4,0,0,4800,16093.33333,1.07,25400,24112,1321.43,234.41,474.86,565,47.16,1,1,0,0,1,0,5,3,45.32,3,44.86,3,10,1,2,4,5,1,1,1,1,1,1,4,1,1,3,4,3,0,1,0,3,2675
86,17180000332,0,3,0,0,9360,28516.30435,1.21,63053,61830,1368.49,197.32,533.74,585.93,51.5,1,1,0,0,1,0,10,7,62.63,2,62.63,2,8,1,1,2,8,3,1,1,1,1,3,1,1,2,5,3,4,1,0,0,3,1166
87,17180000333,0,2,0,0,5720,0,0.82,6560,5133,519.05,76.69,248.83,160.59,32.94,1,1,0,1,1,0,1,1,80.18,1,73.07,1,7,1,4,5,8,2,1,1,1,2,5,7,3,1,7,6,1,0,0,1,2,454
88,17180000336,0,4,0,0,15000,28102.71739,1.21,69036,66709,1796.04,232.6,885.77,610.45,67.22,1,88,0,0,0,0,10,7,42.85,3,42.85,3,5,0,2,4,1,4,1,3,3,2,1,1,1,1,4,4,4,0,0,0,3,1689
89,17180000338,0,2,0,0,3744,13619,1,18421,17363,1121.52,48.84,508.33,526.2,38.15,1,1,0,0,1,0,3,3,68.43,2,68.43,2,4,1,3,3,5,3,1,1,4,2,5,2,3,1,6,5,2,0,0,0,4,288
90,17180000340,1,1,168.7853659,168.7853659,5202,12227,1,18542,17429,1350.2,67.33,658.74,581.41,42.72,2,2,0,0,1,0,3,2,66.8,2,68.26,2,4,1,3,3,5,3,1,1,2,2,5,2,1,1,6,5,2,1,0,0,4,315
91,17180000343,0,3,0,0,8320,20191.66667,1.07,34155,32550,1191.86,133.03,464.12,550.71,44,1,1,0,0,1,0,6,5,67.38,2,68.66,1,7,1,3,3,5,4,1,1,2,1,4,4,1,1,2,4,3,0,0,0,4,768
92,17180000344,1,1,79.45313445,96.13829268,7150,8579.285714,1.21,19469,19161,1525.65,222.9,645.58,604.62,52.55,3,2,0,0,1,0,3,1,58.7,2,58.08,2,2,1,2,3,4,3,1,1,1,1,5,3,1,1,1,3,4,0,1,0,1,5677
93,17180000348,0,2,0,0,6000,11895.76271,1.21,15145,20037,1248.33,163.85,528.49,505.34,50.65,3,1,0,0,1,0,4,2,66.4,2,58.18,2,2,1,2,6,2,3,1,1,3,3,5,4,3,1,1,2,4,1,1,1,1,5886
94,17180000352,1,1,288.4353659,288.4353659,12816,9317,1,23718,22133,1469.85,119.14,892.58,418.15,39.98,1,2,0,0,0,0,4,1,52.89,3,49.35,3,7,1,1,3,2,3,1,1,3,2,5,1,1,1,5,3,2,0,0,0,3,4724
95,17180000359,0,3,0,0,7322.263814,27626.73619,1,36360,34949,1079.6,110.04,491.91,439.5,38.15,1,1,0,0,0,0,7,7,64.76,2,66,2,4,1,1,3,7,3,1,1,2,2,5,1,1,1,5,2,2,0,0,0,3,2064
96,17180000360,0,3,0,0,1476,16260.34483,0.82,11316,10907,780.35,34.69,346.92,366.07,32.67,1,1,0,0,1,1,1,3,69.1,1,69.91,1,4,1,1,2,6,2,1,1,2,2,5,7,3,1,7,6,1,1,1,1,1,1778
97,17180000361,0,4,0,0,11400,20571.42857,1.21,41893,40200,1517.1,168.88,500.28,799.06,48.88,1,1,0,0,1,0,8,5,72.64,1,72.64,1,5,1,2,4,9,5,1,1,2,1,1,5,3,1,2,5,4,0,0,0,3,674
98,17180000368,0,4,0,0,6000,25486.26374,1.32,54385,52385,1658,195.53,580.23,821.27,60.97,2,2,0,0,1,0,9,6,68.85,1,69.31,1,7,1,1,1,7,5,1,1,2,1,4,3,1,1,2,4,5,0,0,0,3,2531
99,17180000371,0,4,0,0,0,53469,1,55139,53469,1298.45,102.73,638.12,519.45,38.15,1,1,0,0,1,1,9,10,58.86,2,59.49,2,4,1,1,4,4,5,1,1,2,1,5,2,1,1,6,5,2,0,0,0,3,3952
100,17180000372,0,2,0,0,4486.144104,12454.92396,0.82,8070,11710,794.08,90.53,375.77,294.85,32.93,3,3,0,0,1,0,1,2,64.57,2,64.21,2,8,1,3,5,6,1,1,1,1,1,4,6,1,1,5,4,1,1,0,1,4,524
101,17180000375,0,4,0,0,23196,54097.14286,1.21,100000,98932,3777.44,166.89,1889.62,1647.24,73.69,1,88,0,0,1,1,10,10,69.85,1,69.85,1,10,0,1,4,9,5,1,3,2,2,4,3,1,1,2,3,4,0,0,0,3,1981
102,17180000379,0,4,0,0,10200,46123,1,57909,56323,1268.43,112.43,530.9,583.86,41.24,1,1,0,0,0,1,9,9,67.04,2,66.83,2,10,1,1,1,4,5,1,1,4,2,5,1,1,1,5,3,2,0,0,0,3,3375
103,17180000380,0,2,0,0,6000,12177.85714,1.21,24579,23049,931.52,144.36,188.01,548.19,50.96,3,3,0,0,1,0,4,2,78.06,1,78.06,1,9,1,4,2,9,2,1,1,2,2,4,3,1,1,1,3,4,0,0,0,4,953
104,17180000384,0,3,0,0,4900,20189.79592,1.07,21001,24686,1003.19,148.17,478.81,332.21,44,1,1,0,0,1,0,5,5,71.65,1,66.31,2,7,1,4,1,6,3,1,1,2,2,3,4,3,1,1,2,3,1,0,1,2,553
105,17180000392,0,3,0,0,4680,19651.72414,0.82,11544,16078,828.7,96.45,407.2,292,33.05,1,1,0,0,1,0,3,5,68.07,2,68.07,2,6,1,4,5,7,2,1,1,1,2,3,6,2,1,5,2,1,1,0,1,2,613
106,17180000394,0,3,0,0,6240,17439.67391,1.21,39783,38329,1203.61,109.34,354,690.76,49.51,3,3,0,0,0,0,7,4,67.16,2,68.53,1,8,1,3,3,5,3,1,1,2,1,4,3,1,1,4,3,4,0,0,0,4,1613
107,17180000396,0,2,0,0,12167.40479,3739.595207,1,17441,15907,774.17,106.6,244.9,382.77,39.9,1,1,0,0,1,0,2,1,81.02,1,81.02,1,9,1,1,2,9,3,1,1,2,2,5,4,1,1,3,4,2,1,1,0,1,1045
