,serialanon,fpLIHCflg,fpLIHCqdt,fpLIHCgapEQ,fpLIHCgapUNEQ,HousingCosts,AHCIncomeEQ,FuelCosteqFactor,fpbasinc,fpfullinc,fuelexpn,wathcost,spahcost,litecost,cookcost,elecmop,gasmop,fpflgb,fpflgf,fpvuln,Unoc,FullincDeciles,EqAHCincDeciles,FPEERrating,FPEERband,sap12,EPC,gorehs,Ongas,tenure4x,DWtype,DWage,FloorArea,CentralHeating,Mainfueltype,WallType,Loftins,boiler,hhcompx,emphrp3x,ethhrp2x,Ageyng,Ageold,hhsize,hhsick,HTHG,WHDBroad,ECO_AW,aagph1617
279,16170011364,0,3,0,0,10800,56725,1,69102,67525,716.86,103.26,224.43,352.84,36.33,1,1,0,0,0,0,10,10,78.13,1,78.12,1,7,1,1,1,9,2,1,1,2,2,5,1,1,1,5,2,2,0,0,0,3,1235
280,16170011365,1,1,60.64412417,73.37939024,12600,13222.14286,1.21,24092,31111,1474.22,179.72,631.47,609.56,53.47,2,2,0,0,1,0,6,3,62.92,2,61.32,2,8,1,2,2,3,3,1,1,3,2,5,3,1,2,1,3,4,0,1,0,1,2682
281,16170011375,0,3,0,0,3312,21342,1,23128,24654,965.75,67.28,556.97,301.26,40.24,3,3,0,0,1,0,5,5,67.47,2,68.27,2,5,1,3,3,5,1,1,1,2,1,5,2,3,1,6,5,2,1,0,0,4,419
282,16170011376,0,3,0,0,7152,20190,1.21,36697,35418,1354.32,183.43,518.69,602.24,49.96,1,1,0,0,1,0,7,5,61.47,2,60.93,2,10,1,1,2,5,3,1,1,1,2,3,3,1,1,2,3,4,1,0,0,3,1632
283,16170011381,1,1,472.8755291,572.1793902,7200,10062.14286,1.21,22524,21287,1973.02,216.64,1001.13,700.79,54.46,3,3,0,0,1,0,4,2,53.34,3,53.02,3,2,1,2,2,5,4,1,1,2,1,3,3,1,1,2,3,4,1,1,0,1,1807
284,16170011389,0,4,0,0,0,27471,1,28978,27471,1199.21,105.04,650.04,407.14,36.99,1,1,0,0,1,0,6,7,64.24,2,65.49,2,1,1,1,3,4,3,1,1,2,2,5,2,1,1,6,5,2,0,0,0,3,1959
285,16170011391,0,3,0,0,8340,18810,1,28258,27150,802.05,107,257.56,399.99,37.5,1,1,0,0,1,0,6,4,75.36,1,75.36,1,2,1,2,1,9,2,1,1,5,2,5,1,1,1,5,2,2,1,0,0,3,1148
286,16170011395,0,3,0,0,8400,20911.66667,1.07,34934,33494,1116.41,201.73,446.32,426.1,42.26,1,1,0,0,1,0,7,5,57.07,2,54.89,2,6,1,1,6,1,2,1,1,3,3,4,3,1,1,1,4,3,0,0,0,3,1373
287,16170011399,0,3,0,0,4211.538462,18042.17507,0.82,13201,14676,655.79,35.09,278.54,310.89,31.27,1,1,0,0,1,0,2,4,74.03,1,75.27,1,4,1,3,5,6,2,1,1,2,2,5,7,3,1,7,6,1,0,0,1,2,578
288,16170011404,0,3,0,0,6192,17488,1,19718,23680,658.4,106.78,128.4,384.41,38.81,1,1,0,0,1,0,5,4,81.23,1,81.23,1,10,1,4,5,9,2,1,1,2,3,5,2,3,1,6,5,2,1,0,0,4,501
289,16170011409,0,4,0,0,8580,25039.65517,0.82,16499,23103,962.17,82.36,548.19,299.45,32.17,1,1,0,0,1,0,5,6,60.35,2,61.11,2,9,1,2,1,6,2,1,1,2,1,5,7,3,1,6,5,1,1,1,0,1,1354
290,16170011410,0,2,0,0,4508,10300,1.07,19963,19134,1144.41,78.74,367.99,650.07,47.61,2,2,0,0,1,0,3,2,71.77,1,71.77,1,6,1,3,5,8,3,1,1,2,1,3,4,1,1,3,3,3,0,0,0,4,2653
291,16170011417,0,3,0,0,7469.821408,41651.18402,1.21,85512,84108,1326.19,76.27,623.97,579.6,46.35,1,1,0,0,1,0,10,9,58.55,2,58.55,2,5,1,1,4,7,2,1,1,1,2,5,2,1,1,4,5,4,0,0,0,3,2896
292,16170011419,0,3,0,0,11074,26979.31034,0.82,19773,26722,868.1,227.36,277.39,304.58,58.77,3,88,0,0,1,0,5,7,67.38,2,67.38,2,8,0,4,5,8,1,2,2,1,2,-9,7,3,2,6,5,1,1,0,0,4,1475
293,16170011420,0,3,0,0,6456,39686,1,47660,46142,1070.05,126.79,448.26,453.32,41.68,3,3,0,0,0,0,9,9,70.94,1,72.18,1,9,1,4,5,6,3,1,1,2,3,5,1,1,1,5,3,2,0,0,0,4,1105
294,16170011427,0,2,0,0,3672,11804,1,13720,15476,1077.79,121.73,600.64,313.79,41.63,2,2,0,0,1,0,2,2,72.75,1,68.52,1,6,1,4,3,5,3,1,1,2,2,5,2,1,1,6,5,2,1,0,1,2,430
295,16170011436,0,3,0,0,7620,26950,0.82,24191,23251,868.92,146.46,326.92,340.16,55.38,1,88,0,0,1,0,5,7,71.83,1,71.83,1,9,0,2,5,9,2,2,2,2,3,-9,7,3,1,6,5,1,0,0,0,3,8106
296,16170011438,0,2,0,0,0,14152,1,15470,14152,1108.66,108.09,598.97,364.61,36.99,1,1,0,0,1,0,2,3,63.14,2,64.13,2,1,1,1,3,6,2,1,1,2,1,5,2,3,1,6,5,2,1,0,1,3,1770
297,16170011444,0,2,0,0,4800,11216,1,17201,16016,1060.18,110.85,512.15,400.66,36.52,1,1,0,0,0,0,3,2,62.75,2,62.75,2,4,1,4,3,8,2,1,1,1,1,5,5,1,1,4,4,2,0,0,0,4,1066
298,16170011454,1,1,173.7317073,142.46,4160,6517.241379,0.82,3900,7940,1091.79,132.22,564.74,334.59,60.24,3,88,1,1,1,0,1,1,60.29,2,62.78,2,4,0,4,5,6,1,2,2,2,3,-9,6,3,1,5,4,1,1,0,1,2,750
299,16170011460,0,3,0,0,4500,29287,1,35325,33787,1033.69,117.09,394.3,484.73,37.57,1,1,0,0,0,1,7,7,72.62,1,72.62,1,9,1,1,3,9,4,1,1,5,2,4,5,1,1,4,4,2,0,0,0,3,1864
300,16170011463,1,1,107.4168514,141.7902439,6360,10946.56863,1.32,29651,28691,1669.98,199.37,764.74,646.62,59.25,2,2,0,0,1,0,6,2,57.83,2,56.62,2,4,1,1,2,3,3,1,1,3,1,5,3,1,2,2,3,5,1,1,0,1,3257
301,16170011467,0,4,0,0,19352.3832,18039.16676,1.07,46465,44968,1307.33,129.74,573.49,561.13,42.97,1,1,0,0,0,0,9,4,67.68,2,67.03,2,9,1,2,5,5,4,1,1,1,1,5,5,1,1,4,3,3,0,0,0,3,4046
302,16170011470,0,4,0,0,0,31681,1,33164,31681,1462.89,101.21,868.52,455.66,37.5,1,1,0,0,1,1,7,8,58.46,2,57.22,2,2,1,1,2,2,5,1,1,1,1,5,2,1,1,6,5,2,0,0,0,3,1033
303,16170011472,0,4,0,0,0,19044,1,20426,19044,1538.27,151.77,888.49,456.65,41.36,2,2,0,0,1,0,3,4,52.48,3,52.55,3,9,1,1,2,5,3,1,1,1,1,3,2,3,1,7,6,2,0,0,0,3,1660
304,16170011475,0,3,0,0,6708,21243.10345,0.82,12321,19029,582.77,150.61,251.38,148.61,32.17,1,1,0,0,1,0,3,5,76.05,1,68.32,2,9,1,4,5,6,2,1,1,1,3,1,7,3,1,7,6,1,1,0,1,2,791
305,16170011480,0,3,0,0,5400,18267.24138,0.82,16833,15995,610.05,93.29,223.49,262.16,31.11,1,1,0,0,1,0,3,4,72.7,1,72.64,1,7,1,2,6,1,1,1,1,4,1,3,7,1,1,6,5,1,0,0,0,3,759
306,16170011496,0,2,0,0,5832,9320.689655,0.82,12007,11238,550.57,85.11,163.33,269.96,32.17,1,1,0,0,0,0,1,2,79.27,1,79.27,1,9,1,4,5,9,1,1,1,2,3,5,6,1,1,5,2,1,0,0,0,4,1268
307,16170011513,0,2,0,0,6900,14109.34066,1.32,33539,32579,1084.6,197.18,266.53,561.7,59.19,3,3,0,0,1,0,7,3,73.01,1,73.45,1,4,1,4,2,5,2,1,1,2,2,5,3,1,2,2,3,5,1,0,0,4,1407
308,16170011516,0,3,0,0,0,25165,1,26579,25165,1061.65,52.71,424.17,547.27,37.5,1,1,0,0,1,1,5,6,71.2,1,71.74,1,2,1,1,3,6,4,1,1,2,1,4,2,3,1,7,6,2,0,0,0,3,2105
309,16170011521,0,4,0,0,0,40453.52113,1.07,59414,57444,1258.32,116.63,550.02,548.7,42.97,1,1,0,0,0,0,9,9,68.58,1,68.58,1,9,1,1,4,8,5,1,1,2,2,1,1,1,1,4,4,3,0,0,0,3,6086
310,16170011528,0,3,0,0,0,16268,1,17357,16268,995.85,136.28,423.58,385.93,50.06,1,1,0,0,0,0,3,4,68.52,1,68.52,1,9,0,1,5,6,3,1,3,3,3,-9,1,1,1,5,4,2,0,0,0,3,2458
311,16170011531,0,4,0,0,0,26636,1,28908,26636,1315.8,153.15,626.13,498.77,37.75,1,1,0,0,1,1,5,7,55.34,2,54.8,2,8,1,1,4,5,5,1,1,1,1,1,2,3,1,6,6,2,0,0,0,3,1816
312,16170011532,0,2,0,0,8060,8931.034483,0.82,5684,13240,772.34,101.53,316.25,322.23,32.33,1,1,1,0,0,1,2,1,66.42,2,66.17,2,8,1,4,2,6,3,1,1,1,1,4,6,3,1,5,4,1,0,0,0,4,2871
313,16170011536,0,3,0,0,2400,47756,1,51216,50156,1087.14,105.58,528.08,415.98,37.5,1,1,0,0,0,0,9,10,58.43,2,58.43,2,2,1,1,2,2,2,1,1,3,2,5,1,1,1,5,3,2,0,0,0,3,3761
314,16170011561,0,4,0,0,0,36138,1,37151,36138,1180.4,57.09,555.08,530.73,37.5,1,1,0,0,0,0,7,8,61.91,2,61.65,2,2,1,1,2,4,3,1,1,1,2,3,1,1,1,5,4,2,0,0,0,3,2188
315,16170011562,0,4,0,0,39600,44650,1.21,100000,100000,1629.41,179,648.01,754.03,48.37,1,1,0,0,1,1,10,9,67.12,2,67.12,2,9,1,1,4,7,5,1,1,2,1,1,3,1,1,1,3,4,0,0,0,3,1067
316,16170011566,0,2,0,0,3430,10268,1,13291,13698,839.52,57.71,452.32,289.25,40.24,3,3,0,0,1,0,2,2,72.92,1,64.56,2,5,1,4,2,4,1,1,1,1,2,5,2,3,1,6,5,2,1,0,1,2,510
317,16170011567,0,2,0,0,6156.787,8884.082099,1.21,15574,20549,1002.04,153.43,252.26,525.42,70.93,3,3,0,0,1,0,4,1,74.66,1,75.93,1,8,0,3,5,6,2,1,3,2,3,-9,3,3,2,2,4,4,0,0,0,2,548
318,16170011570,0,3,0,0,8814.481992,18638.51801,1,28822,27453,883.87,121.28,267.23,435.95,59.41,1,1,0,0,1,0,6,4,70.36,1,70.36,1,7,0,2,5,9,1,2,2,1,3,-9,1,1,1,4,1,2,1,0,0,3,1046
319,16170011572,0,3,0,0,0,40939.65517,0.82,24805,23745,797.36,90.64,341.07,329.63,36.02,2,2,0,0,0,0,5,9,69.76,1,69.76,1,2,1,1,3,9,1,1,1,1,2,5,6,1,1,5,4,1,0,0,0,3,1530
320,16170011576,0,4,0,0,8460,26099.45652,1.21,58492,56483,2481.48,223.27,1423.77,784.48,49.96,1,1,0,0,1,0,9,7,46.57,3,45.71,3,10,1,1,4,4,5,1,1,1,1,1,3,1,1,3,5,4,0,0,0,3,5005
321,16170011578,0,4,0,0,4472,24032.65306,1.07,25590,28024,1536.03,140.8,817.24,530.36,47.63,2,2,0,0,1,0,6,6,57.33,2,56.44,2,1,1,2,1,4,3,1,1,1,2,5,4,1,1,2,3,3,0,1,0,3,1061
322,16170011581,1,1,182.5804878,182.5804878,0,14236,1,14236,14236,1340.3,95.2,671.31,521.12,52.67,2,88,0,0,1,0,2,3,45.33,3,41.39,3,7,0,2,3,2,3,1,3,3,2,1,2,3,1,7,6,2,1,1,1,1,1412
323,16170011592,0,2,0,0,5400,13931,1,14794,19331,591.08,108.4,144.16,302.52,36,1,1,0,0,1,0,4,3,78.56,1,78.56,1,5,1,4,5,9,1,1,1,2,2,5,1,3,1,5,2,2,1,0,1,2,460
324,16170011593,0,3,0,0,1584,25758.62069,0.82,17286,16524,808.28,77.88,390.16,308.97,31.27,1,1,0,0,1,1,3,6,63.75,2,63.75,2,4,1,1,5,2,2,1,1,3,1,5,6,1,1,5,4,1,1,0,0,3,1610
325,16170011597,0,3,0,0,10320,28470.83333,1.07,45937,44485,1000.34,136.35,406.58,414.44,42.97,1,1,0,0,1,0,9,7,64.88,2,64.61,2,9,1,1,3,4,2,1,1,1,1,5,3,1,1,1,2,3,0,0,0,3,2384
326,16170011604,0,4,0,0,1628.454708,20435.42292,0.82,14360,13481,1451.47,268.64,814.52,334.19,34.12,2,2,1,1,1,0,2,5,46.01,3,44.55,3,5,1,1,3,4,2,1,1,3,2,2,7,3,1,6,5,1,1,0,1,1,2903
327,16170011606,0,3,0,0,6500,15376,1,15376,21876,992.53,176.02,333.57,441.12,41.82,3,3,0,0,0,0,4,3,73.29,1,74.58,1,8,1,3,5,6,3,1,1,2,3,3,5,1,2,4,4,2,0,0,0,4,1139
328,16170011610,0,3,0,0,0,22718.96552,0.82,14082,13177,874.13,50.59,398.94,391.37,33.23,1,1,0,0,1,1,2,6,69.03,1,70.41,1,10,1,1,1,5,3,1,1,2,2,5,7,3,1,7,6,1,1,1,1,1,1435
329,16170011614,1,1,293.3004878,293.3004878,4400,5787,1,9620,10187,1451.02,139.54,710.28,559.59,41.61,3,3,1,1,1,1,1,1,61.93,2,61.57,2,6,1,3,1,5,5,1,1,3,2,3,5,2,1,4,4,2,1,0,1,2,2917
330,16170011629,0,2,0,0,3952,1332.758621,0.82,1794,4725,860.57,47.99,475.23,306.52,30.83,1,1,1,1,1,0,1,1,63.72,2,63.4,2,5,1,3,2,6,2,1,1,1,2,5,7,2,1,6,5,1,1,0,1,2,888
331,16170011633,0,2,0,0,5044,11507.5,1.07,20015,18853,1234.03,176.74,500.7,496.05,60.54,3,88,0,0,1,0,3,2,52.77,3,52.08,3,5,0,4,3,7,2,1,3,1,2,5,3,1,1,1,2,3,0,0,0,4,729
332,16170011643,1,1,595.8704878,595.8704878,0,14568,1,14568,14568,1753.59,140.43,1220.53,350.33,42.3,3,3,1,1,1,0,2,3,46.66,3,41.29,3,2,1,1,1,2,3,1,1,3,2,1,2,3,1,6,5,2,1,1,1,3,1529
333,16170011648,0,3,0,0,12600,28800.83333,1.07,49141,47161,1237.51,159.34,476.95,558.96,42.26,1,1,0,0,1,1,9,7,68.32,2,68.32,2,6,1,1,4,9,5,1,1,5,2,1,3,1,1,1,3,3,0,0,0,3,1615
334,16170011661,0,4,0,0,3600,37368,1,42021,40968,1198.95,155.75,514.04,493.16,36,1,88,0,0,0,1,8,9,50.28,3,50.28,3,5,1,2,3,8,5,1,3,1,1,1,1,1,1,5,3,2,0,0,0,3,1556
335,16170011662,0,4,0,0,9180,22635,1.07,38351,36342,1584.99,87.76,642.95,809.89,44.39,1,1,0,0,1,1,7,6,64.87,2,65.82,2,10,1,1,3,4,5,1,1,2,1,4,3,1,1,1,2,3,0,0,0,3,4611
336,16170011667,0,3,0,0,5174,18584,1,24472,23758,1079.56,118.3,417.68,501.28,42.3,3,3,0,0,1,0,5,4,75.33,1,75.33,1,2,1,4,2,9,4,1,1,2,2,5,4,1,1,3,3,2,0,0,0,4,997
337,16170011699,0,3,0,0,0,21553.52113,1.07,31896,30606,1213.43,77.89,484.45,603.48,47.61,2,2,0,0,0,0,6,5,68.03,2,69.19,1,6,1,1,3,6,2,1,1,2,1,5,1,1,2,4,3,3,0,0,0,3,2163
338,16170011705,0,3,0,0,3204,33672.41379,0.82,23499,22734,555.32,84.5,172.62,264.97,33.23,1,1,0,0,0,0,4,8,78.44,1,78.44,1,10,1,1,5,9,1,1,1,2,2,5,6,1,1,5,2,1,0,0,0,3,2899
339,16170011706,0,3,0,0,0,56484,1,58096,56484,1122.1,122.82,486.37,475.34,37.57,1,1,0,0,0,1,9,10,63.77,2,63.77,2,9,1,1,4,8,4,1,1,2,1,4,1,1,1,5,4,2,0,0,0,3,3516
340,16170011709,0,2,0,0,3876,10185,1,15340,14061,675.33,118.79,326.84,190.89,38.81,1,1,0,0,1,0,2,2,83.87,1,83.87,1,10,1,3,3,9,3,1,1,2,2,5,2,3,1,6,5,2,1,0,1,2,382
341,16170011713,0,3,0,0,4316,21783.33333,1.07,31449,30456,953.65,151.9,488.25,265.92,47.58,3,3,0,0,1,0,6,5,76.91,1,78.33,1,1,1,4,3,6,2,1,1,2,2,5,3,1,1,2,3,3,0,0,0,4,653
342,16170011720,1,1,90.8104878,90.8104878,5668,14615.38462,1,14091,17068,1248.53,123.05,631.61,452.27,41.6,3,3,0,0,1,0,3,3,60.97,2,62.98,2,1,1,2,3,5,2,1,1,2,2,5,4,1,1,2,1,2,0,1,0,1,1175
343,16170011723,0,3,0,0,15000,78955,1,96062,93955,1042.34,119.17,363.76,521.66,37.75,1,1,0,0,0,1,10,10,74.52,1,74.52,1,8,1,1,1,9,5,1,1,2,2,5,1,1,1,5,4,2,0,0,0,3,2977
344,16170011733,0,4,0,0,0,49785.21127,1.07,72645,70695,1264.37,129.88,481.44,610.08,42.97,1,1,0,0,1,0,10,10,72.89,1,72.89,1,9,1,1,4,9,5,1,1,2,2,5,2,1,1,5,5,3,0,0,0,3,1735
345,16170011743,0,4,0,0,4550,16953.26087,1.21,36874,35744,1470.03,98.29,595.57,722.62,53.55,3,3,0,0,1,0,7,4,65.43,2,67.02,2,1,1,3,3,6,3,1,1,2,2,5,1,3,1,4,3,4,1,0,0,4,1135
346,16170011747,0,3,0,0,9180,20353,1,30740,29533,1101.64,120.35,531.68,412.66,36.95,1,1,0,0,1,0,6,5,66.51,2,67.49,2,6,1,1,3,6,3,1,1,2,2,3,2,1,1,6,5,2,1,0,0,3,1531
347,16170011748,0,2,0,0,11400,12053.33333,1.07,27246,25864,1084.35,109.69,374,557.69,42.97,1,1,0,0,1,0,5,2,69.31,1,69.31,1,9,1,2,1,8,3,1,1,5,1,1,3,1,1,1,2,3,0,0,0,3,761
348,16170011760,0,3,0,0,3487.709472,16766.01815,0.82,13212,13212,459.73,86.24,162.47,168.31,42.71,1,1,0,0,0,1,2,4,72.49,1,72.49,1,6,0,2,2,9,4,1,3,2,2,-9,6,3,1,4,1,1,0,0,0,3,3095
349,16170011762,1,1,93.7204878,93.7204878,0,8564,1,10248,8564,1251.44,157.13,754.8,301.94,37.57,1,1,1,1,1,0,1,1,59.03,2,51.69,3,9,1,1,1,2,3,1,1,3,2,2,2,3,1,7,6,2,1,1,1,1,6711
350,16170011763,0,3,0,0,0,20867.24138,0.82,13206,12103,826.68,88.65,414.24,291.62,32.17,1,1,0,0,1,0,2,5,64.59,2,64.24,2,9,1,1,2,6,2,1,1,1,2,5,7,3,1,7,6,1,1,0,1,3,2805
351,16170011764,0,4,0,0,6652,20504.41176,1.32,44673,48481,2189.36,287.32,827.46,1003.98,70.6,3,3,0,0,1,0,9,5,58.53,2,59.62,2,2,1,4,1,6,5,1,1,2,2,1,3,1,2,3,4,5,1,0,0,4,964
352,16170011768,0,4,0,0,16311.69066,49620.22096,1.21,87702,85780,1647.97,178.28,833.98,587.11,48.6,1,1,0,0,1,0,10,10,52.81,3,49.24,3,8,1,1,4,4,4,1,1,3,1,4,3,1,2,1,3,4,0,0,0,3,2819
353,16170011771,0,2,0,0,11472,7855,1.32,25499,24040,1505.56,186.34,514.67,750.52,54.03,1,1,0,0,1,0,5,1,74.57,1,74.04,1,8,1,1,1,4,5,1,1,1,2,5,3,1,1,2,3,5,0,1,0,3,2984
354,16170011777,0,4,0,0,0,23674,1,25445,23674,1605.54,132.52,1299.37,121.07,52.58,1,1,0,0,0,0,5,6,36.23,4,39.85,3,10,1,1,4,6,2,3,3,2,2,-9,1,1,1,5,4,2,0,0,0,3,1875
355,16170011782,0,3,0,0,39699.00316,16959.99737,1.07,61305,60051,943.38,137.28,319.5,443.42,43.18,1,1,0,0,1,0,10,4,72.25,1,72.25,1,8,1,1,2,8,2,1,1,5,1,5,3,1,1,1,2,3,0,0,0,3,1225
356,16170011788,0,4,0,0,13200,37109.18367,1.07,51067,49567,1467.79,164,610.17,650.65,42.97,1,1,0,0,1,0,9,9,67.86,2,67.86,2,9,1,1,1,9,5,1,1,2,2,1,4,1,1,3,3,3,0,0,0,3,1573
357,16170011789,0,4,0,0,4200,17084.48276,0.82,14836,14109,1667.81,167.7,1131.84,306.91,61.36,3,88,1,1,0,0,2,4,30.23,4,30.23,4,10,0,2,6,2,1,2,2,5,1,-9,6,1,2,5,3,1,0,0,0,3,1572
358,16170011793,0,3,0,0,8400,49367.24138,0.82,38592,37033,707.69,83.27,267.76,323.43,33.23,1,1,0,0,0,0,7,10,75.75,1,75.75,1,10,1,2,5,7,3,1,1,2,3,5,6,1,1,5,3,1,0,0,0,3,2398
359,16170011800,0,3,0,0,0,34004,1,35984,34004,1090.22,123.41,446.5,483.36,36.95,1,1,0,0,1,1,7,8,69.84,1,69.84,1,6,1,1,4,7,5,1,1,2,2,4,2,3,1,6,5,2,1,0,0,3,2410
360,16170011803,0,4,0,0,3984,23480.28169,1.07,38472,37326,1380.5,136.27,713.95,489.1,41.18,1,1,0,0,1,0,8,6,56.17,2,55.36,2,5,1,3,3,5,3,1,1,1,2,5,2,1,1,4,5,3,1,0,0,4,1095
361,16170011813,0,4,0,0,4800,28482.6087,1.21,58314,57208,1814.21,144.83,972.31,645.92,51.15,3,1,0,0,1,0,9,7,53.13,3,48.92,3,6,1,4,4,2,4,1,1,3,1,5,3,1,1,3,3,4,0,0,0,4,4899
362,16170011818,0,3,0,0,5652,14551.66667,1.07,24249,23114,785.96,160.82,139.63,437.81,47.7,2,3,0,0,1,0,5,3,79.02,1,79.02,1,8,1,4,5,9,1,1,1,4,3,5,3,1,2,1,3,3,0,0,0,4,1020
363,16170011822,0,3,0,0,0,23251,1,24311,23251,968.74,65.27,359.13,502.27,42.07,2,2,0,0,1,0,5,6,70.95,1,71.65,1,2,1,1,2,5,2,1,1,2,2,5,2,3,1,5,5,2,1,1,0,3,943
364,16170011823,0,2,0,0,14112,13520,1.07,32230,30336,839.95,68.28,239.83,490.29,41.55,1,1,0,0,1,0,6,3,81.49,1,81.49,1,7,1,1,1,9,4,1,1,5,2,4,3,1,1,3,3,3,0,0,0,3,1700
365,16170011827,0,3,0,0,18000,38814,1,58387,56814,1071.51,115.35,500.22,414.41,41.53,2,2,0,0,0,0,9,9,65.26,2,64.09,2,8,1,2,5,3,2,1,1,3,3,5,5,1,1,5,3,2,0,0,0,3,13658
366,16170011830,0,2,0,0,4296,9421.794872,1,8187,11645,759.69,135.76,179.61,403.77,40.55,3,3,0,0,1,0,1,2,80.4,1,80.4,1,7,1,4,5,9,2,1,1,2,3,5,4,1,1,2,2,2,1,0,1,2,3473
367,16170011837,0,3,0,0,11160,43340,1,55683,54500,975.29,111.02,488.99,337.53,37.75,1,1,0,0,0,0,9,9,59.1,2,56.44,2,8,1,2,6,2,2,1,1,3,1,5,1,1,1,5,3,2,0,0,0,3,1096
368,16170011839,0,4,0,0,0,21279,1,22722,21279,1349.89,109.54,739.2,464.82,36.33,1,1,0,0,1,0,4,5,56.98,2,55.41,2,7,1,1,3,4,4,1,1,3,2,5,2,3,1,6,5,2,0,0,0,3,2393
369,16170011840,0,3,0,0,5400,24471,1,31253,29871,893.85,111.29,367.51,377.48,37.57,1,1,0,0,1,0,6,6,69.85,1,70.99,1,9,1,1,1,5,2,1,1,2,1,5,1,3,1,5,4,2,1,0,0,3,804
370,16170011843,1,1,125.1870299,133.950122,9120,10405,1.07,22565,21606,1372.71,129.54,667.04,531.74,44.39,1,1,0,0,1,0,4,2,62.36,2,61.72,2,10,1,1,1,5,4,1,1,1,2,5,4,1,1,3,3,3,0,1,0,3,2319
371,16170011844,0,2,0,0,4150,9618,1,14836,13768,1035.45,117.13,468.52,408.44,41.36,3,3,0,0,1,0,2,2,67.51,2,67.16,2,4,1,3,2,4,2,1,1,4,2,5,1,1,1,5,5,2,1,0,0,4,395
372,16170011854,0,3,0,0,4680,38329.31034,0.82,27701,26911,674.6,81.04,337.38,225.35,30.83,1,1,0,0,0,0,6,9,64.31,2,62.86,2,5,1,2,6,3,1,1,1,3,1,5,6,1,1,5,2,1,0,0,0,3,1582
373,16170011864,0,2,0,0,3456,12940,1,12940,16396,883.32,106.4,425.11,314.86,36.95,1,1,0,0,1,0,3,3,59.05,2,58.63,2,6,1,3,3,5,1,1,1,1,2,5,2,3,1,7,6,2,1,0,1,4,613
374,16170011875,1,1,191.0748803,204.450122,12000,13845.77465,1.07,33047,31661,1443.21,67.85,662.73,668.24,44.39,1,1,0,0,0,0,7,3,60.43,2,62.81,2,10,1,2,4,4,4,1,1,2,2,5,3,1,1,4,4,3,0,0,0,3,1441
375,16170011880,0,3,0,0,0,30834.48276,0.82,19010,17884,890.4,135.25,510.65,212.33,32.17,1,1,0,0,1,1,3,8,63.5,2,58.42,2,9,1,1,4,8,4,1,1,1,2,1,7,3,2,6,5,1,0,1,0,1,3704
376,16170011887,0,4,0,0,0,57662,1,59970,57662,2580.04,736.62,1212.92,580.44,50.06,1,1,0,0,1,1,10,10,30.51,4,28.2,4,9,1,1,4,3,5,1,3,3,1,1,2,3,1,6,6,2,0,0,0,3,1491
377,16170011891,0,3,0,0,0,17355,1,18660,17355,860.34,114.07,301.76,406.94,37.57,1,1,0,0,1,0,3,4,70.67,1,70.67,1,9,1,1,3,8,2,1,1,2,2,4,2,3,1,6,5,2,1,0,0,3,1701
378,16170011896,0,2,0,0,5352,12808.62069,0.82,13919,12781,817.22,106.25,331.39,344.16,35.42,2,2,0,0,1,0,2,2,71.88,1,71.88,1,9,1,3,5,7,2,1,1,1,2,4,7,3,1,6,5,1,1,0,1,4,406
379,16170011902,0,2,0,0,4680,11964.49275,1.32,21934,21191,1499.43,190.93,538.15,710.15,60.2,2,2,0,0,1,0,4,2,68.4,2,69.74,1,2,1,3,2,5,4,1,1,2,2,5,4,1,1,1,3,5,1,0,0,2,1614
380,16170011904,1,1,1135.570488,1135.570488,0,14142,1,16864,14142,2293.29,115.03,1331.61,809.08,37.57,1,1,1,1,1,1,2,3,66.88,2,66.88,2,9,1,1,4,7,5,1,1,1,2,4,1,3,1,5,5,2,0,0,0,3,3494
381,16170011910,0,3,0,0,4264,19627.58621,0.82,11488,15648,516.63,39.83,254.94,188.17,33.69,3,1,0,0,1,0,3,5,81.16,1,72.86,1,4,1,4,5,9,1,1,1,2,3,3,7,3,1,6,5,1,0,0,1,2,648
382,16170011918,0,4,0,0,4160,24279.31034,0.82,14082,18242,1056.26,41.83,622.66,355.04,36.73,3,3,0,0,1,0,3,6,56.26,2,55.7,2,10,1,3,1,5,1,1,1,1,2,5,7,3,1,6,5,1,1,0,1,2,556
383,16170011919,1,1,232.6829268,190.8,5100,8765.517241,0.82,11252,10184,1140.13,123.22,788.67,185.86,42.38,1,88,1,1,1,0,1,1,22.88,4,22.55,4,4,0,2,6,2,1,3,2,3,3,-9,6,1,1,5,2,1,1,0,1,3,687
384,16170011925,0,4,0,0,0,54134,1,55458,54134,1200.09,104.99,638.08,420.03,36.99,1,1,0,0,1,0,9,10,62.59,2,62,2,1,1,1,3,4,3,1,1,1,2,5,2,3,1,6,5,2,0,0,0,3,957
385,16170011926,0,2,0,0,4316,14400,1.32,26614,30236,1363.24,229.39,373.76,694.89,65.2,2,2,0,0,1,0,6,3,68.57,1,68.2,2,4,1,3,1,4,3,1,1,4,2,5,3,1,1,1,2,5,0,0,0,2,1314
386,16170011931,0,2,0,0,4160,2703.333333,1.07,3390,7404,886.21,193.06,280.19,364.58,48.38,3,3,1,1,1,0,1,1,78.75,1,72.49,1,2,1,4,5,6,2,1,1,2,3,4,3,2,1,1,3,3,1,0,1,2,864
