,serialanon,fpLIHCflg,fpLIHCqdt,fpLIHCgapEQ,fpLIHCgapUNEQ,HousingCosts,AHCIncomeEQ,FuelCosteqFactor,fpbasinc,fpfullinc,fuelexpn,wathcost,spahcost,litecost,cookcost,elecmop,gasmop,fpflgb,fpflgf,fpvuln,Unoc,FullincDeciles,EqAHCincDeciles,FPEERrating,FPEERband,sap12,EPC,gorehs,Ongas,tenure4x,DWtype,DWage,FloorArea,CentralHeating,Mainfueltype,WallType,Loftins,boiler,hhcompx,emphrp3x,ethhrp2x,Ageyng,Ageold,hhsize,hhsick,HTHG,WHDBroad,ECO_AW,aagph1617
14,16170010073,0,4,0,0,0,76296,1,79018,76296,1551.21,134.26,746.8,632.58,37.57,1,1,0,0,1,1,10,10,68.98,1,68.98,1,9,1,1,4,7,5,1,1,2,1,3,2,3,1,6,5,2,1,0,0,3,1542
15,16170010075,0,3,0,0,4300,23708,1,23708,28008,938.93,141.27,387.86,366.91,42.89,3,3,0,0,1,0,6,6,65.31,2,64.73,2,10,1,4,5,6,1,1,1,1,3,5,5,3,1,5,5,2,1,0,1,4,1085
16,16170010078,0,3,0,0,6900,20837.7551,1.07,20421,27321,1175.62,243.71,208.25,641.84,81.82,3,88,0,0,1,0,6,5,76.36,1,76.36,1,10,0,2,5,9,3,2,2,2,3,-9,4,3,1,2,2,3,0,1,0,1,1483
17,16170010080,0,3,0,0,3952,25665.51724,0.82,19558,18838,764.27,46.99,354.31,331.7,31.27,1,1,0,0,1,0,3,6,72.1,1,71.8,1,4,1,3,3,5,2,1,1,4,2,5,7,3,1,6,5,1,1,0,0,4,499
18,16170010083,1,1,39.48780488,32.38,7200,12503.44828,0.82,9797,14452,981.71,115.89,464.08,367.36,34.38,2,2,1,0,1,1,2,2,65.78,2,65.78,2,7,1,2,4,7,3,1,1,2,2,1,7,3,1,7,6,1,1,1,1,1,1313
19,16170010087,0,3,0,0,2860,25494.82759,0.82,15558,17647,846.21,76.92,470.6,267.86,30.83,1,1,0,0,1,0,3,6,62.24,2,61.59,2,5,1,3,5,6,1,1,1,1,1,5,6,3,1,5,3,1,1,0,1,4,7649
20,16170010096,0,4,0,0,0,28153.44828,0.82,17218,16329,1007.3,210.87,443.54,297.51,55.38,1,88,0,0,0,1,3,7,73.8,1,73.8,1,4,0,1,3,9,3,1,2,2,2,1,6,3,1,5,4,1,0,0,0,3,2463
21,16170010097,0,4,0,0,3927,16150,0.82,14014,13294,969.55,113.84,469.96,350.34,35.41,3,3,0,0,0,1,2,4,57.86,2,55.57,2,4,1,3,5,4,2,1,1,3,2,1,6,1,1,5,3,1,0,0,0,4,279
22,16170010102,0,3,0,0,15548,21775.4902,1.32,45803,59970,1369.68,186.49,535.33,593.83,54.03,1,1,0,0,1,0,10,5,60.34,2,57.95,2,8,1,2,1,4,3,1,1,3,1,5,3,1,2,2,3,5,0,0,0,3,2906
23,16170010107,0,3,0,0,10740,24489.65517,0.82,25855,24944,661.25,84,225.5,318.62,33.13,3,1,0,0,0,0,5,6,75.93,1,75.93,1,7,1,2,5,7,2,1,1,1,3,5,6,1,1,5,2,1,0,0,0,3,699
24,16170010115,0,2,0,0,8008,12904.08163,1.07,17233,20654,1018.94,199.61,305.29,466.54,47.5,2,2,0,0,1,0,4,3,66.3,2,67.61,2,8,1,3,5,5,2,1,1,2,3,1,4,1,2,3,3,3,1,0,0,2,675
25,16170010118,0,4,0,0,4440,18742,1,24512,23182,1333.03,111.83,753.92,428.47,38.81,1,1,0,0,1,0,5,4,57.04,2,54.09,3,10,1,1,1,4,3,1,1,3,2,5,1,1,1,5,3,2,1,1,0,3,1092
26,16170010119,0,4,0,0,0,25232.75862,0.82,15747,14635,1396.63,112.98,953.04,298.5,32.11,1,1,0,0,1,1,2,6,48.85,3,41.46,3,2,1,1,3,3,5,1,1,3,2,1,7,3,1,7,6,1,0,1,1,3,2017
27,16170010122,0,2,0,0,8684,9589.166667,1.07,12163,20191,1145.04,182.65,466.29,448.27,47.83,3,3,0,0,1,0,4,2,77.59,1,72.84,1,8,1,4,3,9,4,1,1,2,2,4,4,3,1,3,3,3,1,0,1,2,4069
28,16170010124,0,3,0,0,0,36696.55172,0.82,22106,21284,861.58,79.78,458.37,290.2,33.23,1,1,0,0,0,0,4,9,60.49,2,60.49,2,10,1,1,1,1,1,1,1,3,2,5,6,1,1,5,4,1,0,0,0,3,5176
29,16170010127,0,3,0,0,0,41310.34483,0.82,24995,23960,850.3,48.75,386.11,383.8,31.64,1,1,0,0,1,1,5,9,67.58,2,68.68,1,6,1,1,3,6,3,1,1,2,2,5,7,1,1,7,6,1,0,0,0,3,2640
30,16170010134,0,3,0,0,5346.397568,44518.60243,1,51775,49865,1018.86,101.33,403.3,476.73,37.5,1,1,0,0,1,1,9,9,67.81,2,67.81,2,2,1,1,4,9,4,1,1,2,2,5,2,1,2,5,5,2,0,0,0,3,3104
31,16170010140,0,4,0,0,0,27567.24138,0.82,15989,15989,1121.95,148.77,614.95,320.78,37.45,1,1,0,0,1,0,3,7,53.25,3,55.11,2,2,1,1,2,5,2,2,2,2,2,-9,7,3,1,7,6,1,0,0,0,3,12202
32,16170010143,0,3,0,0,3744,26410.34483,0.82,19010,19062,683.27,56.43,348.26,242.36,36.22,3,3,0,0,1,0,3,7,78.43,1,70.92,1,2,1,4,5,9,1,1,1,1,3,5,7,3,1,6,5,1,0,0,0,2,2039
33,16170010147,1,1,193.5243902,158.69,8040,11567.24138,0.82,12875,14749,1108.02,134.19,578.95,359.23,35.65,2,2,0,0,1,1,2,2,57.31,2,57.31,2,6,1,2,4,9,3,1,1,1,2,1,7,3,1,6,5,1,1,0,1,1,3328
34,16170010156,0,4,0,0,12000,39536.41304,1.21,87594,84747,1706.65,159.04,781.65,717.59,48.37,1,1,0,0,1,0,10,9,67.99,2,67.99,2,9,1,1,4,9,5,1,1,2,1,1,3,1,1,3,3,4,0,0,0,3,2501
35,16170010163,0,4,0,0,0,28267,1,29691,28267,1530.1,55.66,896.36,541.56,36.52,1,1,0,0,0,1,6,7,41.22,3,39.35,3,4,1,1,2,3,5,1,1,3,1,3,1,1,1,5,2,2,0,0,0,3,1984
36,16170010164,0,2,0,0,5832,9896,1,16633,15728,1092.72,58.01,526.04,471.72,36.95,1,1,0,0,1,0,3,2,63.81,2,63.59,2,6,1,1,2,6,3,1,1,1,1,5,4,1,1,3,3,2,1,1,0,1,6436
37,16170010173,1,1,246.8292683,202.4,0,8512.068966,0.82,6095,4937,1151.73,172.93,538.24,408.89,31.67,1,1,1,1,1,1,1,1,54.68,2,55.94,2,1,1,1,3,6,4,1,1,2,2,1,7,3,1,6,5,1,1,1,1,1,2693
38,16170010174,1,1,176.597561,144.81,7800,-6231.034483,0.82,5615,4186,1094.14,92.78,614.66,350.25,36.45,2,2,1,1,1,0,1,1,62.84,2,62.5,2,10,1,2,4,1,2,1,1,4,2,5,7,1,1,6,5,1,1,1,1,1,942
39,16170010181,0,2,0,0,5096,6042.307692,1.32,11895,16093,1452.89,220.62,508.96,663.77,59.54,3,3,1,0,1,0,3,1,68.74,1,69.43,1,6,1,3,2,4,3,1,1,2,2,5,5,2,2,2,5,5,1,0,1,2,581
40,16170010186,0,3,0,0,19134.41296,48599.00496,1.07,89247,88145,1078.57,126.43,404.22,504.74,43.18,1,1,0,0,0,0,10,10,69.77,1,68.48,2,8,1,2,5,3,3,1,1,3,3,5,5,1,1,4,2,3,0,0,0,3,1622
41,16170010193,1,1,45.3604878,45.3604878,3900,6663,1,11629,10563,1203.08,255.63,519.97,368.07,59.41,1,1,1,1,0,0,1,1,51.28,3,50.47,3,7,0,2,5,5,1,2,2,1,3,-9,1,1,1,5,2,2,0,1,1,3,522
42,16170010198,0,2,0,0,3354,14600,0.82,8468,11822,762.84,91.49,482.23,153.5,35.62,3,3,0,0,1,0,1,3,71.76,1,64.75,2,1,1,4,3,5,1,1,1,2,2,5,7,3,1,6,5,1,0,0,1,2,451
43,16170010202,0,3,0,0,0,30206,1,31890,30206,1093.33,110.74,450.29,494.73,37.57,1,1,0,0,1,1,6,7,67.11,2,67.78,2,9,1,1,3,5,5,1,1,2,1,5,2,3,1,6,5,2,1,0,0,3,2078
44,16170010216,0,3,0,0,0,48170.68966,0.82,28837,27939,792.15,95.24,370.65,291.88,34.38,2,2,0,0,0,0,6,10,66.86,2,66.48,2,7,1,1,5,5,1,1,1,1,1,5,6,1,1,5,3,1,0,0,0,3,2977
45,16170010219,0,3,0,0,9480,48012.06897,0.82,38292,37327,918.5,93.15,512.72,277.21,35.42,2,2,0,0,0,0,8,10,55.21,2,52.31,3,9,1,1,6,4,1,1,1,3,2,5,6,1,1,5,3,1,0,0,0,3,1460
46,16170010249,0,3,0,0,4875,23481.03448,0.82,19295,18494,705.26,35.06,320.58,318.35,31.27,1,1,0,0,1,0,3,6,71.31,1,71.31,1,4,1,3,5,7,2,1,1,2,3,5,7,3,1,7,6,1,1,0,0,4,540
47,16170010251,0,4,0,0,0,57664,1,59619,57664,1552.27,108.95,767.65,627.31,48.36,1,1,0,0,1,1,10,10,63.66,2,63.37,2,7,0,1,4,6,5,1,3,1,2,4,2,3,1,6,6,2,0,0,0,3,2809
48,16170010257,0,4,0,0,39000,17343.47826,1.21,73759,70912,3136.57,270.68,1787.03,995.79,83.07,1,88,0,0,1,1,10,4,29.08,4,28.8,4,9,0,2,3,1,5,2,2,3,1,-9,2,1,1,4,5,4,0,0,0,3,1589
49,16170010262,0,3,0,0,6360,27011,1,34731,33371,1112.42,113.45,539.46,420.7,38.81,1,1,0,0,1,0,7,7,65.29,2,67.04,2,10,1,1,3,5,3,1,1,2,2,5,1,1,1,5,3,2,1,0,0,3,1854
50,16170010267,0,3,0,0,5100,18987,1,21696,24087,809.58,59.59,494.11,219.55,36.33,1,1,0,0,1,0,5,4,74.83,1,76.07,1,7,1,3,1,5,2,1,1,2,2,5,5,1,1,5,5,2,1,0,0,4,540
51,16170010274,0,3,0,0,9581.1984,14757.33467,1.07,28367,27290,759.06,131.03,147.32,423.5,57.21,1,1,0,0,1,0,6,3,82.92,1,82.92,1,9,0,2,5,9,2,1,3,4,3,-9,3,1,2,2,3,3,0,0,0,3,721
52,16170010277,0,3,0,0,4800,23505,1.21,38767,37707,1052.35,153.99,344.19,505.88,48.29,1,1,0,0,1,0,8,6,70.39,1,71.74,1,2,1,3,1,4,3,1,1,2,2,5,3,1,1,2,2,4,0,0,0,4,706
53,16170010278,1,1,268.8973102,287.720122,10800,6845.918367,1.07,18289,17509,1526.48,153.35,617.97,706.11,49.05,3,3,0,0,1,0,3,1,69.48,1,69.03,1,10,1,2,6,4,5,1,1,1,2,5,4,1,1,1,3,3,0,1,0,1,1039
54,16170010281,0,2,0,0,7475,10049.375,1.32,17316,23554,1489.51,95.64,631.48,709.51,52.88,1,1,0,0,1,0,5,2,61.73,2,63.46,2,6,1,2,1,5,3,1,1,2,2,5,3,3,2,2,3,5,0,1,0,1,1314
55,16170010284,0,4,0,0,5700,20241.37931,0.82,18195,17440,1075.78,87.55,621.38,331.37,35.48,3,2,0,0,0,0,3,5,56.6,2,54.97,2,6,1,2,2,2,2,1,1,3,1,5,6,1,1,5,4,1,0,0,0,3,1463
56,16170010287,0,2,0,0,4264.615385,14355.86538,1.32,27927,27234,1517.04,206.66,588.7,662.14,59.54,3,3,0,0,1,0,6,3,66.36,2,65.84,2,6,1,2,1,4,3,1,1,1,2,5,3,1,1,1,2,5,1,1,0,3,465
57,16170010296,0,3,0,0,8820,25318,1,35506,34138,722.71,113.55,178.77,392.82,37.57,1,1,0,0,0,0,7,6,77.88,1,77.88,1,9,1,2,2,9,2,1,1,5,2,5,1,1,1,5,3,2,0,0,0,3,884
58,16170010317,0,4,0,0,6600,23904.28571,1.21,41305,40066,1428.48,220.89,578.27,580.72,48.6,1,1,0,0,1,0,8,6,60.42,2,58.98,2,8,1,1,2,3,4,1,1,3,1,4,3,1,1,2,4,4,0,0,0,3,8562
59,16170010318,0,3,0,0,5368,15271.79487,1,14993,17280,781.28,125.99,236.95,377.79,40.55,3,3,0,0,1,0,3,3,76.81,1,77.39,1,7,1,4,5,6,2,1,1,2,3,5,4,1,2,2,3,2,1,0,1,2,1407
60,16170010320,1,1,19.6104878,19.6104878,5460,11488,1,11488,16948,1177.33,66.3,573.45,495.28,42.3,3,3,1,0,1,0,3,2,61.21,2,62.29,2,2,1,3,3,5,2,1,1,2,1,5,5,3,1,5,5,2,1,0,1,2,341
61,16170010327,1,1,67.84146341,55.63,5568,10494.82759,0.82,12821,11655,1004.96,37.05,539.57,396.17,32.17,1,1,0,0,1,1,1,2,64.26,2,65,2,9,1,1,2,4,4,1,1,2,1,5,7,1,1,6,5,1,0,0,0,3,3526
62,16170010332,0,4,0,0,6984,24901.72414,0.82,22490,21427,987.7,78.39,568.4,309.24,31.67,1,1,0,0,0,0,4,6,63.15,2,63.96,2,1,1,1,3,4,3,1,1,2,2,5,6,1,1,5,4,1,0,0,0,3,2511
63,16170010344,0,3,0,0,0,21780,1,23248,21780,1062.17,110.53,422.93,491.14,37.57,1,1,0,0,1,1,4,5,69.45,1,70.46,1,9,1,1,3,5,5,1,1,2,2,5,2,3,1,7,6,2,1,0,0,3,3458
64,16170010346,0,2,0,0,3600,14037,1,14037,17637,1007.15,105.26,505.15,359.75,36.99,1,1,0,0,1,0,3,3,64.64,2,66.37,2,1,1,3,3,4,2,1,1,2,2,5,2,3,1,6,5,2,1,0,1,4,504
65,16170010348,0,4,0,0,0,25713.58696,1.21,48610,47313,1537.49,181.66,630.27,671.87,53.69,2,3,0,0,1,0,9,6,62.52,2,61.06,2,8,1,1,2,3,4,1,1,3,2,5,5,3,2,5,6,4,1,1,0,3,3211
66,16170010351,1,1,31.06553453,33.24012195,6500,9540.140845,1.07,15803,20047,1272,196.9,380.85,646.42,47.83,3,3,0,0,1,0,4,2,77.29,1,77.29,1,8,1,3,5,9,5,1,1,2,3,1,5,3,2,5,5,3,1,0,1,2,713
67,16170010357,0,3,0,0,7150,20312.5,1.32,35175,39650,1435.28,204.74,482.25,688.04,60.25,3,2,0,0,1,0,8,5,66.58,2,66.58,2,2,1,2,3,8,3,1,1,1,2,5,3,3,1,1,2,5,1,1,0,3,737
68,16170010358,0,3,0,0,7398.144104,24427.33775,0.82,14182,21566,833.88,83.27,491.2,206.24,53.17,1,88,0,0,1,0,4,6,71.97,1,64.05,2,4,0,4,5,9,1,2,2,1,3,-9,7,3,1,7,6,1,1,0,1,2,2493
69,16170010361,0,4,0,0,0,60657,1,62090,60657,1474.94,177.42,814.94,441.22,41.36,2,2,0,0,1,0,10,10,48.34,3,46.9,3,9,1,1,1,1,3,1,1,3,2,2,1,1,1,5,4,2,1,0,0,3,1960
70,16170010364,1,1,53.26533629,70.3102439,6344,6303.636364,1.32,21638,20212,1598.5,362.31,359.85,798.72,77.62,3,3,0,0,1,0,4,1,68.84,1,68.84,1,9,1,4,3,7,3,1,1,2,1,4,3,1,1,1,3,5,0,0,0,2,671
71,16170010367,0,4,0,0,8352,42198.59155,1.07,69794,68274,1455.75,129.17,616.14,666.05,44.39,1,1,0,0,0,1,10,9,57.92,2,57.92,2,10,1,1,6,2,5,1,1,3,3,5,1,1,1,4,4,3,0,0,0,3,7634
72,16170010371,0,4,0,0,0,28693.10345,0.82,17834,16642,1302.97,95.65,713.1,458.57,35.65,2,2,0,0,1,1,3,7,57.86,2,59.74,2,6,1,1,4,4,4,1,1,2,2,4,7,3,1,6,5,1,0,0,0,3,2725
73,16170010373,0,3,0,0,6936,34010.34483,0.82,27560,26662,606.51,77.48,208.41,289.51,31.11,1,1,0,0,0,0,5,8,75.59,1,75.59,1,7,1,1,2,9,2,1,1,2,2,5,6,1,2,5,3,1,0,0,0,3,1262
74,16170010380,0,3,0,0,9180,24077.5,1.07,39487,38073,1162.81,124.4,503.46,492.69,42.26,1,1,0,0,1,0,8,6,65.36,2,65.02,2,6,1,2,2,6,3,1,1,1,2,5,3,1,1,1,3,3,0,0,0,3,3122
75,16170010387,0,3,0,0,3360,17179.31034,0.82,14129,13324,669.74,42.69,292.2,302.52,32.33,1,1,0,0,0,0,2,4,67.42,2,68.25,2,8,1,1,5,5,1,1,1,2,3,3,6,1,2,5,2,1,0,0,0,3,1530
76,16170010392,0,4,0,0,13024,42114.13043,1.21,91891,90514,2477.86,146.81,1457.51,821.85,51.69,2,2,0,0,0,0,10,9,42.31,3,40.51,3,7,1,2,1,2,5,1,1,3,1,1,5,1,1,5,3,4,0,0,0,3,2131
77,16170010395,0,3,0,0,12480,40916,1,54623,53396,1005.63,127.94,401.47,434.69,41.53,2,2,0,0,0,0,9,9,72.03,1,72.03,1,8,1,2,2,7,3,1,1,2,2,5,1,1,2,5,3,2,0,0,0,3,5105
78,16170010397,0,2,0,0,6000,1055.714286,1.21,8471,7478,1307.62,90.59,475.83,687.58,53.62,2,2,1,1,1,0,1,1,69.27,1,70.66,1,1,1,2,3,5,3,1,1,2,2,5,3,1,1,1,3,4,1,1,1,1,502
79,16170010399,0,4,0,0,6720,31906.79012,1.21,59842,58409,1597.58,142.27,755.94,651,48.37,1,1,0,0,1,0,10,8,49.21,3,48.62,3,9,1,1,3,3,3,1,1,1,2,2,3,1,1,3,3,4,0,0,0,3,2260
80,16170010400,0,3,0,0,3060,25565.51724,0.82,14828,17888,509.96,76.89,290.84,111.4,30.83,1,1,0,0,1,0,3,6,80.7,1,73.71,1,5,1,3,5,5,1,1,1,2,1,5,7,3,1,7,6,1,1,0,1,2,827
81,16170010409,0,2,0,0,5769.230769,13819.15228,1.07,20290,19312,1054.72,144.95,339.01,524.38,46.38,3,3,0,0,1,0,4,3,74.31,1,74.31,1,7,1,4,5,9,3,1,1,2,1,4,4,1,1,2,3,3,1,0,0,2,599
82,16170010412,0,3,0,0,0,29030,1,30610,29030,1141.76,154.23,512.99,438.54,36,1,1,0,0,1,1,6,7,60.98,2,60.35,2,5,1,1,4,7,4,1,1,1,2,4,2,3,1,7,6,2,1,0,0,3,3581
83,16170010414,0,4,0,0,9492,36886.95652,1.21,78610,77364,1515.12,199.44,603.61,658.83,53.24,3,3,0,0,0,0,10,9,66.36,2,66.36,2,4,1,1,3,8,4,1,1,2,2,3,1,1,1,4,3,4,0,0,0,3,4611
84,16170010419,0,2,0,0,4940,8016,1,8016,12956,896.71,123.56,468.24,263.23,41.68,3,3,1,0,1,0,2,1,72.77,1,65.5,2,9,1,3,3,5,2,1,1,1,2,4,5,3,1,4,4,2,1,0,1,2,1039
85,16170010420,0,4,0,0,0,26484,1,26484,26484,1197.49,121.15,557.98,480.79,37.57,1,1,0,0,1,0,5,7,60.62,2,62.08,2,9,1,2,3,6,3,1,1,2,2,2,5,3,1,5,6,2,1,1,0,1,6068
86,16170010422,0,4,0,0,2256,67341.37931,0.82,42830,41314,1100.31,121.32,534.2,412.62,32.17,1,1,0,0,1,1,8,10,68.39,2,68.39,2,9,1,1,4,9,5,1,1,2,1,1,7,3,1,6,5,1,1,0,0,3,849
87,16170010434,0,3,0,0,3952,18410.34483,0.82,10678,14630,723,48.64,331.6,311.12,31.64,1,1,0,0,1,0,2,4,70.9,1,72.06,1,6,1,3,5,6,2,1,1,2,3,5,6,3,1,5,4,1,1,0,1,2,905
88,16170010437,1,1,302.0759424,398.7402439,7200,14571.42857,1.32,27565,33720,1926.93,205.77,1039.67,620.95,60.54,3,3,0,0,1,0,7,3,59.45,2,53.88,3,2,1,2,3,4,4,1,1,1,1,5,3,3,1,1,3,5,1,1,1,1,1279
89,16170010448,0,3,0,0,0,28851,1,30082,28851,1008.62,110.83,494.52,365.7,37.57,1,1,0,0,1,0,6,7,62.44,2,63.21,2,9,1,1,3,4,2,1,1,2,1,5,2,3,1,6,6,2,0,0,0,3,1780
90,16170010459,0,4,0,0,5148,25256.41026,1,25516,24848,1287.57,289.56,432.99,498.15,66.87,3,88,0,0,1,0,5,6,66.72,2,66.72,2,7,0,4,5,7,3,2,2,1,3,-9,4,3,1,1,3,2,1,0,0,2,956
91,16170010460,0,3,0,0,0,21452,1,23096,21452,1117.28,106.32,537.01,435.14,38.81,1,1,0,0,1,0,4,5,66.46,2,67.35,2,10,1,1,4,6,3,1,1,2,2,5,2,3,1,6,5,2,0,0,0,3,2120
92,16170010465,0,3,0,0,3900,20058.79121,1.32,40407,40407,1438.68,109.42,485.22,790.36,53.68,1,1,0,0,1,0,8,5,67.68,2,68.81,1,2,1,1,2,7,4,1,1,2,2,3,3,1,1,2,5,5,1,1,0,1,1367
93,16170010466,0,2,0,0,7800,10403.26087,1.21,28005,26942,1216.51,161.68,488.14,520.34,46.35,1,1,0,0,1,0,6,2,65.74,2,66.3,2,5,1,2,1,5,3,1,1,2,2,5,3,1,2,3,5,4,0,0,0,3,2887
94,16170010468,0,2,0,0,5096,14166.42857,1.21,26136,24929,1254.65,180.27,372.97,647.84,53.57,3,3,0,0,1,0,5,3,75.37,1,75.37,1,6,1,4,1,9,4,1,1,2,2,5,4,1,1,2,3,4,0,0,0,2,538
95,16170010483,0,3,0,0,4420,29805.17241,0.82,17287,21707,759.32,47.69,374.38,305.98,31.27,1,1,0,0,1,0,4,7,65.72,2,66.82,2,4,1,4,1,6,1,1,1,2,2,5,7,3,1,7,6,1,0,0,0,4,1236
96,16170010484,0,4,0,0,4800,62774.13793,0.82,42298,41209,1551.61,90.66,1007.97,399.41,53.57,1,88,0,0,1,0,8,10,44.77,3,43.96,3,9,0,1,5,6,2,2,2,1,1,-9,7,1,1,6,5,1,0,0,0,3,1312
97,16170010487,1,1,76.8704878,76.8704878,4850,6583,1,7760,11433,1234.59,117.92,575.06,499.31,42.3,3,3,1,1,1,0,1,1,72.92,1,73.67,1,2,1,4,2,5,4,1,1,2,2,5,5,2,1,4,3,2,1,0,1,4,496
98,16170010510,0,4,0,0,6600,44906.42857,1.21,70999,69469,1443.65,153.86,611.2,610.99,67.6,1,88,0,0,1,0,10,9,52.85,3,49.53,3,10,0,1,3,2,4,1,3,3,1,5,3,1,1,1,3,4,0,0,0,3,5329
99,16170010515,1,1,112.7763556,136.4593902,18000,3151.234568,1.21,18301,23105,1537.3,135.37,715.58,637.75,48.6,1,1,0,0,1,0,5,1,49,3,45.75,3,8,1,2,3,4,3,1,1,3,2,1,3,1,2,3,4,4,1,1,0,1,2793
100,16170010516,0,2,0,0,5760,12779.01235,1.21,27422,26462,1349.65,177.16,550.8,568.45,53.24,3,3,0,0,1,0,5,2,63.33,2,64.96,2,4,1,4,3,5,3,1,1,2,1,5,3,1,1,2,3,4,0,0,0,4,709
101,16170010517,0,3,0,0,15000,31433,1,47660,46433,922.97,105.21,371.26,408.75,37.75,1,1,0,0,0,0,9,8,67.64,2,66.25,2,8,1,2,5,3,2,1,1,3,2,5,1,1,1,5,2,2,0,0,0,3,1197
102,16170010518,0,4,0,0,0,27217.60563,1.07,40337,38649,2199.26,199.95,1384.01,572.4,42.9,1,1,0,0,1,0,8,7,34.87,4,32.2,4,2,1,1,3,2,4,1,1,3,2,1,2,3,1,5,5,3,0,0,0,3,4193
103,16170010519,0,3,0,0,6000,26656.42857,1.21,44551,43319,1129.45,169.48,353.84,558.56,47.57,1,1,0,0,1,0,8,7,69.8,1,69.8,1,6,1,1,2,9,3,1,1,2,2,4,3,1,1,1,3,4,0,0,0,3,2001
104,16170010526,0,3,0,0,0,29832.75862,0.82,18262,17303,917.18,33.64,487.63,364.64,31.27,1,1,0,0,1,1,3,7,60.04,2,57.58,2,4,1,1,3,4,3,1,1,3,2,5,7,3,1,7,6,1,1,0,0,3,3039
