,serialanon,fpLIHCflg,fpLIHCqdt,fpLIHCgapEQ,fpLIHCgapUNEQ,HousingCosts,AHCIncomeEQ,FuelCosteqFactor,fpbasinc,fpfullinc,fuelexpn,wathcost,spahcost,litecost,cookcost,elecmop,gasmop,fpflgb,fpflgf,fpvuln,Unoc,FullincDeciles,EqAHCincDeciles,FPEERrating,FPEERband,sap12,EPC,gorEHS,Ongas,tenure4x,DWtype,DWage,FloorArea,CentralHeating,Mainfueltype,WallType,Loftins,boiler,hhcompx,emphrp3x,ethhrp2x,Ageyng,Ageold,hhsize,hhsick,CERTpriority,WFG_preApr11,WFG_postApr11,WFG_Sept12,ECO_AW,aagph1516
0,15160010001,0,4,0,0,7476,31376,1,39931,38852,1388.75,121.52,702.03,526.74,38.46,1,1,0,0,0,1,8,8,66.32,2,65.78,2,4,1,1,3,6,5,1,1,1,2,5,1,1,1,5,2,2,0,0,0,0,0,3,1151
1,15160010005,0,2,0,0,10200,10347.4359,1,8187,18271,1053.63,237.68,260.78,489.33,65.84,2,2,1,0,1,0,3,2,65.6,2,67.26,2,7,0,2,5,6,1,2,2,2,2,-9,4,3,1,1,2,2,0,1,1,0,0,1,982
2,15160010007,0,2,0,0,10320,8315,1.32,18926,23624,1078.57,256.93,250.12,515.09,56.43,1,3,0,0,1,0,5,1,75.53,1,74.62,1,5,1,2,5,6,2,1,1,3,3,3,3,1,1,1,4,5,1,1,1,0,0,1,943
3,15160010010,0,3,0,0,5296.153846,33459.84615,1,39904,38756,1072.52,120.38,542.41,360.22,49.51,1,88,0,0,1,0,8,8,55.81,2,54.5,2,5,0,4,3,6,2,1,3,1,1,5,2,3,1,6,5,2,1,1,0,0,0,4,455
4,15160010011,0,2,0,0,7140,9974,1,17987,17114,1139.03,227.69,450.9,421.58,38.86,1,1,0,0,0,0,3,2,60.04,2,59.47,2,6,1,2,1,8,2,1,1,1,1,1,1,3,1,5,2,2,0,0,0,0,0,3,1495
5,15160010016,0,4,0,0,0,30068.96552,0.82,18235,17440,1171.16,110.49,643.16,382.32,35.19,2,2,0,0,0,1,3,8,60.99,2,58.67,2,5,1,1,2,3,4,1,1,3,2,3,6,1,1,5,4,1,0,0,0,0,0,3,2028
6,15160010017,0,4,0,0,0,15640,1,17009,15640,1263.22,155.75,677.32,392.06,38.09,1,1,0,0,1,0,3,3,62.67,2,62.21,2,5,1,1,4,9,3,1,1,1,2,1,1,3,1,5,5,2,1,0,0,0,0,3,3666
7,15160010018,0,3,0,0,0,36971,1,38729,36971,1138.12,124.36,521.42,452.95,39.39,1,1,0,0,1,1,7,9,64.21,2,62.16,2,8,1,1,2,4,4,1,1,3,1,5,2,1,1,6,5,2,1,0,0,0,0,3,1235
8,15160010019,0,2,0,0,4004,12434,1,16632,16438,968.73,132.12,452.29,341.38,42.94,2,2,0,0,1,0,3,3,67.38,2,67.68,2,4,1,4,3,6,1,1,1,2,2,5,5,3,1,5,5,2,1,1,0,0,0,4,689
9,15160010025,1,1,146.9045455,146.9045455,0,10808,1,12259,10808,1323.45,127.95,881.38,275.73,38.39,1,1,1,1,1,0,1,2,63.56,2,57.71,2,7,1,1,4,6,4,1,1,1,1,5,2,3,1,7,6,2,0,1,0,0,0,3,2797
10,15160010026,1,1,203,267.96,5096,9801.960784,1.32,19996,25092,1821,266.37,803.77,689.63,61.23,3,3,0,0,1,0,5,2,62.09,2,59.08,2,6,1,3,3,4,4,1,1,3,2,3,3,3,1,2,3,5,1,1,0,0,0,2,797
11,15160010032,0,3,0,0,4384.615385,20003.13187,1.21,33422,32389,1417.49,99,579.42,684.25,54.82,3,3,0,0,1,0,7,5,64.54,2,65.56,2,4,1,3,1,4,2,1,1,2,2,5,3,1,1,2,3,4,0,0,0,0,0,4,324
12,15160010043,0,2,0,0,3380,13425,1,13425,16805,848.16,111.18,409.85,289.04,38.09,1,1,0,0,1,0,3,3,64,2,62.88,2,5,1,3,2,5,1,1,1,1,2,5,2,3,1,6,6,2,1,1,0,0,0,4,545
13,15160010044,0,3,0,0,13200,41396.55172,0.82,37724,37210,622.41,225.64,152.78,210.26,33.73,1,1,0,0,0,0,8,9,67.05,2,65.15,2,8,1,2,6,2,1,1,1,3,3,1,6,1,1,5,3,1,0,0,0,0,0,3,1745
14,15160010062,0,3,0,0,4472,14108.62069,0.82,8183,12655,716.27,90.9,435.93,156.29,33.15,1,1,0,0,1,1,2,3,74.28,1,69.19,1,1,1,4,2,5,3,1,1,2,2,5,7,3,1,7,6,1,1,1,0,0,0,2,613
15,15160010066,1,1,2070.654545,2070.654545,5830,9453,1,15420,15283,3247.2,372.89,2339.09,482.47,52.75,2,88,1,1,1,1,3,2,1,5,1,5,7,0,2,3,1,4,3,2,3,1,-9,5,1,1,5,6,2,1,1,0,0,1,1,1812
16,15160010072,0,3,0,0,0,27342,1,29102,27342,982.3,109.26,364.41,469.92,38.71,1,1,0,0,1,1,6,7,78.6,1,78.25,1,1,1,1,4,9,5,1,1,2,2,4,2,1,1,5,5,2,0,0,0,0,0,3,947
17,15160010082,0,2,0,0,5200,6400,0.82,5600,8912,920.6,94.91,386.39,401.67,37.63,3,3,1,1,0,1,1,1,71.96,1,71.52,1,10,1,4,3,9,4,1,1,2,1,5,6,3,1,5,4,1,0,1,0,0,0,4,718
18,15160010091,0,4,0,0,4608,31044.82759,0.82,23539,22614,1087.98,85.24,600.1,369.71,32.93,1,1,0,0,0,1,5,8,68.3,2,67.71,2,4,1,1,3,5,5,1,1,1,2,5,6,1,1,5,2,1,0,0,0,0,0,3,2190
19,15160010097,0,3,0,0,6240,21118.30986,1.07,37419,36228,904.4,152.29,276.81,429.95,45.35,1,1,0,0,0,0,7,5,74.02,1,73.47,1,9,1,4,3,9,2,1,1,2,2,4,1,1,1,4,4,3,0,0,0,0,0,4,858
20,15160010099,0,3,0,0,5350,17568.96552,0.82,11095,15540,735.34,89.9,454.48,157,33.96,1,1,0,0,1,0,3,4,71.66,1,64,2,9,1,4,5,5,2,1,1,1,3,5,7,3,1,6,5,1,1,1,0,0,0,4,447
21,15160010101,0,2,0,0,9724,8573.913043,1.21,16094,25500,1148.31,189.88,451.15,454.87,52.41,1,1,0,0,1,0,5,1,73.88,1,67.77,2,10,1,4,1,9,3,1,1,1,2,5,3,1,1,4,4,4,1,1,0,0,0,2,638
22,15160010115,0,4,0,0,0,45548.27586,0.82,27346,26418,1084.55,98.84,593.16,358.82,33.73,1,1,0,0,1,1,5,9,58.96,2,56.48,2,8,1,1,3,4,4,1,1,3,1,5,7,3,1,6,5,1,0,0,0,0,0,3,3679
23,15160010117,0,4,0,0,0,33961.97183,1.07,49935,48226,1933.51,148.88,948.89,789.18,46.56,1,1,0,0,1,1,9,8,63.8,2,63.11,2,10,1,1,4,6,5,1,1,1,2,5,5,3,1,5,5,3,1,1,0,0,0,3,1128
24,15160010124,0,4,0,0,0,15337.93103,0.82,8896,8896,1574.26,268.45,974.91,298.03,32.87,1,1,1,1,1,1,1,3,28.92,4,26.28,4,7,1,1,4,4,3,1,1,3,2,1,7,3,1,7,6,1,0,1,1,1,1,1,3198
25,15160010132,0,4,0,0,15600,70021,1,86501,85621,1217.08,135.44,603.47,435.28,42.89,2,2,0,0,0,0,10,10,64.92,2,62.72,2,8,1,2,6,2,3,1,1,3,3,5,1,1,1,5,3,2,0,0,0,0,0,3,3516
26,15160010136,0,4,0,0,0,37739.65517,0.82,23111,21889,1461.11,297.85,804.98,324.55,33.73,1,1,0,0,1,1,4,9,31.92,4,29.09,4,8,1,2,3,4,3,1,1,3,1,1,6,1,1,5,3,1,1,0,0,0,0,3,1357
27,15160010137,1,1,783.2892562,947.78,8206,8162.345679,1.21,15189,21429,2371.4,146.92,1419.78,730.67,74.03,3,88,1,1,1,0,4,1,3.56,5,2.64,5,10,0,2,1,3,2,1,3,3,1,1,4,3,1,3,4,4,1,1,1,1,1,1,1167
28,15160010138,0,3,0,0,4212,21793.10345,0.82,13383,16852,603.97,104.6,195.8,259.82,43.75,1,88,0,0,1,0,3,6,78.16,1,77.51,1,9,0,3,5,6,1,1,3,4,3,-9,7,3,1,6,5,1,1,1,0,0,0,4,328
29,15160010139,0,3,0,0,4150,14960.34483,0.82,8677,12827,865.09,94.01,545.59,188.63,36.86,2,2,0,0,1,0,2,3,72.98,1,67.59,2,6,1,3,3,5,2,1,1,2,2,5,7,3,1,6,5,1,1,1,0,0,0,2,971
30,15160010144,0,3,0,0,0,17939,1,19025,17939,1167.39,118.6,590.67,418.14,39.98,1,1,0,0,1,0,3,4,70.35,1,70.81,1,2,1,1,3,4,3,1,1,2,2,5,2,3,1,6,5,2,1,0,0,0,0,3,3484
31,15160010145,0,3,0,0,4320,29963.7931,0.82,17379,21699,864.07,272.07,528.29,14.36,49.35,3,88,0,0,1,0,4,7,71.64,1,71.07,1,10,0,3,3,8,2,1,2,2,2,-9,7,3,1,7,6,1,1,1,0,0,0,4,627
32,15160010152,0,4,0,0,3912,23218.75,1.32,42316,41062,1621.98,199.53,662.38,702.86,57.21,1,1,0,0,1,0,8,6,63.03,2,61.03,2,2,1,1,2,3,4,1,1,3,2,5,3,1,1,1,3,5,0,0,0,0,0,3,2047
33,15160010163,0,4,0,0,0,34002,1,35543,34002,1454.71,129.79,944.17,340.04,40.71,1,1,0,0,1,0,7,8,62.68,2,57.26,2,10,1,1,1,1,4,1,1,3,1,5,5,1,1,5,4,2,1,0,0,0,1,1,2556
34,15160010172,0,4,0,0,15600,34022.5,1.07,57656,56427,1350.12,155.96,712.14,436.98,45.04,1,1,0,0,1,0,9,8,53.37,3,50.23,3,8,1,2,6,4,2,1,1,3,3,5,3,1,1,1,2,3,0,0,0,0,0,3,2882
35,15160010175,0,4,0,0,0,17389.65517,0.82,11995,10086,2036.88,109.41,1407.46,476.76,43.25,1,88,1,1,1,1,1,4,36.48,4,32,4,6,0,1,4,1,5,1,3,3,2,1,7,3,1,7,6,1,1,1,0,1,1,1,3342
36,15160010182,0,2,0,0,3840,14065,1,15505,17905,995.44,61.48,470.14,422.52,41.3,3,3,0,0,1,0,3,3,68.46,2,68.58,1,5,1,3,3,6,1,1,1,2,2,5,2,3,1,6,6,2,1,1,0,0,0,2,765
37,15160010183,0,2,0,0,10200,1808.75,1.32,14428,13094,1450.11,228.48,468.02,692.33,61.28,3,3,1,1,1,0,2,1,68.75,1,67.04,2,9,1,2,2,3,3,1,1,3,2,5,3,1,1,1,3,5,0,1,1,0,0,1,1513
38,15160010186,0,3,0,0,3036,22574.13793,0.82,16568,16129,942.52,88.31,495.52,325.54,33.15,1,1,0,0,1,1,3,6,68.26,2,69.32,1,1,1,3,3,5,4,1,1,2,2,5,7,3,1,7,6,1,0,1,0,0,0,4,428
39,15160010193,0,3,0,0,5520,26170.68966,0.82,21651,20699,699.04,96.24,304,265.93,32.87,1,1,0,0,0,0,4,7,74.46,1,72.85,1,7,1,4,6,2,2,1,1,3,2,4,6,1,1,5,4,1,0,0,0,0,0,4,461
40,15160010194,0,2,0,0,15000,4342.142857,1.21,22041,21079,1149.75,199.64,370.26,524.64,55.21,2,2,0,0,1,0,4,1,64.76,2,63.36,2,8,1,2,6,3,2,1,1,3,3,5,3,1,2,2,4,4,0,0,0,0,0,3,1531
41,15160010196,0,4,0,0,5200,16447.45763,1.21,19408,24608,1705.18,107.03,783.48,758.1,56.57,3,3,0,0,1,0,5,4,57.74,2,56.97,2,10,1,4,1,6,3,1,1,3,2,5,4,3,1,1,2,4,1,1,0,0,0,2,287
42,15160010197,1,1,138.0886918,113.2327273,0,9168.965517,0.82,6342,5318,1078,159.93,627.25,256.59,34.23,1,1,1,1,1,1,1,2,59.3,2,55.31,2,2,1,1,3,4,3,1,1,2,2,1,7,3,1,7,6,1,0,1,0,1,1,1,4186
43,15160010198,0,3,0,0,4784,20053,1,25913,24837,1147.2,125.46,482.45,495.77,43.52,3,3,0,0,0,0,5,5,73.27,1,72.82,1,2,1,4,3,8,3,1,1,1,2,5,5,1,2,4,4,2,0,0,0,0,0,4,556
44,15160010203,0,3,0,0,11868,34744.56522,1.21,77359,75798,1165.62,168.92,407.87,538.13,50.7,1,1,0,0,0,0,10,8,69.25,1,68.41,2,8,1,1,2,6,3,1,1,1,1,5,1,1,1,4,3,4,0,0,0,0,0,3,4910
45,15160010208,0,3,0,0,6720,26033.33333,1.07,39411,37960,1098.66,199.53,414.85,440.38,43.9,1,1,0,0,1,0,8,7,62.63,2,63.89,2,7,1,4,1,5,2,1,1,2,2,1,3,1,1,2,3,3,1,0,0,0,0,4,681
46,15160010213,0,4,0,0,10512,16976.31579,1.32,57044,55669,1780.25,327.91,659.61,726.76,65.97,1,1,0,0,1,0,9,4,61.53,2,60.79,2,7,1,1,3,5,4,1,1,1,1,1,5,1,1,1,4,5,1,0,0,0,0,3,5758
47,15160010217,0,4,0,0,0,41455,1,42982,41455,1477.6,215.24,782.79,440.71,38.86,1,1,0,0,1,1,8,9,44.81,3,41.85,3,6,1,1,3,4,4,1,1,3,2,1,2,3,1,6,5,2,0,1,0,0,0,3,1987
48,15160010227,0,4,0,0,4740,16108,1,21584,20848,1309.27,60,724.59,482.1,42.58,3,3,0,0,1,0,4,4,54.91,2,54.31,3,4,1,2,1,2,2,1,1,3,1,5,4,1,1,3,3,2,0,0,0,0,0,3,1406
49,15160010228,0,3,0,0,6455,27313,1,35346,33768,1063.05,115.88,497.81,410.97,38.39,1,1,0,0,0,0,7,7,67.4,2,67.85,2,7,1,1,4,5,3,1,1,2,2,5,1,1,1,5,4,2,0,0,0,0,0,3,2944
50,15160010235,0,4,0,0,4800,19022.41379,0.82,16878,15833,1369.59,95.96,823.32,417.44,32.87,1,1,0,0,0,1,3,5,58.92,2,57.97,2,7,1,1,3,5,5,1,1,1,1,5,6,1,2,5,3,1,0,0,0,0,0,3,1623
51,15160010240,0,2,0,0,3744,13104,1,17829,16848,819.13,76.63,251.28,435.82,55.4,3,3,0,0,1,0,3,3,78.38,1,77.77,1,4,0,3,5,7,2,1,3,2,3,-9,2,3,1,6,5,2,0,1,0,0,0,4,458
52,15160010241,0,4,0,0,6960,22510,1,30458,29470,1865.53,101.19,1244.1,474.34,45.9,1,1,0,0,0,0,6,6,43.09,3,39.2,3,9,1,2,6,3,3,2,2,3,1,-9,5,1,1,4,3,2,0,0,0,0,0,3,3375
53,15160010243,0,3,0,0,4108,15603.44828,0.82,11095,13158,728.34,230.32,296.1,145.24,56.68,1,88,0,0,1,0,2,3,75.61,1,66.88,2,10,0,4,5,7,1,2,2,1,3,-9,7,3,1,6,5,1,1,1,0,0,0,2,562
54,15160010250,0,4,0,0,4940,14666.19718,1.07,21710,25766,1507.48,159.21,748.13,551.4,48.74,3,3,0,0,1,0,5,3,68.52,1,69.58,1,1,1,3,1,6,4,1,1,2,2,5,1,2,1,5,5,3,1,1,0,0,0,2,864
55,15160010252,0,2,0,0,6432,13370.37037,1.21,25420,28092,1058.74,104.8,316.47,584.17,53.3,2,3,0,0,1,0,6,3,79.43,1,78.97,1,7,1,4,4,9,3,1,1,5,2,4,3,1,1,2,3,4,1,1,0,0,0,2,548
56,15160010256,0,3,0,0,3400,19129.31034,0.82,11095,14495,921.7,45.41,517.57,322.25,36.47,3,3,0,0,1,0,2,5,65.09,2,65.31,2,4,1,3,1,6,1,1,1,2,2,5,7,3,1,6,5,1,1,1,0,0,0,2,380
57,15160010257,0,4,0,0,0,47513.7931,0.82,28339,27558,1398.57,228.51,765.29,367.91,36.86,2,2,0,0,1,0,6,10,49.36,3,48.78,3,6,1,1,4,8,2,1,1,3,1,1,7,1,1,6,5,1,0,1,0,0,0,3,2289
58,15160010261,0,3,0,0,5720,16528.16901,1.07,29776,29190,842.91,147.01,270.63,380.23,45.04,1,1,0,0,1,0,6,4,70.07,1,68.34,2,8,1,3,5,3,2,1,1,3,3,5,3,1,1,4,4,3,1,0,0,0,0,4,514
59,15160010267,0,4,0,0,0,45427.58621,0.82,27666,26348,1035.95,93.25,568.82,339.92,33.96,1,1,0,0,1,1,5,9,63.83,2,64.76,2,9,1,1,3,3,4,1,1,2,2,5,7,3,1,7,6,1,0,1,0,0,0,3,3440
60,15160010271,0,3,0,0,0,36744,1,37801,36744,942.36,75.43,372.64,453.58,40.71,1,1,0,0,1,0,7,9,77.46,1,77.04,1,10,1,1,2,5,4,1,1,4,2,4,2,1,1,5,6,2,1,1,0,0,0,3,3347
61,15160010282,1,1,252.7629567,270.4563636,22685,4133.098592,1.07,21469,28554,1529.36,154.62,791.98,533.56,49.2,3,2,0,0,1,0,6,1,61.1,2,58.09,2,8,1,2,6,3,3,1,1,3,1,5,1,1,2,4,4,3,1,1,0,0,1,1,3216
62,15160010284,0,4,0,0,4680,24808.97436,1,24808,24031,1235.37,130.22,635.32,427.21,42.62,3,3,0,0,1,0,5,6,66.32,2,67.29,2,1,1,3,1,4,3,1,1,2,1,5,4,1,1,1,1,2,0,0,0,0,0,4,504
63,15160010288,0,4,0,0,7800,49019,1,57852,56819,1581.61,166.74,886.42,485.51,42.94,2,2,0,0,0,0,9,10,59.3,2,57.65,2,4,1,1,2,3,4,1,1,3,1,3,1,1,1,5,3,2,0,0,0,0,0,3,2637
64,15160010290,0,3,0,0,0,26136.2069,0.82,15879,15159,820.56,39.56,390.4,357.98,32.62,1,1,0,0,1,1,3,7,68.42,2,67.58,2,5,1,1,3,4,3,1,1,4,2,5,7,3,1,6,5,1,0,0,0,0,0,3,1728
65,15160010293,0,3,0,0,8400,26714,1,36245,35114,939.85,203.04,367.25,329.91,39.65,1,1,0,0,0,0,7,7,63.84,2,63.22,2,9,1,2,2,8,2,1,1,1,2,1,1,1,1,5,2,2,0,0,0,0,0,3,1914
66,15160010294,0,3,0,0,0,29241.37931,0.82,17890,16960,790.14,102.24,336.43,317.24,34.23,1,1,0,0,1,1,3,7,69.71,1,69.19,1,2,1,1,5,8,3,1,1,2,3,3,7,1,1,6,5,1,0,0,0,0,0,3,1668
67,15160010296,0,2,0,0,15548,8976.923077,1,8187,22550,1095.17,157.72,504.36,393.7,39.39,1,1,1,0,1,0,5,1,60.67,2,57.93,2,8,1,2,5,5,2,1,1,3,1,4,4,2,2,2,3,2,1,1,1,1,1,1,9764
68,15160010299,0,4,0,0,5150,16079.28571,1.21,28637,27661,1525.58,192.56,604.53,672.46,56.03,3,3,0,0,1,0,6,4,71.42,1,72.38,1,2,1,4,1,6,4,1,1,2,2,5,3,1,1,2,3,4,0,0,0,0,0,4,915
69,15160010302,0,3,0,0,4368,14689.65517,0.82,8728,12888,954.23,97.34,464.15,356.03,36.71,2,2,1,0,1,1,2,3,72.91,1,73.23,1,1,1,4,2,6,3,1,1,2,2,5,7,3,1,6,5,1,1,1,0,0,0,2,652
70,15160010311,1,1,545.8030303,720.46,27600,978.125,1.32,31519,29165,2273.5,205.43,1166.1,845.23,56.74,1,1,0,0,1,1,6,1,53.45,3,52.46,3,9,1,2,4,4,5,1,1,1,2,5,3,1,1,2,3,5,0,0,0,0,0,3,1422
71,15160010313,0,2,0,0,6695,3413,1,4940,10108,962.34,125.87,344.65,421.23,70.59,2,2,1,0,1,0,1,1,81.4,1,73.33,1,2,0,2,5,6,2,2,2,1,3,-9,1,1,2,5,4,2,1,1,0,0,0,1,1510
72,15160010336,0,3,0,0,3328,14486.2069,0.82,8494,11730,767.27,141.71,293.46,283.36,48.74,2,3,0,0,1,0,2,3,73.52,1,73.61,1,2,0,4,5,6,1,1,3,2,3,-9,7,3,1,6,5,1,1,1,0,0,0,2,576
73,15160010337,0,4,0,0,0,39575,1,41084,39575,1219.15,120.02,577.68,483.36,38.09,1,1,0,0,1,1,8,9,67.42,2,68.66,1,5,1,1,4,5,5,1,1,2,1,4,1,1,1,5,5,2,0,0,0,0,0,3,1462
74,15160010338,0,3,0,0,120,92058.62069,0.82,54454,53514,762.83,38.49,308.41,381.7,34.23,1,1,0,0,1,1,9,10,75.68,1,75.19,1,2,1,1,1,9,3,1,1,2,2,5,6,1,1,5,3,1,1,0,0,0,0,3,2221
75,15160010345,0,4,0,0,0,66434,1,68012,66434,1232.34,147.75,563.97,482.23,38.39,1,1,0,0,1,1,10,10,65.53,2,65.17,2,7,1,1,3,7,5,1,1,2,1,1,2,1,1,6,5,2,0,0,0,0,0,3,3047
76,15160010346,0,3,0,0,5928,19129.31034,0.82,11095,17023,676.41,125.65,372.47,141.65,36.64,3,88,0,0,1,0,3,5,74.69,1,65.19,2,6,1,4,5,7,1,1,1,1,1,4,7,3,1,7,6,1,0,1,0,0,0,2,1275
77,15160010353,0,4,0,0,0,15773.07692,1.32,30932,28707,2477.67,203.74,1270.85,926.44,76.64,1,88,0,0,1,0,6,4,42.49,3,39.79,3,10,0,1,3,1,5,1,3,3,2,2,3,1,1,1,5,5,0,1,1,0,1,1,2813
78,15160010354,0,2,0,0,4680,10742.14286,1.21,15145,19719,1355.64,94.41,531.25,674.9,55.08,3,3,0,0,1,0,4,2,68.42,2,68.93,1,6,1,3,3,4,3,1,1,2,2,5,4,3,1,2,2,4,1,1,0,0,0,2,350
79,15160010362,0,2,0,0,7400,6420,1,15172,13820,1164.15,145.07,512.41,464.05,42.62,2,2,0,0,1,0,2,1,69.92,1,70.31,1,9,1,4,3,5,3,1,1,2,2,4,2,3,1,7,6,2,0,1,0,0,0,4,532
80,15160010371,0,4,0,0,0,54943.33333,1.07,67322,65932,1543.58,156.88,813.04,529.21,44.45,1,1,0,0,1,0,10,10,60.79,2,61.75,2,6,1,1,3,4,4,1,1,2,1,5,3,1,1,3,4,3,0,0,0,0,0,3,4101
81,15160010384,0,4,0,0,4784,14663.7931,0.82,9424,13289,982.76,81.59,541.23,325.98,33.96,1,1,1,0,1,0,2,3,63.1,2,63.96,2,9,1,3,1,4,2,1,1,2,2,4,6,2,1,5,4,1,1,1,0,0,0,2,374
82,15160010385,1,1,411.8257576,543.61,11733.97453,1940.014152,1.32,14810,15226,2096.65,227.63,906.68,893.14,69.2,3,3,1,1,1,0,3,1,64.17,2,63.52,2,10,1,2,4,6,5,1,1,1,2,4,3,3,1,2,2,5,0,1,1,0,1,1,1224
83,15160010388,0,3,0,0,4004,16660.34483,0.82,12250,13667,916.58,100.14,613.03,170.13,33.28,1,1,0,0,1,1,2,4,59.2,2,52.13,3,6,1,2,3,5,3,1,1,3,2,3,7,3,1,7,6,1,0,1,1,0,1,1,3052
84,15160010392,0,4,0,0,0,32134.48276,0.82,19798,18638,1272.36,89.44,782.04,368.01,32.87,1,1,0,0,1,1,4,8,57.01,2,57.56,2,7,1,1,4,4,5,1,1,2,1,5,7,3,1,7,6,1,0,1,0,0,0,3,1499
85,15160010394,0,4,0,0,4992,15600.83333,1.07,23014,23713,1342.21,132.97,516.62,643.64,48.98,3,3,0,0,1,0,5,3,70.68,1,71.41,1,9,1,3,1,7,4,1,1,2,2,4,4,1,2,3,3,3,0,1,0,0,0,4,854
86,15160010395,0,2,0,0,8340,11040,1,20663,19380,975,164.6,387.62,379.01,43.77,2,2,0,0,0,0,4,2,64.2,2,63.23,2,10,1,2,5,6,1,1,1,1,1,3,1,1,1,4,3,2,0,0,0,0,0,3,1983
87,15160010404,0,4,0,0,0,21564.78873,1.07,31656,30622,1469.11,151.67,769.29,502.8,45.35,1,1,0,0,1,0,6,5,61.64,2,60.58,2,9,1,1,2,4,4,1,1,1,1,5,2,3,1,6,6,3,1,0,0,0,0,3,2150
88,15160010405,0,3,0,0,10740,46081.48148,1.21,86889,85392,1335.35,194.62,447.72,642.98,50.03,1,1,0,0,1,0,10,9,74.64,1,74.27,1,6,1,2,3,9,5,1,1,5,2,1,3,1,1,3,4,4,0,0,0,0,0,3,1199
89,15160010409,0,4,0,0,14872.67918,21733.32082,1,37946,36606,1342.12,109.07,698.23,495.17,39.65,1,1,0,0,1,0,7,6,59.87,2,59,2,9,1,1,3,6,3,1,1,1,1,1,2,3,1,6,6,2,0,1,0,0,0,3,1531
90,15160010412,0,2,0,0,7280,14010.34483,0.82,8126,15406,760.31,101.7,423.5,198.61,36.5,2,2,0,0,1,1,3,3,73.82,1,68.38,2,9,1,4,1,5,2,1,1,2,2,5,7,3,2,7,6,1,1,1,0,0,0,2,509
91,15160010420,0,3,0,0,4800,15874.13793,0.82,14756,14007,673.16,127.24,217.68,292.87,35.37,3,3,0,0,1,0,2,4,77.39,1,76.75,1,5,1,2,5,9,1,1,1,2,3,3,6,1,1,5,4,1,1,0,0,0,0,3,590
92,15160010426,0,3,0,0,0,55559,1,56892,55559,1039.78,124.18,513.14,363.07,39.39,1,1,0,0,0,0,9,10,62.86,2,60.48,2,8,1,1,5,3,2,1,1,3,3,5,1,1,1,5,4,2,0,0,0,0,0,3,2272
93,15160010427,1,1,167.5545455,167.5545455,0,11180,1,12259,11180,1344.1,60.13,723.01,518.02,42.94,2,2,1,1,1,0,1,2,65.16,2,63.26,2,4,1,1,2,4,3,1,1,3,2,5,2,3,1,6,6,2,0,1,0,0,0,3,7382
94,15160010428,0,3,0,0,4836,19360.34483,0.82,11229,16065,962.49,141.87,417.77,341.42,61.43,3,88,0,0,1,0,3,5,70.63,1,70.03,1,10,0,4,5,9,2,2,2,1,2,-9,7,3,1,7,6,1,0,1,0,0,0,2,1424
95,15160010432,0,4,0,0,0,20743.10345,0.82,12851,12031,1101.65,81.06,586.44,401,33.15,1,1,0,0,1,1,2,5,63.72,2,63.7,2,1,1,2,2,6,4,1,1,1,2,4,7,1,1,6,5,1,0,0,0,0,0,3,1122
96,15160010445,1,1,136.884452,146.4663636,4992,7715.833333,1.07,9396,14251,1405.37,153.4,598.72,602.99,50.26,3,3,1,0,1,0,2,1,60.89,2,59.92,2,10,1,4,2,5,2,1,1,1,2,1,3,3,1,2,2,3,1,1,0,0,0,2,931
97,15160010458,0,4,0,0,7596,33361,1,42107,40957,1396.39,117.42,763.53,474.73,40.71,1,1,0,0,0,0,8,8,60.67,2,58.14,2,10,1,1,2,3,4,1,1,3,1,5,1,1,1,5,3,2,0,0,0,0,0,3,4656
98,15160010460,0,2,0,0,7800,9750,1.21,15145,19305,826.29,192.92,132.03,450.64,50.7,1,1,0,0,1,0,4,2,76.72,1,75.36,1,8,1,3,5,5,1,1,1,3,3,4,4,2,2,1,2,4,0,1,0,0,0,2,929
99,15160010464,0,4,0,0,0,88804,1,91100,88804,1756.51,144.31,1046.06,516.63,49.51,1,88,0,0,1,1,10,10,51.25,3,49.54,3,5,0,1,4,1,5,1,2,1,1,-9,2,1,1,5,5,2,0,0,0,0,0,3,2338
100,15160010470,0,4,0,0,3876.923077,19139.87441,1.07,23307,22634,1301.07,73.73,592.42,590.47,44.45,1,1,0,0,1,0,5,5,66.2,2,66.44,2,6,1,3,2,5,3,1,1,2,2,5,4,1,1,1,1,3,1,0,0,0,0,4,596
101,15160010471,0,3,0,0,3180,23984.61538,1,22728,21888,1108.68,125.73,555.42,388.82,38.71,1,1,0,0,1,0,4,6,65.21,2,65.54,2,1,1,1,2,3,3,1,1,2,1,5,4,1,1,2,3,2,0,0,0,0,0,3,4896
102,15160010477,0,3,0,0,0,67520,1,69098,67520,1140.63,95.73,479.68,526.83,38.39,1,1,0,0,1,1,10,10,67.49,2,66.75,2,7,1,1,3,4,5,1,1,4,1,4,2,1,1,5,5,2,0,0,0,0,0,3,2757
103,15160010490,0,4,0,0,9000,31847.14286,1.21,55176,53586,1481.74,168.67,545.97,715.66,51.44,3,1,0,0,1,0,9,8,73.51,1,73.16,1,5,1,1,4,9,5,1,1,2,2,5,3,1,1,2,3,4,0,0,0,0,0,3,2140
104,15160010493,0,2,0,0,4732,7586.25,1.32,18037,16870,1461.34,167.44,406.19,824.83,62.88,3,3,0,0,1,0,3,1,68.7,1,69.56,1,10,1,3,3,5,3,1,1,2,2,4,3,3,1,1,3,5,1,1,0,0,0,4,790
