,aacode,fpLIHCflg,fpLIHCqdt,fpLIHCgapEQ,fpLIHCgapUNEQ,HousingCosts,AHCIncomeEQ,AHCeqFactor,BHCeqFactor,FuelCosteqFactor,fpbasinc,fpfullinc,fuelexpn,wathcost,spahcost,litecost,cookcost,elecmop,gasmop,fpflgb,fpflgf,fpvuln,Unoc,FullincDeciles,EqAHCincDeciles,FPEER,FPEERband,sap12,EPC,gorEHS,Ongas,tenure4x,DWtype,dwage9x,FloorArea,CentralHeating,Mainfueltype,WallType,Loftins,boiler,hhcompx,emphrp3x,ethhrp2x,Ageyng,Ageold,hhsize,hhsick,CERTpriority,WFG_preApr11,WFG_postApr11,WFG_Sept12,ECO_AW,aagph1314
70,L1015505,0,2,0,0,5820,11572.44898,0.98,1.07,1.07,11458,17161,1350.63,162.33,606.37,533.53,48.4,3,3,1,0,1,0,3,2,63.29,2,63.29,2,2,1,2,1,4,3,1,1,1,2,5,4,3,1,1,1,3,0,1,1,0,0,1,526
71,L1015509,0,2,0,0,4316,9887.142857,1.4,1.4,1.21,13842,18158,1528.22,192.58,691.97,589.19,54.48,3,3,1,0,1,0,4,2,61.74,2,61.74,2,2,1,4,2,4,3,1,1,2,2,5,3,3,1,1,2,4,1,1,0,0,0,2,456
72,L1015511,0,3,0,0,4080,44176,1,1,1,49292,48256,1057.45,121.73,502.68,394.19,38.85,1,1,0,0,1,0,9,10,68.38,2,68.38,2,2,1,4,2,5,2,1,1,2,2,5,1,1,1,3,4,2,1,0,0,0,0,4,543
73,L1015519,1,1,14.13727273,18.6612,4004,13059.375,2.24,2.06,1.32,34293,33257,1690.23,246.38,543.96,833.26,66.63,3,3,0,0,1,0,7,3,63.26,2,63.26,2,2,1,4,1,5,3,1,1,3,1,1,3,1,1,1,3,5,0,0,0,0,0,4,429
74,L1015520,1,1,250.9403738,268.5062,4108,7683.802817,1.42,1.33,1.07,11217,15019,1623.49,101.3,837.81,635.98,48.4,3,3,1,1,1,0,3,1,62.19,2,62.19,2,2,1,4,1,4,3,1,1,2,1,5,4,2,1,1,3,3,0,1,0,0,0,2,541
75,L1015521,0,2,0,0,4316,12767.28395,1.62,1.53,1.21,25776,24999,1503.05,190.78,681.77,576.02,54.48,3,3,0,0,1,0,6,3,63.1,2,63.1,2,2,1,4,1,4,3,1,1,2,2,5,5,1,1,1,3,4,0,1,0,0,0,2,474
76,L1015522,0,2,0,0,4108,11656,1,1,1,11656,15764,884.88,120.78,441.95,283.3,38.85,1,1,0,0,1,0,3,2,77.74,1,72.28,1,2,1,4,1,5,3,1,1,3,2,5,2,3,1,4,6,2,0,1,0,0,0,2,312
77,L1015523,0,3,0,0,4420,26820.40816,0.98,1.07,1.07,30259,30704,1148.27,174.45,363.44,565.94,44.44,1,1,0,0,1,0,7,7,70.56,1,70.56,1,2,1,4,3,9,3,1,1,2,2,1,4,1,1,1,2,3,1,1,0,0,0,2,321
78,L1015530,0,3,0,0,6032,15994.89796,0.98,1.07,1.07,16567,21707,1243.96,154.34,547.18,498,44.44,1,1,0,0,1,0,5,4,66.33,2,66.33,2,2,1,2,2,3,3,1,1,3,2,5,4,1,1,1,2,3,1,1,1,0,0,1,1095
79,L1015531,0,2,0,0,3172,6279.310345,0.58,0.67,0.82,3759,6814,958.48,106.71,512.7,303.14,35.93,2,3,1,1,1,0,1,1,67.64,2,67.64,2,2,1,4,5,4,2,1,1,2,3,5,7,2,1,4,5,1,0,1,0,0,0,4,745
80,L1023701,0,3,0,0,7200,31057,1,1,1,39176,38257,1197.93,100.52,503.51,551.58,42.32,3,3,0,0,1,1,8,8,69.99,1,69.99,1,2,1,2,2,5,4,1,1,1,2,5,1,1,1,2,2,2,1,1,1,0,0,3,896
81,L1023702,0,3,0,0,3864,22718.96552,0.58,0.67,0.82,17846,17041,649.74,106.64,171.64,338.19,33.27,1,1,0,0,1,1,3,6,80.04,1,80.04,1,2,1,1,5,9,3,1,1,2,3,5,6,1,1,3,3,1,1,0,0,0,0,3,2198
82,L1023705,1,1,34.08682927,27.9512,4732,6187.931034,0.58,0.67,0.82,3692,8321,1066.35,208.69,423.54,375.23,58.89,3,88,1,1,1,0,1,1,61.98,2,61.98,2,2,0,4,5,7,1,1,2,2,3,-9,6,2,1,3,4,1,1,1,0,0,0,4,532
83,L1023709,0,4,0,0,0,23942.14286,1.4,1.4,1.21,34438,33519,1802.02,175.3,921.7,652.13,52.89,3,1,0,0,1,0,7,6,55.23,2,55.23,2,2,1,1,2,5,4,1,1,2,1,5,3,1,1,1,3,4,0,0,0,0,0,3,1064
84,L1023719,0,4,0,0,4732,16455,1.6,1.6,1.32,31979,31060,2278.67,691.59,821.3,687.79,77.99,3,88,0,0,1,0,7,4,20.49,5,20.49,5,2,0,4,5,8,2,1,2,2,1,1,3,1,2,1,3,5,0,0,0,0,0,4,3195
85,L1023724,0,3,0,0,4264,17653,1,1,1,17653,21917,866.12,101.33,368.91,357.42,38.46,2,2,0,0,1,0,5,4,64.86,2,64.85,2,2,1,4,3,5,1,1,1,1,2,5,2,3,1,4,6,2,1,1,0,0,0,2,683
86,L1023726,0,2,0,0,4368,8578.169014,1.42,1.33,1.07,12181,16549,1185.35,164.18,462.8,509.97,48.4,3,3,0,0,1,0,3,2,72.32,1,72.32,1,2,1,4,5,4,3,1,1,1,1,5,3,3,1,1,3,3,1,1,0,0,0,2,770
87,L1026201,1,1,762.9039024,625.5812,10200,-703.4482759,0.58,0.67,0.82,9792,9792,1663.98,127.88,1055.04,423.06,58,2,2,1,1,0,1,1,1,47.1,3,47.1,3,2,0,2,5,3,4,2,2,2,3,-9,6,3,2,2,1,1,0,0,0,0,0,3,1397
88,L1026205,0,2,0,0,3536,11586.73469,0.98,1.07,1.07,11458,14891,1319.97,101.38,551.33,618.86,48.4,3,3,1,0,1,0,3,2,67.67,2,67.67,2,2,1,4,1,6,3,1,1,1,1,5,4,3,1,1,2,3,1,1,0,0,0,2,1093
89,L1026218,0,2,0,0,7200,8905.172414,0.58,0.67,0.82,12365,12365,582.44,80.71,182.15,276.58,43,1,88,0,0,0,0,2,2,82.52,1,82.51,1,2,0,2,5,9,2,1,3,3,3,-9,6,1,2,3,2,1,0,0,0,0,0,3,1428
90,L1026219,0,2,0,0,4628,6365.517241,0.58,0.67,0.82,3692,8320,959.44,188.9,374.72,336.93,58.89,3,88,1,1,0,0,1,1,66.27,2,66.27,2,2,0,4,5,8,1,1,2,2,1,-9,6,1,1,3,4,1,0,1,0,0,0,4,3346
91,L1026222,0,3,0,0,3510,14211.53846,0.78,0.87,1,15258,14595,907.15,132.2,361.95,370.68,42.32,3,3,0,0,1,0,2,3,70.5,1,70.5,1,2,1,3,5,6,1,1,1,3,3,5,4,1,2,1,3,2,0,1,0,0,0,2,974
92,L1026223,0,2,0,0,3276,10296.55172,0.58,0.67,0.82,6255,9248,788.78,107.37,352.96,292.21,36.24,3,3,1,0,0,0,1,2,74.71,1,74.71,1,2,1,3,5,6,2,1,1,2,1,5,6,3,1,3,4,1,0,1,0,0,0,4,462
93,L1026229,0,3,0,0,4212,19096.55172,0.58,0.67,0.82,11500,15288,575.53,68,300.9,163.63,43,1,88,0,0,1,0,3,5,82.04,1,74.62,1,2,0,4,5,8,1,1,3,2,3,-9,7,3,1,5,6,1,0,1,0,0,0,2,1073
94,L1027003,0,4,0,0,0,26920.68966,0.58,0.67,0.82,16962,15614,1186.97,147.48,614.47,391.75,33.27,1,1,0,0,1,1,3,7,63.03,2,63.03,2,2,1,1,4,9,5,1,1,2,2,1,7,3,1,4,5,1,0,1,0,0,0,3,2736
95,L1027004,0,4,0,0,0,27576.23762,2.02,1.93,1.32,57174,55704,2098.61,118.96,947.67,970.8,61.18,1,1,0,0,1,0,10,7,64.35,2,64.35,2,2,1,1,4,8,5,1,1,1,1,5,5,3,1,1,5,5,1,0,0,0,0,3,1790
96,L1027009,1,1,18.61,18.61,4992,8416,1,1,1,11071,13408,1284.95,239.73,555.64,447.26,42.32,3,3,1,0,1,0,2,1,63.68,2,63.68,2,2,1,4,1,5,3,1,1,1,2,1,4,1,1,1,3,2,0,1,0,0,0,2,808
97,L1027010,0,2,0,0,4680,9612.068966,0.58,0.67,0.82,8650,10255,673.12,101.11,234.59,304.15,33.27,1,1,0,0,1,0,1,2,74.75,1,74.75,1,2,1,4,5,6,1,1,1,1,1,5,7,3,1,5,6,1,1,1,0,0,0,2,436
98,L1027014,1,1,31.2697561,25.6412,0,8591.37931,0.58,0.67,0.82,6085,4983,1064.04,124.44,690.11,216.22,33.27,1,1,1,1,1,1,1,2,59.95,2,55.26,2,2,1,1,4,4,4,1,1,1,1,3,7,1,1,4,5,1,0,1,1,0,1,1,2434
99,L1027016,0,2,0,0,5200,4472.413793,0.58,0.67,0.82,3692,7794,885.6,130.47,446.46,272.43,36.24,3,3,1,1,1,0,1,1,62.82,2,62.81,2,2,1,2,5,4,1,1,1,2,1,3,7,2,1,4,5,1,0,1,1,0,0,3,2308
100,L1027017,1,1,317.18,317.18,4608,13090,1,1,1,18842,17698,1583.52,344.26,711.23,489.18,38.85,1,1,0,0,1,0,4,3,47.28,3,47.28,3,2,1,1,3,5,3,1,1,1,1,2,4,1,1,1,3,2,0,0,0,0,0,3,2485
101,L1027023,0,2,0,0,5616,12712,1,1,1,19308,18328,980.25,92.31,383.41,465.68,38.85,1,1,0,0,1,0,4,3,70.38,1,70.38,1,2,1,4,3,9,2,1,1,1,2,5,1,3,1,3,4,2,1,1,0,0,0,4,1238
102,L1027024,0,4,0,0,0,30245,1,1,1,31715,30245,1330.5,100.74,723.52,464.21,42.03,2,2,0,0,1,1,7,8,62.81,2,58.44,2,2,1,1,4,6,4,1,1,1,2,5,2,1,1,5,6,2,1,1,0,0,1,1,6903
103,L1028114,0,4,0,0,5640,50938.04348,1.84,1.66,1.21,100000,99366,2071.89,209.78,1036.37,775.72,50.02,1,1,0,0,1,1,10,10,53.7,3,53.7,3,2,1,1,3,4,5,1,1,2,1,1,1,1,1,3,4,4,1,0,0,0,0,3,4187
104,L1028118,0,4,0,0,0,46984,1,1,1,48484,46984,1580.75,146.98,859.94,534.98,38.85,1,1,0,0,1,1,9,10,57.27,2,57.27,2,2,1,1,3,4,5,1,1,2,1,3,1,1,1,3,5,2,0,0,0,0,0,3,2370
105,L1029002,0,2,0,0,4590,6624.137931,0.58,0.67,0.82,3960,8432,661.18,98.62,283.94,245.35,33.27,1,1,1,0,0,0,1,1,74.74,1,74.74,1,2,1,4,5,4,1,1,1,1,2,5,6,1,1,3,3,1,0,1,0,0,0,4,426
106,L1029003,0,3,0,0,5700,25524.4898,0.98,1.07,1.07,29674,30714,1309.75,101.18,518.25,641.92,48.4,3,3,0,0,1,0,7,7,71.28,1,71.28,1,2,1,2,1,8,3,1,1,1,2,5,4,1,1,1,2,3,0,1,1,0,0,3,776
107,L1029006,1,1,205.6112195,168.6012,4500,10986.2069,0.58,0.67,0.82,11658,10872,1207,124.84,671.71,377.18,33.27,1,1,1,1,0,1,1,2,52.91,3,52.91,3,2,1,2,2,2,3,1,1,3,2,3,6,1,1,3,2,1,0,0,0,0,0,3,890
108,L1029008,0,2,0,0,4204,7310.344828,0.58,0.67,0.82,8840,8444,811.49,121.57,348.23,307.36,34.33,1,3,0,0,1,1,1,1,73.78,1,73.78,1,2,1,4,5,8,3,1,1,2,2,3,6,3,1,3,4,1,1,1,0,0,0,4,561
109,L1029010,0,3,0,0,9384,18410.78431,2.04,1.86,1.32,48340,46942,1315.34,227.95,313.57,713.68,60.14,2,2,0,0,1,0,9,5,75.11,1,75.11,1,2,1,1,3,9,3,1,1,1,2,5,5,1,1,1,4,5,1,0,0,0,0,3,1761
110,L1029013,0,4,0,0,6600,27830.21978,1.82,1.73,1.32,58299,57251,2363.06,108.63,1309.82,889.01,55.6,1,1,0,0,1,0,10,7,52.93,3,52.93,3,2,1,1,2,4,5,1,1,3,1,5,3,1,1,1,4,5,1,0,0,0,0,3,2474
111,L1029014,0,2,0,0,4004,11345.77465,1.42,1.33,1.07,16111,20115,1184.49,92.75,607.26,440.04,44.44,1,1,0,0,1,0,4,2,72.61,1,67.24,2,2,1,4,3,4,3,1,1,1,2,5,2,3,1,4,6,3,0,1,0,0,0,2,1084
112,L1029015,1,1,87.17401869,93.2762,4264,10586.66667,1.2,1.2,1.07,12704,16968,1448.26,184.41,766.8,448.65,48.4,3,3,1,0,1,0,3,2,55.38,2,55.38,2,2,1,4,3,5,2,1,1,2,2,3,3,3,1,1,4,3,1,1,0,0,0,2,507
113,L1029016,0,3,0,0,5412,15140.71429,1.4,1.4,1.21,27832,26609,1284.49,187.5,535.1,511.87,50.02,1,1,0,0,1,0,6,4,66.72,2,66.72,2,2,1,1,3,4,2,1,1,1,2,5,3,1,1,1,3,4,1,1,1,0,0,3,2094
114,L1029018,0,3,0,0,4320,48463.7931,0.58,0.67,0.82,33215,32429,998.94,110.87,533.56,321.24,33.27,1,1,0,0,0,1,7,10,60.75,2,60.75,2,2,1,2,2,2,2,1,1,3,2,3,6,1,1,2,1,1,0,0,0,0,0,3,2196
115,L1029019,0,2,0,0,4704,11872.77228,2.02,1.93,1.32,23983,28687,1471.79,129.88,430.41,844.87,66.63,3,3,0,0,1,0,6,2,70.83,1,70.83,1,2,1,4,1,4,3,1,1,1,2,5,3,3,1,1,4,5,1,1,0,0,0,2,1274
116,L1029020,0,4,0,0,3432,19096.55172,0.58,0.67,0.82,11700,14508,1658.5,225.76,939.7,457.86,35.18,3,1,1,1,1,1,2,5,41.53,3,41.53,3,2,1,2,5,4,4,1,1,2,2,1,6,3,1,3,4,1,1,1,1,0,0,3,1898
117,L1029021,1,1,221.15,221.15,4272,10314.10256,0.78,0.87,1,8045,12317,1487.49,131.75,849.11,464.31,42.32,3,3,1,1,1,0,2,2,57.15,2,57.15,2,2,1,4,2,5,3,1,1,2,2,5,4,2,1,1,2,2,1,1,0,0,0,2,859
118,L1029025,0,4,0,0,4800,38077.58621,0.58,0.67,0.82,27671,26885,1184.27,125.96,675.14,347.18,35.99,2,2,0,0,0,0,6,9,59.31,2,59.31,2,2,1,2,5,2,2,1,1,3,1,3,6,1,1,2,1,1,0,0,0,0,0,3,1064
119,L1029026,0,3,0,0,11810,28378,1,1,1,41586,40188,1192.72,121.87,556.71,475.29,38.85,1,1,0,0,0,1,8,7,65.05,2,65.05,2,2,1,1,3,5,4,1,1,1,1,5,1,1,1,3,2,2,0,0,0,0,0,3,2408
120,L1029304,1,1,360.21,360.21,0,10387,1,1,1,11782,10387,1626.55,200.29,966.52,420.89,38.85,1,1,1,1,1,1,1,2,49.53,3,45.48,3,2,1,1,3,2,5,1,1,2,2,1,2,3,1,5,6,2,1,1,0,1,1,1,4034
121,L1029310,0,4,0,0,4524,19655.17241,0.58,0.67,0.82,11400,15924,1269.31,121.04,864.39,247.64,36.24,3,3,1,0,1,1,3,5,56.95,2,52.21,3,2,1,4,1,2,4,1,1,2,2,3,7,3,1,4,5,1,0,1,0,0,0,4,454
122,L1029311,0,3,0,0,3600,28153,1,1,1,32799,31753,1079.86,133.1,506.08,398.65,42.03,2,2,0,0,1,0,7,7,64.8,2,64.8,2,2,1,1,2,2,2,1,1,3,1,5,2,1,1,3,5,2,0,0,0,0,0,3,5127
123,L1029318,0,4,0,0,4800,19184,1,1,1,25030,23984,1497.58,183.58,877.46,397.69,38.85,1,1,0,0,0,0,5,5,43.92,3,43.92,3,2,1,2,2,4,2,1,1,3,1,1,1,1,1,3,2,2,0,0,0,0,0,3,2736
124,L1029322,0,4,0,0,3600,14812.06897,0.58,0.67,0.82,13237,12191,1124.93,103.98,602.77,384.91,33.27,1,1,0,0,0,1,2,3,65.94,2,65.94,2,2,1,1,2,4,5,1,1,3,1,5,6,1,1,3,4,1,0,0,0,0,0,3,5212
125,L1029325,0,4,0,0,0,19747,1,1,1,20924,19747,1855.71,123.92,1082.14,610.8,38.85,1,1,0,0,1,1,4,5,58.23,2,58.23,2,2,1,1,1,1,5,1,1,3,1,5,2,1,1,4,5,2,1,1,1,0,0,3,3274
126,L1031401,0,3,0,0,7500,24228.57143,1.4,1.4,1.21,42748,41420,1122.39,177.48,398.61,496.28,50.02,1,1,0,0,1,0,8,6,67.43,2,67.43,2,2,1,2,3,6,2,1,1,1,2,5,3,1,1,1,2,4,0,0,0,0,0,3,1383
127,L1031402,0,4,0,0,8400,26745.06173,1.62,1.53,1.21,53580,51727,1991.87,195.16,973.19,773.5,50.02,1,1,0,0,1,0,9,7,53.58,3,53.58,3,2,1,1,4,7,5,1,1,1,2,1,3,1,1,1,3,4,0,0,0,0,0,3,1693
128,L1031408,0,3,0,0,0,24973,1,1,1,25988,24973,816.86,190.62,208.37,355.92,61.95,1,88,0,0,1,0,6,7,70.51,1,70.51,1,2,0,1,5,8,1,1,2,2,1,-9,5,3,1,4,6,2,1,1,0,0,0,3,1540
129,L1031412,0,4,0,0,6500,24889.74359,0.78,0.87,1,24543,25914,1312.82,140.85,743.45,386.2,42.32,3,3,0,0,1,0,6,7,51.11,3,51.11,3,2,1,2,1,4,2,1,1,1,1,5,4,1,1,1,2,2,0,1,1,0,1,1,841
130,L1031413,0,3,0,0,6300,19357.14286,1.4,1.4,1.21,34415,33400,1200.42,199.83,423.26,522.85,54.48,3,3,0,0,1,0,7,5,64.35,2,64.35,2,2,1,2,2,4,2,1,1,2,2,5,3,1,1,1,2,4,0,0,0,0,0,3,1196
131,L1031415,0,4,0,0,0,25293,1,1,1,26308,25293,1534.37,231.06,836.43,424.85,42.03,2,2,0,0,1,0,6,7,53.7,3,53.7,3,2,1,1,2,4,3,1,1,2,2,2,2,3,1,4,6,2,1,1,0,0,0,3,2854
132,L1031416,0,3,0,0,3380,28744.82759,0.58,0.67,0.82,16724,20052,596.88,98.63,303.71,161.27,33.27,1,1,0,0,1,0,4,8,80.34,1,73.54,1,2,1,4,5,7,2,1,1,1,2,5,7,3,1,5,6,1,1,1,0,0,0,2,990
133,L1031420,0,4,0,0,5232,24671,1,1,1,30918,29903,1476.34,168.33,781.73,483.96,42.32,3,3,0,0,0,0,7,7,60.33,2,60.33,2,2,1,1,2,5,3,1,1,1,2,3,1,1,1,3,3,2,0,0,0,0,0,3,3407
134,L1031422,0,3,0,0,3888,15448.27586,0.58,0.67,0.82,9074,12848,669.74,98.6,261.79,276.08,33.27,1,1,0,0,1,0,2,4,74.84,1,74.84,1,2,1,3,5,9,1,1,1,2,2,5,6,3,1,3,2,1,1,1,0,0,0,2,324
135,L1032101,0,3,0,0,3484,29346.55172,0.58,0.67,0.82,17021,20505,703.7,109.73,335.8,221.93,36.24,3,3,0,0,1,0,4,8,79.81,1,72.68,1,2,1,4,5,7,1,1,1,1,3,5,7,3,1,4,5,1,1,1,0,0,0,4,727
136,L1032103,0,3,0,0,5424,19429.28571,1.4,1.4,1.21,33617,32625,1211.85,188.38,486.59,486.86,50.02,1,1,0,0,1,0,7,5,61.56,2,61.56,2,2,1,1,2,3,2,1,1,3,2,5,3,1,2,1,2,4,0,0,0,0,0,3,2124
137,L1032104,0,3,0,0,0,30862,1,1,1,30862,30862,653.4,98.16,417.15,97.37,40.72,2,1,0,0,1,0,7,8,90.85,1,85.41,1,2,1,1,2,7,3,1,1,1,2,5,2,3,2,4,6,2,1,1,1,0,0,3,1265
138,L1032105,0,3,0,0,6192,14497.5,1.6,1.6,1.32,30132,29388,1620.15,113.68,740.26,710.61,55.6,1,1,0,0,1,0,7,3,57.57,2,57.57,2,2,1,1,1,5,3,1,1,2,2,5,4,1,1,1,3,5,1,1,1,0,0,3,744
139,L1032106,0,2,0,0,0,4034.482759,0.58,0.67,0.82,2340,2340,935.05,100.74,411.11,389.93,33.27,1,1,1,1,0,1,1,1,69.24,1,69.24,1,2,1,2,2,4,3,1,1,1,2,5,6,1,1,2,1,1,0,1,0,0,0,3,707
140,L1032114,0,4,0,0,0,19274,1,1,1,19274,19274,1620.83,343.01,834.5,401.29,42.03,2,2,0,0,1,1,4,5,53.9,3,49.64,3,2,1,1,2,3,5,1,1,1,1,1,2,3,2,4,5,2,0,1,1,0,0,3,3196
141,L1032119,0,2,0,0,0,5058,1,1,1,6050,5058,1052.6,127.93,493.89,391.93,38.85,1,1,1,1,1,1,1,1,70.74,1,66.23,2,2,1,1,1,6,4,1,1,1,2,4,2,3,2,3,5,2,1,1,1,0,0,1,1703
142,L1032124,0,3,0,0,4888,14872,1,1,1,14872,19760,1130.23,104.93,444.1,542.35,38.85,1,1,0,0,1,1,4,3,69.85,1,69.85,1,2,1,4,4,9,4,1,1,1,2,3,5,3,1,3,4,2,1,1,0,0,0,4,1173
143,L1032125,0,4,0,0,0,30096,1,1,1,31419,30096,1626.6,146.31,916.11,525.33,38.85,1,1,0,0,1,0,7,8,54.56,2,54.56,2,2,1,1,3,4,4,1,1,1,2,1,2,3,1,4,5,2,1,0,0,0,0,3,2302
144,L1032814,0,4,0,0,0,32517,1,1,1,34351,32517,1374.4,84.29,666.05,585.21,38.85,1,1,0,0,1,1,7,8,61.92,2,61.92,2,2,1,1,4,6,5,1,1,1,2,5,2,1,1,4,5,2,0,1,0,0,0,3,7002
145,L1033312,0,4,0,0,0,30337.93103,0.58,0.67,0.82,18482,17596,1367.36,69.94,963.41,300.74,33.27,1,1,0,0,1,0,3,8,43.85,3,43.85,3,2,1,1,3,6,2,2,2,1,2,-9,7,3,1,4,5,1,0,1,0,0,0,3,2542
146,L1033313,0,4,0,0,6000,25979,1,1,1,31979,31979,1394.66,124.11,793.4,438.3,38.85,1,1,0,0,0,0,7,7,54.76,2,54.76,2,2,1,1,1,3,3,1,1,3,2,5,1,1,1,3,2,2,0,0,0,0,0,3,4652
147,L1033319,0,2,0,0,0,11656,1,1,1,11656,11656,1121.76,128.79,650.51,303.61,38.85,1,1,0,0,1,0,2,2,69.48,1,64.27,2,2,1,1,1,3,3,1,1,1,2,5,2,3,1,4,5,2,1,1,1,0,0,3,2198
148,L1033320,0,3,0,0,4732,20061,1,1,1,21216,24793,677.47,123.14,266.6,248.88,38.85,1,1,0,0,1,0,5,5,80.68,1,73.98,1,2,1,4,1,9,2,1,1,1,2,5,1,3,1,3,5,2,1,1,0,0,0,2,1319
149,L1034001,0,3,0,0,0,14328,1,1,1,15320,14328,1180.77,100.87,580.96,456.91,42.03,2,2,0,0,1,0,2,3,55.32,2,55.32,2,2,1,1,2,3,1,1,1,3,2,5,2,3,1,4,5,2,0,1,1,0,0,3,2132
150,L1034006,0,3,0,0,4056,26451.72414,0.58,0.67,0.82,15342,19398,960.78,100.87,545.14,281.5,33.27,1,1,0,0,1,1,4,7,73.72,1,69.55,1,2,1,4,1,5,5,1,1,1,2,5,7,3,1,5,6,1,1,1,0,0,0,2,618
151,L1034007,0,2,0,0,5317,11482.75862,0.58,0.67,0.82,10245,11977,750.18,101.58,291.31,324.02,33.27,1,1,0,0,1,0,2,2,73.06,1,73.06,1,2,1,4,5,5,1,1,1,1,2,5,7,3,1,5,6,1,0,1,0,0,0,2,1353
152,L1034014,0,3,0,0,0,20678.92157,2.04,1.86,1.32,43177,42185,1419.41,107.05,528.85,727.91,55.6,1,1,0,0,1,0,8,6,64.02,2,64.02,2,2,1,1,2,3,3,1,1,2,2,5,5,1,1,1,5,5,0,0,0,0,0,3,2958
153,L1034020,0,2,0,0,4800,10879,1,1,1,16671,15679,862.85,109.17,207.16,504.49,42.03,2,2,0,0,0,0,3,2,78.19,1,78.19,1,2,1,4,5,9,2,1,1,1,2,5,1,1,1,3,2,2,0,0,0,0,0,4,1160
154,L1034022,0,2,0,0,9412,-2537,1,1,1,2860,6875,1161.52,162.45,550.81,406.23,42.03,2,2,1,1,1,0,1,1,63.24,2,63.24,2,2,1,2,2,2,2,1,1,3,2,3,5,2,1,2,1,2,1,1,0,0,0,3,1131
155,L1034801,1,1,598.28,598.28,6101.8162,11063.1838,1,1,1,17165,17165,1864.62,115.44,1212.82,497.93,38.43,1,1,1,1,0,0,3,2,40,3,40,3,4,1,2,2,2,3,1,1,3,1,3,5,3,1,2,1,2,0,0,0,0,0,3,1155
156,L1034803,0,3,0,0,4346,24639,1,1,1,29980,28985,1012.23,123.84,435.73,414.23,38.43,1,1,0,0,0,0,6,7,71.86,1,71.86,1,4,1,1,2,6,3,1,1,1,2,5,1,1,1,3,3,2,0,0,0,0,0,3,2013
157,L1034804,0,4,0,0,2712,41247.5,1.2,1.2,1.07,53204,52209,1504.36,156.34,767.39,536.69,43.94,1,1,0,0,1,0,9,9,66.14,2,66.14,2,4,1,1,3,8,4,1,1,2,2,5,3,1,1,1,3,3,0,0,0,0,0,3,1081
158,L1034806,1,1,456.38,456.38,7200,8198,1,1,1,11620,15398,1722.72,110.63,1055.01,518.65,38.43,1,1,1,1,0,0,3,1,47.63,3,47.63,3,4,1,2,6,2,3,1,1,3,2,3,5,1,1,2,4,2,0,1,0,0,0,3,1424
159,L1034807,1,1,324.34,324.34,0,11640,1,1,1,11640,11640,1590.68,130.29,1081.02,337,42.37,2,2,1,1,1,0,2,2,54.51,2,49.35,3,4,1,1,4,2,3,1,1,2,1,5,1,1,1,3,5,2,0,1,1,0,1,1,2436
160,L1034808,0,3,0,0,4408.615385,24087.74038,1.6,1.6,1.32,43944,42949,1362.14,212.6,461.1,628.05,60.39,3,2,0,0,1,0,9,6,71.19,1,71.19,1,4,1,4,3,5,3,1,1,1,2,5,3,1,1,1,3,5,0,0,0,0,0,4,1200
161,L1034814,0,3,0,0,3120,15821.60494,1.62,1.53,1.21,30078,28751,1425.87,186.16,640.8,549.44,49.47,1,1,0,0,1,0,6,4,65.07,2,65.07,2,4,1,1,3,5,3,1,1,1,2,5,3,1,1,1,3,4,0,0,0,0,0,3,1946
162,L1034815,0,4,0,0,4440,31863,1,1,1,37298,36303,1285.51,91.47,675.63,479.98,38.43,1,1,0,0,0,0,8,8,63.1,2,63.1,2,4,1,4,1,5,3,1,1,2,2,5,1,1,1,3,4,2,0,0,0,0,0,4,520
163,L1034822,0,3,0,0,4200,20725.86207,0.58,0.67,0.82,17216,16221,989.54,77.8,516.47,362.37,32.9,1,1,0,0,1,1,3,6,63.63,2,63.63,2,4,1,1,3,6,3,1,1,2,2,4,6,3,1,3,4,1,1,1,1,0,0,3,3174
164,L1037209,0,4,0,0,0,19808.62069,0.58,0.67,0.82,12477,11489,1158.02,133.53,689.58,302.01,32.9,1,1,0,1,1,0,2,5,57.64,2,57.64,2,4,1,1,4,8,2,1,1,2,2,1,7,3,1,5,6,1,1,1,0,0,0,3,5411
165,L1037216,0,4,0,0,0,19804.28571,1.4,1.4,1.21,28604,27726,1857.35,173.42,995.77,638.69,49.47,1,1,0,0,1,0,6,5,60.2,2,60.2,2,4,1,1,2,2,5,1,1,3,1,5,3,1,2,1,2,4,0,0,0,0,0,3,3030
166,L1037220,0,3,0,0,2760,21691,1,1,1,25329,24451,1012.55,91.24,469.6,413.28,38.43,1,1,0,0,1,0,5,6,64.63,2,64.63,2,4,1,1,1,4,1,1,1,1,2,5,2,1,1,3,5,2,1,1,1,0,0,3,2010
167,L1037221,0,4,0,0,0,18594.82759,0.58,0.67,0.82,11258,10785,1209.73,103.06,773.77,300,32.9,1,1,1,1,1,0,1,5,54.91,2,54.91,2,4,1,1,2,2,2,1,1,3,2,5,7,3,1,5,6,1,1,1,1,0,0,3,5235
168,L1037223,0,3,0,0,4420,18306.89655,0.58,0.67,0.82,11250,15038,922.94,106.32,534.23,248.39,34,1,3,0,0,1,0,3,5,63.21,2,63.21,2,4,1,4,2,4,1,1,1,2,2,5,6,3,1,3,4,1,1,1,0,0,0,2,554
